SNP,Chr,Pos,Effect,SE,TPO1_TCB2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.165553022672499,0.164625575739628,0.315280648882507
2,1,1035,0.112065959906825,0.166558023474639,0.501492890745861
3,1,1074,0.347877073970541,0.281042501421968,0.216609360718505
4,1,1470,-0.0892457557026862,0.280597292714167,0.750630252817187
5,1,1475,0.131903597135571,0.207021135693823,0.524439887956504
6,1,1491,0.0713080009116545,0.18115491547066,0.694091911284912
7,1,21249,-1.27637290460711,1.03801045302072,0.219653130668102
8,1,27243,-0.0200258181687916,0.141905010452894,0.887854622005423
9,1,27272,0.00644294866168327,0.139777441275988,0.963261123676236
10,1,27498,-0.505180613252779,1.27613831236492,0.692442548726807
11,1,27561,0.311281139163029,0.964156462738387,0.746997459161056
12,1,27816,0.0697001918764256,0.142581750508974,0.625255917574129
13,1,27822,0.0598653679848113,0.142413085897802,0.674475160634245
14,1,27823,0.0494820763192019,0.145359006308195,0.73374811587535
15,1,27825,0.0581726643743325,0.142415073114617,0.683174366490405
16,1,27843,0.0496578772914493,0.13644507180858,0.716120380113581
17,1,27848,0.0496578772914493,0.13644507180858,0.716120380113581
18,1,28495,0.0798561458264033,0.136406675591968,0.558634718856455
19,1,28975,0.0491141132471766,0.135535427878667,0.717291629927577
20,1,29283,-0.348889401027493,0.303230130909804,0.250685396022279
21,1,29752,-0.272026448914182,0.316399857082491,0.390507450870722
22,1,29787,2.27393036508222,0.848450261631339,0.00770505382795962
23,1,30057,-0.0896201923790727,0.277841843428734,0.747220738348478
24,1,30479,0.0389441069643466,0.81422668148349,0.96187912352895
25,1,30706,-0.00221035126201877,0.140000332959121,0.987412293102705
26,1,31435,0.030715386105245,0.135191585792477,0.820400568266217
27,1,35128,0.257629718480867,0.185842965384118,0.16653748773503
28,1,35129,0.0729876237269358,0.186784963139052,0.696212217213909
29,1,36146,-0.0133790821930429,0.134502429268015,0.92082082940761
30,1,37255,0.265409561618041,0.27112025681334,0.328281686485313
31,1,37409,0.0561940072309243,0.135198481295691,0.677925399930364
32,1,37478,0.0446013071308535,0.135326990997362,0.741911488536986
33,1,39144,0.0238260992516934,0.134724215854356,0.859726927661702
34,1,41499,0.0150570636573527,0.134354082358479,0.910831593328125
35,1,45359,-0.355148581899489,0.225401699815182,0.116007968819076
36,1,45634,-0.0348873337156386,0.207756667312141,0.866739221597602
37,1,51248,-0.0522387879785359,0.134899706008062,0.698810663729478
38,1,51462,-0.0478176517172606,0.13508734714347,0.723568353068505
39,1,52124,-0.0649486169255768,0.134884066246978,0.630449324805175
40,1,52667,-0.181378271586131,0.134365763027991,0.177917960691227
41,1,55470,-0.0658511340038663,0.138333800783168,0.634346994149876
42,1,59265,-0.0522568566610354,0.134615425587801,0.698106714498189
43,1,60165,-0.0127568834305714,0.134540696416236,0.924513166837793
44,1,62308,0.0325675199005384,0.134383263420903,0.808651235502637
45,1,62869,0.0619478547040204,0.13433710657104,0.644984075023194
46,1,65431,0.0707004618601786,0.140293517131631,0.614613164120407
47,1,65451,0.0945298746039645,0.138262499572698,0.494614056949243
