SNP,Chr,Pos,Effect,SE,FMP45_HNM1_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0417662303731551,0.157449893752374,0.790958772216117
2,1,1035,0.0797744049386608,0.159131610921108,0.616464837592758
3,1,1074,0.0207126407685037,0.269014671489245,0.938671568404272
4,1,1470,0.195645525991207,0.267845819678487,0.465605254645195
5,1,1475,0.153095534301486,0.197680012445586,0.439176410206747
6,1,1491,0.090164163415366,0.172999769684194,0.602567603266034
7,1,21249,-0.532093503460615,0.993162891840003,0.592464223441801
8,1,27243,0.0630450890954268,0.135501465544593,0.642023308763202
9,1,27272,0.0356668456504645,0.133493961978355,0.78948700792961
10,1,27498,-1.13558660155037,1.21766242869468,0.351666234807083
11,1,27561,1.12847896828926,0.919080081946375,0.220326894360583
12,1,27816,-0.0393144552493061,0.136215583251594,0.773042079443577
13,1,27822,-0.0388943542597062,0.136042759546924,0.775123934718189
14,1,27823,-0.0584680863512691,0.138826146837901,0.67389421623044
15,1,27825,-0.0326689053868099,0.136047398000852,0.810369752917205
16,1,27843,-0.0767929425702244,0.130284527915538,0.555953329015122
17,1,27848,-0.0767929425702244,0.130284527915538,0.555953329015122
18,1,28495,-0.10111865444127,0.130239580432019,0.43802982991087
19,1,28975,-0.103136530215205,0.129362998933012,0.425833348504203
20,1,29283,-0.192358256110497,0.289989195085439,0.507552777975708
21,1,29752,0.388540524472596,0.301814825241713,0.198816648867425
22,1,29787,1.77856259171823,0.813100518454342,0.0293700503131079
23,1,30057,-0.110212918576528,0.265352196872534,0.678141127717822
24,1,30479,0.929821764889622,0.776126943512431,0.231709893334173
25,1,30706,-0.0991429572567774,0.133615839526252,0.458580718486133
26,1,31435,-0.134312478049455,0.128938341450366,0.298273005953775
27,1,35128,0.293488021300251,0.177301828205737,0.0987520269674071
28,1,35129,0.0142653867956035,0.178442798064448,0.936327293724465
29,1,36146,-0.109512098090311,0.128338187690167,0.394066744526404
30,1,37255,-0.0592215265864482,0.259289974601771,0.819468449609262
31,1,37409,-0.0764105480032313,0.129101061435878,0.554319088495589
32,1,37478,-0.0787586244712475,0.129208157889886,0.54255314070243
33,1,39144,-0.0319180107666658,0.128675005101037,0.804238894511832
34,1,41499,0.0357774048100574,0.128315142950028,0.780542786002363
35,1,45359,-0.335232694706147,0.215307908803844,0.120368441207228
36,1,45634,-0.212116166585636,0.198123269575579,0.28506854975181
37,1,51248,-0.19035386954138,0.128476640475827,0.139332869388259
38,1,51462,-0.15595176434734,0.128783038384181,0.226718890742479
39,1,52124,-0.114099040212616,0.128732338076228,0.376044361514369
40,1,52667,-0.1695345228191,0.128352169582731,0.187405550886629
41,1,55470,-0.089692413358825,0.132084339683343,0.497548554569802
42,1,59265,0.053903957641613,0.128572043624858,0.67528771359275
43,1,60165,0.0402185870741173,0.128489037993131,0.754456534403136
44,1,62308,-0.09677081078022,0.128262164706408,0.451066068243366
45,1,62869,-0.104135976404011,0.128229685520268,0.417278649043402
46,1,65431,-0.103047025079799,0.133935925717637,0.442184900086587
47,1,65451,-0.0826721062334024,0.132074205603846,0.531750970933306
48,1,65719,-0.0418640616574634,0.137787320286142,0.761435643346427
49,1,66841,-0.06976165772976,0.128356212680636,0.587128345226685
50,1,66948,-0.106154692523421,0.129074370858857,0.411387142636316
51,1,68621,-0.240789374703494,0.128209017284815,0.0611915879938853
52,1,69417,-0.113705264841966,0.128364283945529,0.376327561008585
53,1,69820,-0.225607500192599,0.502707894563578,0.653862506353943
54,1,69821,-0.25810742032941,0.311697152308363,0.408189690876513
55,1,70906,-0.00142271164982244,0.206431260822824,0.99450496500323
56,1,74327,-0.0237135781596172,0.12920722477349,0.854486485428195
57,1,74572,-0.0376652606956124,0.128853788104203,0.770221281770208
58,1,75211,0.0101722315179937,0.128633325167505,0.937014367960573
59,1,76030,0.0347538386182579,0.128621164118571,0.787161899979215
