SNP,Chr,Pos,Effect,SE,ERV25_UIP4_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.163279279905444,0.086263657135354,0.0592031765199316
2,1,1035,0.158220807544499,0.0872433076959963,0.0705948325216746
3,1,1074,0.0190645569077956,0.148116825726389,0.897658071309674
4,1,1470,-0.212263778445035,0.147153850090983,0.150058868129081
5,1,1475,-0.203546007011779,0.108394687407241,0.0612296597786402
6,1,1491,-0.0803779010540158,0.0951939623889994,0.399040557777756
7,1,21249,-0.157569719251935,0.546991925868133,0.773465355225951
8,1,27243,-0.0631915912536503,0.0745539413509654,0.397237549282806
9,1,27272,-0.101381900425518,0.0733106804365584,0.167567308061741
10,1,27498,-1.35678713640805,0.667372761960885,0.0427975785278692
11,1,27561,-0.13898072019951,0.507069549882566,0.784178763346333
12,1,27816,-0.0087626657001254,0.0750074860369511,0.907066054398653
13,1,27822,-0.0048033205357409,0.0749131662247582,0.94891215699887
14,1,27823,-0.00193177318203391,0.0764565921564532,0.979856851836381
15,1,27825,-0.0115469652963651,0.0749110814303992,0.877585634133054
16,1,27843,0.0188904506187346,0.0717627061674087,0.792523093569131
17,1,27848,0.0188904506187346,0.0717627061674087,0.792523093569131
18,1,28495,0.0358456665131492,0.071745548503698,0.61765241043585
19,1,28975,0.00452611440315714,0.071290756809831,0.949413772989491
20,1,29283,-0.211770588064769,0.159368987905492,0.184770025620889
21,1,29752,-0.411011094969768,0.165125640016259,0.0132673851319176
22,1,29787,-0.514823656702443,0.44988202078062,0.253252791960904
23,1,30057,0.198607022664019,0.145755384999923,0.173875686891003
24,1,30479,-0.208173369801464,0.428058781324216,0.6270423655032
25,1,30706,-0.0172690736036395,0.0736202840939202,0.814678877846144
26,1,31435,0.0104503104409541,0.071100104084012,0.883231523358356
27,1,35128,0.0185883759485987,0.0979952596012836,0.849663839048459
28,1,35129,-0.00497790138144527,0.0982508578930838,0.959620947114686
29,1,36146,-0.00472751056934623,0.0707351988449256,0.946751756779507
30,1,37255,0.034131766832008,0.142763645334367,0.811183192577962
31,1,37409,-0.000917022519122956,0.0711180872934885,0.989719355253245
32,1,37478,-0.0152891235920112,0.0711745882096337,0.830038291483916
33,1,39144,-0.0908674277427363,0.0706891772003519,0.199477631686974
34,1,41499,-0.0412760053132452,0.0706237352240207,0.559291271985243
35,1,45359,-0.172220461687428,0.118600870173198,0.14736169151895
36,1,45634,0.0842573495739947,0.109171258449674,0.440754821990414
37,1,51248,0.00402552624574597,0.0709583258950485,0.954791694836479
38,1,51462,0.0113115153952749,0.0710523192198328,0.873602502365435
39,1,52124,0.00100972661948457,0.0709586290151788,0.988654689665389
40,1,52667,-0.0280107758322551,0.0708292399454162,0.692735605688911
41,1,55470,-0.0478365431347524,0.0727283620246132,0.511132207142772
42,1,59265,0.038278321728206,0.0707798731413169,0.588981011784167
43,1,60165,0.0245382523571462,0.070743625954015,0.728901926060881
44,1,62308,0.0325007315394601,0.0706566928202107,0.64581309037813
45,1,62869,0.0601477763354313,0.0705964394660027,0.394794799498694
46,1,65431,0.0608929517006813,0.0737355222332348,0.409458731422393
47,1,65451,0.0774792914024474,0.0726432422191589,0.286893794272011
48,1,65719,0.00749477257929049,0.0758743537622398,0.921370021569543
49,1,66841,0.05716609711027,0.0706367937960099,0.418889873911353
50,1,66948,0.0517344816242039,0.0710828896554505,0.4672154330741
51,1,68621,0.0471306583997823,0.0708991288842011,0.506640265977004
52,1,69417,0.0536099065353255,0.0706981233586131,0.448781433622496
53,1,69820,-0.27787825540121,0.276473820402048,0.315546873083443
54,1,69821,0.0121454371071099,0.171785353488566,0.943675572410269
55,1,70906,-0.0109030384765427,0.113659255789131,0.923632656121347
56,1,74327,-0.0771205786090189,0.0710261800800019,0.278306218871592
57,1,74572,-0.0639285597837308,0.0708736502067871,0.367667952199743
58,1,75211,-0.046830025379003,0.0707820632575291,0.508653687721806
59,1,76030,0.000957072439880385,0.0708259168241157,0.989226127325803
60,1,80108,-0.120608126180402,0.0705176114824633,0.0880841905884333
61,1,81262,-0.135990264200474,0.0704113757240042,0.0542378633968594
62,1,81999,-0.148590762475563,0.070513150919102,0.0357984622687616
63,1,82431,-0.158697092798609,0.0707890181450689,0.0255929026558718
64,1,83284,-0.184970056518483,0.0700842903357185,0.00867731244583346
65,1,83613,-0.169605859799842,0.0701864427036302,0.0161769828351828
66,1,84112,-0.132990659859073,0.0704175233833856,0.0597648527301696
67,1,84701,-0.107829661410076,0.0755673119868832,0.154482459171173
68,1,84858,-0.105021445468131,0.0707516660056314,0.138603926978471
69,1,85751,-0.125523752329939,0.0709499848963261,0.0777261644541469
70,1,87445,-0.145512639433564,0.0709932866832519,0.0411353820250655
71,1,87467,-0.151759227444395,0.0713324881177113,0.0340720116527767
72,1,89070,-0.152745598216334,0.0708742953457665,0.0318248401182663
73,1,89616,-0.137286123287872,0.0705780384351384,0.0525484574011875
74,1,89679,-0.147193316062196,0.0705304939349091,0.0376100197465531
75,1,89880,-0.153538027860438,0.0705102660851292,0.0301029672822273
76,1,91472,-0.147473752652649,0.0710770388949011,0.0387250746407798
77,1,93789,-0.158274930489689,0.0702692334441001,0.0249103813393141
78,1,94351,-0.169312115266701,0.070384099361754,0.0166621442888184
79,1,99148,-0.149085520807253,0.0703261436107609,0.034710427777293
80,1,101281,0.299247364862391,0.773854586985145,0.699213423353082
81,1,106011,-0.0649853087496579,0.073676962860086,0.378360662242665
82,1,106800,-0.0451965036087213,0.0708270132066893,0.52380590743559
83,1,107970,-0.0379686891251235,0.0706289914540897,0.591206196620959
84,1,109000,-0.0409100734682201,0.0707489205377486,0.563468724221406
85,1,112549,-0.0811551109597541,0.0705702250802424,0.250926136083544
86,1,112742,-0.0775355490398514,0.0708576776391533,0.274594316644113
87,1,113050,-0.0540199000041676,0.0707999882028698,0.445977111605029
88,1,113135,-0.0651269522532087,0.0705928108767975,0.356860413890908
89,1,114076,-0.00922599948684237,0.0706761590227744,0.896214309703571
90,1,114628,-0.0149113492803841,0.0708522225423525,0.8334324016806
91,1,116283,0.0254888842618876,0.0712378484175273,0.72070702027094
92,1,126880,-3.23986370617817,1.32570011489617,0.0150188323834815
93,1,127853,0.122871422930507,0.0708167771214604,0.0836027969142978
94,1,128302,0.140431227241681,0.0704495368917921,0.0469914081422581
95,1,128704,0.131766696539102,0.0705678080008032,0.0626973822607763
96,1,128911,0.133631156584415,0.0705657636781027,0.0590808172441894
97,1,130267,0.0713405801583119,0.0707879145809235,0.314237267819811
98,1,130271,0.0708553743248876,0.0708735510344412,0.318119446841206
99,1,130613,0.00232310295293764,0.071636955938382,0.974148396163408
100,1,132012,0.0852721448146727,0.0713407834268187,0.232780395511305
101,1,133231,0.0574904192683982,0.0709117616443118,0.418065962933439
102,1,137074,0.00537955380062945,0.0708762264644134,0.939541112848215
103,1,137304,0.0145235134598709,0.0708972264522422,0.837805000853363
104,1,139686,0.00884102863302974,0.0709930564463745,0.900963596839197
105,1,149562,0.0136746097555403,0.0711528562946643,0.847706725380946
106,1,150447,0.0104101775513041,0.0719437322315391,0.885031201096513
107,1,151446,-0.225655672192995,0.144036497588693,0.118091034925333
108,1,154084,0.0284386986646794,0.0721522659815861,0.693709491146806
109,1,156633,-0.0253492112098284,0.0731451135667584,0.729127970427778
110,1,157269,0.023534192915233,0.0708472726269353,0.739948946010062
111,1,160054,-0.0190943259650723,0.0715243368411212,0.789653813570968
112,1,166222,-0.0439885021549448,0.0709638792731153,0.535742158093555
113,1,166416,-0.0210398867861761,0.0708494954120929,0.766667178134941
114,1,167326,-0.0224483887867805,0.0712509832863655,0.752901680290849
115,1,168836,-0.066183529462446,0.0708357646152335,0.350775644267827
116,1,171200,-0.0601294072082487,0.0709573749307826,0.397345368312736
117,1,171431,-0.0720470378969513,0.0713700085955066,0.313432969908516
118,1,173339,-0.078745182441667,0.0707931738675316,0.26675437329289
119,1,173845,-0.0893952398933154,0.0706984172864507,0.206899592040693
120,1,175121,-0.057088853841977,0.0706525439012097,0.419621734170458
121,1,175281,-0.0550772963859744,0.0707172274715795,0.436596657017519
122,1,175315,-0.0567708789875855,0.0706911326197915,0.422466892667015
123,1,175523,-0.0520115854029699,0.0711027089451891,0.46495951027043
124,1,175541,-0.0560814997319645,0.0708032836436119,0.428848986770393
125,1,175653,-0.0596206208537977,0.0710195595392271,0.401759326902419
126,1,175805,-0.0838729776170317,0.0749785181993119,0.264060040040149
127,1,175818,-0.0746137652108819,0.0732781649737898,0.309267702285105
128,1,175856,-0.0636654695947075,0.0721845432776971,0.378386696444419
129,1,175876,-0.0533714876965285,0.0710998540093279,0.45336015851517
130,1,175989,-0.0547065496814328,0.0713001705267148,0.443433310105381
131,1,176001,-0.0714676527610343,0.0716305043349762,0.319095422335866
132,1,176451,-0.0636209725497511,0.0725146570688738,0.380891488897164
133,1,177692,-0.0721490919132251,0.0706513971361713,0.307859801648229
134,1,178191,-0.0702467907522776,0.0707271802005645,0.321288990252663
135,1,178224,-0.0721490919132251,0.0706513971361713,0.307859801648229
136,1,178960,-0.0980833661392781,0.0711294787169478,0.168785998283371
137,1,179139,-0.11718462887818,0.141218061225517,0.407205148449246
138,1,179139,-0.220334717881196,0.28445265175643,0.439099359297378
139,1,180955,-0.0628353058274433,0.0818372238937654,0.443114326853721
140,1,183802,-0.0646619035645779,0.0706808502476249,0.360898371235453
141,1,183954,-0.0647979606944414,0.0711962923787545,0.363374391200826
142,1,184450,-0.0603008014950536,0.0705827468284233,0.393502801666461
143,1,184641,-0.0693984407362253,0.0726179336402708,0.339895345800787
144,1,184718,-0.0325332026620673,0.0710360241953368,0.647247338191764
145,1,185296,-0.0161428891381188,0.0707504638047429,0.819648875043052
146,1,185438,-0.0336617998202682,0.0707363354232856,0.634456329825042
147,1,185469,-0.0330566965130378,0.0708392948752227,0.641042818488361
148,1,185503,-0.0315728183929674,0.0706578846780135,0.655264103320661
149,1,185705,-0.0253045775661403,0.0714550962029562,0.72345096297095
150,1,185749,-0.0181033996411305,0.0714612922734693,0.800159493297335
151,1,185806,-0.0301634388848043,0.0715452067858643,0.673573828151727
152,1,185879,-0.0311798936641329,0.0718898670312432,0.664758530513624
153,1,185916,-0.0472603148515862,0.0718322855246658,0.511014616856813
154,1,185941,-0.0386492289717418,0.0721601026671321,0.592569648146093
155,1,185954,-0.0391172010460844,0.0723703002840637,0.589183092258443
156,1,186055,-0.0506709237825009,0.0709040077246773,0.475303113753646
157,1,186896,-0.0650735772941845,0.0720353523172864,0.366952946135304
158,1,187697,-0.0920988409417474,0.146997506824152,0.531370117886134
159,1,189392,0.101296550977257,0.147752003941451,0.493424855240289
160,1,189416,0.0948025188949382,0.142929225337868,0.507582256152872
161,1,190132,0.0283793169124634,0.0710292277655332,0.689733883196133
162,1,190148,0.0176479914146097,0.0710605056155559,0.804006780113337
163,1,190165,0.028900143600922,0.0715962851913331,0.686711405779822
164,1,190169,0.02631643013647,0.0715097879180808,0.713085169062051
165,1,190933,0.0128369518468479,0.0709402022030153,0.856507104888513
166,1,192149,-0.102473750213216,0.0713152450272681,0.151628646947864
167,1,192302,0.104859995826176,0.0942729927017924,0.266765441158684
168,1,192303,-0.0105867014858254,0.0852649022052426,0.901257301247205
169,1,192305,0.0716076118609412,0.0885252380904956,0.419120456949364
170,1,192315,-0.00510629176949529,0.100516707651406,0.959513282568166
171,1,192795,-0.0729596485015182,0.0707026279732857,0.302814795818568
172,1,194020,-0.080255690231149,0.0744610048951086,0.281849293749383
173,1,194187,-0.0720309297776771,0.070764075495854,0.309421419231879
174,1,194867,-0.054384005602359,0.0707701151746496,0.442727711674998
175,1,197325,-0.0818458638807553,0.0724267398093799,0.259222259187728
176,1,197392,-0.115589724733562,0.0732323078693607,0.115369872279903
177,1,198857,0.118764459130426,0.339567581469494,0.726733354382753
178,1,206666,-0.0733701948357861,0.0795627749164307,0.357071117909226
179,1,206675,-0.145989802559526,0.103416961231924,0.158930312712238
180,1,223051,0.0243760641349717,0.0820711531078055,0.766632534249984
181,1,223059,0.0473149982667695,0.0851954705791118,0.578993463626403
182,2,7366,0.353092687927918,0.100994847311409,0.000532228976596096
183,2,8180,-0.0930706033522632,0.141348929743771,0.51068095066831
184,2,8187,-0.0136954576848982,0.147077410062242,0.925863165283312
185,2,8250,0.177751378736476,0.14459401076782,0.219773039781475
186,2,8253,0.165969978168857,0.144633674070413,0.251944045467994
187,2,8285,0.0706693171183545,0.0784698369278771,0.368419214676551
188,2,8302,0.0476272046642411,0.0734934033147324,0.517375614285063
189,2,8306,0.0476272046642411,0.0734934033147324,0.517375614285063
190,2,8314,0.0402539709935291,0.0719966660239605,0.576441985115106
191,2,8317,0.0487874733745655,0.0736254506897604,0.507990910936943
192,2,8328,0.057221279480532,0.073278371925657,0.435399113202197
193,2,8331,0.0577027657250129,0.0731393003810059,0.430674652823134
194,2,8498,0.0559406023299088,0.071861394452637,0.436824432611705
195,2,8651,0.0694788829640783,0.0718953496567548,0.334511113600303
196,2,9418,-0.00243704769877251,0.183090315486477,0.989387485810185
197,2,9812,0.104883798465974,0.0722026610173709,0.147214625109452
198,2,9932,0.0792289967531791,0.0720093536427592,0.271968679666105
199,2,10135,0.0983340393417631,0.0716656196276076,0.17089647368342
200,2,11616,0.0549983958759385,0.0717204966625571,0.443687121476552
201,2,12133,0.087668586584065,0.0719143476068334,0.223631808459438
202,2,12194,0.0814415395384397,0.0722142594603096,0.260180301920223
203,2,12359,0.0812618759420255,0.0720029358211434,0.259836766429471
204,2,13061,0.0544024272769391,0.0720692690980412,0.450834482890385
205,2,14298,0.0755913656555725,0.0722430069125156,0.296116073351818
206,2,15222,0.0445946206188802,0.0730219528120474,0.541790171541211
207,2,17986,0.0712403719560449,0.0716799918832349,0.320968438453966
208,2,19770,0.0564418567532794,0.0722140352271739,0.434978735182443
209,2,19836,0.0511388539168308,0.072026514350212,0.478172638226075
210,2,19851,0.068950285635365,0.0721957455844992,0.340207797328801
211,2,21595,0.0724320604007193,0.0718870926077424,0.314345863449015
212,2,22385,0.0677558797689772,0.071968212890305,0.347108124642208
213,2,23441,0.0546014682036061,0.0727003195724428,0.453123826033982
214,2,24209,0.0426976501852765,0.0721234866629042,0.554224489049545
215,2,24341,0.0784656854181641,0.0722092906646312,0.277936269844391
216,2,26815,0.0437425995153529,0.0722057596047025,0.54503366313673
217,2,28209,0.016071877834832,0.0722625306839693,0.824123693553286
218,2,28695,0.00254403542234405,0.0754991180666417,0.973138432554704
219,2,35849,0.126230663477204,0.773989316670642,0.87054014058655
220,2,35850,-0.0328821193569651,0.946637423506634,0.972310121813159
221,2,41245,0.0589580328361632,0.0719219663944263,0.412911773323945
222,2,43214,0.121712303817282,0.0728701743248733,0.0957538714459289
223,2,47104,0.137904912955324,0.0707383208306687,0.0520263521150747
224,2,50915,0.14993388028883,0.0713721094948561,0.0363730657114074
225,2,55834,0.150862594250591,0.0710326087480509,0.0343776204267603
226,2,56422,0.141622768255085,0.0712149941353954,0.0475099199132964
227,2,57715,0.146302947601617,0.0709507073976407,0.0399357180006381
228,2,59046,0.130725619207289,0.0713995984538784,0.0679580771921531
229,2,59191,0.144222519262996,0.0709128110846492,0.0427191002102846
230,2,59383,0.150561739596905,0.0708961473706536,0.0343907320565586
231,2,59477,0.134794603255783,0.0720648864777522,0.0622470518562211
232,2,59755,0.283235915535763,0.162018587132358,0.0813040751171361
233,2,60471,0.149102673805542,0.071001575606109,0.0364388912844511
234,2,60478,0.14851340343548,0.0710871031566576,0.0374076373861078
235,2,60786,0.132591982012837,0.0710580404381924,0.0628750900283754
236,2,61035,0.118206519417014,0.0711247509161063,0.0974084345613142
237,2,61071,0.121408289804752,0.0707842200547982,0.0871882011667627
238,2,61675,0.178230665884766,0.0706491639731396,0.0120826786743932
239,2,62776,0.16073896421087,0.0739086517741996,0.0303060555473497
240,2,62939,0.135931081747115,0.0707912335384596,0.0556421663362396
241,2,63527,0.134189868648666,0.0710691060265738,0.0598242605880567
242,2,63857,0.118566008124322,0.0711644484401578,0.096583590036974
243,2,65527,0.116624582980806,0.0709370998473417,0.101054841779816
244,2,67007,0.0896320743351447,0.0782543533234796,0.252821875161847
245,2,67023,0.0491269665944358,0.162104690574484,0.76202491533258
246,2,67024,0.0817015192963346,0.162660297185512,0.61578156346322
247,2,67976,0.0705920947666216,0.0721360222449436,0.328449321151306
248,2,69628,0.0786404196541529,0.0733110734984317,0.284140772104974
249,2,71825,-0.0775678920943799,0.141934824838473,0.58506507356302
250,2,72389,0.021313202397082,0.0717793860711236,0.766697256674668
251,2,72392,-0.0309375734082957,0.0722577335364764,0.668798745462412
252,2,73646,0.0309774638471393,0.0707754831762047,0.661881331238454
253,2,74564,-0.0129579507842623,0.0706523127751339,0.854585958107014
254,2,74739,0.00970686705338819,0.0708861169289076,0.891159385153089
255,2,79931,0.0541444903446543,0.0798483821602711,0.498158066998711
256,2,80748,0.0527571528118723,0.0736705798186844,0.474389232812554
257,2,80873,0.0642920026133853,0.0709746823669789,0.3656362025779
258,2,81501,0.0734002030235825,0.0709377928087841,0.301511633130073
259,2,83526,0.0196767916620175,0.0709273444473252,0.781618637598134
260,2,83845,0.0157428943632698,0.0709975465921823,0.824645623684528
261,2,84412,-0.0754967470054275,0.178888844987322,0.673258856450392
262,2,84412,-0.00387126990348408,0.0896009887815877,0.965562021320735
263,2,84447,0.0472106215297371,0.0718651031229992,0.511651484795875
264,2,87391,0.0738101526358755,0.0705797181889795,0.296382790535085
265,2,87562,0.0741401796322145,0.0707579039924743,0.295447330525502
266,2,87849,0.0864965571496607,0.0707114333432734,0.222057662348904
267,2,87878,0.0936397694195362,0.0709909059399987,0.188011092541697
268,2,88125,0.0641662502469741,0.0790632673499666,0.417578961429585
269,2,89785,0.033402780434416,0.0711513646467066,0.639030101154457
270,2,93441,0.0126308511867312,0.0732951867348221,0.863278019108076
271,2,93588,0.0169700930858279,0.0758665933501538,0.823133104360181
272,2,93721,0.00122539355554577,0.0709586193929748,0.986231669701308
273,2,93952,0.0163022553419301,0.0707503602876026,0.817899365685041
274,2,95085,-0.0259462923519283,0.0708409717898804,0.714389666402029
275,2,103188,0.00360194351696647,0.0725741902440144,0.9604443599987
276,2,107124,-0.0033833749834799,0.070889450611998,0.961960422143037
277,2,111645,0.0298156816280867,0.0709173227362961,0.674428080295175
278,2,111916,0.0379253247184543,0.0710736208779634,0.593949843607596
279,2,111931,0.0494289777087399,0.0711623884642389,0.487766589725762
280,2,111999,0.0339193224936787,0.0709323095509649,0.632808965257648
281,2,114528,0.0121696150655669,0.0713606587217275,0.864685733991272
282,2,116024,0.0411235310098436,0.0714997883392472,0.56555221888768
283,2,119244,0.106604952074717,0.0777557741221556,0.171238798031846
284,2,119246,0.086572537469252,0.0786593150470471,0.271820199421797
285,2,119247,0.107321053855966,0.0791572471438668,0.176030893092957
286,2,120090,0.101474193807564,0.0710457704848588,0.154091629684992
287,2,120291,0.0766228428368331,0.0719500816154725,0.287628932700151
288,2,120726,0.0869635149570954,0.071499537633329,0.224690633706937
289,2,121716,0.0718433432962356,0.0714655999068842,0.315447907596964
290,2,123100,0.131292355797518,0.0713250469014086,0.066495711541697
291,2,124677,0.0993439058838594,0.0713722325546621,0.164825233840125
292,2,127636,0.0308777216901219,0.0905023957955784,0.733170114014531
293,2,127887,0.049622848444229,0.0720100910940298,0.491206958768448
294,2,128935,0.0623947548240515,0.0719137524316896,0.38618462298815
295,2,129053,0.0519379775121279,0.0721565962826186,0.472127341954183
296,2,130040,0.0345285927288784,0.0726270138779482,0.634779160564834
297,2,130976,0.0270016630881716,0.072044177580677,0.708039384784663
298,2,132199,0.00253319580857359,0.0723923637747992,0.972105433503471
299,2,133355,0.0633288599926496,0.0728042082195358,0.384972576223459
300,2,133435,0.0473618756158392,0.072996173054119,0.516872189999379
301,2,133943,0.0542142252875434,0.0854646662870949,0.526265485285482
302,2,135183,0.0591645639038784,0.0730122630847754,0.418292260168598
303,2,135402,0.0503854327473532,0.0730198717987287,0.490632754802683
304,2,135898,0.0395818765894731,0.0734263963888719,0.590179221980184
305,2,135912,0.0331124316592208,0.073489741841972,0.652574549882012
306,2,135925,0.0210576922237726,0.073169288768213,0.773673213498204
307,2,136002,0.0163487504990905,0.0731179408384766,0.823202386256823
308,2,136173,0.0618217351085542,0.0735669041708271,0.401282615442451
309,2,138209,0.00975300355542252,0.0757982163056104,0.897691559776605
310,2,138318,0.0144594455728535,0.0755806917646998,0.848391644354208
311,2,138695,0.0231342382740878,0.0742789298860155,0.755641730839948
312,2,138818,0.0248059621941654,0.0741411450718132,0.738142491782668
313,2,139728,0.0427303971587869,0.0739850130750327,0.563932944020743
314,2,140174,0.0371488754128864,0.0739935482655738,0.61594141885426
315,2,140863,0.0440889824013893,0.0739527996845435,0.551438862503943
316,2,141152,0.0370492587395617,0.0741722340487428,0.617736203097178
317,2,141292,0.0351805404306698,0.0736411424405972,0.633138478866939
318,2,141545,0.0437944772030492,0.0739870770587295,0.554282644823918
319,2,145823,0.0120724781644028,0.0768432787309286,0.875251763723105
320,2,145934,-0.191474763777493,0.126207048056454,0.130124341393755
321,2,145980,-0.003758311367972,0.0775543664683087,0.96137677328827
322,2,146723,0.0197152905360323,0.0738828195919776,0.789744013608845
323,2,147946,-0.0233408069030161,0.0745567814961725,0.754419337948494
324,2,150394,-0.0653165848527277,0.081154741500289,0.421453734819232
325,2,151274,-0.050239920560557,0.127216515726323,0.693142912731766
326,2,151397,-0.0160844641060147,0.0747486458688375,0.82975072267557
327,2,153035,-0.0210023042759082,0.0739313274663665,0.776516741379218
328,2,153228,0.00137847106148969,0.0744792771102735,0.985243959988544
329,2,153455,0.0226081398888407,0.0750318106667149,0.763352429668279
330,2,153732,0.0153662941993589,0.0775811244349981,0.84310631698508
331,2,153815,-0.0221493571773579,0.0747442517109315,0.767148326686265
332,2,154160,-0.0139787618164009,0.0739665512645345,0.850211135742102
333,2,154235,0.00783748606556034,0.0747077779690824,0.916507942870499
334,2,155527,-0.023243048009207,0.0810785796019529,0.774530817386767
335,2,159870,-0.012314488677249,0.0728190796163243,0.865806397063092
336,2,161229,0.00249134559700481,0.0739396589378414,0.973139962239347
337,2,161451,0.150455656236839,0.158122779563077,0.341995774524499
338,2,161451,0.0538411185704559,0.158807258546071,0.734785431793137
339,2,162696,0.0168395354813706,0.0736161750266596,0.819197429530795
340,2,163284,-0.0284968067231397,0.0726302083132594,0.695032911487721
341,2,164166,-0.0482492239097629,0.0732755754097699,0.510670162709225
342,2,165270,-0.0724020291432099,0.072601761173789,0.319326790330156
343,2,165675,-0.059720439887849,0.0738371075170733,0.419167284056987
344,2,166404,-0.107503013281296,0.191456509001789,0.574812372421526
345,2,168012,-0.0819624979864417,0.0892290103641269,0.358951217904858
346,2,168062,-0.0493982642506703,0.0731941862994629,0.500185359341711
347,2,168518,-0.0536519833053466,0.0727660185734521,0.461416378703434
348,2,168980,-0.0785367034616582,0.0726673295706996,0.280537044345123
349,2,169651,-0.0671443950375894,0.0727342860295818,0.356561462940937
350,2,169902,0.317880968261758,0.120538498144295,0.00872958436548252
