SNP,Chr,Pos,Effect,SE,HNM1_TPO1_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0994850070782289,0.175825440143649,0.571877736275247
2,1,1035,0.142378970787513,0.177668001147064,0.423452767764522
3,1,1074,0.123245652560103,0.300447805596425,0.681903297458651
4,1,1470,0.0471809537554133,0.299426662817546,0.87488496128545
5,1,1475,0.279675543191516,0.220514456731033,0.205531399273555
6,1,1491,0.105238355355789,0.193251607563504,0.586395523120507
7,1,21249,0.140913011645024,1.1098900951918,0.899043371919068
8,1,27243,-0.0246438825698481,0.15140971138661,0.870798259729652
9,1,27272,0.116137357609102,0.149013324508786,0.436280649492248
10,1,27498,-1.07082628690186,1.36073499627454,0.431840918320208
11,1,27561,1.05158854800973,1.02737298066689,0.30673916887638
12,1,27816,0.0618676260597585,0.152149052819646,0.684529766847076
13,1,27822,0.0384868677659808,0.151977456135163,0.800229682580596
14,1,27823,0.0774862441292554,0.155067119455464,0.617601262170633
15,1,27825,0.0646964988074576,0.151952249043147,0.670535928085782
16,1,27843,0.102069535415832,0.145511359553506,0.483481862831871
17,1,27848,0.102069535415832,0.145511359553506,0.483481862831871
18,1,28495,0.0842616992950373,0.145546014283884,0.563002170821501
19,1,28975,0.1014908449237,0.144540837075117,0.483041886275273
20,1,29283,-0.503893353634043,0.323037997469324,0.119689523963091
21,1,29752,0.202438568871258,0.337776717223899,0.549339570156672
22,1,29787,0.981662333276208,0.912957559047586,0.282994879933419
23,1,30057,0.262746233685323,0.296167967136238,0.375600676322975
24,1,30479,1.65013250168441,0.864323117096836,0.0570518043901455
25,1,30706,0.0977436963231792,0.149288285858356,0.513067219929044
26,1,31435,0.0837742227400994,0.14418959080138,0.561610880629736
27,1,35128,0.288848634849719,0.198236222827095,0.145979636895726
28,1,35129,0.190395113438169,0.199082901900803,0.339544397711596
29,1,36146,-0.0544222427706915,0.143485423871771,0.704702355437096
30,1,37255,0.097420133081247,0.289628393663696,0.73679737784663
31,1,37409,0.0557969062320672,0.14426005699229,0.699152131638219
32,1,37478,0.0588357348786059,0.144380703850843,0.683884766679818
33,1,39144,0.0571068500267558,0.143723522802909,0.691358203174061
34,1,41499,-0.0107585841238855,0.143355769156917,0.940218919575309
35,1,45359,-0.0172230426219517,0.241343673543314,0.9431491572862
36,1,45634,-0.231602064026601,0.221339993987503,0.296109239831936
37,1,51248,-0.12749462650933,0.143807092637831,0.375915638971813
38,1,51462,-0.120514377150204,0.144019557116414,0.403275755562845
39,1,52124,-0.0704455485395499,0.1439182734195,0.624803808464806
40,1,52667,-0.115192438585557,0.143605559644902,0.423008933576837
41,1,55470,-0.166023392439491,0.147383382801955,0.26073058812158
42,1,59265,0.00770257166770005,0.143663282979933,0.957271875679973
43,1,60165,0.00392932616696807,0.143555153460109,0.978178861759085
44,1,62308,-0.0781197223564805,0.143337133301465,0.586092951939283
45,1,62869,-0.0772359815164139,0.14332047237739,0.590292762151841
46,1,65431,-0.100150395986168,0.149650609072782,0.503787420676238
47,1,65451,-0.092396285910057,0.147540310019127,0.531559412298115
48,1,65719,-0.0341789897534859,0.153931895299811,0.824411390746978
49,1,66841,-0.0504979256044744,0.14342180747399,0.724978037877013
50,1,66948,-0.0800087124700266,0.14426450354558,0.579521301366779
51,1,68621,-0.167992606812063,0.143658367341351,0.243035679411793
52,1,69417,-0.127436910941037,0.143394977898728,0.374762787897
53,1,69820,-1.13116670008181,0.5585005784399,0.0435821089802548
54,1,69821,-0.835024240559861,0.345690334595646,0.0162197581289994
55,1,70906,-0.103612313708846,0.23053888285622,0.653393488407562
56,1,74327,-0.0987024174973565,0.144248932089797,0.494265898898024
57,1,74572,-0.0556586705143467,0.143929787438206,0.699206065466815
58,1,75211,-0.00651059830908057,0.143697426321843,0.963887678075356
59,1,76030,-0.00572984120086062,0.143697520523623,0.968215864723808
60,1,80108,0.0209389322156388,0.143659545149737,0.884198899486498
61,1,81262,0.00132351182922855,0.143609538813176,0.992651970986346
62,1,81999,-0.0124452770619363,0.143958746973738,0.931157476684385
63,1,82431,-0.0754180412866559,0.14458603039294,0.602266494380564
64,1,83284,0.0354222288265616,0.143576827209303,0.805273975648498
65,1,83613,0.0536217731580164,0.143545013229643,0.708960614895612
66,1,84112,0.0271882898204681,0.143581912996148,0.849921581939513
67,1,84701,-0.0965125826890987,0.153673273568195,0.5303854464075
68,1,84858,0.0897628108003478,0.14391517819304,0.533214145391691
69,1,85751,0.00496096673540396,0.144586071602837,0.97264813805061
70,1,87445,0.0177169814876832,0.144888889523201,0.902747028254619
71,1,87467,-0.00364045088317266,0.145650345228187,0.980073510239105
72,1,89070,0.018470849406297,0.144735554571275,0.898524022092865
73,1,89616,0.0647784530365737,0.143918977935027,0.652912013861788
74,1,89679,0.0240952354456721,0.143972789188382,0.867182905539102
75,1,89880,0.034142466161642,0.144003516234495,0.812720881665455
76,1,91472,0.0498404248978968,0.145059720065787,0.73136253640152
77,1,93789,0.116760605493707,0.143454659360885,0.416239512279521
78,1,94351,0.104738875327259,0.143859134456435,0.467056143155697
79,1,99148,0.0681139158029918,0.143543431492336,0.635424103662216
80,1,101281,0.775419198283068,1.56985388018151,0.621653250980011
81,1,106011,0.0244621275224737,0.149641225657806,0.870240487440036
