SNP,Chr,Pos,Effect,SE,ERG11_PIS1_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.208821056166375,0.16041304002351,0.19384350700708
2,1,1035,0.248789715265024,0.162016501824018,0.125536579704444
3,1,1074,0.148036133896072,0.274596413191931,0.590154660278135
4,1,1470,-0.165778429723964,0.273577911151229,0.544927938321856
5,1,1475,0.113441959778811,0.201944175763553,0.574643451845503
6,1,1491,0.340291974836811,0.175797922311375,0.0537027202788464
7,1,21249,-0.265082453402206,1.01449273822479,0.794016967844042
8,1,27243,0.0989680756989122,0.138310878939845,0.474743499334559
9,1,27272,0.053589718453563,0.136302687198795,0.694433478939251
10,1,27498,1.6203060857836,1.24196890437082,0.192869809771682
11,1,27561,-1.08904049862938,0.938742327539592,0.246789715818345
12,1,27816,0.0979871385998025,0.139016573606875,0.48136253221115
13,1,27822,0.0791063881082001,0.138873747457175,0.56929227734626
14,1,27823,0.0627325090999319,0.141760057559288,0.658379655135035
15,1,27825,0.0767995401340935,0.138877415640328,0.580611817291633
16,1,27843,0.0246581692845776,0.133100381140183,0.853131550947052
17,1,27848,0.0246581692845776,0.133100381140183,0.853131550947052
18,1,28495,0.0708915604240671,0.133055517760214,0.594509451787662
19,1,28975,0.0362759487350323,0.132205151082365,0.783944401594835
20,1,29283,-0.0415572279028424,0.296301720080438,0.888540029676994
21,1,29752,-0.277991766600884,0.30856943278462,0.368253017330971
22,1,29787,0.562598105239966,0.835377678409474,0.501091838878791
23,1,30057,0.334376482665414,0.270448411275266,0.217140070401565
24,1,30479,0.998880452350916,0.792378108381071,0.208281681531241
25,1,30706,0.109295460348976,0.136425596251552,0.423591800672325
26,1,31435,0.0274777907643671,0.131860827449763,0.835048715065509
27,1,35128,0.103801079915542,0.181670935526032,0.568113363620668
28,1,35129,0.00902118734601309,0.182219732457401,0.960543105038232
29,1,36146,-0.0565348579500994,0.131154452442978,0.666691064193576
30,1,37255,0.0664570714166111,0.264772586857561,0.801962622638993
31,1,37409,0.0288472591133232,0.131889349323381,0.826992083896192
32,1,37478,0.0505560912283033,0.131984244336346,0.701915910422373
33,1,39144,0.135803219801077,0.13121033001467,0.301375541886139
34,1,41499,0.202499270454638,0.130600792804559,0.121912568475209
35,1,45359,-0.184983114333485,0.220397766862385,0.401860698923017
36,1,45634,-0.198869040765679,0.20236721547352,0.326421400854985
37,1,51248,0.114758900985326,0.131460735392992,0.383282701582411
38,1,51462,0.0948343221440683,0.131684308192152,0.471900489396095
39,1,52124,0.114585795070854,0.131461163151979,0.384001433730785
40,1,52667,0.155591203404673,0.131130410747276,0.236207886285418
41,1,55470,-0.0948590126333243,0.134872894360841,0.482318996570048
42,1,59265,-0.0429116283860427,0.131305498276354,0.744007137936712
43,1,60165,0.0499876654194635,0.131199148255428,0.703427978300217
44,1,62308,0.0358319871899792,0.131067927623542,0.78471726735262
45,1,62869,0.0160955327606007,0.131062538935583,0.902329000015372
46,1,65431,0.0639139076248699,0.136842409896839,0.640743580307631
47,1,65451,0.101402166840335,0.134835802942904,0.452527033339063
48,1,65719,0.0821394268716562,0.140653421690826,0.559603678521763
