SNP,Chr,Pos,Effect,SE,FMP45_HNM1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0644246820079832,0.0664137274401899,0.332685410822735
2,1,1035,0.0406642008733741,0.0671948696597178,0.545456054880266
3,1,1074,0.0453803187520987,0.113587811957094,0.689753543542053
4,1,1470,-0.274190557876546,0.112259740003058,0.0150771654519987
5,1,1475,-0.0753533611998081,0.0834604697713718,0.367214334870857
6,1,1491,-0.0868128479527708,0.0729446248258278,0.234799052027157
7,1,21249,-0.309203886818985,0.419288535504798,0.461339276695528
8,1,27243,-0.0263947564331182,0.0572264200070975,0.644914970611654
9,1,27272,-0.0760049741785086,0.0562386853652558,0.177409907341946
10,1,27498,0.47617263897883,0.514262420371369,0.35511328739035
11,1,27561,0.0383669499859549,0.388976231631631,0.921483494844283
12,1,27816,0.052167567494452,0.0574674583583193,0.364615980780442
13,1,27822,0.0493005812453425,0.0574014276106886,0.390992988646789
14,1,27823,0.0635870159305785,0.0585472146491361,0.278184266215912
15,1,27825,0.0555866224236346,0.0573851558745298,0.333378778606321
16,1,27843,0.064784025056169,0.0549418321419355,0.239137188797864
17,1,27848,0.064784025056169,0.0549418321419355,0.239137188797864
18,1,28495,0.0887406234594715,0.0548478258277707,0.106568159963488
19,1,28975,0.0840824519068095,0.0544993983696327,0.123771790198918
20,1,29283,-0.0309838170014638,0.122535880342648,0.800527399850063
21,1,29752,-0.143587388340159,0.1275350571854,0.260987079901996
22,1,29787,-0.156008751158574,0.345615105626617,0.651982447065948
23,1,30057,0.303582816810606,0.110922451560152,0.00651608362467095
24,1,30479,-0.304598490247145,0.328045777270917,0.353770111437489
25,1,30706,0.0611939586505086,0.0563797523885818,0.278490107807306
26,1,31435,0.0503573006278547,0.0544720535966662,0.355877747520685
27,1,35128,-0.0523021480112336,0.0751180837451043,0.486720611532869
28,1,35129,0.00249569896695467,0.0753620262044623,0.973600693305879
29,1,36146,0.0645208662424458,0.0541479455373325,0.234231858744257
30,1,37255,0.181804773035325,0.10908527134923,0.096475006373427
31,1,37409,0.0781375267650542,0.0543913273638102,0.151722857791769
32,1,37478,0.0657679755239327,0.054484652878292,0.228205034634601
33,1,39144,0.0129806638862864,0.0543434530885262,0.811350091912681
34,1,41499,0.0297003819422427,0.0541740371060405,0.583873551358903
35,1,45359,-0.106613542716766,0.0910657209284582,0.242496277095162
36,1,45634,-0.0556692962159422,0.0837564294054326,0.506703864497136
37,1,51248,0.0751707699888937,0.0542805320790872,0.166970839422054
38,1,51462,0.061439459769737,0.0544033972231565,0.259524942907204
39,1,52124,0.0503982867676823,0.0543616429412776,0.354511788643982
40,1,52667,0.00424398673433443,0.0543400865088301,0.937792377659405
41,1,55470,-0.00211998157275053,0.0558192755660715,0.969725590173819
42,1,59265,0.00639154554798697,0.0543120770334693,0.906386681343212
43,1,60165,0.00551541646128495,0.0542713058121142,0.919110645699887
44,1,62308,0.035239312171241,0.0541799572733154,0.515849000531742
45,1,62869,0.0232411955846475,0.054191486944888,0.668278191160702
46,1,65431,0.0497884968757756,0.0565502959249715,0.379226186813901
47,1,65451,0.075011190528475,0.0556666486935383,0.178681280232185
48,1,65719,0.0471111741255318,0.0581450649759327,0.41835092048553
49,1,66841,0.0544160922296853,0.0541537552608594,0.315660121670643
50,1,66948,0.0560144076239207,0.0544824625023728,0.304598216427682
51,1,68621,0.0743440392700328,0.0542721006901772,0.171607849003617
52,1,69417,0.0597576010861574,0.0541788219220729,0.27079167209896
53,1,69820,-0.106362016716036,0.212292911570294,0.616672552361352
54,1,69821,0.0535198960837642,0.131735556420564,0.684792121876823
55,1,70906,-0.195953847584283,0.0865556958491389,0.0241863467294316
56,1,74327,-0.0409074150327449,0.0545270312048349,0.45362034654389
57,1,74572,-0.0504329748170096,0.0543589644685937,0.354157390745112
58,1,75211,-0.0565340450928758,0.0542425921245737,0.298011583106472
59,1,76030,-0.0517035180592429,0.0542562433846457,0.341267176688181
60,1,80108,-0.104212671313951,0.0540291751848691,0.0545544229258245
61,1,81262,-0.094479646262037,0.0540592284238077,0.0813844017305646
62,1,81999,-0.0956020383944504,0.0541868131152307,0.0785455594757062
63,1,82431,-0.0749197655540781,0.0545372494957455,0.17039548692305
64,1,83284,-0.117409268332522,0.0539240321953112,0.0301193930482605
65,1,83613,-0.101208883122697,0.0540109708715453,0.0617759158960371
66,1,84112,-0.104764077483838,0.0539977773376656,0.0531568977499091
67,1,84701,-0.105187310901762,0.057859487519825,0.0699148900784467
68,1,84858,-0.0941403090012571,0.0542070422891255,0.0833159667630628
69,1,85751,-0.121141282347523,0.0542802745341744,0.0262570968994488
70,1,87445,-0.114582347536413,0.0544368803676197,0.0360093152420651
71,1,87467,-0.118946624044174,0.0546990418284232,0.0303263062764557
72,1,89070,-0.117930385051129,0.0543583699747544,0.0307116379709679
73,1,89616,-0.119138514717312,0.0540545351172051,0.0281662588824362
74,1,89679,-0.114724489408065,0.0540885136455064,0.0346141363345321
75,1,89880,-0.1081940489885,0.054140492162701,0.0464405476108003
76,1,91472,-0.0966497086688102,0.0546082671708414,0.0776114628087934
77,1,93789,-0.115706574584351,0.0539344572725664,0.0326091928737413
78,1,94351,-0.109650304606646,0.0541139873637028,0.0434872469635032
79,1,99148,-0.0941475623560653,0.0540531428099798,0.0824216356407016
80,1,101281,0.52994902944218,0.593029026473401,0.372128274002709
81,1,106011,-0.0844897866031266,0.0563960606937762,0.134987825870776
82,1,106800,-0.067024678500284,0.0542409555771997,0.217397753316525
83,1,107970,-0.0648904127697249,0.0540869363573116,0.231043850748628
84,1,109000,-0.0992986363742119,0.0540347555537416,0.0669497158862639
85,1,112549,-0.0309019531427962,0.0542062029606105,0.568985070529333
86,1,112742,-0.0196048209413986,0.0544324340110297,0.718936900900108
87,1,113050,0.00626432161004023,0.054349824107423,0.908305147672236
88,1,113135,-0.00830357615428901,0.0542106107601819,0.878349743320071
89,1,114076,-0.010899049131795,0.0542093085132768,0.840771413119884
90,1,114628,-0.00476992724549321,0.0543489671616433,0.930113366235343
91,1,116283,-0.0650591385202694,0.0545420363799331,0.233738816481868
92,1,126880,-1.32470194052208,1.02299814729899,0.196193735017756
93,1,127853,0.00704787884852878,0.0545488014037913,0.897270461220019
94,1,128302,0.0052780439168422,0.0543398298538341,0.922678042725592
95,1,128704,-0.00906247696741169,0.0543925093380558,0.867770278843175
96,1,128911,-0.00137971110598561,0.0544006186321767,0.979780513544061
97,1,130267,-0.0769362958887534,0.0542204709871985,0.15679507885528
98,1,130271,-0.077885616469126,0.0542813553296621,0.152215131842936
99,1,130613,-0.0613628208861137,0.0548510020463153,0.264021022307973
100,1,132012,-0.0602939844710968,0.0547375270684099,0.271424838242053
101,1,133231,-0.0426199066273387,0.0543951552140583,0.433844877358505
102,1,137074,-0.0610500317765827,0.0542678129545749,0.261363191350455
103,1,137304,-0.075396721359881,0.0542356432124439,0.165353429358801
104,1,139686,-0.119309946014655,0.0540838431532566,0.0280263938043269
105,1,149562,-0.0916320245261383,0.0543612647563542,0.0927541496485621
106,1,150447,-0.0751593706845064,0.0550398318893932,0.172951294509622
107,1,151446,-0.187588845800414,0.110413984842796,0.0902079487210399
108,1,154084,-0.0805397324494364,0.0551892773837955,0.145361766155446
109,1,156633,-0.0784570875429095,0.0559588304778358,0.161778987533333
110,1,157269,-0.0878473068076148,0.054149357651858,0.105628685880169
111,1,160054,-0.0825588310258564,0.0546909827469776,0.13205255458337
112,1,166222,-0.0620674410936659,0.0543611272833651,0.254327078971641
113,1,166416,-0.0546428905168515,0.0542729772638062,0.314712939149869
114,1,167326,-0.0694072406109091,0.054534719528733,0.203956250333577
115,1,168836,-0.0789210663208716,0.0542382533453932,0.146535426980872
