SNP,Chr,Pos,Effect,SE,ALO1_UIP4_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0771665089064951,0.0648046253830068,0.234549407871127
2,1,1035,0.0745618277093305,0.0655249584011366,0.255927745421483
3,1,1074,-0.0195356148433818,0.110930599037347,0.86031115023725
4,1,1470,-0.18304435947,0.110105797360574,0.0973120881750505
5,1,1475,0.0446401344982559,0.0815526344247412,0.584464825178486
6,1,1491,0.0251826940254263,0.0713553878545892,0.724359577641842
7,1,21249,-0.53972713901318,0.408712301687002,0.18750525081733
8,1,27243,0.0415748516319963,0.0558505352459537,0.457132873202718
9,1,27272,-0.0329137059019673,0.0550270694707358,0.550132330349405
10,1,27498,-0.146570213039153,0.502689479066449,0.770785093408837
11,1,27561,-0.027895293122759,0.379809889220043,0.94149328174464
12,1,27816,-0.0209434728573643,0.0561672733839947,0.709463935768837
13,1,27822,-0.0130138017783294,0.0561026574522669,0.81670032003155
14,1,27823,-0.0206370699179591,0.057252079453535,0.718718945600666
15,1,27825,-0.0138410678959106,0.0561020965562917,0.80527442576013
16,1,27843,0.00295944762868479,0.0537520970391969,0.956123927571196
17,1,27848,0.00295944762868479,0.0537520970391969,0.956123927571196
18,1,28495,0.0270048106574129,0.0537339782899061,0.615583596796273
19,1,28975,-0.0217965885109068,0.0533812841316184,0.683287114429821
20,1,29283,-0.0697957670529026,0.11960070689668,0.55988016972009
21,1,29752,-0.24065721167126,0.124092956949277,0.0532576345249568
22,1,29787,-0.145714870739449,0.337476786244423,0.666166760281061
23,1,30057,0.0187614343809202,0.109446412131656,0.863990815055166
24,1,30479,0.0234273786740644,0.320701812373133,0.941807427187683
25,1,30706,-0.0215034803568213,0.055130713883793,0.696738230610831
26,1,31435,0.0305718415545535,0.0532275573560336,0.566089249887366
27,1,35128,-0.0713286386159577,0.073299551346054,0.331164209457047
28,1,35129,-0.115640373311893,0.0733279009182582,0.115684093653878
29,1,36146,0.0342967448773706,0.052946372782399,0.517558784676225
30,1,37255,-0.0333775773340683,0.106917474827115,0.755087480856696
31,1,37409,0.0592889197398503,0.0531707152792563,0.265580186830453
32,1,37478,0.04817502067286,0.0532483634418827,0.366229178265758
33,1,39144,-0.0334566776944269,0.0530369100160478,0.528567233382958
34,1,41499,-0.0476564631758302,0.0528587764174067,0.367894262931422
35,1,45359,-0.0944327678801482,0.088949752964477,0.289124151754029
36,1,45634,-0.0665396612849933,0.0817566689434456,0.416265549560083
37,1,51248,-0.0431310632328681,0.0530952463275283,0.417147594451386
38,1,51462,-0.0445097848732202,0.0531641592218172,0.403038661588503
39,1,52124,-0.0495936082767782,0.0530792579667653,0.350771736991889
40,1,52667,-0.062640440853904,0.0529548283153547,0.237643553656973
41,1,55470,-0.0705087364618916,0.0543743027708964,0.195571423319674
42,1,59265,-0.00913625555206117,0.0530306817587139,0.863314213661868
43,1,60165,0.0149635351729697,0.0529868508480552,0.777801619145552
44,1,62308,0.0401082062928445,0.0528914928832739,0.448770735227964
45,1,62869,0.0305938008870365,0.0529028527963343,0.563429307306705
46,1,65431,0.081016311404064,0.0551094827403328,0.142426078542805
47,1,65451,0.0773199652649237,0.0543385153953972,0.155639248603821
48,1,65719,0.0382184089124734,0.0567908596126212,0.501408211645339
49,1,66841,0.0450271085790969,0.0528985917983324,0.395237114243485
50,1,66948,0.0442273044466545,0.0532258007725676,0.406570705323561
51,1,68621,0.048671022887828,0.0530703116933509,0.35971400850496
52,1,69417,0.000816420199504925,0.0529928181280224,0.987716786940323
53,1,69820,-0.128343396592622,0.207250034235956,0.536139018834797
54,1,69821,0.192021363256124,0.128253876330063,0.135235507925537
55,1,70906,-0.0499453592350787,0.0850852847817922,0.557576593828157
56,1,74327,-0.123810422637033,0.0528751317033147,0.0197588213702542
57,1,74572,-0.114274847711407,0.052793118205825,0.0310898115461394
58,1,75211,-0.107454954741627,0.0527362332841129,0.0423359880302197
59,1,76030,-0.0668302866608347,0.0529260592870595,0.207526749216783
60,1,80108,-0.12545812375495,0.0526108464969326,0.0176230792068497
61,1,81262,-0.118460112309459,0.0526365898420893,0.0250305072348625
62,1,81999,-0.146129578942782,0.0525700906045944,0.00573215208131652
63,1,82431,-0.126663348037004,0.0529665749392468,0.0173080589205426
64,1,83284,-0.142455310840637,0.0524602552799021,0.00694316261165856
65,1,83613,-0.137993645483762,0.0524881310153195,0.00893684174807191
66,1,84112,-0.126333400604173,0.052577126863429,0.0167847223062802
67,1,84701,-0.106657673995453,0.0564749278002991,0.0597671754292666
68,1,84858,-0.0959218126445349,0.0529091982600137,0.0706885541586608
69,1,85751,-0.117102658112601,0.0530082604603706,0.0278065997460402
70,1,87445,-0.120429916488005,0.0531007863239835,0.0239360081994832
71,1,87467,-0.137676380072225,0.0532645686711298,0.010145218309967
72,1,89070,-0.113515379624062,0.0530870503442313,0.0331795168478287
73,1,89616,-0.124180591446633,0.052729705949024,0.0190674657063667
74,1,89679,-0.116832028435645,0.0527840359557975,0.0275092460776651
75,1,89880,-0.121491080564533,0.0527677991603038,0.0218955048563323
76,1,91472,-0.0907300020821076,0.0533389822169359,0.0898222403519245
77,1,93789,-0.107340165783362,0.0526965570191404,0.0424008634882898
78,1,94351,-0.11454491408777,0.0527940002365087,0.0306994357579117
79,1,99148,-0.0911326068804616,0.0527829494617864,0.0851227009558149
80,1,101281,0.364827533220886,0.579379872256397,0.529307225351353
81,1,106011,-0.123695839773503,0.0548477958759091,0.0247292287650641
82,1,106800,-0.0914461435504785,0.0528532142813473,0.0844701965226049
83,1,107970,-0.105993378233372,0.0526180388533039,0.0447263947958434
84,1,109000,-0.147155807527238,0.0524310826456719,0.005283706542463
85,1,112549,-0.122355447413236,0.0525508716979678,0.0204591980026476
86,1,112742,-0.125502829944093,0.0527378000624101,0.0178549486235242
87,1,113050,-0.109757384619072,0.0527472210035112,0.0381711137586239
88,1,113135,-0.129933421937695,0.0524808615036769,0.0137613186908715
89,1,114076,-0.107937972376645,0.0526218833182229,0.0409851737101919
90,1,114628,-0.0896383954601847,0.0528535751056311,0.0907720905381755
91,1,116283,-0.0360873528871735,0.0533290538229314,0.499044453834799
92,1,126880,-1.50930132605385,0.998026618875892,0.131355928246324
93,1,127853,0.000971384229247654,0.0532642496984334,0.985460027637123
94,1,128302,0.0255537803365024,0.0530422439840923,0.630272989352267
95,1,128704,-0.0158306339440033,0.053105811797701,0.765805215930249
96,1,128911,-0.00287177343681302,0.0531181539657545,0.956914854450284
97,1,130267,-0.033284057137156,0.0530636318234688,0.53090217303105
98,1,130271,-0.0286879008720099,0.0531342750434473,0.589597267270587
99,1,130613,-0.0243736592705487,0.0536372657442576,0.649808363315985
100,1,132012,-0.00218588338675602,0.0535389414654182,0.967456166214495
101,1,133231,-0.0101371365587467,0.0531564175845884,0.848867205358654
102,1,137074,-0.0209622803179607,0.0530718261891251,0.693096614841021
103,1,137304,-0.0195443984317814,0.0530918135624736,0.713001032856982
104,1,139686,-0.00779378743556164,0.0531701695781929,0.88354567224424
105,1,149562,-0.0195085352659455,0.0532829744308943,0.714486842556022
106,1,150447,-0.0375500695363253,0.0538471542995291,0.486045629390826
107,1,151446,-0.066147600843129,0.108194003418409,0.541341849648727
108,1,154084,-0.0152299341845267,0.0540446267689838,0.778259755625762
109,1,156633,-0.026261423457134,0.0547739014123485,0.631914435620377
110,1,157269,-0.0247924686531917,0.0530533188481858,0.640564784664394
111,1,160054,-0.0615143125895735,0.053473794012702,0.250772785907616
112,1,166222,-0.0635685256476999,0.053069942416643,0.231788645022807
113,1,166416,-0.0563949050880382,0.0529847743744934,0.287892895908645
114,1,167326,-0.0551475894096894,0.0532905242061642,0.301448336444846
115,1,168836,-0.0532891489037776,0.0530425967789846,0.315754442242346
116,1,171200,-0.0600523844760391,0.0531018156871705,0.25886855991764
117,1,171431,-0.0674803610613561,0.0534094137184933,0.207259702523939
118,1,173339,-0.0747881017111192,0.052964384696777,0.158817582064659
119,1,173845,-0.0941602604547851,0.052832559281917,0.0755696515348413
120,1,175121,-0.0694671160272095,0.0528352933569148,0.189435280284717
121,1,175281,-0.0846408268673404,0.0528177499118368,0.109937885729293
122,1,175315,-0.0817499653361431,0.0528139043154404,0.12254548863161
123,1,175523,-0.0856622094689923,0.0530977017148679,0.107574187997686
124,1,175541,-0.0834287158358712,0.0528895135706791,0.115595739785091
125,1,175653,-0.0853009672235245,0.0530496170632182,0.108740807375449
126,1,175805,-0.107711385740692,0.0559621152485365,0.0550678392717296
127,1,175818,-0.0976685869721232,0.0547162168678039,0.0751194596049077
128,1,175856,-0.0886278313324106,0.0539165646598853,0.101108648846587
129,1,175876,-0.083562882100109,0.053107177730577,0.116504395871726
130,1,175989,-0.078230915199661,0.0532827002409582,0.142933993313971
131,1,176001,-0.0843168850360922,0.053535863267521,0.116161264335635
132,1,176451,-0.0846811835167446,0.0541822741818041,0.118973405063834
133,1,177692,-0.088341217277072,0.0527838282920135,0.0950868544794259
134,1,178191,-0.0827012781469953,0.0528625081251152,0.11860558133716
135,1,178224,-0.088341217277072,0.0527838282920135,0.0950868544794259
136,1,178960,-0.0848875961901715,0.0532246600495694,0.111631227571726
137,1,179139,-0.141504686652337,0.105600874052102,0.181108742086695
138,1,179139,-0.185756168474862,0.212993932651892,0.383735963990515
139,1,180955,-0.0652607335685762,0.0612451560819146,0.287348316624526
140,1,183802,-0.0920191238461592,0.0527727262066261,0.0820842111562837
141,1,183954,-0.120104314236013,0.0530012506025326,0.0240523287313087
142,1,184450,-0.0955780096786405,0.0526728549382473,0.0704403843841637
143,1,184641,-0.100237974139925,0.054195925474075,0.0652144137725249
144,1,184718,-0.0878079333157905,0.0530129969072585,0.098540074966764
145,1,185296,-0.0783439256464861,0.0528285264697715,0.138970552546885
146,1,185438,-0.0856545163744067,0.0527988826239662,0.105636369528452
147,1,185469,-0.089771864520711,0.0528562974801935,0.0903108640227734
148,1,185503,-0.0946800062805515,0.052694141281881,0.0732246193741364
149,1,185705,-0.087712659406714,0.0533221950259573,0.100869048265071
150,1,185749,-0.0946930291038795,0.0532883619187348,0.0764304927734395
151,1,185806,-0.0835322745593498,0.0534129274004805,0.118737949030047
152,1,185879,-0.103080560090071,0.0535764525047424,0.0551595793972876
153,1,185916,-0.0990571320485097,0.053573336620494,0.0652936515676481
154,1,185941,-0.0953416544110483,0.0538279746178807,0.0773854684339487
155,1,185954,-0.0941271965337781,0.0539926075484987,0.0821457788035963
156,1,186055,-0.0917452831515174,0.0529175035248712,0.0838370373650237
157,1,186896,-0.110813896708994,0.0536905937619902,0.0397542435803588
158,1,187697,-0.0729968516077761,0.110087207896159,0.507710756882514
159,1,189392,0.0363513016487911,0.110716377894753,0.742858244726215
160,1,189416,0.0633553253098809,0.107061183344564,0.554385102240555
161,1,190132,0.0335642646090892,0.0531797405482532,0.52835247802332
162,1,190148,0.0358403038598047,0.0531915910347157,0.500881695437558
163,1,190165,0.0374603639731871,0.0535977133380027,0.485063998779909
164,1,190169,0.0386251058029983,0.0535284384941605,0.471029772206449
165,1,190933,-0.027285077262265,0.0531136485584882,0.60777530015318
166,1,192149,0.0431964328390749,0.0535185401897753,0.420134936539766
167,1,192302,0.0484689602361166,0.0706828122235817,0.493336729558134
168,1,192303,0.0345089565990633,0.063834568656945,0.58912437129863
169,1,192305,0.0404028335276396,0.066328006973558,0.542825552774833
170,1,192315,0.0132617978671599,0.0752794782848515,0.860263368817706
171,1,192795,0.00999385372657026,0.0530302435598772,0.850627702290638
172,1,194020,0.0033275334994122,0.0558593660100087,0.952531948761093
173,1,194187,0.0185363453482621,0.0530676776410452,0.727075121424628
174,1,194867,0.0324897293316057,0.0530197703349023,0.540412962479484
175,1,197325,0.0311050651292798,0.0543171887989193,0.56724217506679
176,1,197392,0.0112942561153219,0.0550376429213232,0.83752660136907
177,1,198857,0.000597305475242838,0.254364970068414,0.998127717917096
178,1,206666,-0.0661591239849177,0.0595566804674696,0.267384758178686
179,1,206675,-0.0191585636089733,0.0776662981424315,0.805300857349619
180,1,223051,0.0841680679109985,0.0613118546970655,0.170690299677227
181,1,223059,0.109282944139697,0.0635699143226696,0.0864730943477496
182,2,7366,0.122949519024267,0.0766602471134649,0.109647230967281
183,2,8180,-0.060866640284396,0.105879458766572,0.565747231137158
184,2,8187,-0.188545858110463,0.109697682032983,0.0865317066815096
185,2,8250,-0.0555046374878998,0.108485781611393,0.60922951117008
186,2,8253,-0.0786975313522493,0.108445135564182,0.468509773680031
187,2,8285,-0.0279141342370428,0.0588191102701818,0.63538271175168
188,2,8302,-0.0394900506743796,0.0550358799035386,0.473519935311791
189,2,8306,-0.0394900506743796,0.0550358799035386,0.473519935311791
190,2,8314,-0.0479878270923452,0.0538856508467208,0.373777572462995
191,2,8317,-0.039529102318277,0.0551363234943963,0.473888938598241
192,2,8328,-0.036549272600188,0.0548951421501429,0.505972762233571
193,2,8331,-0.0413855864812582,0.0547820661455926,0.450477600938337
194,2,8498,-0.0326145027215263,0.0538391654936157,0.545052452875232
195,2,8651,-0.023868088813078,0.0539026108719445,0.65818144682162
196,2,9418,-0.0177369979081727,0.137123231054605,0.897153756532685
197,2,9812,-0.004072748201365,0.054237512705214,0.940184857172767
198,2,9932,-0.0136389545872384,0.0540193005933652,0.800814710229851
199,2,10135,0.00139697995118926,0.0538172334604339,0.979305621658046
200,2,11616,-0.044162343263519,0.0537087526087226,0.41148627455698
201,2,12133,-0.00841023334214952,0.0539720268853632,0.876259417689205
