SNP,Chr,Pos,Effect,SE,PLM2_HNM1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0143823442767696,0.0607497310408727,0.812990039696989
2,1,1035,0.0219260445243616,0.0614081156447,0.721264352266193
3,1,1074,-0.0243709382536617,0.103786024858748,0.814485311745035
4,1,1470,-0.26908954340933,0.1024238459909,0.00898407729353473
5,1,1475,-0.0171553076361151,0.0763296932922411,0.822301676034177
6,1,1491,-0.0300704162712087,0.0667545614839462,0.652653637286445
7,1,21249,0.282490383468293,0.383050347114926,0.461322934511487
8,1,27243,-0.0214103380735493,0.0522838029148922,0.682419441858909
9,1,27272,-0.0333272653683016,0.0514802985923333,0.5178074440501
10,1,27498,0.56126359578832,0.469436523018764,0.232650838146829
11,1,27561,-0.264493034751752,0.355083838685217,0.456842975482518
12,1,27816,0.021806502182924,0.0525491031237557,0.678413157891888
13,1,27822,0.0208044881801708,0.0524834349001479,0.692048710895154
14,1,27823,0.0189537359396357,0.0535669026833751,0.723675307763039
15,1,27825,0.0222247437651931,0.0524817855609798,0.672206360779471
16,1,27843,0.0485183928045063,0.0502257414843978,0.33470226000803
17,1,27848,0.0485183928045063,0.0502257414843978,0.33470226000803
18,1,28495,0.0449008275332244,0.0502360864523162,0.372039855175482
19,1,28975,0.0491610743382171,0.0498881482684026,0.325089837765679
20,1,29283,-0.0729565922039028,0.111888155485286,0.514793708540747
21,1,29752,-0.205419046933843,0.116208297038603,0.0779783126439068
22,1,29787,-0.236146023109624,0.315585292276588,0.454789794421093
23,1,30057,0.161671559800987,0.102043021860944,0.11401019151797
24,1,30479,0.333751443832128,0.299532997114962,0.265934596559464
25,1,30706,0.0428641123354102,0.051542385829276,0.406180915254457
26,1,31435,0.0485985402316557,0.0497571722849517,0.329379489333893
27,1,35128,-0.114610083941084,0.0684014376167515,0.0947117040973935
28,1,35129,-0.049108841572151,0.068799128879158,0.475822324096057
29,1,36146,-0.0064782072844419,0.0495662458293503,0.89608869506571
30,1,37255,-0.0946889982886576,0.0999215789206531,0.343964512805982
31,1,37409,-0.000197962069358959,0.0498354481623672,0.996832803860772
32,1,37478,-0.0090745148013279,0.0498759513062618,0.855732920015072
33,1,39144,-0.0499048419151059,0.0495795829949792,0.314835561839931
34,1,41499,-0.0371234455378982,0.049473521703388,0.453531759164665
35,1,45359,-0.147182912237267,0.0829875512443726,0.0769990288145427
36,1,45634,-0.0565082686743903,0.0765063184857976,0.46063514101837
37,1,51248,-0.0222553782840714,0.0497096014926914,0.654638684010264
38,1,51462,-0.0284526105676083,0.0497681034439695,0.567886551370322
39,1,52124,-0.0494072514479783,0.0496541274328735,0.320404175256287
40,1,52667,-0.0592094724054395,0.0495438972582724,0.232853709486077
41,1,55470,-0.0919781624822585,0.0507595179861447,0.070829942038264
42,1,59265,-0.0555425234163406,0.0495308370997093,0.262891539560721
43,1,60165,-0.0614032571953191,0.0494736560999323,0.215381731244051
44,1,62308,-0.0121969599257662,0.0495227004019622,0.805600682136481
45,1,62869,-0.0162077652790264,0.0495132204689849,0.743603131488826
46,1,65431,0.0238469950448553,0.0517038963252074,0.64492310803166
47,1,65451,0.0393724386575486,0.0509430501357668,0.440115536695759
48,1,65719,0.0307733049899818,0.0531438544016982,0.562920224675542
49,1,66841,0.0480300036843068,0.0494780773196717,0.332345905709332
50,1,66948,0.0446882175408656,0.0497913532882104,0.370058764229669
51,1,68621,-0.00931948087493367,0.0497106168421827,0.851396202546345
52,1,69417,-0.00445476946819398,0.0495809170587635,0.92845858808071
53,1,69820,0.110878458489283,0.193924080719742,0.56784698126369
54,1,69821,0.0989508065489684,0.120262816709734,0.411184001090923
55,1,70906,-0.0701489691176742,0.0795593027616826,0.378528618150651
56,1,74327,-0.0204119930074176,0.049842240223533,0.68239766821028
57,1,74572,-0.0175427659379224,0.0497125841056471,0.724386169194574
58,1,75211,-0.0156625929845604,0.0496237125419921,0.752472015889572
59,1,76030,-0.00565524452212277,0.0496298014802848,0.909343349260811
60,1,80108,-0.0143490417390513,0.049613101586526,0.772583727477143
61,1,81262,-0.0113979000698687,0.0495965110543541,0.818370549025801
62,1,81999,-0.0190947528624798,0.0497109639749253,0.701124100187561
63,1,82431,-0.0149243288781064,0.0499504038959785,0.765281474654529
64,1,83284,-0.0264372346683841,0.0495732261091545,0.594163856462187
65,1,83613,-0.00688806618076469,0.0495863720707667,0.889600111009774
66,1,84112,-0.00722456552763089,0.0495917014402177,0.884256421203923
67,1,84701,-0.04605625177164,0.0530490909631561,0.385884688884505
68,1,84858,-0.0265991529539937,0.0497130048754368,0.592949247805042
69,1,85751,-0.0266449928892911,0.0499174344231768,0.593828808183278
70,1,87445,-0.0206783205513481,0.0500310361001881,0.679630564605581
71,1,87467,-0.0241293784214644,0.0502887220509711,0.631654755472765
72,1,89070,-0.0277837910941427,0.0499683973618288,0.578544476921469
73,1,89616,-0.0278237396745709,0.0496992931384203,0.575942447879292
74,1,89679,-0.0129872821543738,0.0497228435868022,0.794095630503165
75,1,89880,-0.018958573465432,0.0497300116977599,0.703261920433777
76,1,91472,-0.026237155688164,0.0500899967698116,0.600746134380423
77,1,93789,-0.033866541838898,0.0495604235427659,0.49484127832809
78,1,94351,-0.0228473177332712,0.049708840749407,0.646069907695865
79,1,99148,0.00443826803714052,0.0495926295814898,0.928739671403602
80,1,101281,-0.154422140081869,0.542325051969171,0.776009601307234
81,1,106011,0.00831491459212813,0.0516835154363193,0.872278868852377
82,1,106800,-0.00712297078520774,0.049658640500577,0.886025566615445
83,1,107970,-0.00722032717029168,0.0495114711159982,0.884137724793666
84,1,109000,-0.0364980525413599,0.0495621655622513,0.461970581845488
85,1,112549,0.0324067244634228,0.0495140399357862,0.513218716560134
86,1,112742,0.0250977379562387,0.0497191554977802,0.614021234934962
87,1,113050,0.0137567613799588,0.0496480262520319,0.781876435915726
88,1,113135,0.0217190520347749,0.0495134626000236,0.661183917156056
89,1,114076,0.00397062069642197,0.0495265042748062,0.936146183138479
90,1,114628,0.0166229017321819,0.049644366410588,0.73794493128362
91,1,116283,-0.00562417192352643,0.0499275130133557,0.910374653017602
92,1,126880,-0.766765987103997,0.935910446046902,0.413183554308954
93,1,127853,0.014807311441652,0.0498292171459825,0.766518206287539
94,1,128302,0.0207559053633812,0.0496317305104521,0.676056428317302
95,1,128704,0.0324801122919923,0.0496633617243786,0.513534077988243
96,1,128911,0.0467732653476981,0.0496365503863207,0.346675835061781
97,1,130267,0.011212256604368,0.0496717977453969,0.821544533739498
98,1,130271,0.00832584963500593,0.0497323663752533,0.867140882264109
99,1,130613,0.00325007410165562,0.050198807367518,0.948414437983146
100,1,132012,0.0250000124646539,0.0500748770705911,0.61791244484352
101,1,133231,0.0181698336774423,0.0497276943329222,0.715041671232772
102,1,137074,-0.00412187733301642,0.0496658762099812,0.9339048303006
103,1,137304,-0.0191139915420917,0.049673207287514,0.700621183240943
104,1,139686,-0.0138186106727788,0.0497434788956602,0.781330491676556
105,1,149562,-0.01541484455621,0.0498556596724475,0.757359823317149
