SNP,Chr,Pos,Effect,SE,ADE17_GIS2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.357753642977929,0.184191410788226,0.0528967257664459
2,1,1035,0.0493050028039306,0.187180402142945,0.792389041666373
3,1,1074,0.485233298321232,0.315296822183374,0.124706761373252
4,1,1470,-0.532816271784856,0.313935274628417,0.0905370667963743
5,1,1475,-0.0549096798146254,0.232642574438045,0.813549433445531
6,1,1491,-0.0614734995456834,0.203492532549211,0.762759711679435
7,1,21249,-0.359426902692886,1.16823661878432,0.758517797621615
8,1,27243,0.0135883368348582,0.159391332704395,0.932109845352498
9,1,27272,-0.120478852214388,0.156868243880024,0.442985336600346
10,1,27498,0.466071789754332,1.43346897768942,0.745271064581547
11,1,27561,1.52219449519138,1.08007123872986,0.159613102784281
12,1,27816,0.0354530060351637,0.16019168040897,0.824974240213392
13,1,27822,0.0145158508165518,0.159997316672527,0.927762095255715
14,1,27823,-0.0218350409261999,0.163290684945298,0.893701107176505
15,1,27825,0.0291929177017137,0.159991637328827,0.855322347570202
16,1,27843,-0.0361840136967796,0.15327249545671,0.813510327333569
17,1,27848,-0.0361840136967796,0.15327249545671,0.813510327333569
18,1,28495,0.0970570928122112,0.153200006533613,0.526796602389665
19,1,28975,0.0383473292577201,0.1522487598001,0.801285920367228
20,1,29283,-0.399144809540017,0.340565810063321,0.241985459914184
21,1,29752,-0.0489632352594409,0.355744379348463,0.890606570786488
22,1,29787,1.42970054627291,0.959618529304719,0.137153074269129
23,1,30057,0.074299373899839,0.312094399651532,0.811967264911057
24,1,30479,0.224542411412529,0.914468696989945,0.806177845097033
25,1,30706,-0.140333276761836,0.157071699108275,0.372233218431183
26,1,31435,-0.0473008997898181,0.151838154429669,0.755587848569643
27,1,35128,-0.0669494931121752,0.209276919797116,0.749226853414904
28,1,35129,-0.185873590039577,0.209609919733397,0.375812119696921
29,1,36146,-0.130329935350109,0.150916638137116,0.388400141639321
30,1,37255,0.00768990126870328,0.304936545584037,0.979895299135991
31,1,37409,0.0153678203758578,0.1518906195406,0.919467484612299
32,1,37478,0.00489534034962896,0.152023171761789,0.974329736421425
33,1,39144,-0.0182401516712666,0.151326559484734,0.904127906518578
34,1,41499,-0.105373877845663,0.150805664504349,0.485174917618528
35,1,45359,-0.118597447512204,0.253982684680913,0.640823070780481
36,1,45634,-0.379478164849264,0.23248704064769,0.103517437759768
37,1,51248,-0.0174988573604353,0.151549399426687,0.908141137833145
38,1,51462,-0.0287955552598144,0.151750028048699,0.849609004532989
39,1,52124,-0.210960755636488,0.151135743671058,0.16364108577672
40,1,52667,-0.224186852258128,0.150838155380666,0.138099186315631
41,1,55470,-0.216276883605164,0.155000278962885,0.163792847070107
42,1,59265,-0.0891244146652871,0.151158633277236,0.55583033076444
43,1,60165,-0.159773997126644,0.150879304172623,0.290345534880761
44,1,62308,-0.246585699147113,0.150380938480634,0.101949960969647
45,1,62869,-0.306036623218164,0.150052099618888,0.0421407883707469
