SNP,Chr,Pos,Effect,SE,TPO1_TCB2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0428671588203383,0.0796722854145713,0.590886050530457
2,1,1035,0.0213177663000566,0.0805689244550435,0.791479413251899
3,1,1074,-0.0639416051239348,0.136126775970352,0.638844388516557
4,1,1470,-0.236577857543828,0.135093389164587,0.0807770411685168
5,1,1475,-0.112603489936638,0.0999659097319773,0.260753419657438
6,1,1491,-0.0467836963510608,0.0875662323976608,0.59349353723861
7,1,21249,-0.989430809526162,0.500152532445545,0.0486767165518793
8,1,27243,-0.0583619984766137,0.0685379578292147,0.395053336860642
9,1,27272,-0.0644312643910845,0.067490903745368,0.340399963763616
10,1,27498,1.0330869519915,0.614653040822172,0.093693255692664
11,1,27561,0.0282868663302267,0.466204142322767,0.951652498171622
12,1,27816,-0.0219680443424748,0.0689469752821677,0.750201370952206
13,1,27822,-0.0274527770116044,0.0688537451338072,0.690346894005511
14,1,27823,-0.0428148488485879,0.0702508550716542,0.542613878925216
15,1,27825,-0.0413742401389994,0.0688340311798259,0.548177490076229
16,1,27843,0.00238265314768604,0.0659789318858175,0.97121320074325
17,1,27848,0.00238265314768604,0.0659789318858175,0.97121320074325
18,1,28495,0.0198385584042428,0.065971672599157,0.763810169914691
19,1,28975,0.00362637172932834,0.0655387985220296,0.955905528117505
20,1,29283,-0.0123681721676849,0.146874899641702,0.932938085665464
21,1,29752,-0.223259280939999,0.152667183307946,0.144523503264058
22,1,29787,-0.0258555724815519,0.414347734184537,0.95027908547237
23,1,30057,0.123599897783937,0.134185972997602,0.357622623925972
24,1,30479,-0.331474921128572,0.393257393208651,0.39985759448272
25,1,30706,-0.00277210332372263,0.0676853931658112,0.967354358785337
26,1,31435,0.0124485678309439,0.0653620804480196,0.849061690183012
27,1,35128,-0.116166130854478,0.0898807572488703,0.197047696571421
28,1,35129,-0.110344724247697,0.0901327380826833,0.221675529101803
29,1,36146,0.0162073449843285,0.0650226650139323,0.803307072553345
30,1,37255,0.101078158405929,0.131145179101928,0.441379658908928
31,1,37409,0.0563072143230293,0.0653112624113736,0.389197773707996
32,1,37478,0.0423534518135201,0.0653973490070476,0.5176436078022
33,1,39144,-0.0839557103115996,0.0649841342189414,0.197222524610918
34,1,41499,-0.0518660374558282,0.0648982245266095,0.424717430983068
35,1,45359,-0.0725371611284862,0.10928862228293,0.507302092180053
36,1,45634,0.0221719596541554,0.100440555927499,0.825416990422388
37,1,51248,-0.0762830305884061,0.0651069226563783,0.24212469259128
38,1,51462,-0.0805170434945388,0.0651811260044025,0.217547238150525
39,1,52124,-0.0780447013866741,0.0651010076313284,0.23140023479758
40,1,52667,-0.0999873520503547,0.064911061266011,0.124364968174305
41,1,55470,-0.0998007413621731,0.0666900698991813,0.135420641229005
42,1,59265,-0.090974654806907,0.0649156590691857,0.161964553940224
43,1,60165,-0.103906077950761,0.0648112790698586,0.109782691447083
44,1,62308,-0.0119162449280522,0.0649721718766296,0.854585265013853
45,1,62869,-0.016286903733185,0.0649613231477044,0.802178833491766
46,1,65431,-0.0186289068766379,0.0678444244667613,0.783797465020019
47,1,65451,-0.0133163245828304,0.0668858338240103,0.842306686590546
48,1,65719,-0.027316408327975,0.0697382910948395,0.695517091552364
49,1,66841,-0.0175706652004802,0.0649909969748813,0.787044864328075
50,1,66948,-0.0289697723606601,0.0653784440216772,0.657958374652858
51,1,68621,-0.0082704016334918,0.0652179774005311,0.899161648084043
52,1,69417,-0.0647314647488678,0.0649554975000484,0.319665127897566
53,1,69820,-0.0380350125871924,0.254522076286119,0.881294166118189
54,1,69821,-0.0305167084991789,0.157917729614376,0.846878748721285
55,1,70906,-0.0924292470321779,0.104374222348688,0.37645951817631
56,1,74327,-0.137912431511045,0.0649912188859162,0.0345323921772321
57,1,74572,-0.116338418149068,0.0649357396565773,0.0740546303583174
58,1,75211,-0.13679310198359,0.0647030424634333,0.0352016940874017
59,1,76030,-0.125600318837706,0.064767303247175,0.0532668109330826
60,1,80108,-0.15869107776436,0.0645457133254471,0.0144280771352893
61,1,81262,-0.183320065135211,0.0643357091868148,0.00463673725970866
62,1,81999,-0.211588184369458,0.0642508058906198,0.00109089335003726
63,1,82431,-0.208497369254265,0.0645927520956186,0.00136397740571521
64,1,83284,-0.174991224228331,0.0643920618494726,0.00690017170828375
65,1,83613,-0.183552688827868,0.06431725148409,0.00457396712950494
66,1,84112,-0.133797256362148,0.0646712629724477,0.0392846110659142
67,1,84701,-0.132602222105845,0.0693118807629151,0.0565409371990586
68,1,84858,-0.102048645887449,0.0650193198102483,0.117424436764747
69,1,85751,-0.0840580540264355,0.065361025379055,0.199265816196777
70,1,87445,-0.0925424982413051,0.0654674307953993,0.15837076210374
71,1,87467,-0.109259292305415,0.0657394454384358,0.0973994685381994
72,1,89070,-0.106120502725817,0.06533942970327,0.105238088729676
73,1,89616,-0.108651345761033,0.0649734542263549,0.0953626495174193
74,1,89679,-0.0872837897210074,0.0650729411821951,0.180678141765536
75,1,89880,-0.110158455784751,0.0649911557201158,0.0909618221626522
76,1,91472,-0.0793478331614842,0.0656036679603401,0.227279059648801
77,1,93789,-0.0610442891088756,0.0649809888606701,0.348158695410313
78,1,94351,-0.0773328238568281,0.0651034141711146,0.235692740780463
79,1,99148,-0.0605480479610429,0.0649823040980096,0.352096302107088
80,1,101281,1.00164074707425,0.7095673735153,0.158942181047714
81,1,106011,-0.0364463048939845,0.067779228373894,0.591108604391264
82,1,106800,-0.0203786226613518,0.0651408967882282,0.754587610119158
83,1,107970,-0.0166461384335665,0.0649508677221335,0.797877630527682
84,1,109000,-0.0447015622845008,0.0650278755629698,0.492268521686382
85,1,112549,0.0547218517001039,0.0649324366022009,0.399938568426264
86,1,112742,0.0405236012845979,0.0652152994428801,0.534749488056722
87,1,113050,0.0171005732530112,0.0651348266200224,0.793057404541713
88,1,113135,0.0285119564928772,0.0649575434672197,0.660979211216655
89,1,114076,-0.0384637093424186,0.0649430079364718,0.554049853878287
90,1,114628,-0.0120827719397888,0.0651364687749382,0.852943937622511
91,1,116283,-0.0195464085505306,0.0654936811101771,0.765537435499726
92,1,126880,-4.01916197287272,1.21024351430548,0.000990832392430138
93,1,127853,0.0492504329997259,0.0653274152873837,0.451410976139102
94,1,128302,0.0795534699316818,0.0649910673704463,0.221743008682958
95,1,128704,0.00873065755578667,0.0651920265231163,0.893540438349155
96,1,128911,0.0164166301301873,0.0651950429988583,0.801336047916875
97,1,130267,0.0188589700328132,0.0651622612276421,0.77243332165083
98,1,130271,0.0196385661875004,0.0652389670173516,0.763572589259194
99,1,130613,0.0626067976915259,0.0657727172995385,0.341816351233724
100,1,132012,-0.0180262762572101,0.0657102807393899,0.783991791638489
101,1,133231,-0.0388419176303756,0.0652181982023351,0.551845026335811
102,1,137074,-0.021215149133804,0.0651483712171269,0.744886973728731
103,1,137304,-0.0180849084293971,0.0651736962073744,0.781567974298305
104,1,139686,-0.0182156771544974,0.0652592601602665,0.780310168306348
105,1,149562,0.00921756661632261,0.0654135167731718,0.888019630826986
106,1,150447,0.00148097586142748,0.0661409135614973,0.982148534007246
107,1,151446,0.000595852265870889,0.132874546711037,0.996424573724241
108,1,154084,0.0353796215180731,0.0663185728976006,0.59403719754466
109,1,156633,0.0220099748364197,0.0672446828154987,0.743626120974773
110,1,157269,0.0316071869114563,0.0651194593231944,0.627713319765426
111,1,160054,-0.00317811128854051,0.0657598621011239,0.961481339185057
112,1,166222,0.0102578494676382,0.0652714178243413,0.875211095105461
113,1,166416,0.0172177897801094,0.0651347391413149,0.791671344011536
114,1,167326,0.00502750183433087,0.0655108065652604,0.93887140054746
115,1,168836,0.0240878724710195,0.0651882919350202,0.711967506622065
116,1,171200,0.0217542415427981,0.0652882746579169,0.739178955383744
117,1,171431,0.0307997434113031,0.0656857507838524,0.639433880546671
118,1,173339,-0.00647980380847291,0.06519431635346,0.920883327844689
119,1,173845,0.00453269098448539,0.065140738784208,0.944564932399859
120,1,175121,0.0170551266672124,0.0650056908200747,0.793194179354753
121,1,175281,0.00692602895946742,0.0650662431345526,0.915289114309938
122,1,175315,0.00721638375675371,0.0650456707218416,0.911724330736492
123,1,175523,0.00137978904735364,0.0654153152799775,0.983183583749401
124,1,175541,0.00709112203245793,0.0651472902342222,0.913385265226045
125,1,175653,0.00719057461929273,0.065353413653178,0.912451279285589
126,1,175805,-0.0492840042133903,0.0690011461424371,0.475545201253155
127,1,175818,-0.0161615476000897,0.0674591363111563,0.810798506749294
128,1,175856,0.00418998346572241,0.0664330837830227,0.949745875043613
129,1,175876,0.0143327463724895,0.0654109082548696,0.826684303765213
130,1,175989,0.0118371247924575,0.06559897186264,0.856905361373609
131,1,176001,-0.00122055364682472,0.0659437962102448,0.985243255796654
132,1,176451,0.00224916881011406,0.0667363955943884,0.973133607715546
133,1,177692,0.00153568289582157,0.0650467533662188,0.981177905351022
134,1,178191,0.00256664268854873,0.0651112474154015,0.968578341469936
135,1,178224,0.00153568289582157,0.0650467533662188,0.981177905351022
136,1,178960,-0.0127462727720299,0.0655628135752929,0.845964233047621
137,1,179139,-0.0550406206147311,0.129917510122496,0.672073115776055
138,1,179139,-0.130275300067057,0.261632051836795,0.618841140582632
139,1,180955,0.0368379376960715,0.0752715054859556,0.624861908791573
140,1,183802,0.0451696602361874,0.0650105572447819,0.487634577578358
141,1,183954,0.0337494757786254,0.0655039893556058,0.606716340190139
142,1,184450,0.0414173488246891,0.0649174541302691,0.523887192749982
143,1,184641,0.0510073820445686,0.0667899545422295,0.445557112047539
144,1,184718,0.0638091733346595,0.0652355822680104,0.328677663355278
145,1,185296,0.0586402049359888,0.064971882526476,0.367381578705875
146,1,185438,0.0300603144402826,0.0650301969525996,0.64418565905492
147,1,185469,0.0314332959014322,0.0651222690445299,0.629621291079839
148,1,185503,0.0328888454417477,0.0649516830994853,0.612921008113265
149,1,185705,0.0331613871782442,0.0656777442887175,0.613936709450239
150,1,185749,0.0353959065406599,0.0656744403971772,0.59025408200964
151,1,185806,0.051874915916495,0.0657312231059717,0.430526331197334
152,1,185879,0.0398972745938712,0.0660729718576484,0.546340161304733
153,1,185916,0.0452790752346366,0.0660330579350283,0.493350400102276
154,1,185941,0.025896811085393,0.0663505464846678,0.696547988993595
155,1,185954,0.0341165250786214,0.0665339016280453,0.608433601646426
156,1,186055,0.0236116445832661,0.0652181926941005,0.717538196091456
157,1,186896,0.0373876454843406,0.0662698587074666,0.57299487090871
158,1,187697,-0.00190589492436821,0.135212187627835,0.988761685536146
159,1,189392,0.123977410096192,0.135760861397003,0.361758352173424
160,1,189416,0.197991406703697,0.13105593773417,0.131749402578011
161,1,190132,0.0113498529805719,0.0653102501814377,0.862135116454468
162,1,190148,0.0170920240372964,0.0653264080506113,0.79375132983673
163,1,190165,0.0285331370674057,0.0658172557419471,0.664901394617036
164,1,190169,0.0179101664310576,0.0657457666297776,0.78546182501621
165,1,190933,-0.0370658066795497,0.0651896184084627,0.569999679859811
166,1,192149,-0.0228805556283403,0.0657413985188673,0.728018516868157
167,1,192302,0.00775845007168385,0.0868173999363304,0.928842398196987
168,1,192303,-0.0604901549122827,0.0783209247627815,0.440431579413275
169,1,192305,-0.0219134087821891,0.0814496759895328,0.788054305042219
170,1,192315,-0.0209871176769001,0.0924001686931555,0.820451889820079
171,1,192795,-0.0409994777494493,0.0650594092501873,0.528981128280773
172,1,194020,-0.0442446158362042,0.0685252604040656,0.518913407949432
173,1,194187,-0.0171190571998123,0.065143554432263,0.792865955460687
174,1,194867,0.00926622662350074,0.0651126032502357,0.886915705492503
175,1,197325,0.0110265612399895,0.0667007803940803,0.868791607293456
176,1,197392,-0.053027584219512,0.0675017828288224,0.432644588492131
177,1,198857,-0.334883146664612,0.311714698013961,0.283410475281088
178,1,206666,-0.0143899115998507,0.0732273487893083,0.844324033874445
179,1,206675,0.00235514036360307,0.095340728216676,0.980306335849795
180,1,223051,0.0613998791735828,0.0753879239180022,0.415934896678142
181,1,223059,0.0587982475549973,0.0782932179304392,0.453152681148876
182,2,7366,0.282792388928761,0.0932327717648799,0.00259901927315769
183,2,8180,-0.285713413506844,0.129131726749102,0.0275665636694861
184,2,8187,-0.1664121026195,0.134921812848448,0.21824848921867
185,2,8250,-0.158032158088647,0.132945954724894,0.235358856514039
186,2,8253,-0.186350845092377,0.132842009437016,0.161555210358412
187,2,8285,-0.0430668232384566,0.0721849906677581,0.551145256258666
188,2,8302,-0.0745104796868763,0.0674873929357843,0.270316892666477
189,2,8306,-0.0745104796868763,0.0674873929357843,0.270316892666477
190,2,8314,-0.058789222686232,0.0661429905842198,0.374705008504775
191,2,8317,-0.0772675982714146,0.0676021363307972,0.253823266836629
192,2,8328,-0.0796089750849281,0.0672908422091859,0.237582284627073
193,2,8331,-0.0800916326879639,0.0671622092384003,0.233862161484187
194,2,8498,-0.0912272628482946,0.0659414602040317,0.167398635646439
195,2,8651,-0.0770085140996069,0.0660548503751032,0.244471581875248
196,2,9418,0.184367093256802,0.168031548043409,0.273294383600569
197,2,9812,-0.0490031532128116,0.0665240234199304,0.461840650885781
198,2,9932,-0.0650760584022334,0.0662222215946623,0.326432000925447
199,2,10135,-0.0631864464394452,0.0659731229458496,0.33883906567592
200,2,11616,-0.0994985156490854,0.0657758271788,0.131252854925389
201,2,12133,-0.066976499126004,0.0661550289931964,0.312031978087271
202,2,12194,-0.0597276515257141,0.0664311711973038,0.369217205650041
203,2,12359,-0.0706431783129746,0.0662060587970389,0.286692073138736
204,2,13061,-0.0827674282968849,0.0661613628161168,0.211765368077632
205,2,14298,-0.0674512269759029,0.0664200880063986,0.310551400249012
206,2,15222,-0.0881346947128072,0.0670016667110507,0.189225725574699
207,2,17986,-0.111976038851436,0.0657189807499359,0.0892870103247158
208,2,19770,-0.0916348158518714,0.0662656691220065,0.167588045389733
209,2,19836,-0.109742209450594,0.0660044223518835,0.0972702607643158
210,2,19851,-0.100726245911211,0.0662397739668328,0.129247684854976
211,2,21595,-0.103487287920388,0.065952286870421,0.117515062563751
212,2,22385,-0.0756700003874047,0.0661219717773743,0.25323306666939
213,2,23441,-0.0720638189467318,0.06677785668537,0.281254373550892
214,2,24209,-0.0885847078268269,0.0661693901888116,0.181511437697752
215,2,24341,-0.0682623314481814,0.0663947305715076,0.304593229188679
216,2,26815,-0.0921089207259755,0.0662331942241099,0.165199718230264
