SNP,Chr,Pos,Effect,SE,MID2_PIN2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.132576631521585,0.059784991044357,0.0272213433066182
2,1,1035,0.133522723805313,0.0604421958134677,0.0278095450580027
3,1,1074,0.0497751413411036,0.1028125529758,0.628590379116894
4,1,1470,-0.163282494753701,0.102107138137,0.110686548613482
5,1,1475,0.000270343101092863,0.0756383530293216,0.99715026295473
6,1,1491,-0.0745449312176878,0.0660451540691555,0.25979238560739
7,1,21249,0.527257528828367,0.378808007200205,0.164833293411574
8,1,27243,-0.0515932692682355,0.0517460401774411,0.319424326790626
9,1,27272,-0.107123609561058,0.0507211941512463,0.0353877654224472
10,1,27498,-0.835905998576959,0.463964009656092,0.0724518380489285
11,1,27561,-0.085394253440136,0.352089640576387,0.808506070859044
12,1,27816,-0.0123918874372174,0.0520779486807426,0.812058829886034
13,1,27822,-0.000865027152428033,0.0520159102447639,0.986741147153223
14,1,27823,-0.0135021252240462,0.0530824823491137,0.79936460995646
15,1,27825,0.00102906324165442,0.0520159017841988,0.984227155862406
16,1,27843,0.0206484045231094,0.0498208898902381,0.678794304707108
17,1,27848,0.0206484045231094,0.0498208898902381,0.678794304707108
18,1,28495,0.0406469509407317,0.0497868347790693,0.41481075049596
19,1,28975,0.0124185101824396,0.0494962931915124,0.802039116031571
20,1,29283,-0.0312228620944621,0.110921119927149,0.778501770802171
21,1,29752,-0.161900840636418,0.115334576263293,0.16127259368488
22,1,29787,0.0344684811021638,0.312947104679742,0.912359701369003
23,1,30057,0.0961080541168382,0.101341399113111,0.343595370275078
24,1,30479,0.252571660781167,0.297016222398244,0.395699604981697
25,1,30706,-0.0180838182746973,0.0511128428264329,0.723698607477164
26,1,31435,-0.00139441207621394,0.0493694996090492,0.977483183189917
27,1,35128,-0.0373441030566264,0.0680170099947071,0.583324675405225
28,1,35129,-0.0377142885447443,0.0681907609663888,0.580565314273555
29,1,36146,-0.00937248755193898,0.0491124517856292,0.848762774541825
30,1,37255,-0.0258485259346202,0.0991257880090182,0.79442586966738
31,1,37409,0.0119489385592383,0.0493764473889968,0.80892322588666
32,1,37478,0.000133014417870558,0.0494229919615022,0.997854138701581
33,1,39144,-0.0346684624223187,0.0491628469543811,0.481165718421263
34,1,41499,0.00159512191461548,0.0490609264769005,0.974081259260937
35,1,45359,-0.11044195015846,0.0823861410096657,0.180931796848159
36,1,45634,-0.00533569551225233,0.0758659805586256,0.943970399580026
37,1,51248,0.0322474994077211,0.0492399217105038,0.512955058071922
38,1,51462,0.0266361869643054,0.0493162633922997,0.589462028916458
39,1,52124,0.0302237309298366,0.0492435583712948,0.539769175868245
40,1,52667,-0.00949850676537484,0.0491882668256779,0.846987689777541
41,1,55470,0.00211920871190543,0.0505294278956011,0.966570169590832
42,1,59265,0.00108003234324558,0.04916601551038,0.982486650712857
43,1,60165,0.0198915781022178,0.0491174869340832,0.68573784152335
44,1,62308,0.0173984026398394,0.0490661272222314,0.723107824346862
45,1,62869,0.0262362824120044,0.0490488273070467,0.593054866169743
46,1,65431,0.0553907085234486,0.0511624983766738,0.279705993877904
47,1,65451,0.0536497077660697,0.0504399616133735,0.288221137658965
48,1,65719,0.0466428458084273,0.0526252287075331,0.376047973941375
49,1,66841,0.017666681366946,0.0490828207511213,0.719110130690059
50,1,66948,0.0126170885389041,0.0493885439189086,0.798512068056947
51,1,68621,0.0387032485044676,0.0492162105955565,0.432165283617009
52,1,69417,0.0183517842346376,0.0491191850633715,0.708913239312121
53,1,69820,-0.455657466755424,0.190706974299736,0.0174045650234592
54,1,69821,-0.0742220533861877,0.119213813906742,0.533951960021044
55,1,70906,-0.0282063856707317,0.0789055528541467,0.720953438485024
56,1,74327,-0.0281601109355967,0.0493762600190671,0.568825662333006
57,1,74572,-0.0330804523556963,0.0492360155968594,0.502102696686941
58,1,75211,-0.0170321351658784,0.0491693207084788,0.729250302080663
59,1,76030,0.0085876013796819,0.0491755526577013,0.861469295738042
60,1,80108,-0.00132971647244706,0.0491659981766101,0.978438767432332
61,1,81262,-0.045484831199696,0.0490878009146585,0.354766530366174
62,1,81999,-0.0491329059065553,0.0491980348292035,0.318635655974844
63,1,82431,-0.028073857129317,0.0494781489801494,0.570803718977176
64,1,83284,-0.0344358912489335,0.0491063048526238,0.483607823416482
65,1,83613,-0.0273853676920967,0.0491134582597835,0.577475093994448
66,1,84112,-0.0217617490896543,0.0491268450143714,0.658058316607158
67,1,84701,-0.018787458188283,0.0526114374165565,0.721231550862019
68,1,84858,-0.0173870384843196,0.0492704968022919,0.724381942773129
69,1,85751,-0.0497773537395354,0.049410758860216,0.314423349050264
70,1,87445,-0.0412868486997559,0.0495376222664382,0.405157776867944
71,1,87467,-0.0532603327818871,0.0497652524453839,0.285246415161145
72,1,89070,-0.026126671800305,0.0495144318178971,0.598068424592148
73,1,89616,-0.0186710970414736,0.0492574635438516,0.704877793188362
74,1,89679,-0.0123067524620989,0.0492693719107793,0.802898876440838
75,1,89880,-0.0246793761092264,0.049268703572354,0.616743943562286
76,1,91472,-0.0181252501377376,0.0496426787784679,0.715244770361333
77,1,93789,-0.00532286885495194,0.049139680568985,0.913802454819544
78,1,94351,-0.00936579592082384,0.0492673044986544,0.849338747042621
79,1,99148,-0.00529060006432612,0.0491396904417356,0.914322998938008
80,1,101281,0.0701440929504411,0.53742335970541,0.896229972940533
81,1,106011,-0.00242794319965647,0.0512134540914991,0.962214617442921
82,1,106800,-0.0138509591022739,0.0492012593526505,0.778479339424425
83,1,107970,-0.0133236881151983,0.0490558745038863,0.786086604034945
84,1,109000,-0.0711300728021786,0.0490014305382936,0.147503286533707
85,1,112549,0.0106087295826356,0.0490885794970981,0.82902370991898
86,1,112742,0.0112785916912958,0.0492794324782352,0.819102368091146
87,1,113050,0.0126161099626201,0.0491955978869387,0.797754361442101
88,1,113135,0.00236832256345941,0.0490747029618512,0.961536691999801
89,1,114076,0.0071976298592791,0.0490733695746879,0.88347560262974
90,1,114628,0.0344952574573608,0.0491647460295486,0.483374823480694
91,1,116283,-0.00617308196310573,0.0494715644766422,0.90076842608559
92,1,126880,-2.45608725460694,0.918997558697384,0.00787647435164994
93,1,127853,0.0616091059305328,0.0492715474134751,0.211981963395469
94,1,128302,0.0610958141868635,0.0490832655996406,0.214053753348201
95,1,128704,0.0482740624339875,0.0491727492164473,0.326908254018587
96,1,128911,0.0597481874450909,0.0491424944205736,0.224867799172168
