SNP,Chr,Pos,Effect,SE,ERV25_RBD2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0949498573664312,0.175710310121938,0.589277650747852
2,1,1035,0.129151553553209,0.177573020567136,0.467514985280128
3,1,1074,0.0368375192092945,0.300304266379996,0.902440350811998
4,1,1470,-0.246928232127332,0.298940441441328,0.409355504295995
5,1,1475,0.337884574276226,0.220129405511924,0.125695289152161
6,1,1491,0.191369509790633,0.192929794620179,0.321919547249935
7,1,21249,-1.74106269867245,1.10526659938891,0.116096285642603
8,1,27243,-0.129770244671207,0.151152494077028,0.391177728062779
9,1,27272,-0.07872647964218,0.148978968998515,0.597525890332095
10,1,27498,-0.682279881159785,1.36049752872782,0.616336863534114
11,1,27561,2.01251506630962,1.02258696428849,0.0498431632296063
12,1,27816,0.112572706703953,0.151960899017243,0.459306902935438
13,1,27822,0.100886030007285,0.151790742240595,0.506715431681634
14,1,27823,0.147223102418216,0.154816029057771,0.342277771534788
15,1,27825,0.10410323872581,0.15178458807495,0.493250507186749
16,1,27843,0.0530612800007634,0.145484185482735,0.715537348500414
17,1,27848,0.0530612800007634,0.145484185482735,0.715537348500414
18,1,28495,0.0258770510713008,0.14550743240335,0.85895058993192
19,1,28975,0.0597144160979633,0.144506325814725,0.679688674430932
20,1,29283,-0.410906250316106,0.323185099104284,0.204413880233867
21,1,29752,-0.0213452461367294,0.337711875926679,0.9496386436654
22,1,29787,0.872697107437738,0.912635001520721,0.339605946322912
23,1,30057,0.0734114430297428,0.29626623691974,0.80444192250554
24,1,30479,1.05641833251949,0.866347777502824,0.223509242157609
25,1,30706,0.0500614232604634,0.149251364032009,0.737509902264895
26,1,31435,0.0207282130146257,0.144154093001758,0.885746728884052
27,1,35128,0.422144705775446,0.197418897759446,0.0331768958677435
28,1,35129,0.120075064388933,0.19909964069131,0.546835887451212
29,1,36146,-0.0337970802168978,0.143403691964332,0.813819295920079
30,1,37255,-0.0477935530904419,0.289462420079202,0.868950791320378
31,1,37409,0.0231124829376592,0.144185150654871,0.872738614256994
32,1,37478,0.0155991562603706,0.144311961775265,0.913983094821777
33,1,39144,0.016533639646254,0.143653111629703,0.90843589858556
34,1,41499,-0.0411743793544189,0.143240574429074,0.773937113112519
35,1,45359,-0.104146653451416,0.241114067149414,0.666049205299317
36,1,45634,-0.487678191962114,0.220003093128503,0.0272812815708708
37,1,51248,-0.242593865089601,0.14328651595547,0.0913247045249794
38,1,51462,-0.236881811427806,0.14350942458698,0.0997023177982978
39,1,52124,-0.159865021278611,0.143615269557192,0.266402380462987
40,1,52667,-0.213396016608382,0.143186778246113,0.137029602567958
41,1,55470,-0.296223687003835,0.146700691271897,0.0442178454761492
42,1,59265,-0.118544492408761,0.143425365008505,0.409065271674808
43,1,60165,-0.133337460395671,0.143279942878553,0.352692355690114
44,1,62308,-0.137302974884667,0.143111357600336,0.338007116796743
45,1,62869,-0.194807430104375,0.142904168711999,0.173687294348281
46,1,65431,-0.196805789466121,0.149274427831794,0.188219221671936
47,1,65451,-0.212292923964899,0.147086342054032,0.149816656595842
48,1,65719,-0.189956198182334,0.153503122126341,0.216733477299863
