SNP,Chr,Pos,Effect,SE,SSH1_PIS1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.045348182992723,0.117606080339231,0.700029738556174
2,1,1035,-0.084989773695897,0.118831649651997,0.474951066497345
3,1,1074,-0.306515536147375,0.200299282366038,0.126841135616534
4,1,1470,-0.373590724750851,0.199249152642831,0.0616191408893645
5,1,1475,-0.0771690987164764,0.147740378335241,0.601768839740274
6,1,1491,-0.0105322181853154,0.129283778179376,0.935117619476282
7,1,21249,-0.111349059981984,0.742196156999717,0.880829424846174
8,1,27243,-0.0400111192405389,0.101231718039845,0.692902357053129
9,1,27272,-0.12541970175999,0.0995098559970898,0.208366734937371
10,1,27498,0.350124668449432,0.91055439542772,0.700826006569521
11,1,27561,-0.153394785274234,0.68799257535217,0.82369564046019
12,1,27816,0.0523240538127459,0.101730439745595,0.607336015399913
13,1,27822,0.0515749288321525,0.101602132283652,0.612039251016487
14,1,27823,0.0704110409678335,0.103665039043108,0.497445574189773
15,1,27825,0.0646926472074383,0.101580867799726,0.524629741907461
16,1,27843,0.0778336900187728,0.0972856149511745,0.424217910944919
17,1,27848,0.0778336900187728,0.0972856149511745,0.424217910944919
18,1,28495,0.100779413429145,0.0972275049150054,0.300663567487989
19,1,28975,0.0949318345955242,0.0965923934189916,0.32637476484164
20,1,29283,-0.03403895641042,0.216756790492381,0.87530503011299
21,1,29752,-0.406371032060121,0.224954676927629,0.0716984307136301
22,1,29787,-0.247291500130725,0.611367964640067,0.686098276870798
23,1,30057,0.348277968230512,0.197404920617945,0.0785493355951786
24,1,30479,-0.764552153775484,0.579537390275815,0.187942086589936
25,1,30706,0.0770585575197359,0.0998080454554556,0.440590961368533
26,1,31435,0.0878051110093123,0.0963549192103124,0.362776277870641
27,1,35128,-0.0970501167694846,0.132861702527532,0.465593757729246
28,1,35129,-0.0555135552234516,0.133269819738164,0.677260688806928
29,1,36146,0.0578514736794185,0.0959213482716992,0.546820385735171
30,1,37255,0.124428258976218,0.193597354242473,0.520825149265042
31,1,37409,0.142340053984337,0.0961917777351243,0.139831094996423
32,1,37478,0.118915057734489,0.0963649767577551,0.21802121599307
33,1,39144,0.143528291360944,0.0958279061107635,0.135086310550467
34,1,41499,0.132236932468692,0.0956065514118312,0.167497126914751
35,1,45359,-0.409099033499532,0.15991631793517,0.0109381817637485
36,1,45634,-0.211656892679039,0.147814620293886,0.153055065785464
37,1,51248,0.302531217042864,0.0949171922261308,0.00156420248429461
38,1,51462,0.29026414144988,0.0951579059751421,0.00245866830200539
39,1,52124,0.175846050072179,0.0958172955569752,0.0673139344084564
40,1,52667,0.16222128722418,0.0957304451831495,0.0910402678170751
41,1,55470,0.255216295952953,0.0977959423245201,0.00944839894796566
42,1,59265,0.140163079010888,0.0957804480882349,0.144253592993084
43,1,60165,0.127413495100748,0.0957581058883317,0.184187242140295
44,1,62308,0.0837523861289592,0.0957886940803301,0.382524742861839
45,1,62869,0.101916349571486,0.0957267490454659,0.287757948394741
46,1,65431,0.216669265271976,0.0994711822564099,0.0300515884328398
47,1,65451,0.235800777331482,0.0979165265142127,0.0165442676340064
48,1,65719,0.15485263430986,0.102613665069501,0.132171838341489
49,1,66841,0.239135453842329,0.0950773534398865,0.0123411347928381
50,1,66948,0.211592426604021,0.0958549002018716,0.0279272135101883
51,1,68621,0.342412657607679,0.0945116361557007,0.00033396963004634
52,1,69417,0.25408131240399,0.0950406342964931,0.00785752950177309
53,1,69820,-0.280829524728916,0.375345359456026,0.454843927663954
54,1,69821,0.286273155834559,0.23257326043179,0.219181814755121
55,1,70906,-0.0180208316505888,0.154206492321897,0.907036113215904
56,1,74327,0.112066137412822,0.0963412614027051,0.245525720119832
57,1,74572,0.168195166977816,0.095851607876084,0.0801704200032984
58,1,75211,0.0889049581125026,0.0959766774021397,0.354913420467656
59,1,76030,0.171541515379546,0.0956585209675782,0.0737857337565601
60,1,80108,0.101178651335179,0.0959194839780298,0.292224968074099
61,1,81262,0.00445579026185958,0.0960339231511381,0.963019198908945
62,1,81999,-0.00639952902419172,0.0962681425273808,0.947036431871042
63,1,82431,-0.0319554785226453,0.0967095009739202,0.741272989526655
64,1,83284,-0.0467185938559604,0.0959884048440703,0.626765336355642
65,1,83613,-0.0289950519776204,0.0959976222106059,0.762799997518667
66,1,84112,-0.0172965985393426,0.0960161935830285,0.857144054920072
67,1,84701,-0.0233681102298013,0.102813873349521,0.820333265060935
68,1,84858,0.026332815056837,0.0962814059631205,0.784630034829526
69,1,85751,-0.0553541763701015,0.0966424921651482,0.567163279531889
70,1,87445,-0.104262498087125,0.0967327351422845,0.2818407568593
71,1,87467,-0.060779716022607,0.0973452759213825,0.53278627867093
72,1,89070,-0.0261729548160129,0.0967793982670117,0.786980339268423
73,1,89616,0.00161152015811881,0.0962687068868721,0.986653642561373
74,1,89679,-0.00585965899811677,0.0962804307092768,0.951504883001107
75,1,89880,-0.0262249717348736,0.0962952154714777,0.785520367476896
76,1,91472,-0.013736992350373,0.0970174297146413,0.887482240022702
77,1,93789,-0.0754774771127173,0.0959365340203246,0.431959689456974
78,1,94351,-0.0329579432821877,0.0962573335484043,0.732258100798225
79,1,99148,-0.0343099411148075,0.0960032404601505,0.721018552494733
80,1,101281,0.0231271187447835,1.05015068487856,0.982442317366509
81,1,106011,-0.0951309902623109,0.0999433101489917,0.341824585830688
82,1,106800,-0.062345880832174,0.0960928492245741,0.516883868076044
83,1,107970,0.023103990288099,0.0958573817495042,0.809675955873832
84,1,109000,-0.0434596787568698,0.0960063544302369,0.651060846212806
