SNP,Chr,Pos,Effect,SE,HNM1_RBD2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.157217641940165,0.0804686277545769,0.0515172114265055
2,1,1035,0.121616906827063,0.0815310539517812,0.136680446600419
3,1,1074,0.0152836795018425,0.138212904720727,0.912011696529592
4,1,1470,0.0283573858936252,0.137709294585869,0.836970476372759
5,1,1475,0.00788480168430983,0.1016492570452,0.938215081263661
6,1,1491,-0.0486045641959509,0.0888802309397374,0.584824134375951
7,1,21249,-0.14060282308765,0.510418976050407,0.783119795313283
8,1,27243,0.164482438065108,0.0690867079530038,0.0178044558421122
9,1,27272,0.114685882156628,0.0683212112129067,0.0941095645729772
10,1,27498,-0.373424570703063,0.626064425300772,0.551247944658391
11,1,27561,-0.199104060296878,0.473092801453981,0.674116163296323
12,1,27816,-0.100537641246006,0.0697881389146993,0.15058064484663
13,1,27822,-0.103378754875955,0.0696871443795068,0.13884198281053
14,1,27823,-0.129388752592617,0.0710107467348603,0.0692856771013352
15,1,27825,-0.113570937670205,0.0696421861720288,0.103829044789025
16,1,27843,-0.0642096252368471,0.0668831539395993,0.33769878739327
17,1,27848,-0.0642096252368471,0.0668831539395993,0.33769878739327
18,1,28495,-0.0395856611363901,0.0669383439914344,0.554647705465321
19,1,28975,-0.0681686625079041,0.0664248110046306,0.305475052399942
20,1,29283,0.159496779682218,0.148841346342391,0.284636663681493
21,1,29752,-0.553706559238111,0.152610214579583,0.000327466028656781
22,1,29787,-0.251559028909426,0.420362582839062,0.549934536997659
23,1,30057,0.233019996663213,0.135800576119794,0.0870580243132339
24,1,30479,-0.294533521412001,0.39926006460494,0.46118781544271
25,1,30706,-0.0537192079066461,0.0686430299882085,0.434393781744849
26,1,31435,-0.0633449214181566,0.0662618565718111,0.339737231422122
27,1,35128,-0.239678979890446,0.0905526862667272,0.00848861865910411
28,1,35129,-0.237233065822719,0.0908073688047398,0.00937270101185047
29,1,36146,-0.146619556236746,0.0655425187934558,0.0259091880644741
30,1,37255,-0.113883167513337,0.133089676858107,0.392751108279734
31,1,37409,-0.0772066779484644,0.0662349908499455,0.244543835331977
32,1,37478,-0.106612670337798,0.066176553160942,0.108066086217033
33,1,39144,-0.113478280219278,0.0658398474691495,0.0856646902750005
34,1,41499,-0.0561393823091823,0.0658651674610462,0.394604444557334
35,1,45359,-0.209923343603772,0.110436149466213,0.0581350038623529
36,1,45634,-0.114416508870969,0.101774713005485,0.26168634659797
37,1,51248,-0.0366138643227906,0.0661848659024885,0.580472545674249
38,1,51462,-0.0390955070727506,0.06627067527817,0.55561047462938
39,1,52124,-0.0621077183405732,0.0661309817526592,0.348289639528814
40,1,52667,-0.0882580352934067,0.0659403232377876,0.181610171061343
41,1,55470,-0.052454575563335,0.067849076700028,0.439976605046798
42,1,59265,0.0262833528557096,0.0660592730127687,0.690962615333709
43,1,60165,0.0345427307627254,0.0659985506759478,0.601033918519077
44,1,62308,-0.0476658213332687,0.0659027273562311,0.469989676738821
