SNP,Chr,Pos,Effect,SE,SNA4_VAC8_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.113968622905453,0.0717851852354289,0.113264330597396
2,1,1035,0.0446874627005733,0.0727902930457833,0.53966320035056
3,1,1074,0.0760428350902824,0.123009556376745,0.53685111470348
4,1,1470,-0.143060416219603,0.122396290812818,0.243260964431128
5,1,1475,0.0837601055975128,0.0904061994467761,0.354826295252638
6,1,1491,0.0207449100331754,0.0791707056490754,0.793452997214626
7,1,21249,-0.244865530370127,0.454373083274972,0.590289666853679
8,1,27243,-0.0320689312414,0.0619878729392306,0.605241445168904
9,1,27272,-0.0406830868369804,0.061041704190121,0.505539568104046
10,1,27498,0.275854966047294,0.557577116851016,0.621092366889991
11,1,27561,-0.385843675006947,0.420878338149828,0.359895235579233
12,1,27816,0.184542910415172,0.0615476013324767,0.0029066641379723
13,1,27822,0.184869172387778,0.0614646056995586,0.00282084487339397
14,1,27823,0.186509773551407,0.0627490019335603,0.00315847437007564
15,1,27825,0.182873547930077,0.0614815153007768,0.00313713838885018
16,1,27843,0.181070584596288,0.0588510325878148,0.00225609574715789
17,1,27848,0.181070584596288,0.0588510325878148,0.00225609574715789
18,1,28495,0.211308800928627,0.0585657555538359,0.000353021881450405
19,1,28975,0.193423289919512,0.05833581869535,0.0010091120146367
20,1,29283,-0.226416525460084,0.132205558698716,0.0876624973469112
21,1,29752,-0.205722358837332,0.137971220882266,0.136840701514643
22,1,29787,-0.284629580912911,0.374202186678553,0.44738558166344
23,1,30057,0.366569311748734,0.119851490040105,0.00239416943460823
24,1,30479,0.145209497555037,0.355717788959139,0.683363002427704
25,1,30706,0.169703411876222,0.0605068758387679,0.00531515506824238
26,1,31435,0.169528969274457,0.0583872080573671,0.00392191718313093
27,1,35128,0.00697652456132314,0.0814295255601107,0.931772860841994
28,1,35129,0.037953342427838,0.0816139053399448,0.642192946673399
29,1,36146,0.138336396877752,0.0583126603751921,0.0182121506374864
30,1,37255,0.224574724227211,0.118031087328535,0.0578965172710375
31,1,37409,0.141147496878385,0.0586139789964196,0.0165485327458154
32,1,37478,0.13278953224621,0.0587204470153699,0.0243434408089885
33,1,39144,0.0858214297411098,0.05869689860325,0.14460023619182
34,1,41499,0.0427048072752356,0.058667046282883,0.467146246735113
35,1,45359,0.0427445133529885,0.098815543271145,0.665592260500955
36,1,45634,-0.0259985096247184,0.0907785406886816,0.774743701340982
37,1,51248,0.126621590282582,0.0585745310460909,0.0313115714400058
38,1,51462,0.113877168610452,0.0587289782688098,0.0532944838677526
39,1,52124,0.108546259025822,0.058677230971763,0.0651653884536272
40,1,52667,0.100068598240109,0.0586250260773562,0.0887151368979914
41,1,55470,0.0430488794571551,0.0604250460189652,0.476666462932428
42,1,59265,0.0898900963614248,0.0586419269487626,0.126205080568695
43,1,60165,0.0588873744713264,0.0587087069807277,0.316527040019846
44,1,62308,0.0531580283528677,0.0586594590074051,0.365440685492458
45,1,62869,0.057251473835238,0.0586411588346949,0.329583459164199
46,1,65431,0.0365294692184509,0.0612966502557219,0.551593484823001
47,1,65451,0.054399506953586,0.0603885332089857,0.36829547876364
48,1,65719,0.0730111767782363,0.0629265158601692,0.246726694425958
