SNP,Chr,Pos,Effect,SE,RET2_SNA3_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.1463177697417,0.114916762920385,0.203767166421563
2,1,1035,0.0916011453271622,0.116338290160336,0.431594312563852
3,1,1074,0.169272997785269,0.196569725320178,0.389748434745886
4,1,1470,0.151804470892785,0.195900917177197,0.438914937778183
5,1,1475,0.229343759554694,0.144202792796775,0.112634122782724
6,1,1491,0.206962917703342,0.126111532338156,0.101665183386828
7,1,21249,-0.540904548052609,0.726187324129567,0.456854744478485
8,1,27243,-0.0473490139669914,0.0991127383909293,0.633138889851958
9,1,27272,0.0542909724678096,0.0976130823699042,0.578436484714844
10,1,27498,-1.46784274345119,0.88834352601881,0.0993550421257828
11,1,27561,0.339260074386857,0.673465604822362,0.614749441080412
12,1,27816,0.119575308666472,0.0994450460383398,0.230004458214869
13,1,27822,0.126204181789896,0.0992948988808498,0.204564253232552
14,1,27823,0.106261384678325,0.101414195752051,0.295449500329352
15,1,27825,0.137555624427843,0.0992521798425674,0.16664608070342
16,1,27843,0.102138483743586,0.0951901653299963,0.284006733989772
17,1,27848,0.102138483743586,0.0951901653299963,0.284006733989772
18,1,28495,0.126692423815741,0.0951080699562336,0.183690280996662
19,1,28975,0.0921966253849973,0.0945822654631654,0.330338348429712
20,1,29283,-0.216938952386225,0.211934389174745,0.306718707933895
21,1,29752,0.155496800362311,0.221129346753993,0.482398453377981
22,1,29787,1.67354115330545,0.592108162712208,0.00497531984339864
23,1,30057,0.0447989560783206,0.194128245421549,0.817627253533199
24,1,30479,0.65054590908122,0.567806802931207,0.252688378266311
25,1,30706,0.0467334075673384,0.0977796749630476,0.632984449590211
26,1,31435,0.060083024193182,0.0944043978263504,0.524900141791563
27,1,35128,0.289446862291073,0.129277494203658,0.025781190726329
28,1,35129,0.0836437191666244,0.130449644705374,0.521811774081809
29,1,36146,0.0214764623919497,0.0939645252512061,0.819343839102987
30,1,37255,0.0590650594797903,0.18964913116342,0.755647056235489
31,1,37409,0.0304389376387295,0.0944656768039887,0.747475115093187
32,1,37478,0.0209562012286771,0.0945542082351072,0.824728829775111
33,1,39144,0.0584893030126282,0.0940777894580711,0.534532478115042
34,1,41499,0.0185658038122145,0.0938629866810369,0.84331785606985
35,1,45359,-0.0468846161853227,0.158010044060927,0.766855393448618
36,1,45634,-0.098275196260289,0.145060778495216,0.498547756978654
37,1,51248,-0.151717820331744,0.0939212337445241,0.107123336734704
38,1,51462,-0.144139961162775,0.0940832915571739,0.126406679282678
39,1,52124,-0.120675579625272,0.0940486681281153,0.20029235168068
40,1,52667,-0.140229097893791,0.0938202501538194,0.13589733965499
41,1,55470,-0.00877662584183714,0.0966768368755282,0.927716405943743
42,1,59265,-0.00304224910427708,0.0940690387899894,0.974218710326449
43,1,60165,0.00194243589225095,0.093998036263942,0.983524848930694
44,1,62308,0.0260456441832394,0.09388448165143,0.78161829307105
45,1,62869,0.0280463138476176,0.0938710545794763,0.765287618751076
46,1,65431,0.00506727121399297,0.0980509870646583,0.958812936004316
47,1,65451,0.0208958640636507,0.0966546724315385,0.828963792892703
48,1,65719,0.00815172167677802,0.100798649627237,0.935590104781796
49,1,66841,0.0140809484165732,0.0939241789696551,0.880914734148806
50,1,66948,-0.0127553849878417,0.09450117257885,0.892707823122256
51,1,68621,-0.0873516403381779,0.0941328542799877,0.354061731275676
52,1,69417,-0.00190932577918879,0.0939980381860512,0.98380564011502
53,1,69820,-0.294279239477626,0.367483758821904,0.423788842340534
54,1,69821,-0.213091472408905,0.227934446090299,0.350488953456877
55,1,70906,-0.199636640350088,0.150622635425124,0.185892599536897
56,1,74327,0.0817512207126211,0.0944146769550756,0.387147326496983
57,1,74572,0.049139599998554,0.0942269677838731,0.602343787748869
58,1,75211,0.0705852376298117,0.0940163933711662,0.453287732399722
59,1,76030,0.0523566509670618,0.0940501505876234,0.57809292085382
60,1,80108,-0.00489908348271595,0.0940688167579469,0.958494580888928
61,1,81262,0.0165764141336132,0.0940294764122828,0.860167563031779
62,1,81999,-0.0319744849572751,0.0942478951640923,0.73461605832196
63,1,82431,-0.0518965110992323,0.0946691886503428,0.583909328714454
64,1,83284,-0.0142225659841587,0.0940172424271321,0.879844298795703
65,1,83613,-0.0126271216333479,0.0940075270871869,0.893225830355354
66,1,84112,-0.0179277853698676,0.0940154477275652,0.848878263502102
67,1,84701,-0.017503970176965,0.100675093328333,0.862070479922052
68,1,84858,0.0789259757122529,0.0941920161196792,0.402639029790211
69,1,85751,0.0249836662478832,0.0946638436066363,0.791995693427892
70,1,87445,0.0151625427363976,0.0948698827071458,0.873110642414701
71,1,87467,-0.0166629953165233,0.0953658574761049,0.861394279133514
72,1,89070,0.0181889559194258,0.0947681457457656,0.847906521950991
73,1,89616,0.00910186607817857,0.094262013999592,0.923131242880434
74,1,89679,-0.0021300543868247,0.0942751274595373,0.981986877676897
75,1,89880,-0.00110189492309148,0.0942990645615419,0.990683444525742
76,1,91472,0.0238676261070504,0.0949905503267281,0.801756854787257
77,1,93789,-0.0243759758433026,0.0940113379112438,0.795564474088916
78,1,94351,-0.0596977952952618,0.0942141707059687,0.526726622158308
79,1,99148,-0.0794271747809794,0.0939252005860523,0.398324845350194
80,1,101281,1.07574648219889,1.02667917756141,0.29545120944697
81,1,106011,-0.0446395784766778,0.0979579714764215,0.648884952332205
82,1,106800,-0.100836461513231,0.0939940118138031,0.284095198899635
83,1,107970,-0.0756710646485949,0.0937817436931002,0.420276153947103
84,1,109000,-0.0535055004894952,0.0939904825858421,0.569538293398222
85,1,112549,-0.172647619006355,0.0934765928690509,0.0655895165925475
86,1,112742,-0.14990399478402,0.0939549501097214,0.111498005415942
87,1,113050,-0.141368648775835,0.0938332860475059,0.132809134694061
88,1,113135,-0.178517622353441,0.0934127319183426,0.0568061702112452
89,1,114076,-0.122819184998559,0.0936668842037702,0.190631055829392
90,1,114628,-0.0985183582778485,0.0939860928383041,0.295253156413223
91,1,116283,-0.030851963216956,0.0946415623034237,0.744626999778546
92,1,126880,-1.09347877189075,1.77505985869749,0.538275951486447
93,1,127853,0.00311104794208794,0.094479423175467,0.973750365562346
94,1,128302,0.0514124005987374,0.094076869474432,0.585071982426658
95,1,128704,0.0266217572776216,0.0941996880236663,0.777641585142951
96,1,128911,0.0707417001480592,0.0941455093461117,0.4529077314433
97,1,130267,0.0401181137236917,0.0941518989218987,0.67029475849775
98,1,130271,0.0418821656995694,0.0942615287083673,0.657084405862986
99,1,130613,0.108518343779314,0.0949935676075504,0.254072130643149
100,1,132012,-0.0429780242893241,0.0949394395304002,0.651050909025309
101,1,133231,-0.0161774992609315,0.0942891779035652,0.863871362566243
102,1,137074,-0.0449255522788884,0.0941286388795298,0.633459354281495
103,1,137304,-0.0613894602588158,0.094135043993402,0.514733670633713
104,1,139686,-0.0161357231791502,0.0943116055722193,0.864251437596902
105,1,149562,-0.0375940283691511,0.0945095022177268,0.691032501254757
