SNP,Chr,Pos,Effect,SE,ALO1_ADE17_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.0170322862171149,0.107796071504202,0.874543438612913
2,1,1035,0.100405455298536,0.108848097633203,0.35693098574145
3,1,1074,-0.0800353814401795,0.184117912514771,0.664048471357761
4,1,1470,0.0702096246160178,0.183465919691071,0.702183779622958
5,1,1475,-0.0130146317069268,0.135443561233298,0.923504441677706
6,1,1491,0.0883083756758611,0.118386773186876,0.456205471091968
7,1,21249,0.00111998723649176,0.680189020497247,0.99868714806929
8,1,27243,-0.0596002508464175,0.092737594673035,0.520851382936281
9,1,27272,-0.0299643191656045,0.0913843949946013,0.74318682586046
10,1,27498,-0.0212673097595655,0.834629059004889,0.979685580570428
11,1,27561,0.937711380710272,0.628559843751506,0.136633929844908
12,1,27816,0.0298005054328748,0.0932497878452825,0.74947791277213
13,1,27822,0.0259643672426618,0.0931344900199736,0.780574154995934
14,1,27823,0.0153037709092519,0.0950598335487816,0.872192639711736
15,1,27825,0.0287315896875522,0.0931321881042345,0.757881347220414
16,1,27843,0.0526095388178975,0.0891918506277133,0.555670635293311
17,1,27848,0.0526095388178975,0.0891918506277133,0.555670635293311
18,1,28495,0.0944823135416707,0.0890954325042701,0.289659533218919
19,1,28975,0.0428778898582937,0.0886113555928963,0.628766055364644
20,1,29283,0.0208208151433258,0.198645255111076,0.916582884462786
21,1,29752,-0.297673108480378,0.206497950861041,0.150321363578025
22,1,29787,1.06327614407272,0.557538069826547,0.057320222305009
23,1,30057,0.26111174727003,0.181170456903302,0.1504008065021
24,1,30479,0.7645633328689,0.530852936924345,0.150681707974245
25,1,30706,0.0615014920111744,0.0914852695483717,0.501860707553296
26,1,31435,0.0672390137278775,0.0883334213990839,0.447048427549439
27,1,35128,-0.0647894175603589,0.121801006808596,0.595110173016699
28,1,35129,-0.0289221801307864,0.122152148561512,0.812971192784311
29,1,36146,0.0522516249205214,0.0879060482573027,0.552623318981517
30,1,37255,0.13804139528329,0.177369184824451,0.436930268361424
31,1,37409,0.0999032907923974,0.0882655444108604,0.258466102228066
32,1,37478,0.0971459047349945,0.0883504075036977,0.272276490052089
33,1,39144,0.0776835669927045,0.0880006421659578,0.37796596868361
34,1,41499,0.183975781308294,0.0873059474872638,0.0358005207464181
35,1,45359,0.0965169665021559,0.147814372745718,0.514206684289217
36,1,45634,-0.0154022692984199,0.135851420311337,0.909797041147372
37,1,51248,0.0358112778819827,0.0882067117471144,0.684993980479131
38,1,51462,0.0350766296537573,0.0883272117054424,0.691517906178648
39,1,52124,-0.0256661676032914,0.0882167265313847,0.771264666684914
40,1,52667,0.0126608226065539,0.0880833292324909,0.885790268906338
41,1,55470,-0.115795221915021,0.0902729500588692,0.200430622000551
42,1,59265,-0.175560219007419,0.0875442038837743,0.0456843242823416
43,1,60165,-0.175437045152545,0.0874779956423072,0.0456725446066882
44,1,62308,-0.171748963129061,0.087401445630832,0.0501912861722972
45,1,62869,-0.194207255528774,0.0872570362740822,0.0266659216431274
46,1,65431,-0.109136886885236,0.0915844550403388,0.234197900810996
47,1,65451,-0.0985945932192187,0.0903149539486562,0.275720428142044
48,1,65719,-0.108959082526127,0.094162191635605,0.24799651521335
49,1,66841,-0.150679267414142,0.0875419724774114,0.0860865027347447
50,1,66948,-0.151799911145919,0.0880782720855848,0.0856799099228131
51,1,68621,-0.153322954583708,0.0878301613847455,0.081737390820673
52,1,69417,-0.149251445939629,0.0876155532349443,0.0893581764076824
53,1,69820,0.351963772911481,0.34373853293038,0.306570085220092
54,1,69821,0.0806687909337711,0.213549770579367,0.70584208031967
55,1,70906,-0.37575327648622,0.139899190081482,0.00757553378030633
56,1,74327,-0.10833912470128,0.0882704761407604,0.220507426136826
57,1,74572,-0.0626147912681148,0.0881601457495131,0.478024749969712
58,1,75211,-0.110216895028345,0.0878666841993662,0.210539300540952
59,1,76030,-0.0558866075393083,0.088012040138392,0.525847464344178
60,1,80108,-0.0763481557056925,0.0879476406216784,0.385924338763229
61,1,81262,-0.159581209273398,0.0875973665792683,0.0693378411395742
62,1,81999,-0.147247335011622,0.0878743215169734,0.0946906188330895
63,1,82431,-0.119757625420742,0.088411266324357,0.176426793513154
64,1,83284,-0.191207173373057,0.087405238611063,0.0293545627131915
65,1,83613,-0.190653552505598,0.0873989027459353,0.0298117719632081
66,1,84112,-0.138868474801682,0.0876847505620729,0.114151912434252
67,1,84701,-0.104891755500766,0.0940625982893601,0.265554535269321
68,1,84858,-0.0937954014178646,0.088102739238545,0.287778355660866
69,1,85751,-0.134559693164079,0.0883168568048708,0.128503631680218
70,1,87445,-0.136656385068775,0.08849567765805,0.123432146455999
71,1,87467,-0.110450880069783,0.0890651205755053,0.215757011703471
72,1,89070,-0.091598968016074,0.0885661920130567,0.301730565072564
73,1,89616,-0.112620943847263,0.0880192440259636,0.201560093114976
74,1,89679,-0.0833957591674311,0.0881225685111326,0.344611851784585
75,1,89880,-0.100844016146063,0.0880932807555483,0.253091908960783
76,1,91472,-0.067075134277488,0.0888400497990351,0.450746355777998
77,1,93789,-0.0333048601510685,0.0879778575095239,0.70524251546742
78,1,94351,-0.0189613135998173,0.0882215307663138,0.829947246208184
79,1,99148,-0.0160982008441022,0.0879915423152497,0.854940959382926
80,1,101281,0.197965798834225,0.962327640243794,0.837131663115546
81,1,106011,0.00894053056664379,0.0917068077106819,0.922392311265403
82,1,106800,0.0182661452692594,0.0881090463214,0.835885011030093
83,1,107970,0.0183242441468158,0.0878479445217118,0.834888256294971
