SNP,Chr,Pos,Effect,SE,ERG11_TPO4_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0843332094981002,0.194761803446012,0.665274185802526
2,1,1035,0.157214775388618,0.196766922300317,0.424833547147088
3,1,1074,-0.0279883022767553,0.332819453470134,0.933028927272571
4,1,1470,0.157305667856317,0.331518536854858,0.635436531243131
5,1,1475,0.153315266784189,0.24463769582268,0.531258778439249
6,1,1491,0.101980589817663,0.214045647424041,0.634053444123836
7,1,21249,-2.54590134927924,1.22173069598567,0.0378927768313228
8,1,27243,0.0127052706105002,0.167689946865381,0.939647835560129
9,1,27272,0.0730401097331383,0.165127212284912,0.658523983897191
10,1,27498,-0.730438904515987,1.5078230982488,0.628379204484867
11,1,27561,-0.0908677061247865,1.13948416101211,0.936485576521255
12,1,27816,0.12579820296269,0.168410244883559,0.455576030953868
13,1,27822,0.129355179560399,0.168188220077828,0.442342522487311
14,1,27823,0.122446909544645,0.171672634596785,0.476157272551866
15,1,27825,0.145849212459321,0.168149987700298,0.386325425682034
16,1,27843,0.154205268954371,0.161055921311062,0.338988315635385
17,1,27848,0.154205268954371,0.161055921311062,0.338988315635385
18,1,28495,0.174073174176204,0.161001166073653,0.280349787701232
19,1,28975,0.134664169866663,0.160029117147342,0.400638739953918
20,1,29283,-0.387728982658209,0.358399172371154,0.280064060826956
21,1,29752,0.0335826127169874,0.374270961714883,0.928554193434496
22,1,29787,2.27140041097931,1.00550584877524,0.024495273249723
23,1,30057,0.150500095341165,0.328271337362144,0.6469023254268
24,1,30479,0.669621670624589,0.961499715048405,0.486615015787284
25,1,30706,-0.000359537133867299,0.165435914651141,0.998267209332712
26,1,31435,0.069066171727184,0.159722831695816,0.665705568197105
27,1,35128,0.153849475202168,0.220051930451773,0.484918220247012
28,1,35129,-0.0525844461787894,0.220750397341412,0.811858211826088
29,1,36146,-0.0630453302482303,0.158905886402251,0.691794262236007
30,1,37255,0.0553965490314727,0.320798929620677,0.862999505176225
31,1,37409,0.0814501984479013,0.159741870874437,0.610449727164454
32,1,37478,0.0637628453344093,0.159902045583259,0.690309747244412
33,1,39144,-0.0166779315536943,0.159205743225445,0.916628050314095
34,1,41499,0.0791912971837081,0.158710650969648,0.618113783617902
35,1,45359,-0.184082504037586,0.267108441430216,0.491170488730781
36,1,45634,-0.424882826966619,0.244468373596151,0.0830851615067718
37,1,51248,-0.174287382818293,0.159172314698794,0.274280510790771
38,1,51462,-0.148434570120022,0.159463012575405,0.352572418678298
39,1,52124,-0.187592091160458,0.159129464233923,0.23924608193609
40,1,52667,-0.297177846748021,0.158399100814252,0.0614619099573427
41,1,55470,-0.194948997674193,0.163189466926484,0.233038543842127
42,1,59265,-0.06238261576865,0.159071911692413,0.695172133608448
43,1,60165,-0.128424521002287,0.158839323245765,0.419336752879889
44,1,62308,-0.164524796765822,0.158569872614212,0.300187957836582
45,1,62869,-0.216937839157913,0.158371179170902,0.171618044812285
46,1,65431,-0.104921652520863,0.165747883226511,0.527130732804189
47,1,65451,-0.0978160674837937,0.163407515932684,0.549822224032096
48,1,65719,-0.0295568036863658,0.170482962820359,0.862459180409644
49,1,66841,-0.0562463926189572,0.158838159546152,0.723466870330215
50,1,66948,-0.114300354509707,0.15972553716555,0.474708498231436
51,1,68621,-0.188368939533915,0.159092739530015,0.237201913467244
52,1,69417,-0.0823404839162898,0.158925913284532,0.604708819629883
53,1,69820,-0.600132123865357,0.621297796996795,0.334738924914991
54,1,69821,-0.301231558842449,0.385667211874969,0.435287148827516
55,1,70906,0.171893160739714,0.25522904363062,0.501078929013394
56,1,74327,-0.117651152745517,0.159737732037505,0.46189922565142
57,1,74572,-0.0934301661195466,0.15935725415463,0.558052815818732
58,1,75211,-0.124205325540406,0.159006824506299,0.435248378656812
59,1,76030,0.0150266869643484,0.159142178633548,0.924826694067044
60,1,80108,-0.192882034500136,0.158775014197566,0.22524918171098
61,1,81262,-0.189477768844642,0.158726354660008,0.233381858772213
62,1,81999,-0.18018268747109,0.159146133930324,0.258325613649052
63,1,82431,-0.165491858978241,0.15994719609813,0.301533401917235
64,1,83284,-0.108049125255845,0.158919851243908,0.497015321913067
65,1,83613,-0.0612404470644017,0.158972935928836,0.700302281129658
66,1,84112,-0.126530799945227,0.158881205459039,0.426342852546853
67,1,84701,-0.109260689323349,0.170187624668165,0.52128897300671
68,1,84858,0.0168198035477065,0.15947017287055,0.91606037084617
69,1,85751,-0.0307103472515095,0.160119817287966,0.848012248879481
70,1,87445,-0.0137118098736448,0.160465000188391,0.931951713519027
71,1,87467,-0.0842739115449674,0.161244334711956,0.601547596582808
72,1,89070,-0.00360077475890724,0.160297027281789,0.982091205657767
73,1,89616,-0.00727748522998956,0.159434353321088,0.963618491743867
74,1,89679,-0.0115917600961169,0.159453819851273,0.942088679034292
75,1,89880,-0.00906421589880166,0.159494686048081,0.954712106189471
76,1,91472,0.0361968929543423,0.160667765126434,0.821883793198291
77,1,93789,-0.0339319488502067,0.159013615727951,0.831145804757337
78,1,94351,-0.0606445128147208,0.159409718785499,0.703853790137071
79,1,99148,-0.0457933861167508,0.159005191965338,0.773516280021871
80,1,101281,0.571886323308619,1.73893469195636,0.742447722612471
81,1,106011,0.0246796446489347,0.165727502054499,0.881704152209914
82,1,106800,-0.0130557920396415,0.159236860006312,0.934701324486145
83,1,107970,0.0577239517351655,0.158736880076731,0.716340435411127
84,1,109000,0.0190810031644054,0.159043167563977,0.904572204664863
85,1,112549,-0.101756619115312,0.158774023453022,0.522010257294098
86,1,112742,-0.081010410372546,0.159427016666132,0.611676209195553
87,1,113050,-0.00200821082150238,0.159216976422484,0.989943638634979
88,1,113135,-0.0319345327838062,0.158802382075704,0.840739286074738
89,1,114076,0.133078340299514,0.158653446272153,0.402149797778996
90,1,114628,0.179658968471619,0.158925830304441,0.259050797896014
91,1,116283,0.174486479186199,0.159829185271353,0.275706897533673
92,1,126880,-1.21471768898721,3.00321510523464,0.686110313648291
93,1,127853,0.134851008464942,0.159639418361809,0.398837931568645
94,1,128302,0.157622214666443,0.158965645923168,0.322096790363475
95,1,128704,0.185792797177432,0.159038187640606,0.243503358238459
96,1,128911,0.240832358044942,0.158846613546253,0.130381047419397
97,1,130267,0.215664871428862,0.158873289191899,0.17550081735603
98,1,130271,0.217494673062635,0.159055776585907,0.172366421603687
99,1,130613,0.206461242271318,0.160591243906162,0.199414269948822
100,1,132012,0.0171663579328044,0.160622506087099,0.914949710106712
101,1,133231,-0.116890055751201,0.159363918855211,0.463753288856663
102,1,137074,-0.0718618997123494,0.15921255531484,0.652008532838708
103,1,137304,-0.102759351907535,0.159219936874373,0.519092130195972
104,1,139686,0.0274592288192615,0.159516514946981,0.863425836647139
105,1,149562,0.0287929069323851,0.159879791987516,0.857184488688248
106,1,150447,0.0258855498777075,0.161654774879645,0.872871375757155
107,1,151446,-0.0921662281030304,0.324732736923791,0.776713347029886
108,1,154084,0.0244526596377226,0.162154870258573,0.880221053898997
109,1,156633,0.0621491620927733,0.164349999349375,0.705545514056177
110,1,157269,-0.0656867102088542,0.159178622733621,0.68010597626208
111,1,160054,0.0103585672400449,0.160728757565062,0.948650385927404
112,1,166222,0.0244162765481946,0.159535612090768,0.878449498750852
113,1,166416,0.0251211323325152,0.159211398047686,0.874716624198612
114,1,167326,-0.0125220140091014,0.160120382634704,0.937710290502758
115,1,168836,0.0164808527829421,0.159360546444481,0.917689438106664
116,1,171200,-0.0732862296188103,0.159553945392067,0.646287507496936
117,1,171431,-0.129131551075932,0.16045088393838,0.421474367617639
118,1,173339,-0.0880054938914923,0.159280244730566,0.580941927156571
119,1,173845,-0.0729799402212761,0.15916962330813,0.646872399080185
120,1,175121,-0.112760214634325,0.158787949421238,0.478091873708906
