SNP,Chr,Pos,Effect,SE,RET2_EMP47_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0835504804417603,0.109073301975074,0.444186393864411
2,1,1035,0.14469935379752,0.110089097154221,0.189570376011349
3,1,1074,0.194216805791546,0.186210820368403,0.297664730089223
4,1,1470,-0.315308134124336,0.185066557587947,0.0893068674816236
5,1,1475,-0.0307685380784894,0.137149396435439,0.822620037663566
6,1,1491,-0.0288095703062752,0.119969413049289,0.810360371598004
7,1,21249,-1.05366244551005,0.686508904295353,0.125725656187288
8,1,27243,-0.143147827922808,0.0936565707420255,0.127300519006638
9,1,27272,-0.113355187974505,0.0923579550819353,0.220510353281645
10,1,27498,-0.058652021410869,0.845184946644618,0.944714114361728
11,1,27561,1.67276024172201,0.632279043343503,0.00851920372685917
12,1,27816,0.0882269775336389,0.0943265575488882,0.350254830463391
13,1,27822,0.0883515310068975,0.0942060440393863,0.348960582285226
14,1,27823,0.0727258848087249,0.0961883422636121,0.450106712715236
15,1,27825,0.100042630450383,0.0941729221059889,0.28881255191236
16,1,27843,0.0647980355551646,0.0902990898399739,0.473482591863869
17,1,27848,0.0647980355551646,0.0902990898399739,0.473482591863869
18,1,28495,0.114590316410718,0.0901603377977218,0.204579248694595
19,1,28975,0.107361094232173,0.0895802746694587,0.231530164419232
20,1,29283,-0.136242499865064,0.201031176203986,0.498394294974361
21,1,29752,-0.0397657084471597,0.209714751907308,0.849717402386154
22,1,29787,1.85333140986044,0.558854984752168,0.00100696291178796
23,1,30057,0.135145427573377,0.183861218353187,0.462802914753184
24,1,30479,0.518554519772941,0.538440260036935,0.336172713404077
25,1,30706,0.0363536040302273,0.0926819558732167,0.695117337551826
26,1,31435,0.0869875593974163,0.0894047200373716,0.331237507876739
27,1,35128,0.1356818250777,0.123180116164943,0.271433370446438
28,1,35129,0.0252381067792804,0.123700314327614,0.838450586460626
29,1,36146,0.0108895005038804,0.0890610084090335,0.902754669749684
30,1,37255,0.0800002241252846,0.179717101204899,0.656487589663414
31,1,37409,0.0928074212471686,0.0894080955442018,0.299971083331577
32,1,37478,0.0820262271906943,0.0895150195381056,0.360113971973047
33,1,39144,0.0871208471346226,0.0890918664758462,0.328805057951763
34,1,41499,0.102342941721915,0.0887980833228254,0.249880984213612
35,1,45359,-0.405600025078488,0.148211133945575,0.00652104364509612
36,1,45634,-0.0876612270388666,0.137493762987043,0.524170122798472
37,1,51248,0.120895554706163,0.0891116610571219,0.175751492475136
38,1,51462,0.118314364898264,0.0892429272252297,0.185777740806161
39,1,52124,0.0914009692683515,0.0892111336897989,0.306278719601157
40,1,52667,0.0319421975877244,0.0891842879076122,0.720438051647009
41,1,55470,0.00186052542020773,0.0916279555863356,0.983811367199136
42,1,59265,0.0194676692808838,0.0891494700557443,0.827266156156889
43,1,60165,0.0179370348368348,0.0890830039177342,0.840539372488308
44,1,62308,0.0219363711981718,0.0889824824041098,0.805419455872662
45,1,62869,0.0337525883068625,0.0889608280294911,0.704611888719825
46,1,65431,0.053273838271288,0.092886394416575,0.566645966639227
47,1,65451,0.0752932825387072,0.0915243044041998,0.411257360475042
48,1,65719,0.0656506692307317,0.0954704117304268,0.492121878704784
49,1,66841,0.0718320278892784,0.0889387628010424,0.41983187157971
50,1,66948,0.0433927039455333,0.0895374499834717,0.628238057791723
51,1,68621,-0.0241800287344213,0.0893153204130718,0.78675957898038
52,1,69417,-0.0228333495248206,0.0890798298056753,0.797849537417567
53,1,69820,-0.231916860031217,0.348385916705731,0.506044306116878
54,1,69821,0.0368327341933332,0.216286716142669,0.864875019823292
55,1,70906,-0.0648726357634182,0.143067999557795,0.650511144466784
56,1,74327,0.0207946511146236,0.0895710814816137,0.816549759819403
57,1,74572,0.0537220380581319,0.0892936656025454,0.547804474796182
58,1,75211,0.0280136161604161,0.0891641108389927,0.753569621770664
59,1,76030,0.066855232904681,0.0891055551933068,0.453578331525547
60,1,80108,0.0170103411356564,0.089150894243876,0.848788896146013
61,1,81262,0.0117726954594558,0.0891195835243613,0.894980471456227
62,1,81999,-0.019389637239157,0.0893334734566947,0.828296454616858
63,1,82431,-0.06192484833554,0.0897018125705865,0.490433339260866
64,1,83284,-0.0549632305243444,0.089061124319992,0.537539882574896
65,1,83613,-0.0147124055822073,0.0890958963845933,0.868936181480251
66,1,84112,-0.0362734756405802,0.0890882396075034,0.684134722143545
67,1,84701,-0.0252205465156444,0.0954109907097953,0.791675390288694
68,1,84858,0.0410988279827208,0.0893338724941257,0.645757304277617
69,1,85751,-0.00339513877704575,0.0897277638114365,0.969838060902161
70,1,87445,-0.0217268288534902,0.0899101880225526,0.809191413887414
71,1,87467,-0.0518082406455687,0.0903462763859236,0.566711410521026
72,1,89070,0.0411820245966904,0.0897958869885207,0.646790622825317
73,1,89616,0.0277377289677567,0.0893272352951319,0.756350209210154
74,1,89679,0.0243427401903545,0.0893413533605336,0.785420810519034
75,1,89880,0.026529974713227,0.0893622314990712,0.76673174933451
76,1,91472,0.0269466486087748,0.0900253623144707,0.764869869397873
77,1,93789,0.00570456709022878,0.0891086394737069,0.948992039018466
78,1,94351,-0.0050816811001426,0.0893432668469063,0.954674428490118
79,1,99148,-0.00459917896017289,0.0891088205185855,0.958866205871569
80,1,101281,0.791850025144119,0.973650998196066,0.416606243311493
81,1,106011,0.0733170916205668,0.0927864368333078,0.429958773403781
82,1,106800,0.0503909228003295,0.0891890374898352,0.572439375078448
83,1,107970,0.0793721232210886,0.0888646407279642,0.372369267785721
84,1,109000,0.0303476093557637,0.089107147809694,0.73362663023535
85,1,112549,0.0181759831102742,0.0890156433317363,0.838323758233107
86,1,112742,0.0223979118997575,0.0893597740002405,0.802231543809086
87,1,113050,0.0264667178789003,0.0892062616537923,0.766876722404508
88,1,113135,-0.00431840782627514,0.0889898451003708,0.961323712064358
89,1,114076,0.0788749625798185,0.0888910647640636,0.375509922708079
90,1,114628,0.086951452896917,0.0890951549410402,0.329762920808895
91,1,116283,0.0305343424521664,0.0896967557590881,0.733744655948437
92,1,126880,-2.51160510095984,1.67792731996678,0.135325918339744
93,1,127853,0.0377183332015437,0.0895219378923391,0.67377010782051
94,1,128302,0.0285399387797009,0.0891875559940342,0.749158320481393
95,1,128704,0.020230410939561,0.0892827908218381,0.820875260132032
96,1,128911,0.0599853587093727,0.089242073403719,0.501918639906057
97,1,130267,-0.0227241894532415,0.0892486414008939,0.799167466603973
98,1,130271,-0.0232201992530204,0.0893542260349402,0.795117999274247
99,1,130613,-0.00284015079532596,0.090197736299857,0.97489811801404
100,1,132012,-0.163586513538436,0.0895842886279393,0.0686854227015126
101,1,133231,-0.135681152284886,0.0890754688817842,0.128600069364428
102,1,137074,-0.060699723040787,0.0891821271709272,0.496554006989426
103,1,137304,-0.0980472346682692,0.0891189852743102,0.272001880148238
104,1,139686,-0.0860630478704118,0.0892715177209358,0.335676090315263
105,1,149562,-0.0417832094440045,0.0895652827584327,0.641137383855315
106,1,150447,-0.0534723337778298,0.0905419560430333,0.555179288771382
107,1,151446,0.0239975733793116,0.181980534123909,0.895163113848741
108,1,154084,-0.0388114835435992,0.0908430573917989,0.669467446999716
109,1,156633,-0.0260878670882924,0.0921018423671505,0.777151071644772
110,1,157269,-0.0782685362837701,0.089120073474427,0.380412546542537
