SNP,Chr,Pos,Effect,SE,SSH1_ORM2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0698093905531277,0.19122277086918,0.715278976869159
2,1,1035,0.119215896170939,0.193247077849815,0.537692310362128
3,1,1074,0.252077374301694,0.326474384489296,0.440560014909617
4,1,1470,-0.0472719445241054,0.325563558122371,0.884635555294613
5,1,1475,0.200507535107905,0.240070416916953,0.404168326972925
6,1,1491,0.237309398851035,0.209827817104031,0.258834635996403
7,1,21249,-1.24119897941668,1.20498378520835,0.303689658392109
8,1,27243,0.00547369912600182,0.164631281867349,0.973495426844986
9,1,27272,0.046087097477103,0.1621405934666,0.776391915919481
10,1,27498,-0.954514312711241,1.47993091019034,0.519364136694123
11,1,27561,1.12852982992613,1.11708900958693,0.313071494703812
12,1,27816,-0.0363605756788614,0.165456657561033,0.82618594257171
13,1,27822,-0.0490141682712931,0.165237079388384,0.76692394756484
14,1,27823,-0.0644243201331006,0.16862676399132,0.702652128203577
15,1,27825,-0.037790597461008,0.165245430637414,0.819239380374896
16,1,27843,-0.0588064106401424,0.158291462454178,0.710482712915191
17,1,27848,-0.0588064106401424,0.158291462454178,0.710482712915191
18,1,28495,-0.0731867871274806,0.158277041083132,0.644081717256319
19,1,28975,-0.0329195010851339,0.157256895291823,0.834306844669752
20,1,29283,-0.29114851290672,0.352101635063093,0.408859297002121
21,1,29752,0.122246101299222,0.367388425381,0.739525448224246
22,1,29787,3.38375484121161,0.977821076602966,0.000605226555470831
23,1,30057,-0.236353418689776,0.322131947236157,0.463608758659812
24,1,30479,1.63879838550999,0.940568275008266,0.0823182623394069
25,1,30706,-0.153105023396757,0.162212740448843,0.345890185255225
26,1,31435,-0.0490950397698994,0.156828213988964,0.754427706669105
27,1,35128,0.242979020020368,0.215799126687935,0.260951594656614
28,1,35129,-0.0443532149151453,0.216727048172235,0.837963445077405
29,1,36146,-0.080651798653995,0.155982141001545,0.605439551359274
30,1,37255,0.00267321128658082,0.314958758732386,0.993232833613039
31,1,37409,-0.0482925185486794,0.156863832746452,0.758368400326794
32,1,37478,-0.046487421136635,0.157000258898151,0.767329558197578
33,1,39144,-0.0538330980975306,0.156276969378647,0.730696197736829
34,1,41499,-0.01978539680607,0.155866125669289,0.899061427211852
35,1,45359,-0.231592392781012,0.262121348096215,0.377550649511964
36,1,45634,-0.170554860224828,0.240861369695368,0.479348066401439
37,1,51248,-0.183702281701234,0.1562274741171,0.240441593592543
38,1,51462,-0.186605625092592,0.15643041435845,0.233710260959615
39,1,52124,-0.121706032254248,0.156399045855165,0.436986348687288
40,1,52667,-0.22712491919637,0.155814033755005,0.14582149173474
41,1,55470,-0.183875238844015,0.160236775083355,0.251943025574293
42,1,59265,-0.017862570581336,0.156200537130977,0.909020089676793
43,1,60165,-0.0267295028041265,0.156078908865445,0.864120333304668
44,1,62308,-0.185636410451893,0.155600350764091,0.233657553709225
45,1,62869,-0.175284063025099,0.155614741888253,0.260762442209296
46,1,65431,-0.183634040378324,0.162522278689944,0.25928523018477
