SNP,Chr,Pos,Effect,SE,ERG27_ACF2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.14730728555603,0.0647145426905981,0.0234286319920225
2,1,1035,0.124785830969276,0.0655653668036087,0.0578240444158284
3,1,1074,0.078436232749838,0.111289615023857,0.48140329892598
4,1,1470,-0.172399191230213,0.110586808887068,0.119904510908668
5,1,1475,-0.114437284209307,0.0816784701682897,0.162071529936552
6,1,1491,-0.0986090398687791,0.0714536669053903,0.168447194343959
7,1,21249,-0.076467143465297,0.411297526484417,0.85261674951816
8,1,27243,0.000245729429215968,0.0561122241877307,0.99650834935606
9,1,27272,-0.0704049467217405,0.0551423683113114,0.202517428030297
10,1,27498,-0.916831858127948,0.5023451210782,0.0688303357344769
11,1,27561,0.0431420691812585,0.381286357463305,0.909976957483802
12,1,27816,-0.0141315028148746,0.0563922967034526,0.802274748230907
13,1,27822,-0.0258010470927822,0.0563088907339579,0.647086703934253
14,1,27823,-0.0117412071938028,0.0574824234385261,0.838270111682736
15,1,27825,-0.0293525901787809,0.0563039632119093,0.60246819592311
16,1,27843,-0.012799493642527,0.0539575497685488,0.812628276200333
17,1,27848,-0.012799493642527,0.0539575497685488,0.812628276200333
18,1,28495,0.00201394945465783,0.0539626174728777,0.970250001243473
19,1,28975,-0.00205326982206169,0.0536019026080998,0.96946543013024
20,1,29283,-0.0701380980867867,0.120066784848936,0.559486424460571
21,1,29752,-0.084296874098114,0.125158154460495,0.501055468676085
22,1,29787,0.111451157778031,0.338829774794585,0.742403923321933
23,1,30057,0.249026255809867,0.109075246651409,0.0230202257608428
24,1,30479,-0.328000865980389,0.321480652136206,0.308293546600407
25,1,30706,-0.00427049139966698,0.055357067551166,0.938552325723404
26,1,31435,-0.00278682157815141,0.0534597910477565,0.958455151651034
27,1,35128,-0.0545594522079274,0.073626655654787,0.459168797268817
28,1,35129,-0.0281950229003729,0.0738573472220604,0.702876697282697
29,1,36146,-0.0479972026037418,0.0531229450563956,0.366870526545054
30,1,37255,-0.00912689586007431,0.107347947126039,0.932292405427555
31,1,37409,-0.0150893591999507,0.0534658631156954,0.777937016393544
32,1,37478,-0.0118332984213772,0.0535141551908782,0.825123232424505
33,1,39144,-0.0928316689471385,0.0530440244213495,0.0809720998888034
34,1,41499,-0.0741836110369828,0.0529789479369886,0.162317686620707
35,1,45359,0.0221881921922611,0.0894311174652306,0.804198426212845
36,1,45634,0.00135573891956708,0.0821522879445844,0.98684262901221
37,1,51248,-0.0391478685939422,0.0533113018359017,0.463237636482392
38,1,51462,-0.0440815174229055,0.0533728065274765,0.409408923429718
39,1,52124,-0.05938110697642,0.0532583084971351,0.265624259459427
40,1,52667,-0.090700661211661,0.0530472929749403,0.0881802247444006
41,1,55470,-0.0444769597481036,0.0546648717033348,0.416405618646879
42,1,59265,-0.0400717128747354,0.0531968916988273,0.451788753034247
43,1,60165,-0.00579593736468354,0.0531985034498358,0.913304642947006
44,1,62308,-0.0414493148944763,0.0530950771602624,0.435524431290557
45,1,62869,-0.0437555638250172,0.0530831539899493,0.410335135066424
46,1,65431,-0.0519582463218911,0.0554244441013373,0.349162493233689
47,1,65451,-0.033666828419974,0.054677188854668,0.53846418153728
48,1,65719,-0.0683443941359787,0.0569326959274692,0.230772715893281
49,1,66841,-0.0448950625159793,0.0531055254581977,0.39846385499167
50,1,66948,-0.041832076028331,0.0534391396939778,0.434270296421575
51,1,68621,-0.0651031875055632,0.053227940632701,0.222107154070753
52,1,69417,-0.0804602608815145,0.053026751784043,0.130072791630831
53,1,69820,-0.208614829661064,0.207874533738711,0.316277551492729
54,1,69821,-0.057526506227175,0.129125659454879,0.656225817362323
55,1,70906,0.00673224816442097,0.0854578680983713,0.937253391469604
56,1,74327,-0.118687154294537,0.0531175693633391,0.0260806674261325
57,1,74572,-0.103604376206908,0.0530637218743017,0.0516746533635487
58,1,75211,-0.0969264616412122,0.0530017451149763,0.0682820255601071
59,1,76030,-0.0716654670914587,0.0531154363050974,0.178124673542417
60,1,80108,-0.165916143201968,0.0525021395409953,0.00171300083389771
61,1,81262,-0.175227086051779,0.0523959324519147,0.000913483908393563
62,1,81999,-0.170953764115076,0.0525678155228687,0.00125616206547294
63,1,82431,-0.152156284009501,0.0529867042002005,0.00433065544292242
64,1,83284,-0.135186989651435,0.0527232464101638,0.0107579965720013
65,1,83613,-0.135033441436631,0.0527184432377092,0.0108397591274717
66,1,84112,-0.129210961099044,0.052765677987761,0.0148203161513243
67,1,84701,-0.133989792419059,0.0565327247962897,0.0183188287025067
68,1,84858,-0.103249785760713,0.053078416644668,0.0525408058159418
69,1,85751,-0.128691334650973,0.0531418663379654,0.0159532657202408
70,1,87445,-0.111125687681944,0.0533679905044949,0.03803905300492
71,1,87467,-0.107690437635156,0.0536706385002186,0.0455646233104023
72,1,89070,-0.0945229767388725,0.0534015583717199,0.0775833674183815
73,1,89616,-0.0955473918592512,0.0531065352163774,0.0728466282367467
74,1,89679,-0.0848037115242053,0.0531649697799784,0.111583622676694
75,1,89880,-0.0912985560592935,0.0531480645165519,0.08670727054595
76,1,91472,-0.0905378460037782,0.0535495155730548,0.091770823303931
77,1,93789,-0.074244071865698,0.053065030693128,0.162656598610003
78,1,94351,-0.0996760262447552,0.0530875792070622,0.061263374894723
79,1,99148,-0.0708858512636373,0.053078038373863,0.182572423789375
80,1,101281,0.870171909877876,0.580118961785727,0.134511145265761
81,1,106011,-0.0869954971752941,0.0552632066801527,0.116336350724313
82,1,106800,-0.0788523042625353,0.0531181965634958,0.138576980935687
83,1,107970,-0.114335720290998,0.0527761852241188,0.0309472965764993
84,1,109000,-0.104075052305396,0.0529304349853285,0.0500516907560263
85,1,112549,-0.0163179322546952,0.0531521620908813,0.759021266561337
86,1,112742,-0.0356946128189888,0.0533325384086255,0.503751846256196
87,1,113050,-0.0505914075825947,0.0532084974157908,0.342349116474165
