SNP,Chr,Pos,Effect,SE,ALO1_UIP4_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0975637613657565,0.120437904317775,0.418442693625963
2,1,1035,0.273672696715341,0.120994976765431,0.0243142705487647
3,1,1074,0.262979660098326,0.205473169305883,0.201430120409611
4,1,1470,-0.185342154068585,0.204970460265538,0.366485703696885
5,1,1475,0.0589965011163498,0.151432431159541,0.697074975382979
6,1,1491,0.0835721195292349,0.132418451309924,0.528369569632216
7,1,21249,-0.528824265231606,0.76011670627697,0.487065363257103
8,1,27243,-0.078269226328973,0.103683032014826,0.450818656993978
9,1,27272,-0.0578702248377749,0.102161925949786,0.571443867969136
10,1,27498,0.784081779256919,0.932411316631566,0.400962934391399
11,1,27561,0.206035970196021,0.70502914492709,0.770276705937517
12,1,27816,-0.0567216297194502,0.104250185607368,0.586722064642639
13,1,27822,-0.0539624957533198,0.104121730856218,0.604599098632017
14,1,27823,-0.0915514915178379,0.10619509945722,0.389214152386183
15,1,27825,-0.0588655047898363,0.104114205116377,0.572165252164096
16,1,27843,-0.0394574926429911,0.0997679602009927,0.692718262561021
17,1,27848,-0.0394574926429911,0.0997679602009927,0.692718262561021
18,1,28495,-0.0287586051943193,0.0997799373070191,0.773347251998543
19,1,28975,-0.0431339344530505,0.0990980374073673,0.663635891001852
20,1,29283,-0.00507163064508998,0.222143101540707,0.981798405253684
21,1,29752,-0.469258263644155,0.23024929135531,0.0422905350589309
22,1,29787,0.184548221607408,0.626606964857861,0.768533777607142
23,1,30057,-0.088201464110738,0.203139172464851,0.664414069017763
24,1,30479,-0.0304359179346494,0.595378437769404,0.959258582791834
25,1,30706,-0.00982359255984064,0.102369723443178,0.9236052910016
26,1,31435,-0.0628518065399109,0.0988053844312429,0.525112236529148
27,1,35128,0.0628967414986361,0.136220338711542,0.644560813711277
28,1,35129,-0.153163943013977,0.136366957820734,0.262126515626749
29,1,36146,-0.0278004799411107,0.0983410934350051,0.777576771355218
30,1,37255,-0.0715247745025671,0.198480926973233,0.718792753510052
31,1,37409,0.0921752996484404,0.0987622240275511,0.351300332143857
32,1,37478,0.0665685853005546,0.0989055642726265,0.50135460307794
33,1,39144,0.0873310488042494,0.098407671173116,0.375445499444396
34,1,41499,0.143538841028343,0.0979466206325326,0.143680053173335
35,1,45359,0.0286019154779291,0.165389746332745,0.862800495591417
36,1,45634,-0.0351895019887416,0.151910321168604,0.816946768697186
37,1,51248,-0.0674798173050522,0.0985968986151805,0.494171051801105
38,1,51462,-0.0622004980592019,0.098740595489142,0.529142381863336
39,1,52124,-0.00340315854823168,0.0986621260369936,0.972503472842129
40,1,52667,0.0181982436153942,0.0984994104627141,0.85352742225391
41,1,55470,-0.0836507886314099,0.10108688196744,0.408504971430965
42,1,59265,-0.00423211285732444,0.0984542218977991,0.965737324219592
43,1,60165,0.00660190378710121,0.0983794531921395,0.946534886649295
