SNP,Chr,Pos,Effect,SE,FMP45_MID2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.202269465163377,0.171617941167778,0.239350039747489
2,1,1035,0.18208799230356,0.173566089068389,0.294850325670522
3,1,1074,0.121669752755163,0.293699990299136,0.678931337198591
4,1,1470,0.254617903097174,0.292399582099687,0.384461980323909
5,1,1475,-0.0126975064621364,0.216052424715514,0.95316816991031
6,1,1491,-0.0477450201461089,0.188974477081855,0.80068321464539
7,1,21249,-1.04781065643869,1.08355853281136,0.33420166514435
8,1,27243,0.158346809207744,0.147775289270985,0.284659727538084
9,1,27272,0.0888329826395167,0.145715883421173,0.542498179404274
10,1,27498,-0.947034929464182,1.33039204269832,0.477030000086499
11,1,27561,0.0275669498895299,1.00579197201504,0.978149644148874
12,1,27816,0.130487849430503,0.148605236299381,0.380495504400773
13,1,27822,0.131397704826501,0.148413677746527,0.376571820942999
14,1,27823,0.134528034955076,0.151469615143698,0.375063783797744
15,1,27825,0.133752758300488,0.148407718062231,0.368068807307043
16,1,27843,0.101277890077124,0.142240962048099,0.476924955005523
17,1,27848,0.101277890077124,0.142240962048099,0.476924955005523
18,1,28495,0.0545292785519199,0.142315780359042,0.70183403732239
19,1,28975,0.0723354025623762,0.14134144778577,0.60912659171676
20,1,29283,-0.391955784003966,0.316183292305688,0.215929331069731
21,1,29752,0.0275570470377264,0.33035678257792,0.933568035539457
22,1,29787,1.01140936317144,0.892295471126326,0.25777711804537
23,1,30057,0.101967273013541,0.28978940067631,0.725148101192767
24,1,30479,0.439214416129008,0.848944198453388,0.605225092016934
25,1,30706,0.0279973153837847,0.146017062702561,0.848056095892928
26,1,31435,0.0647774298052712,0.14097710122368,0.646165876527572
27,1,35128,0.277195883454013,0.193806046173762,0.153522721551487
28,1,35129,0.157127174123005,0.19468499932968,0.42016146904767
29,1,36146,-0.0905563024074766,0.140209281079193,0.518786248585805
30,1,37255,-0.135035549253757,0.283079058437677,0.63364009941525
31,1,37409,-0.080798672119067,0.140985065540146,0.566941241568147
32,1,37478,-0.0838074774827122,0.141101403064481,0.552924563092894
33,1,39144,-0.0710016239821662,0.140476867108728,0.613570281185803
34,1,41499,-0.00188663686290528,0.140137860158858,0.989266232942273
35,1,45359,-0.0662169992865032,0.235899783071566,0.779105177433292
36,1,45634,-0.464888062817552,0.215287945610301,0.0314939220309212
37,1,51248,-0.28142844833592,0.139934984159671,0.0450707734753773
38,1,51462,-0.258640410800176,0.140251257361127,0.0660031980222995
39,1,52124,-0.26582997138723,0.140021363448308,0.0584461223925363
40,1,52667,-0.286382541275485,0.139679625400335,0.0410751318880978
41,1,55470,-0.235944683458175,0.143785312183906,0.101698195693086
42,1,59265,-0.0532675620013908,0.14040933799955,0.704638741499317
43,1,60165,-0.0781701785311768,0.140270144026801,0.577687214205622
44,1,62308,-0.183601414903001,0.139836465916212,0.190045147470033
45,1,62869,-0.233062666994793,0.139609884923055,0.0959276118147407
46,1,65431,-0.147023310972141,0.146173734361638,0.315194916246834
47,1,65451,-0.157130854713041,0.144064906581648,0.276151097015901
48,1,65719,-0.0532917979340185,0.15045919604436,0.723404710159027
49,1,66841,-0.135750129016265,0.140039683102561,0.333024812395498
50,1,66948,-0.155165403844254,0.140844613264899,0.271352298915932
51,1,68621,-0.323840561754257,0.139644612247515,0.0209635794275736
52,1,69417,-0.19242824495464,0.139957589125803,0.170033260876028
53,1,69820,-0.410063565912541,0.548688829240201,0.455348779716231
54,1,69821,-0.138339499998787,0.340629813918673,0.68489421482506
55,1,70906,-0.0100395487332587,0.22542606861463,0.96450243287464
56,1,74327,-0.15905583583096,0.140849184078239,0.259553519377421
57,1,74572,-0.177849391669099,0.140408983735938,0.206114692037108
58,1,75211,-0.116216973362864,0.140334915306372,0.40815068995837
59,1,76030,-0.0445766532223672,0.140451134034064,0.751141451444078
60,1,80108,-0.267135655812265,0.139716366776484,0.0566873394637735
61,1,81262,-0.272654696694594,0.139632783292224,0.0516504547033409
62,1,81999,-0.231742065568754,0.140186126973416,0.0991989956868453
63,1,82431,-0.296643765323393,0.140509582540028,0.0354577241941626
64,1,83284,-0.123648546208482,0.140210605701834,0.378443270044786
65,1,83613,-0.0800777976858251,0.140284774529561,0.568482718824369
66,1,84112,-0.107822782307548,0.140247607174949,0.442524316760152
67,1,84701,-0.16066220511869,0.150063068411021,0.285066758532995
68,1,84858,-0.0621421755569527,0.140722261618844,0.659053049613729
69,1,85751,-0.163289024661875,0.141072231999016,0.247856765218424
70,1,87445,-0.126677812255302,0.141477903764167,0.371189116960682
71,1,87467,-0.199568765375128,0.141983188088802,0.160728313888622
72,1,89070,-0.158572452711769,0.141236894309414,0.262310546799088
73,1,89616,-0.126599150349747,0.140566297598744,0.36839559942061
74,1,89679,-0.155375266141413,0.140502362493108,0.269542297392377
75,1,89880,-0.137048364408588,0.140592089064182,0.330329830626722
76,1,91472,-0.0559897220335217,0.141794865107463,0.693181558014335
77,1,93789,-0.124122280207159,0.140209419930014,0.376617152399985
78,1,94351,-0.182546312815496,0.140398604362047,0.194380589725541
79,1,99148,-0.099401984163255,0.140265229673623,0.478996021948974
80,1,101281,1.54488903368045,1.53293002214932,0.314240114205988
81,1,106011,-0.0861101331523009,0.146214820887081,0.556285641904331
82,1,106800,-0.0732727693241954,0.140500193156122,0.602336032157831
83,1,107970,-0.0472640896902164,0.14011531544081,0.736074060682443
84,1,109000,-0.0634393469586575,0.14034425435521,0.651527391361184
85,1,112549,-0.229512048701761,0.139692855621309,0.101278238916677
86,1,112742,-0.17065789139383,0.140478922139059,0.225243223145609
87,1,113050,-0.182882856874053,0.140197948585886,0.192926041743336
88,1,113135,-0.166751204116693,0.139896250985588,0.23407632367391
89,1,114076,-0.058790540748609,0.14014257090494,0.675102119690667
90,1,114628,-0.0229459128907302,0.14052681742542,0.870387531098689
91,1,116283,-0.015354332307653,0.141311386518589,0.913537065003017
92,1,126880,-3.98129825902961,2.64296902444805,0.132865659054134
93,1,127853,0.0595935474870671,0.141014971654819,0.672841218134879
94,1,128302,0.0200636682618187,0.14050478418404,0.886531941091861
