SNP,Chr,Pos,Effect,SE,HNM1_MID2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.153634871978383,0.177333312386044,0.386880056607352
2,1,1035,0.09586140185658,0.179391274610695,0.593421619924281
3,1,1074,0.0167523033804553,0.303279907165156,0.9559808197903
4,1,1470,-0.241538690382246,0.301915477246644,0.424236736072523
5,1,1475,0.0429027259271768,0.223035784866347,0.847572371464416
6,1,1491,0.0432257242688809,0.19509595289622,0.824783479392009
7,1,21249,-0.284455044242213,1.12001337476632,0.799662983298778
8,1,27243,-0.12100764261328,0.152671128442994,0.428541330710888
9,1,27272,-0.0195523171418033,0.150508508489558,0.896712903761832
10,1,27498,-0.866661953417851,1.37367010222918,0.528507757625725
11,1,27561,0.579159912967594,1.03789449005479,0.577188377352707
12,1,27816,0.11372859611239,0.153463945529939,0.459139462105924
13,1,27822,0.112588190142767,0.153270980101553,0.463089382453105
14,1,27823,0.101879984066559,0.156453602234045,0.515351795755245
15,1,27825,0.124139941319492,0.153245706399093,0.418444968496625
16,1,27843,0.126078843137281,0.146797638971183,0.390999746207345
17,1,27848,0.126078843137281,0.146797638971183,0.390999746207345
18,1,28495,0.126566458693165,0.146798832196743,0.389175887839512
19,1,28975,0.12453348172365,0.145820451359772,0.393673458828771
20,1,29283,-0.152374024919805,0.327027830802895,0.641548705499624
21,1,29752,-0.0701723407200472,0.341033863271138,0.837094221752083
22,1,29787,1.90208207143384,0.917285645702663,0.0388414048041433
23,1,30057,0.259204105212824,0.298904590331557,0.38643243571989
24,1,30479,1.6240047272574,0.872486886569543,0.0635255895798122
25,1,30706,0.0742107643105148,0.150699961416062,0.622714105865937
26,1,31435,0.109877312754735,0.145466760838807,0.450546836041385
27,1,35128,0.36242289495927,0.199729420600677,0.0704388007780881
28,1,35129,0.174808550626141,0.200957343378035,0.384957704118386
29,1,36146,0.0202681883762748,0.144829558771782,0.888783173842146
30,1,37255,0.108283478373552,0.292280135450279,0.711248266674548
31,1,37409,0.111007304379052,0.145496758078558,0.446000499103177
32,1,37478,0.0860183119139542,0.145669920634794,0.555232300925329
33,1,39144,0.0049790311674227,0.145076549770895,0.972641352564422
34,1,41499,-0.0738783235550918,0.144620934678192,0.609781622216157
35,1,45359,-0.261573828984208,0.243165185826338,0.282794195222104
36,1,45634,-0.198326730218098,0.223471111480458,0.375423380373493
37,1,51248,-0.178515027512286,0.144979172818485,0.219024777583008
38,1,51462,-0.151790898173489,0.145262706900437,0.29676545037061
39,1,52124,-0.0957733155974746,0.145200732031502,0.509945446901146
40,1,52667,-0.218814800194459,0.144589049890351,0.131083873145145
41,1,55470,-0.151259292860377,0.14878730284842,0.310033233091258
42,1,59265,0.0310718573489411,0.144974724685833,0.830416571405675
43,1,60165,0.061551189533613,0.144837552116551,0.671119604306914
44,1,62308,0.0208561174438078,0.144711009314518,0.885485953420653
45,1,62869,0.0352703371958558,0.144684913151174,0.807547912246181
46,1,65431,0.0774375257804721,0.151065478330723,0.608545446568843
47,1,65451,0.101025428805482,0.148881845468193,0.497860594971264
48,1,65719,0.172982893723397,0.155084340922047,0.265432779847222
49,1,66841,0.113750798300119,0.144638628267081,0.43213254364087
50,1,66948,0.0686215232081576,0.145607927468433,0.637734765088685
51,1,68621,-0.115866145938931,0.145128181194536,0.425191948015551
52,1,69417,-0.0709550263021011,0.144825365764969,0.624484187651051
53,1,69820,-0.733560831323627,0.565552607050898,0.195454510635268
54,1,69821,-0.367754275279019,0.35119364679752,0.295744435691223
55,1,70906,-0.144225874097376,0.232597483701752,0.535614162972106
56,1,74327,-0.0603301243307318,0.145635711878993,0.678939959801774
57,1,74572,-0.0411116378888701,0.145266804946126,0.777336748765942
58,1,75211,-0.00203773175305622,0.145018405007436,0.98879680114443
59,1,76030,-0.00807817254079896,0.145017808183251,0.955608575300747
60,1,80108,-0.0719003241854285,0.144933643068834,0.620138712255634
61,1,81262,-0.0813682914740567,0.144864624967867,0.574687065550564
62,1,81999,-0.136051531261365,0.145102709527898,0.349079620061681
63,1,82431,-0.160779796467373,0.145719963784309,0.270627763177753
64,1,83284,-0.109236923614733,0.144792123230501,0.451088240608998
65,1,83613,-0.0594791974755076,0.144858251607595,0.681612959220059
66,1,84112,-0.0577476425088037,0.144876208018893,0.690429026363117
67,1,84701,0.00185974123376809,0.155172138559801,0.990444336755232
68,1,84858,0.0915676705046109,0.145236036121189,0.528791877376083
69,1,85751,0.0201310804799048,0.1459111452601,0.890344310487342
70,1,87445,0.0246948269227049,0.146217626136497,0.865979187719969
71,1,87467,-0.0335868574002939,0.146978149558775,0.819377447451341
72,1,89070,0.00710678138511606,0.146068572396864,0.961222763192273
73,1,89616,0.0656853783343532,0.1452412133397,0.651366478267204
74,1,89679,0.0152577651491933,0.145299412232101,0.916428203583764
75,1,89880,0.0302175036900974,0.145329598657572,0.835408258022565
76,1,91472,0.056168147268875,0.146386790684183,0.701434156653322
77,1,93789,0.0837744731254371,0.144840191825242,0.563368006936362
78,1,94351,0.0518213533800072,0.145263999553838,0.721500251295771
79,1,99148,0.0794930226547748,0.144847027583073,0.583485042427864
80,1,101281,1.22277026579148,1.58349157932268,0.440513372055381
81,1,106011,0.0471373050335626,0.151001322792844,0.755099553947809
82,1,106800,0.00542664289612924,0.145103985787322,0.970188565407541
83,1,107970,0.0499772766494754,0.144649925009645,0.729920528760669
84,1,109000,0.0254999025844467,0.14492299098979,0.860430311016613
85,1,112549,-0.112127859080016,0.144642218173464,0.438735523634491
86,1,112742,-0.0788725595899966,0.145268647533348,0.58751186470258
87,1,113050,-0.0188318931286238,0.145081343302947,0.896796768744705
88,1,113135,-0.0775899451667709,0.144656330861495,0.592037701000777
89,1,114076,0.0186666111595886,0.144711856319186,0.897437772683098
90,1,114628,0.0229843849648907,0.145076213253594,0.874208784532619
91,1,116283,-0.0231118299907198,0.145883112477913,0.874210899115833
92,1,126880,-4.40898363423347,2.72720433171944,0.106843258203541
93,1,127853,0.0104674779899209,0.145615605264727,0.942734682814228
94,1,128302,0.0423325768194137,0.145039835513517,0.770558524839659
95,1,128704,0.00785384177088949,0.145201127372666,0.956894536173414
96,1,128911,0.0994703946663633,0.145121259428891,0.493522788140244
97,1,130267,-0.0141908090589381,0.145146998746682,0.922171583858461
98,1,130271,-0.0139677120802406,0.145319335099239,0.923481900189461
99,1,130613,0.0834483275545441,0.146611995251023,0.569597298851464
100,1,132012,-0.185919882519765,0.146033027879583,0.203807622010591
101,1,133231,-0.235306307344165,0.144788639026364,0.105018560707093
102,1,137074,-0.237981250396061,0.144568774499961,0.100623775006579
103,1,137304,-0.274984564880552,0.144433382498371,0.0577380779880972
104,1,139686,-0.20093499382546,0.14496987696311,0.166607610722044
105,1,149562,-0.205940079005281,0.145282547235963,0.157214681368439
106,1,150447,-0.169270336106512,0.147035783458385,0.250421455673066
107,1,151446,-0.208350200201579,0.295735167857409,0.481575929118583
108,1,154084,-0.169587489618373,0.147490718257314,0.250997208600001
109,1,156633,-0.158724169387317,0.149554099297913,0.289271857148991
110,1,157269,-0.228990450841327,0.144571972168436,0.114107349063566
111,1,160054,-0.182384305808957,0.14614118195966,0.212857958013386
112,1,166222,-0.171713897312746,0.145092387389766,0.237415456146522
113,1,166416,-0.161978308673776,0.144828433395171,0.264150260821406
114,1,167326,-0.194347469581229,0.1455421286205,0.182627214846282
115,1,168836,-0.209602298621935,0.144788648879173,0.148604388789226
116,1,171200,-0.300199295142828,0.144554911244935,0.0385508793201305
117,1,171431,-0.347478914447283,0.145169893499524,0.0172054140129851
118,1,173339,-0.314081852989857,0.14423968815733,0.0301050529271925
119,1,173845,-0.312924153268949,0.14412564910953,0.0305825172733741
120,1,175121,-0.336601872063959,0.14368453980664,0.0197024895872835
121,1,175281,-0.309683669704878,0.143979813342477,0.0321638143185888
122,1,175315,-0.319526045012233,0.143872939114738,0.026992538962317
123,1,175523,-0.301254908949554,0.144810458685769,0.0382152659320364
124,1,175541,-0.315490439531584,0.14412593915856,0.0292519539503087
125,1,175653,-0.344073824588984,0.14440337763607,0.0177135955527987
126,1,175805,-0.247836421578458,0.153226110701972,0.10667318039354
127,1,175818,-0.335101593758284,0.14919735203182,0.0253201072829413
128,1,175856,-0.326971681591208,0.14693599752151,0.0266947370510553
129,1,175876,-0.30841235659484,0.14476777023089,0.0338300527118935
130,1,175989,-0.311661614462424,0.145166461923864,0.032479983149642
131,1,176001,-0.306518383252561,0.145963585310452,0.036441221617606
132,1,176451,-0.285445066845604,0.147859470778564,0.0543436232556589
133,1,177692,-0.280873071727343,0.144101233224889,0.052070773545037
134,1,178191,-0.29321244076055,0.144176275656231,0.0427284980087599
135,1,178224,-0.280873071727343,0.144101233224889,0.052070773545037
136,1,178960,-0.286069144603932,0.145235757279566,0.0496556209096494
137,1,179139,-0.244069594683285,0.289138859970727,0.399170752225413
138,1,179139,-0.73248385565238,0.581615806103634,0.208719893073655
139,1,180955,-0.0650355327919077,0.167668559015454,0.698337517877438
140,1,183802,-0.20146072168957,0.144495534128837,0.164123578886649
141,1,183954,-0.196493804078542,0.145572508938862,0.177945002031912
142,1,184450,-0.156848211510702,0.144428772920209,0.278224432036985
143,1,184641,-0.149176439607116,0.148667973137205,0.316345508318303
144,1,184718,-0.185841626932356,0.145155190838782,0.201281665225728
145,1,185296,-0.160748009918566,0.144621741180947,0.267106833151937
