SNP,Chr,Pos,Effect,SE,ADE17_HYR1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.364197704684383,0.183795972457296,0.0483070161808222
2,1,1035,0.143339469783732,0.186681377465213,0.443101787101015
3,1,1074,0.545472743924373,0.3144041117341,0.0836239789011704
4,1,1470,-0.188344331689729,0.31444494132741,0.549574437007715
5,1,1475,0.00375130521367417,0.232211438857923,0.987120104603676
6,1,1491,-0.170601725222888,0.202922664138441,0.401072307972401
7,1,21249,-0.498965340805591,1.16583393985586,0.668919350663366
8,1,27243,0.217312031544291,0.158664065720395,0.171671149807174
9,1,27272,-0.057137652918426,0.156666480474118,0.715547136289567
10,1,27498,-0.738323864420258,1.43037460389904,0.606055239663778
11,1,27561,1.05503579301789,1.07955406630076,0.329095598987115
12,1,27816,-0.0265752842367283,0.159887090810309,0.868084629694786
13,1,27822,-0.0531373617170914,0.159665082077854,0.739478928516759
14,1,27823,-0.0112846744946962,0.162978294740911,0.944837509316658
15,1,27825,-0.0302478782613401,0.159682013268477,0.849868046984148
16,1,27843,-0.0422316706388986,0.152971997626692,0.782652385455787
17,1,27848,-0.0422316706388986,0.152971997626692,0.782652385455787
18,1,28495,0.0158104324197186,0.152988673887304,0.917748791759678
19,1,28975,-0.0213619182674221,0.151964077678689,0.888288122899652
20,1,29283,0.221513930151,0.340364521964367,0.515590077192736
21,1,29752,-0.111080911505502,0.35501752710789,0.754550123989364
22,1,29787,1.3223222360459,0.958190199772773,0.168453677948022
23,1,30057,0.0614079020017826,0.311499418728718,0.843834186335169
24,1,30479,-0.0127604848242848,0.912780004248152,0.988853991763247
25,1,30706,-0.0838995498391589,0.156881906587719,0.593128794901735
26,1,31435,-0.00995736986508083,0.151564768133622,0.947656149901982
27,1,35128,-0.0557744172569246,0.208881864776069,0.789614173849409
28,1,35129,-0.0931503043069362,0.209379230911171,0.656673367515717
29,1,36146,-0.0256325726430786,0.150777986071489,0.865105880343425
30,1,37255,0.191259009203675,0.304177516076111,0.529903465475493
31,1,37409,0.072671146432769,0.15155007624802,0.631866374863709
32,1,37478,0.0461227988304013,0.151709887559849,0.761291989054921
33,1,39144,0.133697708158379,0.150869640460286,0.376123658025721
34,1,41499,0.0794842214497153,0.150558997825923,0.59788141244965
35,1,45359,-0.0643444631659857,0.253547242754552,0.799815575760184
36,1,45634,-0.147222046647352,0.232780126600565,0.527501587016072
37,1,51248,-0.0261103682469697,0.151253139907908,0.863043599074696
38,1,51462,-0.0563390423038413,0.151434947684757,0.710090311495573
39,1,52124,-0.0869619966687612,0.151188691511529,0.565530253388945
