SNP,Chr,Pos,Effect,SE,FMP45_MEP1_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.106693739822258,0.176436907803565,0.545758023494487
2,1,1035,0.0643020368892152,0.17842665525448,0.718775843666994
3,1,1074,0.229993879017991,0.301335409976996,0.445824829060461
4,1,1470,0.0851690551932798,0.300463710833468,0.776991398658035
5,1,1475,0.201140676207864,0.221540706642548,0.364541224780148
6,1,1491,0.34210959622267,0.193161281626171,0.0774054821607787
7,1,21249,0.725194395824053,1.11317817087851,0.515171536281739
8,1,27243,0.137378779262646,0.151775731572072,0.366006851255717
9,1,27272,0.0794906522597036,0.149609977550678,0.595531767946967
10,1,27498,0.522862555535012,1.36646915041473,0.702218730041575
11,1,27561,1.22725947467961,1.03047295691161,0.234466671531223
12,1,27816,-0.122499342140516,0.152584536262042,0.422613580673289
13,1,27822,-0.141303330794584,0.152344138691646,0.354286622461844
14,1,27823,-0.142114980305908,0.15548757450474,0.361342945183998
15,1,27825,-0.145864705632713,0.152331959491412,0.338947580722365
16,1,27843,-0.142256149588289,0.145932259670483,0.330322302632186
17,1,27848,-0.142256149588289,0.145932259670483,0.330322302632186
18,1,28495,-0.0768779438296327,0.146073615607105,0.59901314283817
19,1,28975,-0.0460441373585707,0.145133423119471,0.751238551049039
20,1,29283,-0.00773557427108518,0.325297392963684,0.981041524153405
21,1,29752,-0.079233812193495,0.33911943566004,0.81539544880149
22,1,29787,1.09007924520505,0.915854836540038,0.234755258766324
23,1,30057,-0.195691977786003,0.297365892471352,0.510912569188199
24,1,30479,0.779727854754666,0.870863147014504,0.371209802379938
25,1,30706,-0.122088210659631,0.149767152849023,0.415515029877354
26,1,31435,-0.186204062217145,0.144429900130652,0.198160589404147
27,1,35128,0.211580919977585,0.199217772104722,0.288935193935851
28,1,35129,-0.140176728151908,0.199907605485874,0.483635465226055
29,1,36146,-0.291300979512723,0.143186065456661,0.0426560495281637
30,1,37255,-0.217800460914036,0.290469706424354,0.453861587008845
31,1,37409,-0.181593326147029,0.144478821747675,0.209626143617586
32,1,37478,-0.179938367426814,0.144609437700775,0.214212575211949
33,1,39144,0.0247132976946748,0.144258895327547,0.864076506092486
34,1,41499,0.0846627156564309,0.14379414499641,0.556387291465331
35,1,45359,-0.133484031359085,0.242096119225181,0.581730322497685
36,1,45634,-0.0537107156945957,0.222449896428023,0.809345900273839
37,1,51248,0.0354645660907899,0.144464757071564,0.806220177916779
38,1,51462,0.0203474945369562,0.144668946786409,0.888227722068684
39,1,52124,0.0502512817143331,0.144452329538895,0.728141781812499
40,1,52667,0.0536339344632447,0.144217294481253,0.710192911829633
41,1,55470,-0.0478870443308285,0.148149145295173,0.746708386850674
42,1,59265,-0.0300698633271668,0.144163892055387,0.83489556618603
43,1,60165,-0.0477937165189604,0.144041368631232,0.740233053324844
44,1,62308,-0.195917101954903,0.143527092058661,0.173116657283062
45,1,62869,-0.210750049369432,0.143449421603213,0.142680194680947
46,1,65431,-0.197331983567853,0.149908485475888,0.188910779085801
47,1,65451,-0.136615600654696,0.147966621124709,0.356488515122172
48,1,65719,-0.175238346164725,0.15420615383833,0.256564209630351
49,1,66841,-0.200385588451446,0.143559490553713,0.163640998032128
50,1,66948,-0.22669756878471,0.144335144134476,0.117163755383011
51,1,68621,-0.233989351249618,0.143908340943575,0.104850316576211
52,1,69417,-0.137986142595141,0.143876504808416,0.338185134257822
53,1,69820,-0.725606592812103,0.56240168440029,0.197828240305376
54,1,69821,-0.137766920504245,0.349693365282364,0.693844807992644
55,1,70906,-0.149157243936391,0.231285505833011,0.519407461935976
56,1,74327,-0.229108858497907,0.144341702022229,0.113347418693656
57,1,74572,-0.205652353544087,0.144054979282032,0.154292118928556
58,1,75211,-0.296246382904076,0.143342264026184,0.0394905926660211
59,1,76030,-0.196472805418154,0.143827219680651,0.172798068369136
60,1,80108,-0.0817155071027804,0.144107158117347,0.57104276181701
61,1,81262,-0.117305927102547,0.143982964464505,0.415781399113987
62,1,81999,-0.103370896028557,0.144365426216201,0.474442286755027
63,1,82431,-0.0254753739322406,0.145147779306332,0.860776910800984
64,1,83284,-0.063193141832531,0.144058589466638,0.661174247551918
65,1,83613,-0.0538663379796357,0.144053442087292,0.708678645286599
66,1,84112,-0.100073946632326,0.143999372732597,0.487536932268082
67,1,84701,-0.165530999023543,0.154052044849227,0.283326519329062
68,1,84858,-0.109559290417673,0.144386833227511,0.448484508965874
69,1,85751,-0.1103804950877,0.144979502221857,0.446954913577058
70,1,87445,-0.0837316489729901,0.145336904180301,0.564900494977308
71,1,87467,-0.12154135395482,0.146023197430348,0.405778227851798
72,1,89070,-0.0875760486139827,0.14517679966161,0.546738279035067
73,1,89616,-0.0705627533122347,0.144421403673715,0.62543587240485
74,1,89679,-0.0758599913241294,0.144432098081998,0.599753426795312
75,1,89880,-0.0774825098932159,0.144466283088208,0.592063972951107
76,1,91472,-0.0900219948447434,0.145519052168332,0.536561175243753
77,1,93789,-0.0787302200737579,0.144036906830747,0.585000579695958
78,1,94351,-0.124107512515806,0.144326003846889,0.390421741470574
79,1,99148,-0.107734973465821,0.143983712094177,0.454811107074244
80,1,101281,-0.034618433759384,1.57595811453326,0.982487013705002
81,1,106011,-0.208557568839147,0.149766183973625,0.164631065350664
82,1,106800,-0.301968981949766,0.143394314485271,0.0359218913469891
83,1,107970,-0.240827522872125,0.143292572940941,0.0937116260511135
84,1,109000,-0.0785782573916049,0.144057573671174,0.585778751420739
85,1,112549,-0.0265321269226838,0.143948202215522,0.853870474749962
86,1,112742,-0.0699461758102951,0.144468018098388,0.628569908560438
87,1,113050,-0.0278926970427879,0.144265222471466,0.846801408583352
88,1,113135,-0.047756655150782,0.143882939961042,0.740151742541667
89,1,114076,0.0775025843589347,0.143846255793481,0.590373001952791
90,1,114628,0.17425333911461,0.14397102227264,0.226959718753405
91,1,116283,0.110019777722376,0.144953626535898,0.448359162907572
92,1,126880,-1.87757453671135,2.72012798404904,0.490489119302141
93,1,127853,-0.135900573356169,0.144620976117242,0.348013161805149
94,1,128302,-0.0291138003123472,0.144237220792882,0.840152877011006
95,1,128704,-0.0964453865748381,0.14429785308233,0.504329682458939
96,1,128911,-0.0108586608422335,0.144403953908302,0.940101026077103
97,1,130267,-0.0101222179651365,0.144335654649864,0.944130129163333
98,1,130271,-0.0149869275878364,0.144505767251258,0.917457099246606
99,1,130613,0.0718733078915354,0.145808214698201,0.622368216519746
100,1,132012,-0.0353444844369122,0.145536631748032,0.808257788383191
101,1,133231,-0.175221875788216,0.144214740685311,0.225175589582549
102,1,137074,-0.106770939995244,0.14419851002181,0.459522754583329
103,1,137304,-0.170498123948183,0.144075100512253,0.237447952333407
104,1,139686,-0.13782701461728,0.14436405658267,0.340373466860852
105,1,149562,-0.206704234531029,0.144461763039204,0.153355619764649
106,1,150447,-0.132289509920966,0.14631781850228,0.366546040428827
107,1,151446,-0.274241637570448,0.293924599234736,0.351440163245935
108,1,154084,-0.160808206233634,0.146690220120507,0.273719518015914
109,1,156633,-0.171090373010929,0.148675613408664,0.25060872077791
110,1,157269,-0.224368099652682,0.143777777134949,0.119533082608492
111,1,160054,-0.139244572701384,0.145454883178166,0.33906889187758
112,1,166222,-0.147424861378191,0.144353249785679,0.307821932269518
113,1,166416,-0.125614529487293,0.144117863718379,0.384013740389775
114,1,167326,-0.155742473089658,0.144855713688931,0.283039257998221
115,1,168836,-0.176001519609861,0.144100949701758,0.222758561732599
116,1,171200,-0.11698654089474,0.144487265023305,0.41867714025943
117,1,171431,-0.163613265494094,0.145263459540007,0.260794840863895
118,1,173339,-0.140450004238893,0.144198918297095,0.330722611939015
119,1,173845,-0.14973085578208,0.144052586024859,0.299321772487951
120,1,175121,-0.194627544955829,0.143613691290072,0.176215346430492
121,1,175281,-0.177974659328435,0.143797527087181,0.216659040350693
122,1,175315,-0.185152798949765,0.143726378623908,0.198509263443582
123,1,175523,-0.172917885779596,0.144587466214687,0.232522815245062
124,1,175541,-0.182075049903712,0.143963000469658,0.206800655696905
125,1,175653,-0.202951688574351,0.144341751092294,0.160588955159705
126,1,175805,-0.258104492742574,0.152313928069526,0.0910416165171955
127,1,175818,-0.280133436804973,0.148672968219149,0.0603559681850853
128,1,175856,-0.193910433643051,0.146772525688243,0.187302739075135
129,1,175876,-0.188252167815458,0.144533201024282,0.1936001325519
130,1,175989,-0.16415857033139,0.145030505903632,0.258449019573085
131,1,176001,-0.191267428044473,0.145695306981745,0.190106343574038
132,1,176451,-0.103869422594533,0.147702698839115,0.482374054812556
133,1,177692,-0.199459768430761,0.143672139596718,0.165921740069309
134,1,178191,-0.206016166176287,0.143789387039358,0.152810456479158
135,1,178224,-0.199459768430761,0.143672139596718,0.165921740069309
136,1,178960,-0.18409089325395,0.144883507460564,0.204703051827596
137,1,179139,-0.387100963854003,0.287072375995775,0.178380203068864
138,1,179139,-0.904041760947996,0.577658199563185,0.1184761863114
139,1,180955,-0.232266795768569,0.166306915795831,0.16340673299201
140,1,183802,-0.286794939386215,0.143271097350535,0.046074933969741
141,1,183954,-0.22625825368728,0.144630439809441,0.118622264278816
142,1,184450,-0.195299065007886,0.143484187515805,0.174344307577607
143,1,184641,-0.167447429038309,0.147778157756623,0.257941266499799
144,1,184718,-0.227207142157482,0.144171303564997,0.115932461985123
145,1,185296,-0.179277758625247,0.143747477171979,0.21316143043553
