SNP,Chr,Pos,Effect,SE,ERV25_ORM2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.139154934619784,0.0846652920270692,0.101151467258436
2,1,1035,0.0261610568515184,0.0859071164276087,0.760905695072949
3,1,1074,0.276593982921862,0.144447798302126,0.0563212732628056
4,1,1470,-0.055401112429351,0.144643122909788,0.701935970179444
5,1,1475,0.0187688485529849,0.106779426556251,0.86057374289807
6,1,1491,-0.044628851548169,0.0933785805328447,0.632992600502174
7,1,21249,0.253528371080387,0.536086196694345,0.636559229214397
8,1,27243,-0.0181965409399001,0.0731499844812323,0.803693732061264
9,1,27272,-0.0835279630666377,0.0719204773617768,0.246266691920557
10,1,27498,-1.49032603879829,0.653217461782118,0.0231128384278149
11,1,27561,0.64686905417634,0.495917954367929,0.192951392713462
12,1,27816,0.0123919398881671,0.073525119681567,0.866254831527817
13,1,27822,0.0246719334780759,0.0734228846391626,0.737051566752865
14,1,27823,0.0174035024342593,0.0749414971781105,0.81649562488058
15,1,27825,0.0181290938284001,0.0734282868104341,0.805132829046939
16,1,27843,0.0668592496177787,0.0702627840578559,0.341971280648335
17,1,27848,0.0668592496177787,0.0702627840578559,0.341971280648335
18,1,28495,0.0595340180796959,0.0702825863309272,0.397532019103613
19,1,28975,0.0669880355387766,0.0697926919404464,0.337805546175102
20,1,29283,0.00867641611029146,0.156612207376005,0.955850630291885
21,1,29752,-0.372550891826869,0.162071446102448,0.0221066320401096
22,1,29787,-0.0139357069587511,0.441816881012286,0.974855270009721
23,1,30057,0.214576024644826,0.142797099109257,0.133819813201225
24,1,30479,-0.535676416764367,0.418778984635515,0.201688400975522
25,1,30706,0.0388503982106688,0.0721428374097708,0.590557155549549
26,1,31435,0.0590529138796156,0.0696276436929368,0.396943325052435
27,1,35128,-0.153339007707255,0.0957181799939122,0.110053548506786
28,1,35129,-0.169985946789504,0.0958856011940804,0.0771242562001808
29,1,36146,0.0446994703505507,0.0692983261720826,0.519327002451972
30,1,37255,0.125124302946471,0.139797937417236,0.371377278394432
31,1,37409,0.0523808235947527,0.0696582913200469,0.452571236523667
32,1,37478,0.0575408068240351,0.0697067439168105,0.409662466697906
33,1,39144,0.0508888464284595,0.0694027607235023,0.46389901029339
34,1,41499,0.000904569769814775,0.0692629217794892,0.989587347635516
35,1,45359,-0.232039943342007,0.115950237314677,0.0461356598222103
36,1,45634,-0.0645201707012775,0.107051139947887,0.547092479396209
37,1,51248,0.0484821404690443,0.0695098727681731,0.485958025089727
38,1,51462,0.0632603667290606,0.0695706456985015,0.363813878816104
39,1,52124,0.0192718465261967,0.0695501902739091,0.781871154418702
40,1,52667,-0.00278481869107483,0.0694461198772477,0.968035735459256
41,1,55470,0.153675646802258,0.0708657337134564,0.0307844736492491
42,1,59265,0.175698764653882,0.06877841382493,0.0110512038206873
43,1,60165,0.185736879823216,0.0686506625605719,0.00715025873712196
44,1,62308,0.0806994828525756,0.0691492430150964,0.2439845858472
45,1,62869,0.0337924729960906,0.0692504581394049,0.625870695641858
46,1,65431,0.0500963698567891,0.0723004432681041,0.488833174605163
47,1,65451,0.0444621487035238,0.0712844654046499,0.533208768707977
48,1,65719,0.073207863961445,0.0742753047040345,0.324990477264359
49,1,66841,0.0692361658280792,0.0692084209565863,0.317801798312289
50,1,66948,0.0738084249864125,0.0696210567403157,0.289803400622719
51,1,68621,0.112218637095449,0.0692859299775543,0.106201464886697
52,1,69417,0.0811066018189909,0.069224321541475,0.242128233537162
53,1,69820,-0.190014826728477,0.271214567191251,0.48400982606935
54,1,69821,0.235441480134643,0.167928175456945,0.161782978351215
55,1,70906,0.116135077887282,0.111245203371352,0.297220207718018
56,1,74327,0.123335175684598,0.0694304854355097,0.0765309472333642
57,1,74572,0.130459054745496,0.0692069910708086,0.0602434444684389
58,1,75211,0.153243470841873,0.0689468944053927,0.0268737695473805
59,1,76030,0.118976245503415,0.0691382657041892,0.0861551850380336
60,1,80108,0.0521894669995862,0.0693556400944138,0.452257570640226
61,1,81262,0.0642562231024309,0.069300665045306,0.354451370102406
62,1,81999,0.0720577108138726,0.0694486326309448,0.30018120628494
63,1,82431,0.0577251216640587,0.0698161327347332,0.408899678071081
64,1,83284,0.0846090218266264,0.0692288576191498,0.22246103866001
65,1,83613,0.0815401263592172,0.0692316296219992,0.239674879400529
66,1,84112,0.0949946494542944,0.0691906829002092,0.170642548625564
67,1,84701,0.00275021876371606,0.0742886165397661,0.970489403797729
68,1,84858,0.0631220018999616,0.0694898011252758,0.364305903245422
69,1,85751,0.0520203988212618,0.0698020321307048,0.456612752513803
70,1,87445,0.0422052949206043,0.0699685453749002,0.546760458170788
71,1,87467,0.034144926463199,0.0703476027061065,0.627711877930299
72,1,89070,0.0529440038447341,0.0698738442506826,0.449131034128771
73,1,89616,0.0780345405920853,0.069430334026581,0.261808251025719
74,1,89679,0.0693723192119311,0.0694651985389211,0.318642068250567
75,1,89880,0.0725016559245218,0.0694737980556881,0.297392621433592
76,1,91472,0.0661796670588116,0.070008812682289,0.345149872644253
77,1,93789,0.0390710003652538,0.0693439961929149,0.573494807293418
78,1,94351,0.0143443026822112,0.0695535636511013,0.836727102735929
79,1,99148,0.00165596891825567,0.0693751145905468,0.980969964470019
80,1,101281,0.563100739535225,0.758145307723847,0.458136356031194
81,1,106011,0.0222343318884128,0.0722922573503163,0.758597220599102
82,1,106800,0.0863690421610095,0.069316485301328,0.213586983988524
83,1,107970,0.066998066466355,0.0691710826248558,0.333415489422328
84,1,109000,-0.0423166811508261,0.0693484380540912,0.542119430737074
85,1,112549,0.0107385056167872,0.0693041022896543,0.87695116977849
86,1,112742,0.0228408378260599,0.0695658554602886,0.742853788655852
87,1,113050,-0.0287240799447538,0.0694426024253117,0.67939062362645
88,1,113135,-0.0139993068653813,0.0692785058114298,0.839976157051867
89,1,114076,-0.0268076217760053,0.0692678188028165,0.698978988439026
90,1,114628,-0.0210827926796572,0.0694487203565383,0.761631671121413
91,1,116283,-0.0061030404086011,0.0698433468928211,0.930417547890309
92,1,126880,-2.99730885433337,1.30072869196012,0.0217840920047951
93,1,127853,0.0375883931188925,0.0696853478197867,0.589949783833817
94,1,128302,0.0449037572367638,0.0694051403227894,0.518065176470168
95,1,128704,0.0459935955731625,0.0694722901698274,0.5083760625137
96,1,128911,0.0433709952482808,0.06948476634666,0.532912609217957
97,1,130267,-0.0389034374521927,0.0694592889859358,0.575773458678213
98,1,130271,-0.0367663373116556,0.0695450949913063,0.597367301463612
99,1,130613,-0.0319217459320315,0.0702022167456599,0.64959640207975
100,1,132012,0.00550338811719153,0.0700731065231576,0.937444757465839
101,1,133231,-0.0122019523551087,0.0695734459578247,0.860879788729844
102,1,137074,0.000846297111779803,0.0694775103741884,0.990288186610793
103,1,137304,-0.00586475063439845,0.0695009732990302,0.932799185914319
104,1,139686,-0.00801296397626095,0.0695917033859041,0.908397626912558
105,1,149562,0.00307786107504032,0.0697515830652475,0.964828886708958
106,1,150447,0.00254228563642445,0.0705253503335731,0.971264598851417
107,1,151446,0.00464729417133114,0.141682659526033,0.97385203703373
108,1,154084,-0.00278241296815401,0.0707432121539882,0.968648593828963
109,1,156633,0.021606151085849,0.0717040275061008,0.763344789713605
110,1,157269,0.0214172048578783,0.069450075048426,0.757973009185187
111,1,160054,0.0345176329983803,0.0700952783710808,0.622715323803094
112,1,166222,0.0332685761944427,0.0695782018505287,0.632841885957601
113,1,166416,0.0272457987266817,0.0694442900476227,0.695043517413535
114,1,167326,0.0128966880164063,0.0698507630122352,0.853623688661839
115,1,168836,0.0127382854393844,0.0695197944290725,0.854720794436381
116,1,171200,-0.0385574828673504,0.069596965942128,0.579922108555939
117,1,171431,-0.0468250107306203,0.0700175617074132,0.504085076826308
118,1,173339,-0.0242847252555873,0.0695050377963908,0.72700098764464
119,1,173845,0.00984252069291341,0.0694574539858162,0.887393269026151
120,1,175121,0.025937452115188,0.069307963139505,0.708454324091472
121,1,175281,0.0269305889086074,0.0693658246739202,0.698072453757902
122,1,175315,0.0314445257981833,0.069338597005412,0.650472873982571
123,1,175523,0.0414599477203366,0.0697168609019497,0.552431419923039
124,1,175541,0.0292702859329788,0.0694496333705753,0.673675276844294
125,1,175653,0.0263277943026574,0.069672831054226,0.70574872124879
126,1,175805,0.027755452382743,0.0736135934437392,0.706368588923184
127,1,175818,0.0500344743463455,0.0718875765366592,0.486880537369543
128,1,175856,0.0436518960383025,0.0707992560345418,0.53792326804914
129,1,175876,0.0373087638437442,0.0697235038765334,0.592920429089101
130,1,175989,0.0215527738020926,0.0699413819737989,0.758146285830419
131,1,176001,0.027439360442298,0.070300111391215,0.696537242752647
132,1,176451,0.023599574993057,0.0711494147961368,0.74031991922736
133,1,177692,0.00603878273367636,0.0693580474333027,0.930667787722039
134,1,178191,0.00381459841515991,0.0694273627346714,0.956214374300351
135,1,178224,0.00603878273367636,0.0693580474333027,0.930667787722039
136,1,178960,0.0048303235408888,0.0699122773618545,0.944956141630158
137,1,179139,0.0869302624279591,0.138487756313241,0.530599241325
