SNP,Chr,Pos,Effect,SE,RET2_EMP47_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0684510744714429,0.0967605546931568,0.479767639839861
2,1,1035,0.162801841101716,0.0975041530192477,0.0958669297792573
3,1,1074,0.211844521127254,0.165039831637249,0.200125188931001
4,1,1470,-0.231000456171066,0.16436963478272,0.160790200191311
5,1,1475,-0.195596758541866,0.121214864181504,0.10749977557994
6,1,1491,-0.176287865034715,0.106007927231268,0.0972062640729978
7,1,21249,-1.21318290881471,0.607544628874459,0.0466075787988751
8,1,27243,-0.08344745285385,0.0832300127711819,0.316734622735337
9,1,27272,-0.0658006702218902,0.0820219948187407,0.422958500059271
10,1,27498,-0.435261344380482,0.749331758268141,0.561701422294015
11,1,27561,1.57615731346196,0.560121135540879,0.00516771674366534
12,1,27816,0.0583434311566596,0.0837143247614067,0.486302260956021
13,1,27822,0.0555086035579023,0.0836132481600505,0.507204757997943
14,1,27823,0.0334474193619466,0.0853701963683156,0.695447806226252
15,1,27825,0.0570572130159125,0.083610295072607,0.495421909166298
16,1,27843,0.0602840241094088,0.080090046395427,0.452130014146324
17,1,27848,0.0602840241094088,0.080090046395427,0.452130014146324
18,1,28495,0.118354508146451,0.0799076751417428,0.139461113800663
19,1,28975,0.0929904659442815,0.0794658136874744,0.242712091878743
20,1,29283,-0.282208455478996,0.177798624611299,0.113354399241165
21,1,29752,-0.0343310653325766,0.186018879694459,0.853682585104498
22,1,29787,1.09576611935208,0.499980790803229,0.0290600403789332
23,1,30057,0.105438286563244,0.163114372734352,0.518435786679216
24,1,30479,0.385319253143013,0.477787175699399,0.420517018701641
25,1,30706,0.0503633181803358,0.0821837208419988,0.540394056236329
26,1,31435,0.0791396149888818,0.0792970510759702,0.318955900433932
27,1,35128,0.0753044162735286,0.10937577890015,0.49159483322548
28,1,35129,0.0651303873365077,0.109674700729825,0.552992388724435
29,1,36146,-0.0100262553424385,0.0789975776290153,0.899077154353643
30,1,37255,0.105803745972213,0.159355530038985,0.507157164793358
31,1,37409,0.0846131507477144,0.0792987408732849,0.286693091621659
32,1,37478,0.0535579528735368,0.0794436704836668,0.500649160461835
33,1,39144,0.0272873734918439,0.079118712602218,0.730381321294162
34,1,41499,0.0644270663295564,0.0788380067656425,0.41436065131667
35,1,45359,-0.356995993504621,0.131485682540014,0.00695130123638717
36,1,45634,-0.00631003222544679,0.1220276194739,0.958789121861144
37,1,51248,0.042322958901399,0.0792164137860962,0.593491006256882
38,1,51462,0.0223848426069381,0.0793469526597047,0.778021845820839
39,1,52124,0.0227220828386289,0.0792392070922812,0.774469662089123
40,1,52667,-0.0422498131288119,0.0790894668587097,0.593537505791578
41,1,55470,-0.0625248313911431,0.0812064942763288,0.441845284111309
42,1,59265,-0.0437436913242751,0.0790472338752048,0.580348928018929
43,1,60165,-0.0320528619165812,0.0790033372985824,0.685197608254774
44,1,62308,-0.0123074679058572,0.0789321300546344,0.876181512015827
45,1,62869,0.0384070114600956,0.0788984568682004,0.626708979854872
46,1,65431,0.0193977726571899,0.0824227633845342,0.814077558372699
47,1,65451,0.0459499104193556,0.0812236396401066,0.571942940739307
