SNP,Chr,Pos,Effect,SE,ALO1_HYR1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.117024577678132,0.0694531544302803,0.0928834535701006
2,1,1035,0.0661016693965647,0.0704068991218692,0.348448596692434
3,1,1074,-0.0275336036162814,0.119122146997309,0.817341839937955
4,1,1470,-0.285289871982219,0.117726944883649,0.0158816721891631
5,1,1475,-0.0720604122068584,0.087530749692752,0.410916964905732
6,1,1491,-0.0430283425464626,0.0766062723112386,0.574689322092063
7,1,21249,0.390713823373345,0.439498221520199,0.374608592937849
8,1,27243,0.0316647376599177,0.0600000508625811,0.598007769485632
9,1,27272,-0.0142564656178128,0.0591174265052212,0.809574962952788
10,1,27498,-1.02750819199359,0.537115155743522,0.05655521515845
11,1,27561,-0.245150217262811,0.407663834581612,0.547990301298051
12,1,27816,0.0473749738781866,0.0602759576297292,0.432413492494711
13,1,27822,0.0480119441362135,0.0601977853852892,0.425656265940572
14,1,27823,0.0390097592050302,0.0614579993617413,0.52601013849517
15,1,27825,0.0495899429169069,0.0601941613473499,0.41059064951403
16,1,27843,0.0468191515687294,0.0576696277332736,0.417424172524468
17,1,27848,0.0468191515687294,0.0576696277332736,0.417424172524468
18,1,28495,0.0826494162016779,0.0575565159305069,0.151896503624262
19,1,28975,0.039903602022706,0.0572991736995585,0.486631659782158
20,1,29283,-0.0630623645626462,0.128454661575724,0.623780365133894
21,1,29752,0.0336722973368397,0.133956731201623,0.801676668813309
22,1,29787,-0.317322431826581,0.362110920329658,0.381455944281398
23,1,30057,0.19772827520789,0.117064887020707,0.0920931589413873
24,1,30479,0.270420616905868,0.344096330518655,0.432461254322866
25,1,30706,0.0432040099896516,0.0591717514483196,0.465785291123119
26,1,31435,0.0522215057743646,0.0571190187080127,0.361205474932365
27,1,35128,0.0329214587955322,0.0788008033713212,0.676361431201106
28,1,35129,0.0396945021016148,0.0789938795048419,0.615628489713319
29,1,36146,0.0533451435038446,0.0568208329154026,0.348459591009819
30,1,37255,0.0374475115128448,0.114814871912535,0.744499915674904
31,1,37409,0.0669343316030803,0.0570882806039612,0.2417987925621
32,1,37478,0.0615195524672069,0.0571547869651601,0.282498025399138
33,1,39144,-0.0132879988620254,0.0569828744592493,0.815746818252082
34,1,41499,0.00558581931861012,0.0568284156469311,0.921755651056489
35,1,45359,0.0365480099018507,0.0956537754589831,0.702627172361123
36,1,45634,-0.00202470021876211,0.0878789557174911,0.981631664622934
37,1,51248,-0.0105885571399574,0.0570683020685861,0.852910639622964
38,1,51462,-0.013140745824581,0.057144193569935,0.818257855109524
39,1,52124,-0.0247824506911104,0.0570558398103031,0.664296536591744
40,1,52667,-0.0561442597892611,0.0569012081298035,0.324466944878286
41,1,55470,-0.0713368508655902,0.058406992084841,0.222759073892111
42,1,59265,-0.05861834128475,0.0568653516934118,0.303327694106227
43,1,60165,-0.0344884227592461,0.0568782267589918,0.544668474713978
44,1,62308,-0.0514743916543746,0.0567791939739021,0.365251910392355
45,1,62869,-0.0319102671313398,0.0568127327282092,0.5746941881034
46,1,65431,-0.0262822610860455,0.0593452620189378,0.658130727229147
47,1,65451,-0.0349179247669794,0.0584905273748407,0.55090057913034
