SNP,Chr,Pos,Effect,SE,ERV25_RBD2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.013939494892538,0.0853029763265664,0.870287893130801
2,1,1035,0.0184839900321056,0.0862338338409879,0.830399994184099
3,1,1074,-0.152929006933868,0.145511114055667,0.293987545062189
4,1,1470,-0.103424076657658,0.145109393845499,0.476482598619032
5,1,1475,-0.0544647216486673,0.107143903893863,0.611537745062454
6,1,1491,-0.0678175757735854,0.0936883142149066,0.46962880349896
7,1,21249,0.249070603213689,0.53809651836504,0.643740275965139
8,1,27243,-0.00799640657584932,0.073428520835552,0.913343243835955
9,1,27272,-0.0737995427978964,0.0722202670681933,0.307543409889762
10,1,27498,-0.231641418750233,0.660359669373539,0.725962129255513
11,1,27561,0.719145827797676,0.497498914149597,0.14919838012975
12,1,27816,0.0880223789849078,0.0736539760548659,0.232858131902413
13,1,27822,0.0757208127072887,0.0735987616091697,0.304262726174801
14,1,27823,0.0801869021112618,0.0751061069387938,0.286408813219888
15,1,27825,0.0753878772091946,0.0735997298234381,0.306397099188777
16,1,27843,0.0680806347488422,0.0705226923059394,0.335019388682966
17,1,27848,0.0680806347488422,0.0705226923059394,0.335019388682966
18,1,28495,0.0691494942588624,0.0705208911736375,0.327484604728652
19,1,28975,0.0902855298238907,0.0699800373897245,0.197839186498044
20,1,29283,-0.227120000614054,0.156732611744078,0.148199591045801
21,1,29752,0.0864825132553788,0.163825403015111,0.597904297463772
22,1,29787,0.511461200452216,0.442632102593574,0.248667423042789
23,1,30057,0.376997136568409,0.142381416257479,0.00846523258182902
24,1,30479,0.250606308020241,0.421105659872195,0.552147877714915
25,1,30706,0.0750661783488316,0.0723318861805212,0.300072583047361
26,1,31435,0.108274926266897,0.0697212222358442,0.121326499998559
27,1,35128,-0.00705333563280597,0.0964237219942522,0.941728676248739
28,1,35129,-0.0578152320714369,0.0966223905576968,0.549981694395442
29,1,36146,0.0889343340206339,0.0694370950820929,0.20110829982758
30,1,37255,0.0554416714898642,0.140448444934134,0.693267648276122
31,1,37409,0.0681333885515219,0.0698805260925706,0.330228802103704
