SNP,Chr,Pos,Effect,SE,RET2_EMP47_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.125351718158952,0.117744715496154,0.287781977881104
2,1,1035,0.282779177131864,0.11826994714792,0.0173274869493461
3,1,1074,0.249874180074264,0.201040358983465,0.214727567087735
4,1,1470,-0.227460761070684,0.200388846896458,0.257104853178396
5,1,1475,-0.193234968764361,0.147820479098102,0.191986358716664
6,1,1491,-0.142802728841968,0.129394691387595,0.270509232849864
7,1,21249,-0.624150283746024,0.743388145060657,0.401699748108462
8,1,27243,-0.00132951763824329,0.101514683912521,0.989557961886874
9,1,27272,-0.0379289869908629,0.099969807023832,0.70461569648836
10,1,27498,0.158690824159146,0.913049948805553,0.862119908687269
11,1,27561,0.935582908734582,0.688012115324828,0.174750043683118
12,1,27816,0.143767036961543,0.101743129551818,0.158525299338328
13,1,27822,0.143502069598194,0.101614146970471,0.158764580313156
14,1,27823,0.109505062876233,0.103836283946531,0.292332577792689
15,1,27825,0.148532122157944,0.101593668801971,0.144624990018367
16,1,27843,0.162460327881845,0.0972406896505717,0.0956666399281474
17,1,27848,0.162460327881845,0.0972406896505717,0.0956666399281474
18,1,28495,0.233040628911681,0.0968348193520186,0.0166158335941561
19,1,28975,0.212833442625579,0.0963094777335582,0.0277539337043204
20,1,29283,-0.189951567771222,0.217086944331673,0.382167624805782
21,1,29752,-0.399864938438466,0.225571918501341,0.0771454962046105
22,1,29787,-0.358125124821719,0.61278706448444,0.559310959666411
23,1,30057,0.355211717303237,0.197882535356559,0.0734989002070782
24,1,30479,-0.115195807663268,0.58242722295534,0.843326536944668
25,1,30706,0.196051501833693,0.0996042747318372,0.0498152542724086
26,1,31435,0.18976131751917,0.0961876535135175,0.0492955120270706
27,1,35128,-0.155101095933327,0.133048418561354,0.244502892552357
28,1,35129,-0.0606319784976037,0.133606676749901,0.650244819445806
29,1,36146,0.0908708365302156,0.0960961156588556,0.344986985288124
30,1,37255,0.294596279212715,0.193575140321459,0.128936807583249
31,1,37409,0.218069212275703,0.0960391790553448,0.0237715278632368
32,1,37478,0.200162457931969,0.0962332377423673,0.0382491551658643
33,1,39144,0.145361582177053,0.0960682912441529,0.131147307042603
34,1,41499,0.204944152985713,0.0954909898172287,0.0325370926276605
35,1,45359,-0.356351070256518,0.160691799940671,0.0272179875134735
36,1,45634,-0.163357919923277,0.148370268012123,0.27164023375348
37,1,51248,0.247681841622097,0.095616606296738,0.00998474026088979
38,1,51462,0.227162663643376,0.0958927541404335,0.0183775974989028
39,1,52124,0.238039031201491,0.0956859640289677,0.0133176908389156
40,1,52667,0.175492332087411,0.0959126599466306,0.0681365915501512
41,1,55470,0.151504304408883,0.0986599464900597,0.125527101669249
42,1,59265,0.138419597474768,0.0960356115848798,0.150376225677806
43,1,60165,0.15558411122142,0.09588809790461,0.105576387921515
44,1,62308,0.122430998254072,0.0959180609227881,0.202648893338157
45,1,62869,0.125565792935358,0.0958944759849745,0.191244986791215
46,1,65431,0.15251424588365,0.100066445435544,0.128371664931919
47,1,65451,0.167232298775903,0.0985705801488626,0.0906587460838649
48,1,65719,0.167518909169761,0.102823226106239,0.104164133068005
49,1,66841,0.134400855877702,0.0959059739606225,0.161978595900262
50,1,66948,0.101387354486081,0.0966120164893778,0.294699114793247
51,1,68621,0.134509660927032,0.0962345407715381,0.163072651402188
52,1,69417,0.0806181195543676,0.0961493066734357,0.40233528975453
53,1,69820,-0.60975235331714,0.375208689753032,0.105033303660844
54,1,69821,0.153883589269333,0.23352809929144,0.510356790556631
55,1,70906,-0.0597025082759437,0.154573698898522,0.699551802790603
56,1,74327,-0.0954342911562911,0.0966407550739146,0.324066130843803
57,1,74572,-0.0347482377414191,0.096498786438578,0.718995257101181
58,1,75211,-0.05285765279319,0.0962994808240227,0.583429154100173
59,1,76030,-0.0508193640276669,0.0963025890497264,0.598035587065595
60,1,80108,-0.0509146393422978,0.0962796585100396,0.5972624445287
61,1,81262,-0.062400408782473,0.0962240748415665,0.517089304582333
62,1,81999,-0.0293189385887447,0.0965038919744177,0.761450923645976
63,1,82431,0.0216145452006506,0.0969665673189247,0.823736664952768
64,1,83284,-0.0240880151514818,0.0962591934340886,0.802546406662566
65,1,83613,-0.00623823622895908,0.096256550290012,0.948363211837392
66,1,84112,-0.024672973034231,0.0962587737221624,0.797853674914239
67,1,84701,-0.0206097664585939,0.103080186616464,0.841643289033157
68,1,84858,-0.0224596188528703,0.0965320267900247,0.816156430102484
69,1,85751,-0.0430800381262991,0.0969091083878037,0.656924166540045
70,1,87445,-0.100171557574725,0.0969947241595075,0.302426696729039
71,1,87467,-0.119751517775835,0.0974414520659071,0.219905913081435
72,1,89070,-0.0838025428737541,0.09693596232738,0.387892411072768
73,1,89616,-0.0842268745180964,0.0964123410438472,0.382924083062205
74,1,89679,-0.104577441974341,0.0963681186635425,0.278579330321339
75,1,89880,-0.107135753985618,0.0963846583539342,0.267090891522355
