SNP,Chr,Pos,Effect,SE,ERG11_ORM2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0437088588408059,0.178611115089032,0.806819127246838
2,1,1035,-0.00619924428631669,0.180580120086452,0.972633720278447
3,1,1074,-0.0570390267271339,0.305153099188964,0.851831228947108
4,1,1470,-0.13637402179738,0.303982600005091,0.653977862967502
5,1,1475,-0.0820775201425663,0.22439273080965,0.714751175194577
6,1,1491,-0.117678526716858,0.196223530433946,0.549079805926349
7,1,21249,-1.63065039293872,1.12373832246454,0.147641632910614
8,1,27243,-0.229908310410759,0.153269962364397,0.134502540815883
9,1,27272,-0.113411719202668,0.151328233663633,0.454090042170788
10,1,27498,-0.57794292645097,1.38265387470059,0.676204649635733
11,1,27561,0.649567342808067,1.04424049500874,0.534312096743857
12,1,27816,-0.0273579285603531,0.154531996415279,0.859580618770445
13,1,27822,-0.0248428175297406,0.154336779513856,0.872213057639043
14,1,27823,-0.0481717863712782,0.157500697861484,0.759898190776255
15,1,27825,-0.0335257118581594,0.154332128199665,0.828153881399775
16,1,27843,-0.0324298935049379,0.14785517393767,0.826515453034558
17,1,27848,-0.0324298935049379,0.14785517393767,0.826515453034558
18,1,28495,0.00452006852742487,0.147867447206709,0.975631033641739
19,1,28975,-0.031673799208648,0.146869557393637,0.829377812125077
20,1,29283,-0.180851967576641,0.329022959871709,0.582897655925283
21,1,29752,-0.266025754961257,0.342884096712697,0.438358534464924
22,1,29787,3.00585460722919,0.914711711757771,0.00111767892903449
23,1,30057,0.112903172910393,0.301024559032498,0.707838859491702
24,1,30479,1.27706844789302,0.879590790085945,0.147420571815818
25,1,30706,-0.128333214424604,0.151535811519141,0.397633702105906
26,1,31435,-0.00675205631009912,0.146489638694397,0.963262682205015
27,1,35128,0.102452419559214,0.201833589823347,0.612045017085938
28,1,35129,0.0733628752249631,0.202386623750136,0.717203751188507
29,1,36146,-0.0954268470877573,0.145646181936935,0.512768074190478
30,1,37255,0.0509396151432782,0.294143345870454,0.862609547791399
