SNP,Chr,Pos,Effect,SE,ERV25_UIP4_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0915148019118788,0.198295062224673,0.644718277252693
2,1,1035,0.165507344907631,0.200331277095533,0.409266679945734
3,1,1074,0.056135574823303,0.338859728891315,0.868519193031037
4,1,1470,0.362954820554489,0.337099492917854,0.282349862344656
5,1,1475,0.405911513141572,0.248285112018797,0.102969690891859
6,1,1491,0.613388038715041,0.21554827400047,0.00468997779553481
7,1,21249,0.401369082713325,1.2513849725336,0.748597304780534
8,1,27243,-0.0128671947563437,0.170738260107734,0.939969299287397
9,1,27272,0.0420851799498267,0.168160593730747,0.80252585481928
10,1,27498,0.244914294379148,1.53568748589087,0.873380460590854
11,1,27561,-0.0285404025624274,1.16020736792935,0.98038839939154
12,1,27816,0.0708634490385439,0.171565649212252,0.679828196175469
13,1,27822,0.0628121525420784,0.171356386849384,0.714167924997032
14,1,27823,0.0529335006489893,0.174896549573062,0.76233025028223
15,1,27825,0.0852320970234561,0.171328948634672,0.619162917725159
16,1,27843,0.0825728288727494,0.16413759116877,0.615228234808942
17,1,27848,0.0825728288727494,0.16413759116877,0.615228234808942
18,1,28495,0.070515975453083,0.164156177858673,0.667773174389636
19,1,28975,0.129574717073981,0.162955628852874,0.427058605477833
20,1,29283,-0.706313131750737,0.363580296943553,0.0528520536262807
21,1,29752,-0.00485906398536251,0.381078785515935,0.989833802745398
22,1,29787,1.78856971909295,1.02675377301777,0.0823854739586399
23,1,30057,0.286693816207265,0.333989811939507,0.391259118438774
24,1,30479,1.23778669291642,0.977432633362769,0.206217361618039
25,1,30706,0.0843614771698644,0.168383384096059,0.616677522440071
26,1,31435,0.013554960842838,0.162667767692866,0.933637084612226
27,1,35128,0.441460534835954,0.222972545384085,0.0484924652121103
28,1,35129,0.112574239411454,0.224701431173156,0.616687059771527
29,1,36146,-0.0846051094521395,0.161767912697925,0.601300256911214
30,1,37255,-0.0778939175600968,0.32661795532651,0.811642299003489
31,1,37409,-0.0385304117415787,0.16269264630777,0.81292646791847
