SNP,Chr,Pos,Effect,SE,SRO9_GIS2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.118669107703037,0.0804404569936119,0.141038954670567
2,1,1035,0.135296817130115,0.081252283036347,0.0967710901004574
3,1,1074,0.174034226204832,0.137537282524489,0.206576764113458
4,1,1470,-0.303344671877853,0.136400211551318,0.0267852896473334
5,1,1475,-0.0506718551235288,0.101344739952632,0.617390186618845
6,1,1491,-0.108502654717833,0.088493889169267,0.220977071428533
7,1,21249,-0.825164900373921,0.507222551002873,0.104665468268525
8,1,27243,-0.0259837201362052,0.0694407720553204,0.708491077032755
9,1,27272,-0.0297796150346956,0.0683931288175469,0.663524990021401
10,1,27498,-0.0339601257002951,0.624716506438385,0.956678415238916
11,1,27561,-0.255625812564328,0.471760704380251,0.588260371945395
12,1,27816,0.0653239658779213,0.0697207786387414,0.349431609038597
13,1,27822,0.0743947982477108,0.0696061605217341,0.285891841521665
14,1,27823,0.066966366205982,0.0710654230002332,0.34667329603458
15,1,27825,0.0726335484144912,0.0696114298253171,0.297470564757792
16,1,27843,0.106747621965362,0.0665507664172419,0.109607707556996
17,1,27848,0.106747621965362,0.0665507664172419,0.109607707556996
18,1,28495,0.14340822243996,0.0663563802644866,0.0313532232103281
19,1,28975,0.106716814713828,0.0661038784935927,0.107338380218394
20,1,29283,0.0225427404899907,0.148683135726371,0.879576433587234
21,1,29752,-0.209817585086975,0.154614886429101,0.175637625727631
22,1,29787,-0.226614520597543,0.419287245590452,0.589209933361764
23,1,30057,0.341789942950631,0.134782069744039,0.0116474260130346
24,1,30479,0.34472349023473,0.39808573509604,0.387104162570217
25,1,30706,0.0866209951600773,0.0683651213351266,0.205978091041136
26,1,31435,0.0902307307226843,0.0659971647521743,0.172435392370344
27,1,35128,-0.0414255687068428,0.0911777388071464,0.649864357608358
28,1,35129,-0.0565462651463631,0.0913884078829056,0.536482381801982
29,1,36146,0.0850710595415793,0.0656745594906453,0.196048507170591
30,1,37255,0.203691625700367,0.132431388110889,0.12492203614597
31,1,37409,0.134832382258568,0.0657961868693295,0.0411770922567478
32,1,37478,0.113081837519653,0.065969299978789,0.0873774033738393
33,1,39144,-0.0306326007921688,0.0659208479373616,0.642441672788526
34,1,41499,-0.00834758407742618,0.0657566004855517,0.899054855996676
35,1,45359,-0.262720858448048,0.10981896179516,0.017265158886357
36,1,45634,0.0910529397842006,0.101570877980407,0.370624836332796
37,1,51248,0.0268460865584066,0.0660225382890813,0.684533497872657
38,1,51462,0.0183655207948847,0.0661203214292238,0.781359896470533
39,1,52124,0.0517290614676011,0.0659805789521137,0.433563301777687
40,1,52667,-0.0234300215834689,0.0659203690957263,0.722480390615412
41,1,55470,-0.0151364149918804,0.0677216615744062,0.823268506627206
42,1,59265,-0.00877359599980257,0.0658972478480843,0.894158089170096
43,1,60165,-0.0111053157056275,0.0658464518534002,0.866164821157585
44,1,62308,0.00145328046262355,0.065776639587025,0.982385317966469
45,1,62869,-0.0033846853392327,0.0657681770137005,0.95898499503823
46,1,65431,0.0637690356804966,0.0686046585711987,0.353257617828315
47,1,65451,0.0772503920926837,0.0675896742435524,0.253841440235156
48,1,65719,0.0259203742694294,0.0706003194748461,0.713732760343481
49,1,66841,0.0469528812200334,0.0657519459313818,0.475642730277212
50,1,66948,0.0350018264961811,0.0661770215945843,0.597198845410697
51,1,68621,0.00680644645357092,0.0660228986287132,0.917948329399595
52,1,69417,-0.00735868835676129,0.0658479399285169,0.911082969386146
53,1,69820,0.0494468170781426,0.257656110621615,0.847922949711574
54,1,69821,0.16046114808471,0.159645693711773,0.315533368049505
55,1,70906,-0.0526483824139632,0.105741773013049,0.618867531837405
56,1,74327,-0.104808106531526,0.0659757271809346,0.11304915393913
57,1,74572,-0.08902637773266,0.0658646395106011,0.177350663553725
58,1,75211,-0.0794389733894617,0.0657787407021274,0.227982954948324
59,1,76030,-0.0258870205375076,0.0659000852387825,0.694687866250608
60,1,80108,-0.0801992777055173,0.065760509334652,0.223443685036808
61,1,81262,-0.123165731788095,0.0655469950052366,0.0610621178382507
62,1,81999,-0.104114694364555,0.0658019398538452,0.114489496915839
63,1,82431,-0.0987098582762918,0.066139113708572,0.13647225372007
64,1,83284,-0.126102869548272,0.0655217881613117,0.0550835782006612
65,1,83613,-0.0975872723442957,0.0656522547598147,0.13805884227784
66,1,84112,-0.0824199844808739,0.0657184062193391,0.210621504925947
67,1,84701,-0.0188635145160344,0.0705224610272595,0.78925400332457
68,1,84858,-0.0197997438606493,0.0660421371855081,0.764502579232542
69,1,85751,-0.0524384430435769,0.0662632767218633,0.429262387081555
70,1,87445,-0.0468408675481006,0.0664154537879738,0.481106957108299
71,1,87467,-0.0517822815939699,0.0667532904028935,0.438430002628803
72,1,89070,-0.0231722100073838,0.0663805621986794,0.72723644017372
73,1,89616,-0.018107094552739,0.0660278299885228,0.784064991709992
74,1,89679,-0.0110814539175617,0.0660405914556967,0.86683858685313
75,1,89880,-0.0226557424011653,0.0660489524973367,0.731791798030459
76,1,91472,-0.0173793442344867,0.0665438788587216,0.794112796656614
77,1,93789,-0.03284544139058,0.0658414500047986,0.618191132552376
78,1,94351,0.00160290428063938,0.0660379433488089,0.98064898391929
79,1,99148,0.00518424018343314,0.0658640763825547,0.937306939374045
80,1,101281,-0.202893723081453,0.720262960112165,0.778343252252599
81,1,106011,-0.0108176335715993,0.0686409116465585,0.874864109492043
82,1,106800,0.025309123243807,0.0659397401073755,0.701341453963618
83,1,107970,0.0232545284375722,0.0657464521643236,0.723774780671224
84,1,109000,-0.0113215416972982,0.0658712332992158,0.86363520323921
85,1,112549,0.000363192986535005,0.0657994169399095,0.995599057599477
86,1,112742,0.0205637577568774,0.0660467061974321,0.75571701821215
87,1,113050,0.0369643988637403,0.065915294799224,0.575298947400596
88,1,113135,0.00553517117523321,0.0657760253047526,0.932983439648404
