SNP,Chr,Pos,Effect,SE,MID2_WSC2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.180125045578873,0.189113688892314,0.341510577604907
2,1,1035,0.128642583091104,0.191305596613556,0.501740052579435
3,1,1074,0.305371890853693,0.32309143177561,0.345225584111503
4,1,1470,-0.196708687351266,0.322164941140649,0.541868074701645
5,1,1475,0.0566478435663758,0.237898217754032,0.811927746116434
6,1,1491,0.0830359943680432,0.208069902226993,0.690077494002112
7,1,21249,0.0178487728498835,1.19478978953123,0.98808941346091
8,1,27243,-0.267422966765838,0.162371398969286,0.100451373696389
9,1,27272,-0.222876195442151,0.16010740807809,0.164786140296535
10,1,27498,0.499065366948192,1.46583344807397,0.733708700720627
11,1,27561,0.644655163170394,1.10704411355942,0.560722145317837
12,1,27816,0.203215661628561,0.163464729043066,0.214627509508756
13,1,27822,0.198830281375202,0.163271357692647,0.224117038310168
14,1,27823,0.197755436081056,0.166652004516818,0.23616882872969
15,1,27825,0.219251271445593,0.163197274168253,0.179981578191588
16,1,27843,0.165049809976256,0.15650131926623,0.292319303525474
17,1,27848,0.165049809976256,0.15650131926623,0.292319303525474
18,1,28495,0.173404442061814,0.156478267596004,0.268543097028803
19,1,28975,0.183736254036817,0.155395018863595,0.237850019330808
20,1,29283,-0.475697365918366,0.348017184106885,0.172533113906281
21,1,29752,-0.0302095547680246,0.36378774214839,0.933865446302448
22,1,29787,1.65102298812576,0.980448989635631,0.0930761274170636
23,1,30057,0.324490722125914,0.318703389995162,0.309299705399363
24,1,30479,1.38898278964394,0.932282106522584,0.137150316497616
25,1,30706,0.100872914779501,0.160712186303862,0.530631260341274
26,1,31435,0.15440636468383,0.155072285550997,0.320075178236994
27,1,35128,0.342245532382787,0.213259473002146,0.109425111762416
28,1,35129,0.123512148707889,0.214483416359229,0.565077601580961
29,1,36146,0.0696749506691765,0.15444464376393,0.652171281128865
30,1,37255,0.312422925613854,0.31138241755244,0.316383350321612
31,1,37409,0.102158749896462,0.1552292599602,0.510893008205025
32,1,37478,0.118558481707274,0.155329860860465,0.445812724079018
33,1,39144,0.0223485844376889,0.154744017659722,0.885248928857046
34,1,41499,0.121562152119976,0.154183656491772,0.430977666388246
35,1,45359,-0.0102167093857233,0.259800420126037,0.968653328254168
36,1,45634,-0.267963255208525,0.23820840410339,0.261391045468479
