SNP,Chr,Pos,Effect,SE,ERV25_EMP47_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0906447916582142,0.0560419703768588,0.106675505282662
2,1,1035,0.0701301441622184,0.0567419765601166,0.217299625556558
3,1,1074,0.00063700970953473,0.0960971925632215,0.994714760765617
4,1,1470,-0.218841576277283,0.0950400453261552,0.0218810683510931
5,1,1475,-0.0659903915791906,0.0705871337541406,0.350490006325598
6,1,1491,-0.0486307285099465,0.0617678797412184,0.43162625450376
7,1,21249,-0.381454755452053,0.35433687982665,0.282424868500308
8,1,27243,-0.0577203908826978,0.0483205919354028,0.233072761947286
9,1,27272,-0.104416682336474,0.047366100752189,0.0281366647050263
10,1,27498,-0.187900962504912,0.435389383534824,0.66631747952539
11,1,27561,-0.0362765183870906,0.32900492559984,0.912264788574236
12,1,27816,0.0238962235385586,0.0486475269789668,0.623582137534253
13,1,27822,0.0259577499987565,0.0485826591769826,0.593469822813786
14,1,27823,0.0320054960694526,0.0495741436049908,0.518952259455681
15,1,27825,0.0294115848913712,0.0485770833431987,0.545261030649687
16,1,27843,0.0362163711691749,0.0465227204593052,0.436815642784621
17,1,27848,0.0362163711691749,0.0465227204593052,0.436815642784621
18,1,28495,0.0427288893115744,0.0465078193867457,0.358855598516727
19,1,28975,0.0214414448945512,0.0462380602646903,0.643135231110544
20,1,29283,0.0159624412537811,0.103649889102678,0.877695014991539
21,1,29752,-0.208091017713193,0.107496860948817,0.0536919831422055
22,1,29787,0.124883032590201,0.29233890874905,0.669504441284682
23,1,30057,0.238571303337181,0.0939571085127947,0.0115407659773108
24,1,30479,-0.0752616899184315,0.277779272481627,0.786595056731257
25,1,30706,0.0335784647434049,0.0477335000113329,0.482234709536891
26,1,31435,0.0263758585766575,0.0461082312037304,0.567657416700478
27,1,35128,0.00396819695720652,0.0635800615646782,0.950269584728919
28,1,35129,-0.0060369624876464,0.0637424207460793,0.924599935544748
29,1,36146,0.0291443568837782,0.0458655101844453,0.525559192617045
30,1,37255,0.175926408706286,0.0921549315477979,0.0570690057834202
31,1,37409,0.0517843789199526,0.0460574683252885,0.261631632877903
32,1,37478,0.0471103390461667,0.0461114039104386,0.307639835161126
33,1,39144,0.0130014604463371,0.0459635899062438,0.777446628390148
34,1,41499,0.00445580412031216,0.0458406780395955,0.922621169421209
35,1,45359,-0.061628941541664,0.0771053696039259,0.424664335866448
36,1,45634,-0.0386710772449383,0.0708577606016861,0.585578097129223
37,1,51248,0.0135840427538973,0.0460307355408758,0.768084795183031
38,1,51462,0.0199517445368533,0.046086606305055,0.665338363984462
39,1,52124,0.0238499165942452,0.0460189088058427,0.604599182178893
40,1,52667,-0.0111890301354305,0.0459587754895421,0.807792059638988
41,1,55470,0.0346031477270115,0.047177533425873,0.463760682314708
42,1,59265,0.0107581389665451,0.0459358780403587,0.814966224919802
43,1,60165,0.0270889241742875,0.0458820837826305,0.555298208716425
44,1,62308,-0.0403535700800732,0.0458039175430069,0.378913494146789
45,1,62869,-0.0348308164576194,0.0458109922198744,0.447573419009856
46,1,65431,-0.00738715218216113,0.0478825622846183,0.877479922496338
47,1,65451,-0.00159248228980996,0.0472051424498105,0.973107251956352
48,1,65719,-0.0101702678129996,0.0492233183954058,0.836429795766666
49,1,66841,-0.0171458881651894,0.0458610165361827,0.708728244895286
50,1,66948,-0.0211465788570699,0.0461378792622206,0.646994219680743
51,1,68621,-0.0307407798593118,0.0459974891253218,0.504369737068948
52,1,69417,-0.0365984992641525,0.045863383185724,0.42541305753741
53,1,69820,-0.370357836154033,0.178541733887095,0.0387712737510777
54,1,69821,0.00483726534895723,0.111451056328137,0.965405147090729
55,1,70906,-0.0700247671269123,0.0736463426433857,0.342343876005144
56,1,74327,-0.0769238705692706,0.0459751693360221,0.0951814643900462
57,1,74572,-0.0736181885052573,0.0458671671744375,0.109381377028177
58,1,75211,-0.0651785446463051,0.0458191709003988,0.155759298139235
59,1,76030,-0.0324159307043611,0.045917908862965,0.480682389824661
60,1,80108,-0.0265622165060956,0.0459176875587085,0.563312609514428
61,1,81262,-0.0482374455611754,0.0458502532722963,0.293489379156864
62,1,81999,-0.0387508722567112,0.0459880005685862,0.400005917913163
63,1,82431,-0.025713838774541,0.0462318882588997,0.578431508388211
64,1,83284,-0.0612648708379546,0.0457996387058132,0.181864718885113
65,1,83613,-0.0428507288482678,0.0458538271215798,0.350681158260513
66,1,84112,-0.0386909361368481,0.0458693684478348,0.399518569006234
67,1,84701,-0.0577002627642534,0.0490715985863798,0.240451919172055
68,1,84858,-0.0264737129291229,0.0460235948668976,0.565508671784929
69,1,85751,-0.0431018580875459,0.0461774677215668,0.351253606458963
70,1,87445,-0.0484131139637656,0.0462604442634308,0.296030750330009
71,1,87467,-0.0425971741843724,0.0465194885187063,0.360457498956751
72,1,89070,-0.0320374801301135,0.0462517857737999,0.488968627501943
