SNP,Chr,Pos,Effect,SE,RET2_SNA3_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.127642400072129,0.0785461449058707,0.105041686213775
2,1,1035,0.06899056156449,0.079617267424739,0.386789478524838
3,1,1074,0.28612941202445,0.133826870557647,0.0331984043827567
4,1,1470,0.0635593804851053,0.134162916353938,0.63597265880786
5,1,1475,0.129025394803588,0.0988195615652763,0.192516257549376
6,1,1491,0.193650137019658,0.0860351472918244,0.0250114247026956
7,1,21249,0.292840463021045,0.497211744864723,0.556261250202548
8,1,27243,0.0304380652122576,0.0678439316318545,0.653960653578155
9,1,27272,0.00148622518202801,0.0668440724651738,0.98227369086047
10,1,27498,-0.947434170250554,0.608319708081221,0.120257151150947
11,1,27561,-0.149637658276738,0.46107508733778,0.745720902575858
12,1,27816,-0.0714568789138666,0.0681019441497554,0.294774724033497
13,1,27822,-0.0696422841269648,0.0680204508425844,0.30661039361332
14,1,27823,-0.0784865950234443,0.0693989101454797,0.258844529581977
15,1,27825,-0.0708776538278173,0.0680168358931375,0.298096800590604
16,1,27843,-0.0522869471437995,0.0652032006405666,0.423145856577254
17,1,27848,-0.0522869471437995,0.0652032006405666,0.423145856577254
18,1,28495,-0.0255971739692925,0.0652493984584769,0.695075185004873
19,1,28975,-0.0448777377083106,0.0647833507245941,0.488930924813077
20,1,29283,0.099034468871146,0.145185738121188,0.495608777637221
21,1,29752,-0.265359648784381,0.150806128593075,0.0793405016194746
22,1,29787,0.315822176187809,0.409505588004781,0.441087720482797
23,1,30057,0.00643423733729787,0.132887770416493,0.961410033155399
24,1,30479,0.116829505869085,0.389328470550823,0.764293121585774
25,1,30706,-0.0712470236952303,0.0668430533282069,0.287204001656639
26,1,31435,-0.0829349944285512,0.0645047526940884,0.199383883843603
27,1,35128,-0.0518005971730373,0.0890721533491184,0.56123580965264
28,1,35129,-0.0835988196388051,0.0892321529147548,0.349466563251671
29,1,36146,-0.0164814666494217,0.0643162382899916,0.797901906328411
30,1,37255,0.0787444511401256,0.129762462309827,0.544350266624429
31,1,37409,0.0232199329611174,0.0646581913505062,0.719721378623004
32,1,37478,0.0211440408985823,0.0647158101240016,0.744072238356707
33,1,39144,0.0192746162974842,0.064422067228072,0.764969041300259
34,1,41499,0.0545734424891908,0.064185830252202,0.395767270542351
35,1,45359,0.089073035566126,0.108065307265101,0.410353014137877
36,1,45634,-0.157130377616481,0.099004086903477,0.113383030665963
37,1,51248,-0.0271768112583394,0.0645087890773629,0.673800825514519
38,1,51462,-0.0259404071721236,0.06459774752201,0.688244765715373
39,1,52124,-0.0257485985414102,0.0645104487710716,0.690032571715397
40,1,52667,-0.00896810917984642,0.0644198257722356,0.889360832413672
41,1,55470,0.0491447607198486,0.0661230586822225,0.457835698468792
42,1,59265,-0.00244869654239624,0.0643889630036089,0.969685454947553
43,1,60165,-0.0152980443926864,0.0643352858597146,0.81218486337947
44,1,62308,0.028782227537234,0.0642514177464087,0.654455038164752
45,1,62869,0.0296716138935701,0.0642421971620138,0.644458272919408
46,1,65431,0.0148521290623272,0.0671101882435599,0.824979334590502
47,1,65451,0.0247175464916394,0.0661501301297159,0.70888284891679
48,1,65719,-0.0212948730919447,0.06898665729211,0.75774625782039
49,1,66841,-0.00223813757489819,0.0642917811772652,0.972249178256231
50,1,66948,-0.0193974821315537,0.0646782190131863,0.764424245899287
51,1,68621,0.00769006399846744,0.0645099229420879,0.90517880754545
52,1,69417,0.0283269511190285,0.0643227708367192,0.65992594244275
53,1,69820,-0.400306413420116,0.250862936943888,0.111446687495433
54,1,69821,0.0563697538633408,0.156182291604251,0.71837303513199
55,1,70906,-0.213925619687669,0.102726311267161,0.0380181348507685
56,1,74327,0.0638249072795863,0.0646049266680993,0.32386540382791
57,1,74572,0.0890445618281818,0.0643476436458779,0.167292659996509
58,1,75211,0.0716054419880612,0.0642914594176158,0.266138704683431
59,1,76030,0.0725151853860957,0.0642885707549522,0.260101234643349
60,1,80108,0.0808026781689464,0.0642453078901689,0.209324019940385
61,1,81262,0.0498318842653969,0.0643100830864769,0.438935845335604
62,1,81999,0.0619954232141688,0.0644375116021446,0.336657216167973
63,1,82431,0.108183192565008,0.0645711488399979,0.0947391989050667
64,1,83284,0.128859306846347,0.0639891275220966,0.0447921977328802
65,1,83613,0.115609883259376,0.0640536616956677,0.0719437620837565
66,1,84112,0.113984338073681,0.0640690374653378,0.076086041908189
67,1,84701,0.1361508791594,0.0685316420536585,0.0477299260349077
68,1,84858,0.168298266643134,0.0639125924590553,0.00882890793035084
69,1,85751,0.162239051388623,0.0642246248686586,0.0119697299476438
70,1,87445,0.128166618655157,0.064580230868992,0.0479616400024401
71,1,87467,0.12629234619325,0.0649324780480787,0.0525711869497868
72,1,89070,0.143079510093743,0.0644223703016338,0.0269877842184371
73,1,89616,0.121510715512175,0.0641969939354058,0.0592051105030525
74,1,89679,0.114333400585637,0.0642425382496957,0.0759828465256092
75,1,89880,0.121555415158013,0.064221399391435,0.059208216695646
76,1,91472,0.144657112867011,0.0645681498343198,0.0256879579271441
77,1,93789,0.117808981458665,0.0640494352387937,0.066704161519382
