SNP,Chr,Pos,Effect,SE,RET2_EMP47_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.14803664194502,0.0852459807785234,0.0833333624842402
2,1,1035,0.248643486381075,0.0855280941390146,0.00387780005839212
3,1,1074,0.125644806425607,0.146103509206287,0.390388592655018
4,1,1470,-0.207139597057318,0.145312151068291,0.154902056703914
5,1,1475,-0.192456152034747,0.107075133657702,0.0731277176364122
6,1,1491,-0.0396573277310426,0.094067313181333,0.673584875516992
7,1,21249,-0.348494258127368,0.539853949792717,0.519000348863479
8,1,27243,-0.0104215484336495,0.0736886000473769,0.887613399285683
9,1,27272,-0.0417157181747064,0.072550053891741,0.56566283156902
10,1,27498,0.289664738665235,0.662642427686701,0.662280148490097
11,1,27561,0.693241392947662,0.499381013202025,0.165951190473582
12,1,27816,0.000435072299160927,0.0740650808151634,0.995316420299654
13,1,27822,0.00134971405300008,0.0739709156025496,0.98545247551744
14,1,27823,-0.0324404823104039,0.0754748452759703,0.66758995003344
15,1,27825,0.00355769222372626,0.073970708119939,0.961666965357139
16,1,27843,-0.0028848244260223,0.0708664905892289,0.967551795184064
17,1,27848,-0.0028848244260223,0.0708664905892289,0.967551795184064
18,1,28495,0.0381730481222198,0.0708386738002305,0.590314163604856
19,1,28975,0.0408369279858258,0.0703605300649813,0.562018312549411
20,1,29283,-0.0618683659900694,0.157722327152699,0.695101879155348
21,1,29752,-0.299841236256103,0.163696352919441,0.0678398909148792
22,1,29787,0.0604511550410025,0.445032652315596,0.892028891938103
23,1,30057,0.150477741509505,0.14407687763261,0.297002689879046
24,1,30479,0.153127087389665,0.422735448668481,0.717397579041044
25,1,30706,0.0164136866863621,0.0726943222665762,0.821495043376498
26,1,31435,0.0228859021157773,0.070197018604326,0.744599498086053
27,1,35128,-0.116899552604293,0.0965668617869927,0.226875690505411
28,1,35129,-0.075790450518211,0.096930999315516,0.434796857547385
29,1,36146,-0.00881687659328825,0.0698439899243143,0.899616409913521
30,1,37255,0.0371740459217356,0.140964751012611,0.792155999649461
31,1,37409,0.0557311744990873,0.0701605350236749,0.427532411293734
32,1,37478,0.0422371690728642,0.0702476163657808,0.548051903143539
33,1,39144,-0.00764527946288758,0.0699616730013305,0.913044000941065
34,1,41499,0.0499228448634512,0.0697181786539394,0.474423772069735
35,1,45359,-0.122004910232781,0.117278099241116,0.29891054271582
36,1,45634,0.0711155659973783,0.107822030049834,0.509963509761748
37,1,51248,0.041713656788194,0.0700305785194097,0.551791309801334
38,1,51462,0.0304916245419609,0.0701420006408472,0.66403653849758
39,1,52124,0.032827044552501,0.0700439751552522,0.639599562935937
40,1,52667,0.00979612808400356,0.0699515303637187,0.888706948448936
41,1,55470,0.0110670548097847,0.0718547855099123,0.87768219210726
