SNP,Chr,Pos,Effect,SE,noPPI_reference_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.123129530141583,0.0937057865186492,0.189698997201781
2,1,1035,0.0830791927200011,0.0948593058508305,0.381726232099534
3,1,1074,-0.00562130898140722,0.160479343883185,0.972077021016142
4,1,1470,-0.118498513948149,0.159777279224955,0.458793709955677
5,1,1475,0.0073225090894411,0.118023725868206,0.950563951581901
6,1,1491,0.047409595424061,0.103210308562058,0.646266005972293
7,1,21249,0.134773242654623,0.592659779530518,0.820241207215321
8,1,27243,-0.0804382602397049,0.0807435335203345,0.319826031633608
9,1,27272,-0.0793972617934393,0.0795304770484202,0.318805635071994
10,1,27498,-0.142694846573978,0.727240176466752,0.844555424851981
11,1,27561,-0.4402991214176,0.54893844779709,0.423039391905119
12,1,27816,-0.0393811394757989,0.0812407294270984,0.628157003287528
13,1,27822,-0.0287978257898801,0.0811500021430293,0.722897754829901
14,1,27823,-0.0376742871997075,0.0828120161941275,0.649433899600947
15,1,27825,-0.0340672270623269,0.081144219947239,0.674861011599458
16,1,27843,0.0121080655738769,0.0777556256849601,0.876343150353551
17,1,27848,0.0121080655738769,0.0777556256849601,0.876343150353551
18,1,28495,0.0301185516426031,0.0777430297685903,0.698684993302962
19,1,28975,2.89001561488145e-05,0.0772397771820015,0.999701673622421
20,1,29283,-0.0059948858020844,0.173097924518905,0.972392029344858
21,1,29752,-0.304643827343525,0.179737156850874,0.0909685403419404
22,1,29787,-0.384334216183084,0.487895297924241,0.431377932653584
23,1,30057,0.103025840238045,0.158237149957211,0.515415193750593
24,1,30479,-0.302246081350678,0.463652822452565,0.514902680510685
25,1,30706,-0.0150269375657,0.0797654483318817,0.8506799311906
26,1,31435,-0.00790123782299548,0.0770339844522816,0.918363915467492
27,1,35128,-0.195100106523298,0.105668500425777,0.0656796383310354
28,1,35129,-0.00328991304026838,0.106449260904018,0.975362029726886
29,1,36146,-0.019789862432376,0.0766306681062527,0.796364549857022
30,1,37255,-0.00328680726605413,0.154688424769891,0.983059893397604
31,1,37409,-0.0314668745359315,0.0770340730505185,0.683169021524695
32,1,37478,-0.0322965209324326,0.0770993540471027,0.675547760304112
33,1,39144,-0.105322323358124,0.0765616547938363,0.169801115424706
34,1,41499,-0.149256364159312,0.0761403660556994,0.0507494090861178
35,1,45359,-0.0835712678735412,0.128803485407651,0.516871635307364
36,1,45634,-0.104127826444052,0.118250577660559,0.379150103640322
37,1,51248,-0.000294179064298308,0.0768795157702839,0.996949067859398
38,1,51462,0.00928085753568328,0.0769821818032653,0.904109318724911
39,1,52124,-0.0149568793670611,0.0768753956467271,0.84584931792405
40,1,52667,-0.0505570278066028,0.0767091254232323,0.51027762593001
41,1,55470,-0.0211054867272205,0.0788371648394392,0.7890790084863
42,1,59265,-0.0544980062017147,0.0766627306830044,0.477627992983186
43,1,60165,-0.0686378940570719,0.076572515740731,0.370661956144954
44,1,62308,-0.0112002320906942,0.0765729834918105,0.88379275263328
45,1,62869,-0.0274680787175499,0.0765517272228348,0.719946332224382
46,1,65431,0.0148582760845254,0.0799613194153636,0.852693985103012
47,1,65451,0.0123238469623875,0.0788286603073082,0.875856655843888
48,1,65719,-0.0485739896685033,0.0821658662403273,0.554784910549525
49,1,66841,-0.0114145537262831,0.076599361759358,0.881625862387266
50,1,66948,-0.0174464980362415,0.0770662910434463,0.821034578663778
51,1,68621,0.0331315472051962,0.0768428646090282,0.666615421698872
52,1,69417,0.0088824327325483,0.0766581549785137,0.907820918181946
53,1,69820,0.394290338318878,0.299236410590324,0.188473701916342
54,1,69821,0.215401698238303,0.185767194050084,0.247025971060033
55,1,70906,-0.0465224538762641,0.123119817456134,0.705759291392243
56,1,74327,-0.154413108472285,0.0766416862641557,0.0446897033164932
57,1,74572,-0.132080056834508,0.0765537673203307,0.0853442728699956
58,1,75211,-0.120123690168278,0.0764689140397258,0.117105784934148
59,1,76030,-0.0404628027828743,0.0767055023126729,0.598171917587432
60,1,80108,-0.145834094085519,0.0763239140480325,0.0568496368134852
61,1,81262,-0.195930730187953,0.0759762360959081,0.0103174579726046
62,1,81999,-0.159435881767037,0.0764060742946482,0.03763319123233
63,1,82431,-0.166688222451559,0.0767285620660288,0.0304873788039753
64,1,83284,-0.16813648143964,0.0761537088715737,0.0278967598431031
65,1,83613,-0.144040257210264,0.076285000240976,0.0598208298275361
66,1,84112,-0.0963002039154378,0.0765062142750837,0.208961860108478
67,1,84701,-0.0659160319390965,0.0820335307076984,0.422211808176991
68,1,84858,-0.0810792689224479,0.0767729340220545,0.291648490442619
69,1,85751,-0.133045360241001,0.0768847641054774,0.0844235634385648
70,1,87445,-0.127966048636105,0.0770730387183662,0.097737697310495
71,1,87467,-0.130418582863084,0.0774680765313139,0.0931597219045587
72,1,89070,-0.10936474754036,0.0770721574419073,0.156783797389202
73,1,89616,-0.101478322407844,0.0766858955459003,0.186592617072732
74,1,89679,-0.101660936169626,0.0766949695324388,0.185854989367404
75,1,89880,-0.118545314755958,0.0766458195066308,0.122840348272455
76,1,91472,-0.106452362398071,0.0772684793156866,0.16917039463048
77,1,93789,-0.0981263862010197,0.076499640466858,0.200437439419311
78,1,94351,-0.10439389691225,0.0766784678131661,0.174239877333189
79,1,99148,-0.0986035266139019,0.0764979024368043,0.198252440082326
80,1,101281,-0.899017166882312,0.837237187102548,0.283650140680221
81,1,106011,0.024003757835798,0.0799023510587174,0.76403848739261
82,1,106800,-0.0100336866464892,0.0767792873402652,0.896101150021366
83,1,107970,-0.032702828788923,0.076533878949372,0.669422282883298
84,1,109000,-0.0752036557078946,0.0765840534098645,0.326784507044473
85,1,112549,-0.0513067966999775,0.076553080494793,0.503160829379608
86,1,112742,-0.0575204895485374,0.0768392459189058,0.454607557079216
87,1,113050,-0.0601916679461105,0.0767039688237518,0.43314000957517
88,1,113135,-0.0496842599035643,0.0765296294194041,0.51662094460541
89,1,114076,-0.0433043236626783,0.0765406088681767,0.571910096031773
90,1,114628,-0.0104823522568457,0.0767669985891682,0.891466209118249
91,1,116283,0.0427889467369564,0.0771624059592031,0.57956664653366
92,1,126880,-2.22039103510317,1.44358862981872,0.124918772974559
93,1,127853,0.206005396980301,0.0762681572598389,0.00724505384052719
94,1,128302,0.22548246656226,0.075812277725984,0.00313939931097295
95,1,128704,0.198016047636286,0.0761064272187918,0.0096631855684133
96,1,128911,0.206308064337191,0.0760525963581872,0.00700061303123506
97,1,130267,0.0701559140328554,0.0767139701171418,0.361071650016604
98,1,130271,0.0723205213492919,0.0767995473505455,0.347000987174058
99,1,130613,0.059427328850948,0.0775500611592826,0.44400445227991
100,1,132012,0.160813910492455,0.0769753830703352,0.03740897941331
101,1,133231,0.146396770639463,0.0765044352627302,0.0564833748869496
102,1,137074,0.147227534358223,0.0763899778300151,0.0547426009252444
103,1,137304,0.1447468290313,0.0764302333302608,0.0590632774904046
104,1,139686,0.146477694427679,0.0765223645397699,0.0564052425387217
105,1,149562,0.183612847312123,0.0764720395062958,0.0168650124395041
106,1,150447,0.160120697634857,0.0774818222277601,0.0395046557841066
107,1,151446,0.15670219502584,0.156374382981236,0.316983488620455
108,1,154084,0.183080504116577,0.0775803586220797,0.0188243472314557
109,1,156633,0.155973905084546,0.0788259591339634,0.0486252809589206
110,1,157269,0.205861268567771,0.0759849258792412,0.00707259987642087
111,1,160054,0.155668881533673,0.077056065882156,0.0441172392057103
112,1,166222,0.142537820001463,0.0765520125940294,0.0634375993065722
113,1,166416,0.15002385059228,0.0763544546558227,0.0502173646007314
114,1,167326,0.155052712029415,0.0767647707562967,0.0441548558082112
115,1,168836,0.161052403598094,0.0763616011402547,0.0356418755213939
116,1,171200,0.134067118753582,0.0766247543181146,0.0810462863186152
117,1,171431,0.116419451437274,0.0771884228646778,0.132384961614595
118,1,173339,0.107071921865639,0.0766228992410703,0.163174567729131
119,1,173845,0.0891493398908254,0.0766240688864252,0.245427156738357
120,1,175121,0.125862605259333,0.0763252100010143,0.1000309694076
121,1,175281,0.113053574715938,0.076447306954709,0.140074013490864
122,1,175315,0.120647644354064,0.0763901925417108,0.115149039958545
123,1,175523,0.113295323904604,0.0768577703907644,0.141348388292482
124,1,175541,0.117180154403181,0.0765255931937054,0.126602169262988
125,1,175653,0.0993288105188332,0.0768406285854289,0.196974111060333
126,1,175805,0.0982708794194214,0.0812104019378216,0.22705883811767
127,1,175818,0.0760830949498938,0.0794058913251724,0.338640733539024
128,1,175856,0.0666966396511812,0.0782133062917989,0.39437444945713
129,1,175876,0.0852895507394029,0.0769601968044754,0.268517276193376
130,1,175989,0.112087705888981,0.0770834076342975,0.146804501216632
131,1,176001,0.0937437648209359,0.0775564523811607,0.22758079287619
132,1,176451,0.063694898766905,0.078577875423736,0.418143952266369
133,1,177692,0.117800408493134,0.0764027800317462,0.124009859596388
134,1,178191,0.119715401491403,0.0764707278528164,0.118360236170827
135,1,178224,0.117800408493134,0.0764027800317462,0.124009859596388
136,1,178960,0.152524061338304,0.0768442652788369,0.047935285433429
137,1,179139,0.314397280681515,0.152233677852975,0.0396310378249513
138,1,179139,-0.427871014291056,0.307607655430297,0.165112623925087
139,1,180955,0.141024316479039,0.0884218075968145,0.111628536756719
140,1,183802,0.128998675882071,0.0763612182000021,0.092040740664588
141,1,183954,0.138805327505627,0.0768732528602357,0.0718265603252072
142,1,184450,0.137324041112451,0.0762015396474778,0.0723800744833567
143,1,184641,0.127934882431345,0.0784841337098834,0.10397795719903
144,1,184718,0.177135500633817,0.0764067400622118,0.0210026107118801
145,1,185296,0.177752969395372,0.0760735750034786,0.020019230850218
146,1,185438,0.158875611518878,0.0761954435949593,0.037777702071355
147,1,185469,0.15796723393062,0.0763121046341521,0.0391777594200132
148,1,185503,0.132721292198934,0.0762487802250716,0.0826189382469326
149,1,185705,0.147791699496205,0.0770305448798598,0.0558397419426989
150,1,185749,0.170248676209681,0.0768991021507747,0.0274727139492249
151,1,185806,0.16246967180951,0.0770508024880489,0.0356828480436455
152,1,185879,0.142721125810231,0.0775379777137722,0.066510404500436
153,1,185916,0.101999844018838,0.0776842869340412,0.190034217797506
154,1,185941,0.120238158383151,0.0779507238063341,0.12385068188443
155,1,185954,0.145768720181932,0.0780567669816211,0.0626644325167726
156,1,186055,0.139248727331758,0.0765177704011594,0.0696329375921867
157,1,186896,0.189196103718133,0.077484620261344,0.0151076180053857
158,1,187697,0.346219167801086,0.158282613275189,0.0293726514913877
159,1,189392,0.269914574405208,0.159541634010794,0.0915641704096483
160,1,189416,0.249538425105685,0.154381605348106,0.106906752181593
161,1,190132,0.061411845091102,0.0769039524216375,0.425086846619551
162,1,190148,0.052684243164246,0.0769455209460126,0.493985462433891
163,1,190165,0.052392941124707,0.0775381299591978,0.499670050546732
164,1,190169,0.0548851557793483,0.077436423050315,0.478930679370934
165,1,190933,-0.0252429137038327,0.0768513523554844,0.742755507646011
166,1,192149,-0.080999916390457,0.0773714863915735,0.295863739253743
167,1,192302,0.0594199396118587,0.10226918140986,0.561601037845887
168,1,192303,-0.0481889697100568,0.0923459055031876,0.602115168631619
169,1,192305,0.0217872533607038,0.0959937263455207,0.820582037395486
170,1,192315,0.0838307776497524,0.108812890036316,0.441570713567119
171,1,192795,-0.0601677258645524,0.076650717993475,0.433003670795432
172,1,194020,-0.0783204905932814,0.0806991569521679,0.332449749333818
173,1,194187,-0.105530041395898,0.076575425234439,0.169039467695186
174,1,194867,-0.0843399876235569,0.0766079532731447,0.271677299797088
175,1,197325,-0.106084349341733,0.0784088806743885,0.176933181255287
176,1,197392,-0.0883112829159099,0.0794835280422725,0.267297013115288
177,1,198857,-0.0320171519251407,0.367961268807681,0.930711080510452
178,1,206666,0.00300676347470219,0.0863052015266574,0.972228029965878
179,1,206675,0.0319558585987041,0.11234913483545,0.77624496165005
180,1,223051,0.00671898971165708,0.0889296515351432,0.939816744704953
181,1,223059,0.0538761734831215,0.092300058517603,0.5597903520678
182,2,7366,0.170311223273865,0.110930529237107,0.125606858099634
183,2,8180,0.0697449740989704,0.153192286236491,0.649189633001001
184,2,8187,0.0844348914797504,0.159288286062985,0.596392518879758
185,2,8250,0.0516495672689707,0.156969999268505,0.742319819143669
186,2,8253,0.00235740312598587,0.156994019274807,0.988027995586056
187,2,8285,0.0126307516116512,0.0851124053823013,0.882111180093912
188,2,8302,-0.00225459904367886,0.0796730350629558,0.977440351894161
189,2,8306,-0.00225459904367886,0.0796730350629558,0.977440351894161
190,2,8314,-0.000651717669156004,0.0780386705997889,0.993341489965635
191,2,8317,-0.00419854813672393,0.0798181235882319,0.958079224773814
192,2,8328,-0.00318958364037469,0.0794611601129816,0.968004077280251
193,2,8331,-0.00530310080041052,0.0793114536181027,0.946727628244399
194,2,8498,-0.0240974153280897,0.0779138321335452,0.757288816352526
195,2,8651,-0.0090482914175547,0.077995862005375,0.907710670369774
196,2,9418,0.0326856789248291,0.19835999455946,0.869211784926942
197,2,9812,0.00741447859355915,0.0784598005123857,0.924765321956114
198,2,9932,0.0216283056707505,0.0781430769824662,0.78211236036702
199,2,10135,0.0403516605008635,0.0778226334112611,0.604428718140673
200,2,11616,-0.0135668557765116,0.0777662775380159,0.861606491114883
201,2,12133,0.0251413319886038,0.0780673313465845,0.747607892684756
202,2,12194,0.00880004859340855,0.0783793222207559,0.910669077462062
203,2,12359,0.017162598655305,0.0781462168853332,0.826292794962152
204,2,13061,-0.020648745046437,0.0781380757165876,0.791734020263619
205,2,14298,0.0345688900120691,0.0783707347593929,0.659414710323859
206,2,15222,-0.0416991721641253,0.0791256473506744,0.5985249916888
207,2,17986,-0.00198674058006176,0.0777695580273695,0.979633488377621
208,2,19770,0.0308616255847047,0.0782900939131103,0.693674520313956
209,2,19836,0.0190804035120309,0.0780855825775948,0.807099829178845
210,2,19851,0.0234642901538205,0.0783108711031519,0.764635707948976
211,2,21595,0.00809900183272205,0.0779961576149302,0.917356504293803
212,2,22385,-0.00529212836013071,0.0780706439898377,0.945994043768413
213,2,23441,-0.0440852341434308,0.0787944922667051,0.576177808264699
214,2,24209,-0.0617553154744905,0.0781112058861447,0.42970381424903
215,2,24341,-0.0255666532986871,0.0783534368021862,0.744391457440871
216,2,26815,-0.076325950287107,0.0781658494237847,0.329504453142402
217,2,28209,-0.0806627498802376,0.0781798884043708,0.302891719480097
218,2,28695,-0.0475690040874162,0.081759787141272,0.561063209486341
219,2,35849,-0.370273672893664,0.83837182892643,0.659007088134298
220,2,35850,-0.0207555167211773,1.02562705249886,0.983865821992763
221,2,41245,-0.0469799430535525,0.0779572573298581,0.547137005478699
222,2,43214,-0.0183795507055566,0.0792558661448665,0.816748929511576
223,2,47104,0.0460373489066142,0.0770133062273812,0.550367132711579
224,2,50915,0.0250387772604498,0.0777979231843622,0.747761550043729
225,2,55834,0.0433517229560596,0.0774154154208777,0.57584263115007
226,2,56422,0.0193273644093859,0.0775814388386426,0.803410091708948
227,2,57715,0.0231121263336985,0.0773227093470834,0.765188599021363
228,2,59046,0.00301768514725809,0.0777235303839733,0.969051152330686
229,2,59191,0.0117938731804805,0.0772761280679337,0.878785245859661
230,2,59383,0.0380990407353946,0.077274330818916,0.62229358093645
