SNP,Chr,Pos,Effect,SE,MID2_RSN1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.0295536505213599,0.10460385365889,0.777703291518902
2,1,1035,-0.0178251974429114,0.10575591128062,0.866246857591332
3,1,1074,0.20700208639479,0.1783873243081,0.246666893488889
4,1,1470,0.4793160752677,0.176246818828513,0.00685979436066283
5,1,1475,0.0563204141907194,0.131410349720121,0.668487168550733
6,1,1491,0.18248900959823,0.114569383423742,0.112094399372827
7,1,21249,-0.264280432033654,0.659947645649887,0.689062442861005
8,1,27243,0.131846609499267,0.0897770934513879,0.142831937223798
9,1,27272,0.0551455994557996,0.0886500025835165,0.534304140319455
10,1,27498,0.1437574057841,0.809940309130607,0.859224253956211
11,1,27561,0.501369884505612,0.61133115814312,0.412696491980509
12,1,27816,-0.0624248832904157,0.0904474512388753,0.490535472239412
13,1,27822,-0.0750940737773182,0.0903050176440112,0.406219281864278
14,1,27823,-0.0711090798633472,0.0921776665007065,0.440965205384161
15,1,27825,-0.0751111401456472,0.0903049774362728,0.406112513178109
16,1,27843,-0.0519514791463147,0.0865557828626867,0.548752690944794
17,1,27848,-0.0519514791463147,0.0865557828626867,0.548752690944794
18,1,28495,-0.0181169421007129,0.0865959720099574,0.834403193753428
19,1,28975,-0.0459425212851172,0.0859876984436562,0.593475997067261
20,1,29283,0.200353907064841,0.192485490244428,0.29864455393877
21,1,29752,-0.205988499915892,0.200688121678864,0.305400704467649
22,1,29787,0.569387051290072,0.543004638370914,0.295086099725043
23,1,30057,0.00792304929881027,0.176335059437269,0.964187086540423
24,1,30479,0.498770743258261,0.51600155602732,0.334402263784731
25,1,30706,-0.0646299537962567,0.0887731605940681,0.467074898421435
26,1,31435,-0.0493570717002769,0.0857543170561619,0.565276837945013
27,1,35128,-0.063355273699194,0.118202511337968,0.592303553581265
28,1,35129,-0.248732989954671,0.117811924195223,0.0354514748688813
29,1,36146,-0.073137019055696,0.0852633389879105,0.391597049847018
30,1,37255,-0.138651198355479,0.172119521247373,0.421043583109565
31,1,37409,-0.0369396127370996,0.0857911142023018,0.667039315859163
32,1,37478,-0.055816372946812,0.0858360140910063,0.515942400823334
33,1,39144,-0.0164685561887787,0.0854909893584046,0.847355613887439
34,1,41499,0.0563269409213662,0.0852056112441957,0.508998130337694
35,1,45359,0.00955060686639309,0.143533920379013,0.946986359469886
36,1,45634,0.255987635592046,0.131135122130517,0.0517177331841535
37,1,51248,-0.050872580961017,0.0855784120589134,0.552588118273699
38,1,51462,-0.0560590018384011,0.0856854059209469,0.513381831258316
39,1,52124,-0.0133134704237339,0.0856183040600868,0.876517651972917
40,1,52667,-0.0430867741970952,0.0854532503757544,0.614425158863278
41,1,55470,0.0198767353038319,0.0878040209303821,0.821039908499565
42,1,59265,0.0222936244268061,0.0854326523114795,0.794283470114579
43,1,60165,0.0353604343928573,0.0853555805596501,0.678926467822063
44,1,62308,-0.0244106646200448,0.0852725343839013,0.774841990112529
45,1,62869,0.00974826725116422,0.0852701420628657,0.909047407756405
46,1,65431,-0.000136234174354821,0.0890578149796429,0.9987803187528
47,1,65451,0.0143160419122418,0.0877917426253624,0.870558045853645
48,1,65719,0.0728497366149632,0.0914718231100013,0.426324844130683
49,1,66841,0.00718593913232102,0.0853110509940616,0.932919550473053
50,1,66948,-0.0238260950729896,0.0858261094024802,0.781475081404519
51,1,68621,-0.0898255720345669,0.0854693352940077,0.293992026255629
52,1,69417,-0.023199742123688,0.0853673971995943,0.785962746681762
53,1,69820,-0.761786460004741,0.331610608730723,0.0221901849746646
54,1,69821,0.0418074575260849,0.207271856065364,0.840264714599609
55,1,70906,-0.0736115284603751,0.137091123725692,0.591638154117008
56,1,74327,0.0112972066485978,0.0858436139293715,0.89537393555468
57,1,74572,0.0124142986174866,0.0856146214192249,0.884791980499322
58,1,75211,-0.00756004848546582,0.0854601513347367,0.929558975117297
59,1,76030,0.0362942969407089,0.0854392633185618,0.671243859539035
60,1,80108,0.0400597193481669,0.0854142839750361,0.639355640697626
61,1,81262,-0.0439110598279608,0.0853766079863732,0.607348783354626
62,1,81999,-0.0126686344201446,0.0856145158754426,0.882448583742565
63,1,82431,0.0422691105628018,0.0859930359799479,0.623349287725978
64,1,83284,0.0326203797901796,0.0853788365540006,0.702642060923
65,1,83613,0.0444776312730138,0.0853542553908104,0.602627689632566
66,1,84112,0.0534154219235261,0.0853491500132902,0.531820404464403
67,1,84701,0.0620170191770302,0.0913852159457204,0.497815108733219
68,1,84858,0.0348500020925605,0.0856174126820513,0.684222820345403
69,1,85751,0.0250162616495681,0.0859791864440504,0.771254943744306
70,1,87445,0.0490305037328231,0.0861317469558972,0.569548467697551
71,1,87467,0.0364718912540232,0.0866006280275202,0.673901550085617
72,1,89070,0.0206498554329249,0.0860732226244689,0.810539021947744
73,1,89616,-0.0399854956721952,0.085590716174534,0.640665810459247
74,1,89679,-0.00522684777164865,0.0856275610836349,0.951360582337053
75,1,89880,-0.00768265460275144,0.0856487330748665,0.928576828364997
76,1,91472,0.040393025603712,0.0862586804705425,0.639874946983146
77,1,93789,-0.0265675136491403,0.0853847798025063,0.755869903065214
78,1,94351,-0.033616585595408,0.0856025394797835,0.694774055937857
79,1,99148,0.0108610217533913,0.0853945313172321,0.898865298880521
80,1,101281,0.0947006569914604,0.933944689632573,0.919291640132962
81,1,106011,0.0837170373832106,0.0888875495651022,0.346923331442231
82,1,106800,0.130186415945015,0.0852304775285899,0.127541382154654
83,1,107970,0.083794484078519,0.0851416061395858,0.325702134729713
84,1,109000,0.127592784341166,0.0851381742304224,0.134856768870493
85,1,112549,0.098039981150844,0.0851521737930364,0.250367383724749
86,1,112742,0.0954684090530567,0.0854934149452739,0.26489256007301
87,1,113050,0.0845046044317996,0.0853818222999248,0.322986005773594
88,1,113135,0.0500786785097396,0.0852407690491413,0.557245703443421
89,1,114076,0.0456976025985107,0.0852477412347293,0.592257141283817
90,1,114628,0.0437317707413861,0.085466491975329,0.609192656118633
91,1,116283,0.0810080662019838,0.0858655303249067,0.346106547853241
92,1,126880,-1.57272218738412,1.61093947620462,0.3295960678795
93,1,127853,-0.0559370152680433,0.0857619783712591,0.514673672667168
94,1,128302,-0.144252289941705,0.0851385276928741,0.0910856428497177
95,1,128704,-0.138447337285561,0.0852512358466113,0.105270052631561
96,1,128911,-0.116544885596304,0.0853534736543583,0.172984858002945
97,1,130267,-0.0236803705668252,0.085528728459763,0.782041696283448
98,1,130271,-0.0165449535672521,0.0856350094873898,0.846910986682356
99,1,130613,-0.0502339292128427,0.0863984740697071,0.561327489848215
100,1,132012,-0.0301447416830166,0.086241433626688,0.726893152248414
101,1,133231,-0.0400049597034782,0.0856178112832126,0.640608998531802
102,1,137074,-0.0505216306769371,0.0854801956630647,0.554876441080787
103,1,137304,-0.0667855745460663,0.0854783277217407,0.435140416588692
104,1,139686,-0.0426979445585403,0.085634485087309,0.618366886076709
105,1,149562,-0.0691011082550475,0.0857812563231042,0.421044531762348
106,1,150447,-0.0564789047673651,0.0867603854799349,0.51548567157465
107,1,151446,-0.0836445601552134,0.174345910409454,0.631693682537242
108,1,154084,-0.0870779391960877,0.0869572286973684,0.317325119785005
109,1,156633,-0.0546188909263811,0.0882266343239973,0.536266359759014
110,1,157269,-0.0748559632097748,0.085407326520274,0.381376958063686
111,1,160054,-0.0459444509830385,0.0862778790045105,0.594702892709112
112,1,166222,-0.0528551409479675,0.0856279376078992,0.537457802727773
113,1,166416,-0.0527760010046977,0.0854540504289479,0.537240485357548
114,1,167326,-0.042268675702312,0.085956627907402,0.623205801767582
115,1,168836,-0.06584087438278,0.0855068002318132,0.441810446564246
116,1,171200,-0.00632064557559867,0.0857060799436536,0.941252734764046
117,1,171431,-0.00984243696137377,0.0862402212160147,0.909201090505195
118,1,173339,-0.0439987699872798,0.0855390887261844,0.607314963691771
119,1,173845,-0.0347834550346739,0.0854801595339354,0.684314493114708
120,1,175121,-0.0472102016247435,0.0852936774585696,0.580270265614428
121,1,175281,-0.0461162696925148,0.0853679321256928,0.589395615115577
122,1,175315,-0.0652437887424799,0.08530567649632,0.444887623232436
123,1,175523,-0.0574469420671421,0.085805605143517,0.503613575510309
124,1,175541,-0.0558395076435404,0.0854579882215251,0.513914322944259
125,1,175653,-0.0592848762396992,0.0857221780155468,0.489647423228344
126,1,175805,-0.126043217907091,0.0903833377484258,0.164031451995498
127,1,175818,-0.10696403403188,0.0883665961382612,0.226913143876017
128,1,175856,-0.0180620343295544,0.0871910611337197,0.836008523630561
129,1,175876,-0.0156989243450985,0.0858559990213362,0.855019270698995
130,1,175989,-0.0292971110512349,0.086090917187356,0.733829780433746
131,1,176001,-0.0467805094851936,0.0865178831600975,0.589053075297742
132,1,176451,-0.0207016837899617,0.0875871880375214,0.813294172155617
133,1,177692,-0.0768159665570219,0.0852783758437603,0.368326213860276
134,1,178191,-0.0642513034680755,0.0853926499993185,0.452298791048731
135,1,178224,-0.0768159665570219,0.0852783758437603,0.368326213860276
136,1,178960,-0.10581751479939,0.0858737198989764,0.218677471703637
137,1,179139,-0.16120626560452,0.1703489178175,0.344627696272856
138,1,179139,-0.300064232363321,0.343150828837418,0.382474128211598
139,1,180955,-0.0743491071935983,0.0987508790215168,0.452014422844689
140,1,183802,-0.106198830422168,0.0851997857810758,0.213419033215822
141,1,183954,-0.125921125811039,0.0857471967417729,0.142854648879405
142,1,184450,-0.0755035632624968,0.085160896275779,0.375898456250514
143,1,184641,-0.0737196684823168,0.0876488855634054,0.400872852593935
144,1,184718,-0.101519876827472,0.0855696311400931,0.236261941439621
145,1,185296,-0.0879914910440476,0.08524777882776,0.302692042127646
146,1,185438,-0.0735406954010628,0.0852905902055381,0.389142526302199
147,1,185469,-0.0739663094056489,0.0854128996427478,0.387086448866214
148,1,185503,-0.0518941313959932,0.085237692774214,0.54303751945661
149,1,185705,-0.0970142528388458,0.0860808528322573,0.260502433715332
150,1,185749,-0.113021745711732,0.0860255120344431,0.189761113003357
151,1,185806,-0.0945758844230899,0.0862038842093555,0.27333739030462
152,1,185879,-0.104272222378544,0.0865903149531925,0.229318360373637
153,1,185916,-0.0721441884677145,0.0866434784036138,0.405601896015766
154,1,185941,-0.0683860719744802,0.0870302453612507,0.432527225659274
155,1,185954,-0.0791981885212164,0.0872589571193243,0.364696905347921
156,1,186055,-0.0779544396471012,0.0855165772679818,0.362616626470749
157,1,186896,-0.0871753311765874,0.0868970511395044,0.316450382976194
