SNP,Chr,Pos,Effect,SE,ERG11_TPO4_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.103700607943734,0.0704562134453052,0.141953746151997
2,1,1035,0.0817048596906484,0.0713127499753992,0.252684729875496
3,1,1074,-0.0638672081845364,0.120689531468454,0.597009046988037
4,1,1470,-0.258706790734903,0.119511985744622,0.0310809427462641
5,1,1475,-0.0971005806354936,0.0886455118930102,0.274096681261518
6,1,1491,-0.0836262594445865,0.0775462002048335,0.281589116456728
7,1,21249,-0.408181326746978,0.445392732605025,0.36005521895567
8,1,27243,0.0329709367539355,0.0608076927741651,0.588011457939296
9,1,27272,-0.0481785672217336,0.0598645406108597,0.421480805570421
10,1,27498,0.0832553050720701,0.547153531098538,0.879147059951686
11,1,27561,-0.563924392889362,0.412280785272422,0.172239697565506
12,1,27816,-0.00462339500529285,0.0611415857504467,0.939765974231444
13,1,27822,-0.00686042737885029,0.0610632799284805,0.910610175292933
14,1,27823,-0.0138765711383754,0.0623177896131264,0.823917777941861
15,1,27825,-0.0150104795335737,0.0610591451042224,0.805952776407798
16,1,27843,-0.0262695470212959,0.0584850099135135,0.653586696405403
17,1,27848,-0.0262695470212959,0.0584850099135135,0.653586696405403
18,1,28495,0.00570282293839858,0.058501880423887,0.922399730849942
19,1,28975,-0.00187467852660289,0.0581115253236235,0.974282930377285
20,1,29283,-0.026304901957265,0.130223511728344,0.84003456902276
21,1,29752,-0.334437867130552,0.134603121822715,0.0134317486325703
22,1,29787,-0.187440184742973,0.367256711446447,0.610104821819576
23,1,30057,0.0773765024489652,0.119050511278757,0.516149296972561
24,1,30479,0.0548024374940361,0.349028502778113,0.875323408386042
25,1,30706,-0.0282326773550463,0.0599960098120416,0.638234236065484
26,1,31435,-0.000798334803911477,0.05795763015055,0.989017703628508
27,1,35128,-0.107241488571823,0.0796788240649286,0.17919139507458
28,1,35129,-0.0801326312832638,0.0799739276718733,0.317037448170281
29,1,36146,-0.0314479215821805,0.0576344917610551,0.585655216168592
30,1,37255,0.0353051157308268,0.116365269573041,0.761764481174409
31,1,37409,0.0281521360749605,0.0579511767275002,0.62741704541356
32,1,37478,0.0184253218683296,0.0580120899576884,0.75096724254501
33,1,39144,-0.0460257579043916,0.0577036412284573,0.425625440984813
34,1,41499,-0.030554343869352,0.0575724518518556,0.595952653849929
35,1,45359,-0.209256534106986,0.0963217320044701,0.0304847606225052
36,1,45634,0.0353917455388384,0.089043962920535,0.691265756212758
37,1,51248,0.0331296970821801,0.0578136839741491,0.566980769198287
38,1,51462,0.0301356021337148,0.0578967870312593,0.603037529189465
39,1,52124,0.0006865813137229,0.0578405567233781,0.990535846509615
40,1,52667,-0.0620877554351262,0.0576532413167365,0.282252765539253
41,1,55470,-0.0215898579355612,0.0593083007448757,0.716055345105025
42,1,59265,-0.0106047306726404,0.0577159786088143,0.854322968543865
43,1,60165,-0.0238826120097332,0.0576611127778727,0.678987084133504
44,1,62308,-0.0363267277453811,0.057579238882653,0.528514329289246
45,1,62869,-0.0311840494154122,0.0575805400823984,0.588454536579088
46,1,65431,0.0334167370447962,0.0601358184038436,0.578776346447108
47,1,65451,0.0322442501949866,0.059284230457621,0.586858771113304
48,1,65719,0.0343958952388485,0.061821263834407,0.578306050280447
49,1,66841,0.0218747050386196,0.0576198433244804,0.704442139259352
50,1,66948,0.0258426990400013,0.0579689808163514,0.656013431058841
51,1,68621,0.0306971472669764,0.0578051278797804,0.595721278539334
52,1,69417,0.0472344368278607,0.057620303347336,0.412909871457086
53,1,69820,-0.432001449381614,0.224510165147855,0.0551337325557869
54,1,69821,0.0463136250500362,0.140006795604651,0.740995182748453
55,1,70906,-0.0878118354390933,0.0925303863648143,0.343267110724832
56,1,74327,-0.0264357349537482,0.0579751442763632,0.64868191254721
57,1,74572,-0.0346354483096594,0.0578084363865692,0.549462669542921
58,1,75211,-0.0198485514552639,0.0577227223271291,0.731156092514144
59,1,76030,0.00803753965928355,0.0577308038431456,0.889352179946935
60,1,80108,-0.0730631752079175,0.0575875881898091,0.205372899690414
61,1,81262,-0.0745304555647106,0.0575603891870387,0.196227924048843
62,1,81999,-0.0506222879691917,0.0577750302709877,0.381518982410255
63,1,82431,-0.00670649689288699,0.058110514688979,0.90818628728945
64,1,83284,-0.0512822888016189,0.0576241343229303,0.37410171766745
65,1,83613,-0.0332524920025132,0.0576552264835541,0.564477816090099
66,1,84112,-0.0429642004723846,0.05764340100671,0.45655937663018
67,1,84701,-0.0285923077033094,0.0617558770274021,0.643657359667967
68,1,84858,-0.0140500152243451,0.0578467236936669,0.808236708020351
69,1,85751,-0.0533083402256049,0.0580200077432558,0.358831557956562
70,1,87445,-0.0560959086846166,0.0581355210481429,0.335247325598643
71,1,87467,-0.0651783025423512,0.0584139615173547,0.265266707317569
72,1,89070,-0.0511031934634616,0.0580869967476197,0.379582470358874
73,1,89616,-0.0558146863503507,0.0577614794208399,0.334557625085789
74,1,89679,-0.0533806762018541,0.05777532958074,0.356151041494324
75,1,89880,-0.0507038420918152,0.0577968324087885,0.380932757785797
76,1,91472,-0.0489921444781323,0.0582309286862998,0.40072576459864
77,1,93789,-0.0392224607403769,0.0576509570102483,0.49673287523965
78,1,94351,-0.0376052626334445,0.057805927295086,0.515764482416922
79,1,99148,-0.0431880101551859,0.0576429272124575,0.454215479296306
80,1,101281,0.405629423554166,0.630556674855365,0.520455025365006
81,1,106011,-0.0554941854932773,0.0600498950883972,0.356047514807584
82,1,106800,-0.0309221776108658,0.0577431069331267,0.592632468184963
83,1,107970,-0.00253990789316742,0.0575952567962617,0.964850221616494
84,1,109000,-0.0158974005894117,0.0576907133570276,0.783045305236442
85,1,112549,0.0420030503986462,0.0575882278227406,0.46625983070172
86,1,112742,0.0619750038655115,0.0577620283544775,0.284032414010304
87,1,113050,0.0889160594679493,0.0575645985177621,0.123331544646957
88,1,113135,0.042068749550277,0.0575681643095964,0.465407978776109
89,1,114076,0.0504295456028051,0.0575491331154522,0.381470052501926
90,1,114628,0.0427208535596684,0.0577126646794911,0.459650303889497
91,1,116283,0.0978110566992382,0.0578448887519066,0.091734824820267
92,1,126880,-2.17901881653906,1.08353296922073,0.0450820016314133
93,1,127853,0.0511692210781152,0.0579065350191734,0.377485554105727
94,1,128302,0.0302156090693348,0.0577254731186377,0.600999087154279
95,1,128704,0.0576104294320496,0.0577239713995513,0.318946983540057
96,1,128911,0.0380672574325975,0.0577762370585839,0.510406253782805
97,1,130267,-0.0503882867456736,0.0577220787603167,0.383285649188011
98,1,130271,-0.0455122992911329,0.0578021949251623,0.431587722608133
99,1,130613,-0.0656354223857001,0.0582889723016569,0.260915655763846
100,1,132012,-0.042858920016691,0.0582249490512404,0.462163551199374
101,1,133231,-0.0585999594096621,0.0577720065471016,0.311119377294767
102,1,137074,-0.0741806880800722,0.0576387858993838,0.198940159899774
103,1,137304,-0.0535313429392115,0.0577236617465048,0.354366734308327
104,1,139686,-0.074427879325925,0.0577341407787675,0.198190582370339
105,1,149562,-0.0636403570557535,0.0579029170442419,0.272479045371918
106,1,150447,-0.0754197489102255,0.0585077345294077,0.198222674610541
107,1,151446,-0.299830930511288,0.116730225100876,0.0106221034503871
108,1,154084,-0.0727405914852979,0.058698921768984,0.216089124335592
109,1,156633,-0.0615194309928391,0.0595430018867118,0.302220760920039
110,1,157269,-0.0531836736646403,0.0576894013855219,0.357212056011617
111,1,160054,-0.0691800349925461,0.0581911859926676,0.235301584769832
112,1,166222,-0.0694937945453911,0.0577579923329799,0.229709413006089
113,1,166416,-0.0654803093057588,0.0576535637437488,0.25682972754121
114,1,167326,-0.0801663725990218,0.0579301005002064,0.167279790824969
115,1,168836,-0.0781654629382884,0.0576618624908156,0.176098405387553
116,1,171200,-0.0521405052781378,0.0578317824013995,0.367889905225889
117,1,171431,-0.0455505491405283,0.0582093257975431,0.434427722524509
118,1,173339,-0.0579734919271812,0.0577243143846129,0.315913927880425
119,1,173845,-0.0521754928242976,0.0576920093412432,0.366410787578641
120,1,175121,-0.0370491918305635,0.0576105489234446,0.520578445552205
121,1,175281,-0.0422141635105895,0.0576495162387966,0.46449865179833
122,1,175315,-0.0384070493031224,0.0576388842209008,0.505629541664707
123,1,175523,-0.0386788918526608,0.0579653606749092,0.505031834647587
124,1,175541,-0.0404232767690939,0.0577251078683218,0.484218719542449
125,1,175653,-0.0366814276132109,0.0579150789325669,0.52690495052422
126,1,175805,-0.0815219039757215,0.0610715736659387,0.182782959299747
127,1,175818,-0.0540898916741944,0.0597496124484226,0.365936622583039
128,1,175856,-0.042844598455163,0.0588604706473069,0.467156695824859
129,1,175876,-0.0354277150374618,0.0579712477891516,0.541509735481114
130,1,175989,-0.0439226397175318,0.0581203986975046,0.450322179630404
131,1,176001,-0.0544622710968824,0.0583985890431311,0.351666191074745
132,1,176451,-0.0342821187490315,0.0591451899570712,0.562536260135718
133,1,177692,-0.0308006655947883,0.0576518191408582,0.593502702864417
134,1,178191,-0.0271810956967419,0.0577142596700459,0.63796034655937
135,1,178224,-0.0308006655947883,0.0576518191408582,0.593502702864417
136,1,178960,-0.0602349452371708,0.0580472979125361,0.300125924657812
137,1,179139,-0.0781542021178332,0.115148273929663,0.497755801768391
138,1,179139,-0.137985790843233,0.231946792262974,0.552289598063327
139,1,180955,-0.0318998790757474,0.0667421148426792,0.632976457322693
140,1,183802,-0.0175590308480549,0.0576748132964081,0.760965352878481
141,1,183954,-0.0184334611452598,0.0580940450429685,0.751200686946943
142,1,184450,-0.0179362400409514,0.0575856952687154,0.755626901369561
143,1,184641,0.00423108881597511,0.0592691978248702,0.943129664805039
144,1,184718,-0.0125296416620627,0.0579169997389943,0.828849336976991
145,1,185296,0.00309642524335254,0.0576748868287756,0.957214446553208
146,1,185438,-0.0158674872048805,0.057671662030495,0.783373564766203
147,1,185469,-0.0155764477652483,0.057755136123634,0.78755014494341
148,1,185503,-0.0177632410610924,0.0576039340821265,0.757983808484621
149,1,185705,-0.0216241795698341,0.0582442122295814,0.710661071981287
150,1,185749,-0.0236749099561063,0.0582419530591996,0.684627185130678
151,1,185806,5.8799843260903e-05,0.0583333698753207,0.999196304537254
152,1,185879,-0.0159758581125823,0.0586090759812153,0.78533289410467
153,1,185916,-0.011024028473419,0.0585856468390317,0.850851949544187
154,1,185941,-0.0264314849213949,0.0588269863125186,0.653484616772981
155,1,185954,-0.0264387640449833,0.0589988755613014,0.654339205638261
156,1,186055,-0.0247792906614063,0.057822783089078,0.668520457535278
157,1,186896,-0.00563141701316869,0.0587852898236218,0.923736664577502
158,1,187697,0.0533955286286698,0.119855084752249,0.656231014571282
159,1,189392,0.0606892213619172,0.120474043140937,0.614748832466646
160,1,189416,0.20922054893404,0.116045503104786,0.072253766856901
161,1,190132,0.0387612371422215,0.057874429707665,0.503456806218568
162,1,190148,0.0346571812734108,0.0578992781977456,0.549838829406297
163,1,190165,0.0512092421252148,0.0583101255951947,0.380420549939496
164,1,190169,0.0395161809248149,0.0582630489888801,0.498065509577078
165,1,190933,-0.0193665175090855,0.0578190259163975,0.737861296074495
166,1,192149,-0.107374630744902,0.0580202165866268,0.0650564054871253
