SNP,Chr,Pos,Effect,SE,ADE17_HYR1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0318248191859007,0.131585269690056,0.809031406079912
2,1,1035,-0.138187827128584,0.132832353735509,0.298904400562038
3,1,1074,0.0172626147142516,0.224819298068757,0.938838562476637
4,1,1470,-0.151169078977737,0.22386702126885,0.499950863209161
5,1,1475,-0.0884861545921378,0.165277128273304,0.592723878196013
6,1,1491,-0.0517184652839506,0.144607721918173,0.720821514236278
7,1,21249,1.61765748239526,0.825861410422875,0.0509288529102406
8,1,27243,0.156290958030408,0.112969314560474,0.167391540262799
9,1,27272,0.0193145148794831,0.111569297155073,0.8626588747605
10,1,27498,1.049756085656,1.01733707718051,0.30284108375912
11,1,27561,0.33985748295197,0.769513795403928,0.659011301997516
12,1,27816,0.140047015156892,0.113606408982906,0.218493622781384
13,1,27822,0.115644950694832,0.113539262422706,0.309116158177146
14,1,27823,0.152178460323252,0.115765074542918,0.189516128090018
15,1,27825,0.127966463827028,0.113501809773461,0.260322313885672
16,1,27843,0.141689675372974,0.108672797830214,0.193144853968703
17,1,27848,0.141689675372974,0.108672797830214,0.193144853968703
18,1,28495,0.16990676176878,0.108559908752799,0.118456209100175
19,1,28975,0.168631720235598,0.107834865313215,0.118761512399138
20,1,29283,-0.0100480568872925,0.242498391227451,0.966972089432091
21,1,29752,-0.282314668737206,0.252375302406738,0.264058521092939
22,1,29787,0.145000897223066,0.684065517717202,0.832253310466645
23,1,30057,0.283668723870306,0.221298246205583,0.200740389558536
24,1,30479,-0.266874512995795,0.649782085796865,0.681531550651183
25,1,30706,0.154572549410643,0.11144840782945,0.166334388627491
26,1,31435,0.151303343312803,0.107620168512743,0.160632993323066
27,1,35128,0.0609314531350842,0.148712194731989,0.682254489171174
28,1,35129,0.0161382797541831,0.149125994636374,0.913883385277816
29,1,36146,0.162715122987977,0.107014697957909,0.129282246072615
30,1,37255,0.327213146043025,0.216007288983786,0.130711711593031
31,1,37409,0.222881206817215,0.107291248620905,0.0384921008547673
32,1,37478,0.217715849336272,0.107414622244134,0.043426581710852
