SNP,Chr,Pos,Effect,SE,PMC1_GTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0715081456856321,0.0614619903877765,0.245431524267767
2,1,1035,0.0860398122317715,0.0620847335671273,0.166669126699586
3,1,1074,0.113304593721891,0.105030869924081,0.281424967925097
4,1,1470,-0.228130320303197,0.104119400450895,0.0291017043867822
5,1,1475,-0.0456540944612005,0.0773337690818211,0.55533285660724
6,1,1491,-0.0286916320490582,0.067663432825589,0.671798911507721
7,1,21249,-0.207752989225358,0.388394525567154,0.593054429904197
8,1,27243,-0.00923139498135228,0.0530042278950554,0.861836909523112
9,1,27272,-0.0625148433340772,0.0521043358753915,0.231021205014096
10,1,27498,0.145992047998096,0.476711502087458,0.759596205130571
11,1,27561,0.000161775221048099,0.3601893081733,0.999641892301008
12,1,27816,-0.000128169043082549,0.0532758123240248,0.998081838679278
13,1,27822,-0.00233412724931104,0.0532079561669801,0.96503441728796
14,1,27823,0.0014722971804727,0.0543040169231239,0.978385626180231
15,1,27825,-0.0025360116742833,0.053207929993405,0.962012343541254
16,1,27843,0.0144341518869695,0.0509693598761608,0.777195106744286
17,1,27848,0.0144341518869695,0.0509693598761608,0.777195106744286
18,1,28495,0.0381032968496842,0.0509356170601879,0.454917320585393
19,1,28975,0.0222034982433412,0.0506214370367863,0.661206316933965
20,1,29283,0.0618268141532425,0.113428367783582,0.586047074410303
21,1,29752,-0.242921961399515,0.117598163819573,0.0395866228453266
22,1,29787,-0.468468942714598,0.319152627783204,0.143034762604821
23,1,30057,0.235670660460956,0.103035340754006,0.0227706341680713
24,1,30479,-0.575759590242927,0.302586855656295,0.0578812191914661
25,1,30706,0.0198514932703916,0.0522829093258815,0.704401092004902
26,1,31435,0.0225351063972873,0.0504868273942372,0.655613676851404
27,1,35128,-0.178496132803108,0.0689542189356308,0.0100345417984439
28,1,35129,-0.163161338611306,0.0692414054131268,0.0189982743294259
29,1,36146,-0.011844270437852,0.0502367127659119,0.813748483324298
30,1,37255,0.0789607592442163,0.101320327496351,0.436314534872441
31,1,37409,0.0505911738570119,0.0504404903981291,0.316553990250073
32,1,37478,0.0419705781205339,0.050506357374885,0.406537633319101
33,1,39144,-0.0414477164727456,0.0502766609126016,0.410273096019087
34,1,41499,-0.00780195449434148,0.0501837274335009,0.876541385935252
35,1,45359,-0.0868182462105587,0.084362158458902,0.30413090249678
36,1,45634,0.0346185773194647,0.0775834453713046,0.655718506194049
37,1,51248,-0.018430358134766,0.0503895106936406,0.714764870304127
38,1,51462,-0.0323194995218527,0.0504380744249375,0.52208408422254
39,1,52124,-0.0407861432231264,0.0503522845302161,0.418476827637587
40,1,52667,-0.0567693407118471,0.0502274860386343,0.259140574665991
41,1,55470,-0.0249210231624716,0.0516706355533793,0.629887978918665
42,1,59265,-0.033241048116645,0.0502617727816767,0.508813900433761
43,1,60165,0.00465385299060223,0.0502542871435856,0.926269039633165
44,1,62308,0.0195423944092772,0.0501888511794601,0.69723192805109
45,1,62869,0.00306154013282248,0.0501930587518054,0.951397479261546
46,1,65431,0.0344161727889113,0.0523899106313947,0.5116580415413
47,1,65451,0.0390724019754812,0.0516367650430196,0.44974753766716
48,1,65719,0.0132613294990139,0.0538866063431044,0.805750216400865
49,1,66841,0.0186843962036858,0.0502071309552396,0.710007260054976
50,1,66948,0.00757628199140886,0.0505235572643355,0.880885417316345
51,1,68621,0.0285185046841724,0.050365425157968,0.571596016818237
52,1,69417,-0.0107733951276289,0.0502516261678644,0.830367520191062
53,1,69820,-0.255229312021356,0.196179175614621,0.194106668225371
54,1,69821,0.0167209156605574,0.122009805138711,0.891072824965463
55,1,70906,-0.0974975604779127,0.0805616665327354,0.227003185193806
56,1,74327,-0.0872848599046449,0.0503171851830561,0.0836681043553251
57,1,74572,-0.0837124746075906,0.0501993206157207,0.096281638124337
58,1,75211,-0.0783833217985593,0.0501315031121297,0.118818307899865
59,1,76030,-0.0566048978293661,0.050214497274324,0.260397351406188
60,1,80108,-0.0682558090346806,0.0501615204239174,0.17447016659712
61,1,81262,-0.0720446525186657,0.0501274391837286,0.151538468318171
62,1,81999,-0.0497548645991923,0.0503270401871689,0.323520942066971
63,1,82431,-0.0350603651424315,0.0506008323974333,0.48883969819157
64,1,83284,-0.0566396861831205,0.0501762859537208,0.25974291917201
65,1,83613,-0.0350380392217343,0.0502266165395392,0.485887195901968
66,1,84112,-0.0364610336294811,0.0502292904428641,0.468386048116349
67,1,84701,-0.0477423162847372,0.0537669634492307,0.375172851385609
68,1,84858,-0.0130951747628067,0.0504038143197155,0.795165474703491
69,1,85751,-0.0146809590505579,0.0506097939489497,0.771924301835086
70,1,87445,-0.0350886623333675,0.0506884308158831,0.489240441476712
71,1,87467,-0.0362774783448087,0.0509517878698137,0.476937426919251
72,1,89070,-0.0342647749125751,0.0506364088878126,0.499050540420901
73,1,89616,-0.0274241387507654,0.0503755228859497,0.586513997242039
74,1,89679,-0.0145277478089759,0.0503971155077992,0.773312725463079
75,1,89880,-0.0264457278114819,0.0503961651427873,0.600081689837482
76,1,91472,-0.0165568422616623,0.0507823980971361,0.744591021612342
77,1,93789,-0.00410480524326494,0.0502662900135725,0.934962419412348
78,1,94351,-6.843892991127e-05,0.0503990578839031,0.998917287511182
79,1,99148,-0.00908809191009724,0.0502644374108527,0.856623925336826
80,1,101281,-0.0415042344147265,0.54974957256414,0.93986235392442
81,1,106011,-0.0724886259744274,0.0522451341443723,0.166173352874392
82,1,106800,-0.0223732239611348,0.0503204809312444,0.656870717470384
83,1,107970,-0.0383853349152736,0.0501438421240847,0.444482724248436
84,1,109000,-0.0295171074298278,0.0502493360641005,0.55730198026365
85,1,112549,-0.00214059381728388,0.0502168496512578,0.966022970195444
86,1,112742,-0.00263605577901194,0.0504124290381894,0.958327358843811
87,1,113050,-0.0085609728970264,0.0503257530817746,0.865020157616566
88,1,113135,-0.0186466224352836,0.0501898166072927,0.710471646286446
89,1,114076,3.53573774458382e-05,0.0501996281225668,0.999438419529093
90,1,114628,0.0164094552202732,0.0503190452657131,0.74453570429862
91,1,116283,0.00441464391644708,0.0506059904308658,0.93053370624917
92,1,126880,-2.37510699793573,0.941070727774061,0.012046367041113
93,1,127853,0.0237705122377465,0.0504964653592292,0.638119898268222
94,1,128302,0.0164149889493234,0.0503107012507203,0.744411678729397
95,1,128704,0.0283969261404397,0.0503456930512667,0.573085872297445
96,1,128911,0.0229998507949022,0.0503590728613599,0.64815528384482
97,1,130267,-0.0279246253984206,0.050328129982491,0.579347806374026
98,1,130271,-0.0226670641777924,0.0503953914706472,0.65314192604555
99,1,130613,-0.029201073225133,0.0508571643132626,0.566212927632174
100,1,132012,0.02546698842476,0.0507548112385537,0.616145628641903
101,1,133231,-0.0183852785870807,0.0504031261627124,0.715505522240927
102,1,137074,-0.0298251487317264,0.0503158921518803,0.553722636443167
103,1,137304,-0.000839934638495798,0.0503584050092689,0.986702015564491
104,1,139686,-0.00867832162095405,0.0504224880090569,0.863448008717386
105,1,149562,-0.0117898691486756,0.0505357433901364,0.815665522828651
106,1,150447,-0.0278343142014253,0.0510787584021087,0.586146217284231
107,1,151446,-0.112491284261722,0.10248359241123,0.27310479106742
108,1,154084,-0.0249608069862828,0.0512408914702621,0.62647088321858
