SNP,Chr,Pos,Effect,SE,HNM1_ERG11_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0213621988204336,0.0648959205060211,0.742217653896737
2,1,1035,0.0592775753819804,0.0655400491144383,0.366374660541921
3,1,1074,0.149891508072356,0.11059896253966,0.176197952874589
4,1,1470,0.0695294686634593,0.110425017198555,0.529328802600029
5,1,1475,-0.067780765084096,0.081471260178518,0.405994415597243
6,1,1491,-0.0293713203932304,0.0713192284258295,0.680714777697353
7,1,21249,0.122678114522998,0.409487044236934,0.764666437671672
8,1,27243,-0.0676285820703555,0.0557535197626456,0.225943905895672
9,1,27272,-0.119450233332729,0.0546620716538967,0.0295274531387304
10,1,27498,-0.549797239618378,0.501674565471726,0.273859111709197
11,1,27561,0.0895395928843352,0.37961462207747,0.813670557318226
12,1,27816,0.0484115505498466,0.056094298113767,0.38870215563242
13,1,27822,0.0412138316852049,0.0560391615366329,0.462555675229988
14,1,27823,0.046654321031921,0.057183358361465,0.415123325926293
15,1,27825,0.0435966357536977,0.0560340534147153,0.437067637009562
16,1,27843,0.0397325308108195,0.053686881447258,0.459744012778489
17,1,27848,0.0397325308108195,0.053686881447258,0.459744012778489
18,1,28495,0.0689959787590636,0.0536037424837361,0.198885856032977
19,1,28975,0.0636248280750152,0.0532626912629914,0.233065784671133
20,1,29283,0.0134596625666337,0.119603231857318,0.910462438852945
21,1,29752,-0.2492990186705,0.123989038061204,0.0451221115571215
22,1,29787,-0.648784388039308,0.33564472652516,0.0540419193166947
23,1,30057,0.24262188337518,0.108637679525575,0.0261545202693691
24,1,30479,-0.419088726634095,0.319785164455787,0.190867910702264
25,1,30706,0.0538683301283137,0.055043543605884,0.328423463032402
26,1,31435,0.050998498705298,0.053159578271244,0.338040422023164
27,1,35128,-0.0450250681517623,0.0733261362243037,0.53958542273177
28,1,35129,-0.0706542496859845,0.0734569660956759,0.336785624146961
29,1,36146,0.013102434081306,0.0529497699860879,0.80470364720101
30,1,37255,0.0497358550537657,0.106852076455406,0.641885839462845
31,1,37409,0.0643420375267457,0.0531304256970139,0.226697662729482
32,1,37478,0.0541151016365547,0.0532085475172335,0.309832017071294
33,1,39144,0.0155502994428364,0.0530368295390546,0.76954299669405
34,1,41499,0.0466923892001607,0.0528377446535801,0.377462954435651
35,1,45359,0.00311709472004829,0.0890520204737538,0.972097071770568
36,1,45634,-0.0530975294746838,0.0817482523001867,0.516421533845482
37,1,51248,0.0590613606799927,0.0530282150196144,0.26613464487888
38,1,51462,0.0587253454840905,0.0531014299459361,0.269519064938897
