SNP,Chr,Pos,Effect,SE,RET2_EMP70_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.13934222172599,0.107212216442538,0.194556679186467
2,1,1035,0.13566614924537,0.10840390142252,0.211585296035041
3,1,1074,0.158922949259662,0.18340596976563,0.386799596092545
4,1,1470,-0.260687425070273,0.182412816533886,0.153857804101526
5,1,1475,0.0193415416691991,0.135024950130549,0.886179050884069
6,1,1491,-0.0533845746157291,0.11808156430381,0.651475235112141
7,1,21249,-0.298203853057586,0.67791184800208,0.660288955557791
8,1,27243,0.0728358336808972,0.0924252581540307,0.431195628779956
9,1,27272,-0.0251739386812611,0.0911074332335851,0.782471307791189
10,1,27498,-0.381567504223485,0.83181568038206,0.646720126167534
11,1,27561,-0.248287508544129,0.62846053738884,0.693027962569683
12,1,27816,0.0337894373056543,0.0929591216978299,0.716458665496861
13,1,27822,0.0411590831483825,0.0928325026488817,0.657770235305189
14,1,27823,0.0438799501174063,0.0947422471498913,0.643541666399114
15,1,27825,0.0430836945797399,0.0928300287794925,0.642852319238549
16,1,27843,0.0759344691484954,0.0888695641586135,0.393436006487532
17,1,27848,0.0759344691484954,0.0888695641586135,0.393436006487532
18,1,28495,0.0815910457069144,0.0888568032804494,0.359125054609538
19,1,28975,0.0701899033579382,0.0882891894836481,0.427147711068947
20,1,29283,0.185285919700391,0.197791857396541,0.349516173194699
21,1,29752,-0.331502309334414,0.205712779685086,0.107968562291367
22,1,29787,-0.246838128195988,0.558525313004308,0.658798774998623
23,1,30057,0.378357842404286,0.180021170840299,0.0362842072642339
24,1,30479,-1.0730279350981,0.527691796550766,0.0427560096944397
25,1,30706,0.094132600725558,0.0911247105529464,0.302307114168643
26,1,31435,0.0656673923527957,0.0880647329156665,0.456361900427223
27,1,35128,-0.0799184439857532,0.121400660007024,0.51077241869069
28,1,35129,-0.0335117038408921,0.121773170709115,0.783325315171835
29,1,36146,0.0624167391448485,0.0876166481207317,0.476697316212136
30,1,37255,0.41244091554052,0.17560872132972,0.0193933040433689
31,1,37409,0.196857915660465,0.0875287893021437,0.0251243743508322
32,1,37478,0.194118234735774,0.0876224273000368,0.0273706881829379
33,1,39144,0.0693842332576886,0.0877491698267881,0.429643560809118
34,1,41499,0.176464927680973,0.0870781702086479,0.0434638062648032
35,1,45359,-0.247273384732545,0.146860307348705,0.0931175217987843
36,1,45634,-0.31731468782738,0.134379022970495,0.0187516325456458
37,1,51248,0.127168278007046,0.0876952131801534,0.147913934206586
38,1,51462,0.121311860490365,0.0878383054199962,0.168127552309455
39,1,52124,0.137245986557822,0.0876521632255947,0.11829080905088
40,1,52667,0.123034218984277,0.0875705638518997,0.160908882778388
41,1,55470,0.0551526472783099,0.0901571048253387,0.541104014201335
42,1,59265,0.121003749874486,0.0875341578627857,0.167735064308583
43,1,60165,0.16453718480941,0.0872661229035823,0.0601881342845025
44,1,62308,0.151488548669559,0.0872361633534194,0.0833418969606173
45,1,62869,0.137718149824612,0.0872897600880022,0.115527342329767
46,1,65431,0.120235400084782,0.0912622210578634,0.18853499454928
47,1,65451,0.139570577200089,0.0898826623787698,0.121364911176141
48,1,65719,0.158261699821062,0.0936725640786925,0.0920027003178988
49,1,66841,0.118036344588583,0.0874127929178544,0.177774404243682
