SNP,Chr,Pos,Effect,SE,MID2_WSC2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.138064106980467,0.170549579043659,0.418758691809774
2,1,1035,0.107594581967153,0.172480301989011,0.533156613494199
3,1,1074,-0.00213190712505718,0.291640161294576,0.994171597170492
4,1,1470,-0.27735622127693,0.290214738158754,0.339881328479259
5,1,1475,0.0212574495757796,0.214483117728073,0.921107086973698
6,1,1491,0.039059148747733,0.187608988058902,0.835197216481459
7,1,21249,-0.19722207539961,1.07707044034409,0.854817046676826
8,1,27243,-0.122116312432078,0.146797817887857,0.40604619603036
9,1,27272,-0.0992924010056684,0.144638389083201,0.492856616846019
10,1,27498,-0.328677486828307,1.32157242396547,0.803736058537701
11,1,27561,0.608570896246736,0.997970908826873,0.542381161035175
12,1,27816,0.164260431140935,0.147429196287467,0.265966486507759
13,1,27822,0.159434695079455,0.147256185955067,0.279679341795066
14,1,27823,0.142605182263362,0.150347213367018,0.343520977076254
15,1,27825,0.162258935495586,0.147247446612476,0.271235307514953
16,1,27843,0.135297036329898,0.14112682245834,0.338370505262752
17,1,27848,0.135297036329898,0.14112682245834,0.338370505262752
18,1,28495,0.170446640403255,0.141021213210098,0.227602646716024
19,1,28975,0.160486526714001,0.140107979305863,0.252799226786448
20,1,29283,-0.324257405604675,0.314098215968381,0.30261775524329
21,1,29752,-0.0448789515180819,0.327954712437484,0.891231353483261
22,1,29787,1.94898901187177,0.881349089256355,0.0276504763254902
23,1,30057,0.211692303782997,0.287516857370591,0.462050593653254
24,1,30479,0.9828907028254,0.841480334824681,0.243575075111964
25,1,30706,0.117328114266169,0.144830750335246,0.418425602635099
26,1,31435,0.168857967820048,0.139707435062029,0.227604740478773
27,1,35128,0.260909252977045,0.192456395644217,0.176067734434983
28,1,35129,0.152222740283342,0.193281142160499,0.431475816505549
29,1,36146,0.0789510738101061,0.139210930431025,0.570984472864764
30,1,37255,0.460480923886068,0.280045562697457,0.101002998346447
31,1,37409,0.162291866646103,0.139760694929794,0.246340106680424
32,1,37478,0.169836345683551,0.139855922323973,0.225419551141682
33,1,39144,0.0626245279995455,0.139468393562341,0.653690541001133
34,1,41499,0.117814993910586,0.138979861269459,0.397172391792744
35,1,45359,-0.068625477897756,0.234186078774427,0.769665103173251
36,1,45634,-0.222241395629787,0.21480764711967,0.301560949298683
37,1,51248,0.0140301942672695,0.139711421853994,0.920065781048667
38,1,51462,0.00801983371546988,0.139902218864956,0.954319087347577
39,1,52124,0.0151091094360882,0.139711103118557,0.913941818654891
40,1,52667,-0.0195845175939321,0.139485613141856,0.888419861599992
41,1,55470,-0.0581344798676285,0.14325218772925,0.685121365300968
42,1,59265,0.0165430204179025,0.139416358262663,0.905612930380941
43,1,60165,-0.00940686875206126,0.139312884442046,0.946203324870302
44,1,62308,-0.0272090279765519,0.139153033762869,0.845088107572136
45,1,62869,-0.0640085312594989,0.139101377961867,0.645686539311178
46,1,65431,-0.0991303810666521,0.145225281184032,0.495309048837212
47,1,65451,-0.0483751219195812,0.143237422013196,0.735769790617645
48,1,65719,-0.0431438262426252,0.149376566547939,0.772884120673259
49,1,66841,-0.0397346458762763,0.139192602636979,0.775455178054752
50,1,66948,-0.0346785618747801,0.140050845973917,0.804576975201045
51,1,68621,-0.126207847945285,0.139521962118126,0.366308392112101
52,1,69417,-0.117614754535917,0.139173067895721,0.398629054568627
53,1,69820,-0.590974211115423,0.544230866667737,0.278269164743627
54,1,69821,-0.475055848492046,0.337291286183495,0.159879811033811
55,1,70906,8.45401745657171e-05,0.22379132317281,0.999698801798893
56,1,74327,-0.202871923978375,0.139662937417337,0.147228023937556
57,1,74572,-0.218874103657153,0.139220238525733,0.11681326830678
58,1,75211,-0.197358502629405,0.139055924887731,0.156701459813202
59,1,76030,-0.201718437012353,0.139038200547983,0.147719937673816
60,1,80108,-0.310868692295472,0.138433848382774,0.0253471128235094
61,1,81262,-0.201695460725604,0.138952360341634,0.147516575806973
62,1,81999,-0.346489473302963,0.138484246329246,0.012800738864922
63,1,82431,-0.420814340325965,0.138569666329748,0.0025685011741515
64,1,83284,-0.317983719338505,0.138315063514902,0.0220895070130353
65,1,83613,-0.306836974016625,0.138370906392251,0.0272255318191106
66,1,84112,-0.320961062907876,0.138295580835366,0.0208650048484929
67,1,84701,-0.309250720788839,0.148305497498429,0.0377666358990629
68,1,84858,-0.212250494687518,0.139282574323514,0.128433026165357
69,1,85751,-0.238842334902051,0.139737283443002,0.0882883266526802
70,1,87445,-0.18684539711512,0.140258827883783,0.183671230897904
71,1,87467,-0.249154308199027,0.140723594362329,0.0775031217095646
72,1,89070,-0.223345487817631,0.139958472145076,0.111428673508094
73,1,89616,-0.156412522953484,0.139458523951679,0.262807591999374
74,1,89679,-0.210481813704112,0.139274642113988,0.131613913350963
75,1,89880,-0.200437572164905,0.13935211799587,0.151219822642337
76,1,91472,-0.234445546453967,0.140243246589971,0.0954683609340642
77,1,93789,-0.165498376798128,0.139067992233311,0.234825031536278
78,1,94351,-0.235137387363312,0.139151756361501,0.0919508294961383
79,1,99148,-0.2763784751356,0.138568067900939,0.0468625777077811
80,1,101281,1.29725069849108,1.52243208516461,0.394741292829284
81,1,106011,-0.298177222828821,0.144355615036323,0.0395981328135093
82,1,106800,-0.324842700538489,0.138459328225423,0.0195224336718603
83,1,107970,-0.229660571182759,0.138583211969228,0.0983667961391375
84,1,109000,-0.190656677753025,0.138996502911335,0.171038835153729
85,1,112549,-0.231065717363116,0.138664353535915,0.096527344100124
86,1,112742,-0.178766763595858,0.139426746746927,0.200629505793999
87,1,113050,-0.221754848759832,0.139015777783426,0.111567406957856
88,1,113135,-0.217995403327582,0.13867602836531,0.116851940742789
89,1,114076,-0.11992557037268,0.139014105212106,0.388895647037559
90,1,114628,-0.135702290113581,0.139325532441207,0.330726268837662
91,1,116283,-0.0751026615931444,0.140231615772181,0.592598859413108
92,1,126880,-6.15929675142216,2.61172085496898,0.018902043922728
93,1,127853,-0.0102990673658266,0.140026301467822,0.941409361176873
94,1,128302,0.0511259349850669,0.139462963258941,0.714143391776026
95,1,128704,-0.00898613147665106,0.139627540273174,0.948721702143841
96,1,128911,-0.00126974646018724,0.139643796630789,0.992750269718247
97,1,130267,-0.125377589918607,0.139418006769294,0.369109827134311
98,1,130271,-0.128459436737636,0.139575918036041,0.358015630738321
99,1,130613,-0.0826506271166976,0.140980557888696,0.558078505756694
100,1,132012,-0.255500522662833,0.140091294129822,0.0690255295386097
101,1,133231,-0.196427830395319,0.13935941380482,0.15956617909215
102,1,137074,-0.196227990859823,0.139160898410833,0.159396571792778
103,1,137304,-0.206964594244392,0.139165488062257,0.137859056072923
104,1,139686,-0.153126394255224,0.139546436342499,0.273251684211385
105,1,149562,-0.189479084604642,0.139739687921768,0.175983980232502
106,1,150447,-0.13968221828964,0.141461962522566,0.324113629539536
107,1,151446,-0.0696784157639581,0.284559474054561,0.806703893592478
108,1,154084,-0.169356455247936,0.141808643387597,0.233177967284842
109,1,156633,-0.153627542759351,0.143810666189907,0.286132098092614
110,1,157269,-0.155583117759018,0.139269955429455,0.264697062269431
111,1,160054,-0.118376817886299,0.140700439565414,0.400727418156219
112,1,166222,-0.131365999880328,0.139624783789726,0.3474250359402
113,1,166416,-0.118982175221144,0.139372123807203,0.393849396440293
114,1,167326,-0.1482616667942,0.140086647631753,0.290616454879903
115,1,168836,-0.0740221199014789,0.139588224723406,0.596244883215332
116,1,171200,-0.225797983473554,0.139335609229668,0.106010691427538
117,1,171431,-0.25286587163927,0.140080992846638,0.0719046518387239
118,1,173339,-0.259440043638796,0.138947205657749,0.0627045085275005
119,1,173845,-0.219102917704417,0.139027689471827,0.11592936553333
120,1,175121,-0.205513354026135,0.138808988663275,0.139619051076251
121,1,175281,-0.184474588997548,0.139011332835952,0.185350805385856
122,1,175315,-0.1887903542559,0.138950934445881,0.175114421812639
123,1,175523,-0.17539989429648,0.139791749958826,0.210409503440533
124,1,175541,-0.187157583513519,0.139175305046209,0.179565677382508
125,1,175653,-0.204677582495713,0.139548291042098,0.143343867032734
126,1,175805,-0.1538272333617,0.147662923505943,0.298242475390297
127,1,175818,-0.210170298489113,0.144058476397009,0.145475381700107
128,1,175856,-0.203964170416249,0.141868899191593,0.15140654461309
129,1,175876,-0.185658045778831,0.13975421654517,0.184883992235914
130,1,175989,-0.184190739056965,0.140160433223257,0.189651654829396
131,1,176001,-0.195937794295058,0.140849429583533,0.165066629541132
132,1,176451,-0.180204509748303,0.142610520137801,0.207202818605655
133,1,177692,-0.178324664765098,0.138990094441218,0.200332853657249
134,1,178191,-0.198014187704387,0.139053284231356,0.155325001417134
135,1,178224,-0.178324664765098,0.138990094441218,0.200332853657249
136,1,178960,-0.202028347778256,0.14001416583933,0.149931551408738
137,1,179139,-0.0673000965612118,0.278298087233035,0.809054345861631
138,1,179139,-0.882452754024678,0.558575154119668,0.115041832283964
139,1,180955,-0.0871185015020932,0.161200512175117,0.589237448917212
140,1,183802,-0.272361986420264,0.138575156357637,0.0501462768946955
141,1,183954,-0.269607491833678,0.139610170111622,0.0542654997905172
142,1,184450,-0.228653177757501,0.138583547611515,0.0998466930684681
143,1,184641,-0.215943685454141,0.142703189566196,0.131114353167896
144,1,184718,-0.237362717183753,0.139335742886088,0.0893489044667636
145,1,185296,-0.216398920616768,0.138836853281723,0.119973829103332
146,1,185438,-0.21423018039327,0.138852980751587,0.123761628765264
147,1,185469,-0.213795776337825,0.139056617859389,0.125073393469955
148,1,185503,-0.206737220857471,0.138724860009929,0.137046743065976
149,1,185705,-0.231746357178071,0.140174236625745,0.0991642127236819
150,1,185749,-0.217564033718145,0.140238612217403,0.121705579628871
151,1,185806,-0.26140911044874,0.140215160715784,0.0631034104609693
152,1,185879,-0.217764795286663,0.141109431845162,0.123670106244546
153,1,185916,-0.173496657724217,0.141218652277326,0.220052409210502
154,1,185941,-0.174495289050207,0.141832975235848,0.219408813479734
155,1,185954,-0.183419007775344,0.142217155903446,0.197995397328487
156,1,186055,-0.226380507393672,0.139186230116635,0.104744652349656
157,1,186896,-0.253252967795156,0.141356011671934,0.0740540355584519
158,1,187697,-0.484895519684807,0.288438029736251,0.0936264199350386
159,1,189392,-0.294108359954198,0.290687461065125,0.312341840395662
160,1,189416,-0.157055359643555,0.281470470976349,0.577210608354375
161,1,190132,-0.0370696969493424,0.139870085954387,0.791141438682469
162,1,190148,-0.0151420007355815,0.139923868363777,0.913885839685663
163,1,190165,-0.0163904655488256,0.140998716578859,0.907524084570419
164,1,190169,0.00348970681146976,0.140825461413609,0.980244152072469
165,1,190933,0.0134871837547293,0.139681729690783,0.923133370129304
166,1,192149,0.181794300800351,0.140492780513207,0.196519622723542
167,1,192302,0.159181270944674,0.185749870506586,0.392045226107987
168,1,192303,0.0587056393852583,0.167856176834159,0.726744090896241
169,1,192305,0.0949829222789504,0.174389203585244,0.586330896587916
170,1,192315,-0.104985204780066,0.197833325670185,0.595977686931183
171,1,192795,0.166463286989043,0.139137333479122,0.23234517439041
172,1,194020,0.010061002464915,0.146849416427438,0.945416559708358
173,1,194187,0.0249839306532515,0.139528307873842,0.857993363790625
174,1,194867,-0.0977372266036247,0.139361652622736,0.483564903740451
175,1,197325,-0.1477521966048,0.142645101825974,0.301003185645115
176,1,197392,-0.160557199809542,0.144445478712815,0.267091645080449
177,1,198857,-1.06149541288026,0.666313508461857,0.112035658228802
178,1,206666,-0.0516125420487534,0.156818957368752,0.74225878673544
179,1,206675,0.153631798061328,0.204032084511103,0.45196462401999
180,1,223051,-0.136355337900365,0.161450440376392,0.398925959439233
181,1,223059,-0.187369432176053,0.167521574022943,0.264122848989982
182,2,7366,-0.231877408463977,0.20188951682024,0.251524976921841
183,2,8180,0.184327229124502,0.278305735637319,0.508198850094205
184,2,8187,0.0472225557965338,0.289579440756052,0.870554361478143
185,2,8250,0.0860767452957756,0.285269088813834,0.763028889355231
186,2,8253,0.0664143556674395,0.285283975911922,0.816050964941051
187,2,8285,0.0995573707825613,0.154589109196764,0.519985323098966
188,2,8302,0.0985756296883087,0.144695160664974,0.496151015003675
189,2,8306,0.0985756296883087,0.144695160664974,0.496151015003675
190,2,8314,0.114784915467471,0.141688312260613,0.418415451958356
191,2,8317,0.0873295626061689,0.144979835312948,0.547323509132027
192,2,8328,0.0389736217262983,0.144390475889815,0.787380884958531
193,2,8331,0.0417889708019524,0.144116734156703,0.772012405698423
194,2,8498,0.0525146267478432,0.141584677986256,0.710929925826564
195,2,8651,0.0554272101354462,0.141714153515995,0.695944654323453
196,2,9418,-0.181014964808398,0.360365413206471,0.615763030105093
197,2,9812,0.0521514137291814,0.142560055027433,0.714718023885355
198,2,9932,0.029869608227851,0.142016198908725,0.833535090630756
199,2,10135,0.00632066381591334,0.141480792106068,0.964391568670939
200,2,11616,0.0215221269530579,0.141326379870588,0.879047822776317
201,2,12133,-0.0068439533966711,0.141892408497194,0.961557508619845
202,2,12194,-0.0233642003975176,0.1424361330432,0.869799186788688
203,2,12359,-0.0107319590243121,0.14202394846776,0.939808440132885
204,2,13061,-0.0229514357716089,0.142009391179507,0.871698246267322
205,2,14298,-0.0123455664361315,0.142461141368991,0.930991553937569
206,2,15222,-0.015143968249767,0.143849614764047,0.916216290797816
