SNP,Chr,Pos,Effect,SE,ERG11_ERV25_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.0288153929707415,0.118126220303677,0.807421080207444
2,1,1035,0.0684958296618355,0.119372919641799,0.566470542747368
3,1,1074,0.265688182906588,0.20132986921283,0.187801770875438
4,1,1470,-0.300529189650259,0.200461924720329,0.134719820038396
5,1,1475,0.0428177032770588,0.148414887957896,0.773133319073536
6,1,1491,-0.0707875213678139,0.129785714171304,0.585810223792081
7,1,21249,0.597592198645082,0.744729418793454,0.422844954784211
8,1,27243,0.240220116647768,0.100882106440096,0.0177861667453254
9,1,27272,0.168001991157813,0.0997620187463407,0.0930603127560942
10,1,27498,0.590388147652765,0.914117608083361,0.518792370183995
11,1,27561,1.00079034952944,0.688940637386701,0.147208957712647
12,1,27816,-0.322683992844941,0.10075237829436,0.00148504577967242
13,1,27822,-0.309521239940532,0.10073767641868,0.00228734513902766
14,1,27823,-0.360237214735585,0.10239879210512,0.000491662907841861
15,1,27825,-0.318707162515446,0.100656502085519,0.00167842431943752
16,1,27843,-0.318781858013331,0.0963089374819744,0.00102922792629013
17,1,27848,-0.318781858013331,0.0963089374819744,0.00102922792629013
18,1,28495,-0.262787720277956,0.0967882834211529,0.00695163496317166
19,1,28975,-0.292956296583206,0.0958803887647082,0.0024183611440785
20,1,29283,0.355987996283884,0.216869444132151,0.101587311379486
21,1,29752,-0.605586984945757,0.224662533398124,0.00736382369063618
22,1,29787,0.578903785137337,0.613363193253727,0.345907711187431
23,1,30057,-0.267618544672918,0.198615010892337,0.178708064182103
24,1,30479,0.114230879356332,0.583428379207824,0.844885265928197
25,1,30706,-0.280597103153231,0.0992035290448934,0.00494370582388092
26,1,31435,-0.220666320127161,0.0961680656314394,0.0223429748337623
27,1,35128,-0.111345805200754,0.133401696108607,0.404470525698282
28,1,35129,-0.202419071455391,0.1334410115055,0.130182383277446
29,1,36146,-0.122375386936649,0.0961627043736294,0.204002268188983
30,1,37255,-0.445908643936495,0.193089653149184,0.0215017347237914
31,1,37409,-0.137612291797542,0.0966269696159397,0.155283448965615
32,1,37478,-0.1449150502843,0.0966802881336768,0.134790719675358
33,1,39144,-0.139409577213223,0.0962593332814407,0.14842896076929
34,1,41499,-0.0392430143515308,0.0962544375752038,0.683740473659653
35,1,45359,-0.0931179463354695,0.162009422407747,0.565813854739147
36,1,45634,0.126101176226505,0.148728757357138,0.397090411852428
37,1,51248,-0.0252799687017454,0.0966775342558735,0.793869072360039
38,1,51462,-0.0223820646603268,0.0968106759962492,0.817297898635859
39,1,52124,0.0684264992397008,0.0966182801713951,0.479279230891661
40,1,52667,0.0377652754664806,0.0965110137986162,0.695807635718028
41,1,55470,-0.0377890772088744,0.0991385802882312,0.703303240385657
42,1,59265,-0.119383343332755,0.0962737843243718,0.215784252521898
43,1,60165,-0.0448532895878013,0.0963807742289164,0.641949257928942
44,1,62308,-0.0874128579104026,0.0961918568613812,0.364110289342398
45,1,62869,-0.0764246739904079,0.0962062560934813,0.42750585784523
46,1,65431,-0.0483906339259427,0.100534632156099,0.630578093102083
47,1,65451,-0.0348643888449936,0.0991242850566677,0.725255128080304
48,1,65719,-0.0472457913085881,0.103355784486484,0.647867401687246
49,1,66841,-0.0646997680344401,0.0962760251308181,0.50200821565768
50,1,66948,-0.0679996087721161,0.0968612329957537,0.483122317156299
51,1,68621,-0.0757385109877741,0.0965821546010624,0.433456033035682
52,1,69417,-0.0713417144879104,0.0963355313301575,0.45945587252622
53,1,69820,-0.395471724597998,0.376668916428801,0.294473762769808
54,1,69821,0.271433828759091,0.233626832821003,0.246090924186517
55,1,70906,-0.0308311135882884,0.154863250392454,0.842310049718161
56,1,74327,0.0560823949778206,0.0968944255234425,0.563093935202879
57,1,74572,0.0769514577453124,0.0965955148925679,0.426197953577939
58,1,75211,0.0860649620851213,0.0963972858062091,0.372564375517867
59,1,76030,0.0588887892419473,0.0964551510675407,0.541903469812947
60,1,80108,-0.000471580162025205,0.0964832417565689,0.996102964211338
61,1,81262,-0.0805266747798388,0.0963514897278094,0.403855539066999
62,1,81999,-0.100935242905698,0.0965329342170258,0.296459254809027
63,1,82431,-0.0596989155828854,0.0970879935922742,0.539020266628752
64,1,83284,-0.0604034556492344,0.0963794961379708,0.531244501207874
65,1,83613,-0.0612459114655978,0.0963673575802945,0.525484002223403
66,1,84112,-0.0303173901555624,0.0964196006084694,0.753378850145795
67,1,84701,0.0273364526363078,0.103252856120325,0.791354644357746
68,1,84858,-0.0150166021381935,0.0967019630919264,0.87668345769667
69,1,85751,-0.00124634816891225,0.0971027272269784,0.989766398961211
70,1,87445,-0.0058755318306369,0.0973075158204649,0.951886305490329
71,1,87467,-0.0123977621245605,0.0978152045311466,0.899212983750882
72,1,89070,-0.0138121576312972,0.0972024416204381,0.887084596180272
73,1,89616,-0.0436056926087389,0.0966544453134028,0.652158164513728
74,1,89679,-0.0259739153600588,0.096684666423458,0.788359310222428
75,1,89880,-0.0401666874109379,0.0966954193850594,0.678105948621546
76,1,91472,0.00218728674279902,0.0974369045376496,0.982103085930604
77,1,93789,-0.0416155843865802,0.0964076608946587,0.666250152828121
78,1,94351,-0.0219512372536604,0.0966798376717376,0.820515651626849
79,1,99148,0.00667136117879019,0.0964324484131692,0.944884157703091
80,1,101281,-0.989526226676534,1.0533469027127,0.348161841287287
81,1,106011,0.056707816244911,0.100456051527587,0.572769873601613
82,1,106800,0.089241906698103,0.0964462873501475,0.355441153768007
83,1,107970,0.0791584431168007,0.0961848663960365,0.411073662582376
84,1,109000,0.154247585415716,0.0960967171992152,0.10935972609238
85,1,112549,0.191841320557662,0.0957949554522298,0.0459819800011229
86,1,112742,0.203511584700495,0.0961044272267876,0.034906906380445
87,1,113050,0.248018511698547,0.0956435437087662,0.00990561780871545
88,1,113135,0.211605222774353,0.0956434674501164,0.0275760037218523
89,1,114076,0.151587394294109,0.095965742144305,0.115094333148828
90,1,114628,0.18031825000007,0.0960697395127303,0.061349334751798
91,1,116283,0.246919412937187,0.096191298954744,0.0106708631156885
92,1,126880,-0.49732247971639,1.82139865926605,0.784978846843326
93,1,127853,0.131377884236408,0.0966515491312746,0.17492112370325
94,1,128302,0.0314723688946093,0.0965174081662662,0.744557266473891
95,1,128704,0.019771350388661,0.096622303296577,0.837982958653069
96,1,128911,0.00963683442634421,0.0966373668542174,0.920621946624771
97,1,130267,0.0018931891396682,0.0965928671695396,0.984373793782084
98,1,130271,0.00799398184057622,0.0967066268873884,0.93416699998954
99,1,130613,0.0269083878180626,0.0976007825455571,0.782940979473356
100,1,132012,-0.0295528890634099,0.0973913991032569,0.761729864032499
101,1,133231,-0.134423055606189,0.0964479180511824,0.164273753585939
102,1,137074,-0.10376575315794,0.0964173278724857,0.282566189432169
103,1,137304,-0.104991493892869,0.0964471931310558,0.277077167410344
104,1,139686,-0.182168156637608,0.0962487714905353,0.0592182683782234
105,1,149562,-0.1999006237511,0.0963710475160352,0.0387776170239616
106,1,150447,-0.207331679513437,0.0974089834565894,0.0339906023386916
107,1,151446,-0.360438147757643,0.196005901431828,0.0667675268443532
108,1,154084,-0.216261278829166,0.0976589371223793,0.0274358094058069
109,1,156633,-0.186944936387704,0.0991852480249995,0.0602773297859668
110,1,157269,-0.174759939654329,0.0961011302873955,0.0698349954180252
111,1,160054,-0.1815762580929,0.0969872159340241,0.0620101150066356
112,1,166222,-0.181182080334909,0.0962648280884982,0.0606419732077432
113,1,166416,-0.198017283997169,0.0959732612720026,0.0398191906200832
114,1,167326,-0.175579248658862,0.0966481237664575,0.070113224160333
115,1,168836,-0.119436556836799,0.0964294184019309,0.216320207857622
116,1,171200,-0.0467835364779749,0.0967514142958659,0.629009541036449
117,1,171431,-0.0316331180463088,0.0973731211001848,0.745475695317021
118,1,173339,-0.0820821665265614,0.0965315148110467,0.395726513866958
119,1,173845,-0.0669516721049341,0.0964844411522744,0.488194030810434
120,1,175121,-0.0277577338770821,0.0963474650392333,0.77343903987357
121,1,175281,-0.0328480377840052,0.0964248459758827,0.733562594049418
122,1,175315,-0.0302388814630615,0.0963969008896162,0.753940694922875
123,1,175523,-0.0334221843990951,0.0969402715137862,0.730471934608799
124,1,175541,-0.0316316837299592,0.0965462144822603,0.743383719364048
125,1,175653,-0.0167245142805021,0.096862352690494,0.863015526477388
126,1,175805,-0.049866326882774,0.102310790360793,0.626277103845757
127,1,175818,-0.0360326113953762,0.0999755533475531,0.718752951932119
128,1,175856,-0.0248290359011158,0.0984567214461372,0.801046975980714
129,1,175876,-0.0345815329986338,0.0969391195460088,0.721503681662708
130,1,175989,-0.0142016723940591,0.0972302866296928,0.883955635759159
131,1,176001,-0.0160386276071047,0.0977361479503997,0.869745328030792
132,1,176451,-0.0214919922181718,0.0989081389713749,0.828105975182806
133,1,177692,-0.0788304958688671,0.0963189947079832,0.413662995207421
134,1,178191,-0.0709240058281658,0.0964322058096164,0.462535296058509
135,1,178224,-0.0788304958688671,0.0963189947079832,0.413662995207421
136,1,178960,-0.0880929860795117,0.0970671746415072,0.364736929771579
137,1,179139,-0.33427711142551,0.191785113317408,0.0822083074822492
138,1,179139,-0.116172445012458,0.387869707310007,0.764724091627077
139,1,180955,-0.0329501779273389,0.111589128896406,0.767952635122967
140,1,183802,-0.0181539214768278,0.0964176344478518,0.850762026736735
141,1,183954,-0.0300655372696554,0.0971112756178922,0.757048720274401
142,1,184450,-0.00115748642994172,0.0962740555122087,0.990414193962933
143,1,184641,0.0333225810889874,0.0990598482298911,0.736777893622135
144,1,184718,-0.0154767781173985,0.0968175741867317,0.873086687367387
145,1,185296,-0.0120145375543309,0.0964082150022969,0.900894132178741
146,1,185438,-0.00866872191389382,0.0964137837585755,0.928408419768239
147,1,185469,-0.0103051524022265,0.0965524759492786,0.915062935554025
148,1,185503,-0.0116969887929076,0.0963022930666765,0.90339488249169
149,1,185705,-0.0108109592813982,0.097378939443307,0.911663993573049
150,1,185749,-0.0181405797030129,0.09737585277274,0.852320880272418
151,1,185806,0.0113074169573353,0.0975088121507997,0.907747784915164
152,1,185879,0.0054840756827346,0.0979814180041101,0.955396918869687
153,1,185916,0.00282580323199521,0.0979371740339416,0.976997957010081
154,1,185941,0.00503890782876932,0.098363552825696,0.959173303340666
155,1,185954,0.0156218570504611,0.0986476798454085,0.874263601268082
156,1,186055,0.00684541874987476,0.0966816198342313,0.943594062707389
157,1,186896,0.0356880878393956,0.0982490206632209,0.716642167708208
158,1,187697,0.0091364764589057,0.200406734137381,0.96366308350524
159,1,189392,0.258779421367177,0.200986652454716,0.198747777286705
160,1,189416,0.256185739751274,0.194396326573998,0.188407524219728
161,1,190132,0.0799716962597057,0.0967113246129592,0.408845886997016
162,1,190148,0.0878800702119718,0.0967211110680121,0.364185189797186
163,1,190165,0.103871499830236,0.0974214979590926,0.287058682787029
164,1,190169,0.0794850078312224,0.0973646906213594,0.41484265453819
165,1,190933,-0.0230526888266626,0.0966584571265131,0.811634537830119
166,1,192149,0.0923912199711279,0.0973324145688708,0.343151106531883
167,1,192302,0.221906607646263,0.128136305057662,0.0841825640770664
168,1,192303,0.169881445615678,0.115830485768912,0.143364708432122
169,1,192305,0.160237211666866,0.120432932793299,0.184209174872187
170,1,192315,0.271755451908897,0.136196753142906,0.0467767548337132
171,1,192795,0.0584405808025982,0.096433093359196,0.544889591053171
172,1,194020,0.112166997522736,0.101450442446358,0.269638187949152
173,1,194187,0.112699308514152,0.0963766934180571,0.24304652336198
174,1,194867,0.154051174592023,0.096161700547362,0.110049743787604
175,1,197325,0.0418522176059044,0.0988405352920018,0.672238176679108
176,1,197392,-0.00348756500053012,0.100136271489965,0.972236428028564
177,1,198857,-0.416739424147411,0.46223657043142,0.367899129214403
178,1,206666,0.185641715950909,0.108090552779241,0.0867713201426441
179,1,206675,0.330685458787247,0.140210780665461,0.018894066796872
