SNP,Chr,Pos,Effect,SE,SRO9_DHH1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0845230877623538,0.0605915609855171,0.163903569763684
2,1,1035,0.0343838387455243,0.0613957603649969,0.575810066418909
3,1,1074,0.132540883946948,0.103560603313083,0.201442286164091
4,1,1470,-0.00982811188181909,0.10342547205939,0.924348070770717
5,1,1475,0.0138110139641707,0.076336370118872,0.856531753852117
6,1,1491,-0.0221434099520339,0.0667675031809099,0.740350739271389
7,1,21249,-0.0447873440924935,0.383361785453561,0.907062889665867
8,1,27243,-0.0515016826066999,0.0522275924451272,0.324758941983099
9,1,27272,-0.0858170510463836,0.0513111624463243,0.0953151190983163
10,1,27498,-0.718617218562972,0.468857861042885,0.126246130934163
11,1,27561,0.317347579562866,0.354983304434846,0.371942281710329
12,1,27816,0.0118335302967486,0.0525614196093121,0.822002824794104
13,1,27822,0.0137182410514787,0.0524933069892983,0.79398801251451
14,1,27823,0.00732663566292274,0.0535783192354145,0.891309305728807
15,1,27825,0.0154361719288646,0.0524919555176357,0.768879249040439
16,1,27843,0.0244499425480157,0.0502783788936048,0.62706233743309
17,1,27848,0.0244499425480157,0.0502783788936048,0.62706233743309
18,1,28495,0.0417755110977774,0.0502468595649445,0.40630666561743
19,1,28975,0.0387999970338837,0.0499171317796994,0.437509345232367
20,1,29283,0.0631079958038026,0.111912095097401,0.573175608348766
21,1,29752,-0.304998864356172,0.115594458601638,0.00869555624962116
22,1,29787,-0.513017150310338,0.314672698796613,0.103925813826458
23,1,30057,0.150444702439741,0.102098047860041,0.141498889128979
24,1,30479,0.106944682081761,0.300023975460141,0.721713713250075
25,1,30706,0.0334372237858453,0.0515653642200697,0.517119746452483
26,1,31435,0.0452551101098638,0.0497692113608753,0.363812559423544
27,1,35128,-0.0273988076460485,0.0686616963885454,0.690104546228103
28,1,35129,-0.0725914074831988,0.0687445621842598,0.291709302676972
29,1,36146,0.00199550985152844,0.0495704188428607,0.967911740817867
30,1,37255,0.0733386936458462,0.0999786562336018,0.463713889816034
31,1,37409,0.036430506234243,0.0498008202125382,0.464944343647765
32,1,37478,0.0234782953122827,0.0498657415466708,0.638052828015493
33,1,39144,-0.0334379857847348,0.0496218699124985,0.500843975820847
34,1,41499,-0.0383116275279975,0.0494740422677834,0.439225424544036
35,1,45359,0.0279155736249637,0.0833484219722373,0.737879657300911
36,1,45634,0.0640995589815372,0.0764941398205838,0.402616293058519
37,1,51248,0.00865447135521587,0.049724676431074,0.861927653349928
38,1,51462,0.00668500738066396,0.0497929686658822,0.89327661571899
39,1,52124,-0.0120769715758949,0.0497226552502228,0.808234238920818
40,1,52667,-0.0438977424450216,0.0495921079740753,0.376664278697226
41,1,55470,0.018714163335025,0.0509884935554487,0.713818659001158
42,1,59265,-0.00430288865328948,0.0496215416929104,0.930947912758908
43,1,60165,0.00539494286364405,0.0495837409672015,0.913419236298429
44,1,62308,-0.00675865025302358,0.0495287338519049,0.891536084233775
45,1,62869,-0.0141249000649232,0.0495181127832689,0.77562209584708
46,1,65431,0.00693981045718828,0.0517213756469237,0.893339209356331
47,1,65451,0.00758690361436698,0.050987710568233,0.881797465734331
48,1,65719,0.00288576406952723,0.0531721785247206,0.956749105404831
49,1,66841,-0.00898411114418718,0.0495448520113081,0.856210364439217
50,1,66948,-0.0120489660244442,0.049847111159236,0.809138693936231
51,1,68621,-0.00702169882546388,0.0497147834146111,0.887761186452475
52,1,69417,-0.00851694597955205,0.0495825002284553,0.863714245223645
53,1,69820,-0.0323850310013283,0.194018284632563,0.867530601067704
54,1,69821,0.188957128330784,0.119964748807106,0.11612787145131
55,1,70906,-0.0811684856433486,0.0795345794184938,0.308169744311101
56,1,74327,-0.0498342366563246,0.0497865804266374,0.317533134645039
57,1,74572,-0.0460599992710677,0.0496639793191907,0.35433558262709
58,1,75211,-0.041983937335453,0.0495834783315736,0.397717957809655
59,1,76030,0.0160656225599025,0.0496264394813774,0.746333324393031
60,1,80108,-0.0586921238547784,0.0495236439265797,0.236761938461684
61,1,81262,-0.0838511351962181,0.0494021309788009,0.0905179173944894
62,1,81999,-0.0696099806829781,0.0495862284785438,0.161252527579154
63,1,82431,-0.0646394617821782,0.0498412310879175,0.195510097777616
64,1,83284,-0.0655410417293838,0.0494734494752533,0.186103725133112
65,1,83613,-0.0298975277489889,0.0495652787424307,0.546766336027014
66,1,84112,-0.025109561349078,0.049578271755917,0.612847816003124
67,1,84701,-0.0173630486540356,0.0531009639146376,0.743875454871908
68,1,84858,-0.031605242975713,0.0497078018708972,0.525305367218893
69,1,85751,-0.0261728451343338,0.0499212538428799,0.600411036552468
70,1,87445,-0.0130299953270104,0.0500414519648758,0.794719372795235
71,1,87467,-0.0224170446558992,0.0502941012799558,0.656073360618246
72,1,89070,-0.00904261875520634,0.0499910714787206,0.856561904391048
73,1,89616,-0.0269019445657082,0.0497038292337844,0.588680190806522
74,1,89679,-0.00572253646694924,0.0497298129547543,0.908453043309981
75,1,89880,-0.0132891229604292,0.0497383173833252,0.789485989956176
76,1,91472,-0.017414713027176,0.0501040076211689,0.72836934004182
77,1,93789,-0.0583685568300018,0.0494988876557392,0.23911697327013
78,1,94351,-0.0621772014682299,0.0496165675288798,0.210979074816175
79,1,99148,-0.0454859470031858,0.0495371578981692,0.359131308990535
80,1,101281,0.129345123710583,0.542377424942726,0.811648696773293
81,1,106011,-0.0307707809679756,0.0516626767171482,0.551817796138493
82,1,106800,0.0186165471558424,0.0496532953854772,0.707937126147855
83,1,107970,-0.00835885815784047,0.0495140479473604,0.866036559380526
84,1,109000,-0.0238981150111801,0.049586999560747,0.630144992189806
85,1,112549,-0.0203389503250718,0.049535332191184,0.681618781739231
86,1,112742,-0.0159537439337894,0.0497329468084135,0.748560703355836
87,1,113050,-0.0186202086146306,0.0496466272054518,0.707844907622113
88,1,113135,-0.0323525884903712,0.0495000985131533,0.513803847319374
89,1,114076,-0.00742803195722054,0.0495284622743065,0.880869979251319
90,1,114628,-0.0093998872329847,0.0496528219715199,0.849956899882244
91,1,116283,0.0218025240077931,0.049918034101818,0.662547751013023
92,1,126880,-2.94731044871831,0.923631516647508,0.00154494570218849
93,1,127853,0.00178516805962328,0.0498384629355498,0.971446862693242
94,1,128302,-0.0220292885657407,0.0496332688061426,0.657429349616987
95,1,128704,-0.00189741463905474,0.049696433451454,0.969565672398568
96,1,128911,0.00124973477137097,0.049701991782542,0.979953864727937
97,1,130267,-0.0769195338552304,0.049509495069376,0.121168293157339
98,1,130271,-0.0780781358609445,0.0495635261081546,0.116079650604718
99,1,130613,-0.0871337718501415,0.0499875605749992,0.0821852629587303
100,1,132012,-0.0169709893613309,0.0500875289909047,0.7349417855037
101,1,133231,0.00590388519929858,0.049739202665255,0.90558307157104
102,1,137074,0.0215124173253283,0.0496562554123676,0.665114657129149
103,1,137304,0.00912730435870848,0.049684343836833,0.854349700169665
104,1,139686,0.00106270864853159,0.0497519826427288,0.982970449169708
105,1,149562,-0.00017236082548755,0.0498655151423218,0.997244059252026
106,1,150447,-0.00758798679890643,0.0504170195917813,0.880452586656842
107,1,151446,-0.085215808131955,0.101187430834227,0.400269691920072
108,1,154084,0.00116876108095282,0.0505743662525083,0.981575784052713
109,1,156633,-0.0215385810053168,0.0512549537354183,0.674577222557495
110,1,157269,-0.000377284421351209,0.0496565139439944,0.993942116136636
111,1,160054,-0.0159003338547826,0.0501211509936327,0.751250564942792
112,1,166222,-0.0248452835112052,0.0497399582363253,0.617735897731561
113,1,166416,-0.0173724713150322,0.0496479084645109,0.726612322527337
114,1,167326,-0.0087982835338839,0.0499364976118481,0.86024614993305
115,1,168836,0.0229170161709989,0.0496870669520723,0.644919819327587
116,1,171200,0.0378538584691601,0.0497356770985565,0.447105046816761
117,1,171431,0.0116839595796313,0.0500833652366128,0.815671267284126
118,1,173339,0.0127649919858362,0.0496930702295614,0.797423611277462
119,1,173845,-0.00347861101033381,0.0496561728350321,0.94419038809911
120,1,175121,0.0313942170783947,0.0495298852508137,0.526593170912312
121,1,175281,0.0127434888816611,0.0495955483767608,0.797368428945227
122,1,175315,0.00908860531067962,0.0495822127170594,0.854664934153767
123,1,175523,0.00410774524168439,0.0498650366890474,0.934393405808142
124,1,175541,0.0109461438279284,0.0496585874562973,0.825665258102402
125,1,175653,0.00857141144414919,0.0498170628750631,0.863490729795701
126,1,175805,-0.0250537272026724,0.0526200304674998,0.634279665634151
127,1,175818,-0.00592001358594214,0.0514266854505202,0.908418949738595
128,1,175856,0.0082380075205159,0.0506397071386896,0.870864412680862
129,1,175876,0.0183545676373489,0.0498559456998697,0.71298053971963
130,1,175989,0.0171887945495588,0.0499994212676853,0.731216515671233
131,1,176001,0.00812662362602659,0.0502665041107351,0.871657629491936
132,1,176451,0.0111589238268558,0.0508691464730021,0.826492312338089
133,1,177692,0.0154058643945572,0.0495777920736313,0.756180747531638
134,1,178191,0.0247442030333731,0.049616329744465,0.618293697346916
135,1,178224,0.0154058643945572,0.0495777920736313,0.756180747531638
136,1,178960,0.004801422874181,0.0499799433496207,0.923521879927931
137,1,179139,0.0389697149302268,0.0990383634202785,0.694201797286934
138,1,179139,-0.0931208073676473,0.199448127260087,0.640864924149665
139,1,180955,0.00891325722686198,0.0573962685214477,0.876678839026281
140,1,183802,0.00726779401474834,0.049589307416773,0.883563227001045
141,1,183954,0.00210659974823298,0.0499517257143592,0.966384859160714
142,1,184450,0.0175219217761006,0.0495057091179533,0.723597108883292
143,1,184641,0.00324825234162018,0.0509551087439026,0.949207496268948
144,1,184718,0.0253521920750944,0.0497775347265586,0.610853229948929
145,1,185296,0.0254895939017708,0.0495660090689163,0.607395141118833
146,1,185438,-0.00473128589439049,0.0495862740949373,0.924039158193525
147,1,185469,-0.0062279154120591,0.0496573710717671,0.900264237487976
148,1,185503,-0.00580855986243978,0.04952907531233,0.906708231164685
149,1,185705,-0.013450663320461,0.0500784900823409,0.788400852895436
150,1,185749,-0.0120373046896886,0.0500795089722091,0.810187711090897
151,1,185806,-0.010570361370951,0.0501473265781786,0.833175778820893
152,1,185879,-0.0208588896499029,0.0503805846132697,0.67910625398272
153,1,185916,-0.0128295842538426,0.0503652675762566,0.799079368993875
154,1,185941,-0.0104405372709856,0.0505862628282112,0.836604675289237
155,1,185954,-0.00640010371059816,0.0507359141678329,0.899688622807716
156,1,186055,-0.0169818308332809,0.0497162335233714,0.732873869157124
157,1,186896,0.000966883547789898,0.0505396385904668,0.984747256748122
158,1,187697,0.0987909747399254,0.102936810912299,0.337850795264356
159,1,189392,0.0241489926973086,0.10360343702349,0.81582611150787
160,1,189416,0.0336689157984171,0.100209138862037,0.737080678600066
