SNP,Chr,Pos,Effect,SE,SSH1_PIS1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.072744792274276,0.119486110611581,0.543039448392161
2,1,1035,-0.103788288678369,0.120730366287369,0.390554342743057
3,1,1074,-0.29742057493533,0.203624879611794,0.145006515443277
4,1,1470,-0.307319873815915,0.202845359049472,0.130655860166347
5,1,1475,-0.0197547225256258,0.150203628851531,0.895439201451364
6,1,1491,0.0180854066527205,0.13138946888571,0.89059764430664
7,1,21249,0.0348394077464564,0.754319488582535,0.963187687317667
8,1,27243,0.0239607122984253,0.102897168332902,0.816004492021467
9,1,27272,-0.0428246297049166,0.101334038941938,0.67283820383094
10,1,27498,0.670240404696399,0.924907137731738,0.469142535437833
11,1,27561,-0.435520210877408,0.698875256802933,0.533573232470802
12,1,27816,0.0520560973245104,0.103390778395998,0.61493470122263
13,1,27822,0.048081024631538,0.103264738190129,0.641782302458793
14,1,27823,0.0546032335392882,0.105384061253674,0.604688256340072
15,1,27825,0.0591091460657169,0.103248522559141,0.567351871990089
16,1,27843,0.0598839130684302,0.0989101236353945,0.545277279118046
17,1,27848,0.0598839130684302,0.0989101236353945,0.545277279118046
18,1,28495,0.0818157102735629,0.0988672137034046,0.408495084085494
19,1,28975,0.0910137143660629,0.0981821255581934,0.354565785322512
20,1,29283,0.10695374449794,0.220225159717289,0.627512145615366
21,1,29752,-0.424823447166383,0.228561183385188,0.0639037726662525
22,1,29787,-0.0926233581899663,0.621460785820102,0.881606108637759
23,1,30057,0.414653727240834,0.200293979332281,0.039157959382632
24,1,30479,-0.856513563661202,0.588674416986125,0.146561536820674
25,1,30706,0.0866668948528124,0.101416180257918,0.393370629185968
26,1,31435,0.0917763940545231,0.0979193438061531,0.349262952774882
27,1,35128,-0.0959636309233263,0.135033470342021,0.477760794648954
28,1,35129,-0.120640323129118,0.135323826229745,0.373271680609468
29,1,36146,0.0544195341049228,0.0974925497896618,0.577067326998852
30,1,37255,0.109518509057079,0.196782746375092,0.578190787372608
31,1,37409,0.153552229064252,0.0977217670541527,0.117004055088811
32,1,37478,0.127878095567342,0.0979109433200287,0.192380737095824
33,1,39144,0.151338742239893,0.0973667391760854,0.121004970632624
34,1,41499,0.148850998298948,0.0971057082468312,0.126202142574045
35,1,45359,-0.536335679132674,0.161520231628386,0.00099222756930564
36,1,45634,-0.105625175558706,0.150555472687213,0.483409743016743
37,1,51248,0.287487274964726,0.0966391813179228,0.00313310728480409
38,1,51462,0.274208451310134,0.096882615368818,0.00491634108358385
39,1,52124,0.162394308576738,0.0974605374331446,0.0965492686025369
40,1,52667,0.151434356888165,0.0973531705328599,0.120719430417379
41,1,55470,0.235098342435043,0.0995614580257076,0.0187517345117226
42,1,59265,0.129220983938029,0.097394430535048,0.185439084062034
43,1,60165,0.115212061317182,0.0973702902514081,0.237511762485794
44,1,62308,0.039690786025,0.0974329940767255,0.6839868912792
45,1,62869,0.0462135472545474,0.0974126038694745,0.635500647941188
46,1,65431,0.164786745200217,0.101391544563298,0.105001451378082
47,1,65451,0.181419381884738,0.0998614183580245,0.0701092454884735
48,1,65719,0.110627633520481,0.104456822502962,0.290289661474797
49,1,66841,0.184693665756472,0.0969926998575695,0.0576967043562563
50,1,66948,0.146492591505016,0.0977774986624113,0.134968751216339
51,1,68621,0.268514709115227,0.0967725440458405,0.00581924913867847
52,1,69417,0.191848161312571,0.0970273715169972,0.048790092404233
53,1,69820,-0.452601103675151,0.381006955701277,0.235668415080519
54,1,69821,0.214322980462955,0.236597255910094,0.365630093292703
55,1,70906,0.0533842846517523,0.156698113532615,0.733545374357178
56,1,74327,0.0659022754484092,0.0980368575768646,0.501883785905729
57,1,74572,0.117691382975799,0.097637680116288,0.228860570164386
58,1,75211,0.0515859191626808,0.0976214599296528,0.59753431832331
59,1,76030,0.132436046814063,0.0974053466963131,0.17481221177437
60,1,80108,0.0549163979928817,0.0975932119550527,0.57399150211532
61,1,81262,-0.071611164532163,0.0975256096928484,0.46326518336449
62,1,81999,-0.082647528634948,0.0977394756422896,0.398354269570992
63,1,82431,-0.0967656637312467,0.0981665422275204,0.324940978554008
64,1,83284,-0.0906175415922114,0.0974669694558827,0.353148488133969
65,1,83613,-0.0837546864571465,0.0974735940952197,0.390782890352249
66,1,84112,-0.0726714273737651,0.0975095459853637,0.45660141492233
67,1,84701,-0.081525328118809,0.104407778480038,0.435422405646747
68,1,84858,-0.0259445130854016,0.0978519052653516,0.791055910321823
69,1,85751,-0.0761486265532866,0.0981802652153472,0.438504408669257
70,1,87445,-0.149456172309365,0.0981497814227972,0.128720148320443
71,1,87467,-0.108543800866643,0.0988183797978125,0.272771010694704
72,1,89070,-0.0810437936574555,0.0982729603377851,0.41010990956185
73,1,89616,-0.0497908999205002,0.0978025165237933,0.611002788980839
74,1,89679,-0.0586466951505886,0.0978010037381483,0.549122010919613
75,1,89880,-0.0891455342399248,0.0977605232612053,0.36245598189663
76,1,91472,-0.0696592627138,0.0985323759113249,0.480052616211918
77,1,93789,-0.087396702163599,0.0974753013370954,0.370541537738406
78,1,94351,-0.0407611754793155,0.0978190042764712,0.6771511491869
79,1,99148,-0.0590899760297825,0.097535537087193,0.545016834015759
80,1,101281,-0.164677659562647,1.06723821177155,0.877459306310827
81,1,106011,-0.154517189847802,0.101370096479558,0.128332230065888
82,1,106800,-0.107852495787906,0.0975491074219212,0.269642866411432
83,1,107970,-0.0317001922690398,0.097413748792126,0.745057491998486
84,1,109000,-0.0824904578842151,0.097501257462809,0.39810074299104
85,1,112549,-0.0622673337813058,0.0974332286772165,0.523187314555209
86,1,112742,-0.0890835808490421,0.0977544759021301,0.362759600561393
87,1,113050,-0.0884061084758696,0.0975913829063216,0.365617121058785
88,1,113135,-0.0677350664945591,0.0973891874307198,0.487193912151333
89,1,114076,-0.0786563890193593,0.0973659318407023,0.419724990541179
90,1,114628,-0.0385010711746567,0.0976809470728558,0.693707344839759
91,1,116283,-0.0547276499495044,0.0982026596694661,0.5776804818145
92,1,126880,0.59808580284504,1.84309833146024,0.74575156655486
93,1,127853,-0.0326972310079462,0.0980474840739789,0.738967240649735
94,1,128302,0.0202568547292236,0.097680302934759,0.835833372484002
95,1,128704,0.00749436980678575,0.0977826788192025,0.938950873412792
96,1,128911,0.0592678762408561,0.0977434246032888,0.544664281383941
97,1,130267,-0.0594849682079988,0.0976966706135112,0.54299954519387
98,1,130271,-0.0590868380927296,0.0978134290622947,0.546180499475107
99,1,130613,-0.0388386511191567,0.0987568737010872,0.694353479200075
100,1,132012,-0.0667974999152648,0.0985047009088362,0.498143134801904
101,1,133231,-0.15740380083227,0.0975101634291596,0.107371096513219
102,1,137074,-0.106696729993744,0.0975650725643046,0.274878097096405
103,1,137304,-0.107748976268855,0.0975958246733359,0.270330980484937
104,1,139686,-0.165430871721845,0.0974958642439916,0.0906161948257419
105,1,149562,-0.0532708390091216,0.0980750036978943,0.58735950548654
106,1,150447,-0.0649256043838097,0.0991441026292071,0.512983739381265
107,1,151446,-0.441958916175818,0.197904408885366,0.0261624115618074
108,1,154084,-0.0909035418193401,0.0993931056506339,0.361033309373407
109,1,156633,0.000109457594765789,0.1008750752425,0.999134843985244
110,1,157269,-0.0245185709733797,0.0976960369574861,0.801984933264912
111,1,160054,-0.0546903598735856,0.0985900643923958,0.579434166377365
112,1,166222,-0.0427640803819586,0.0978770501491644,0.662439180355177
113,1,166416,-0.0440645301752255,0.0976765996685958,0.652175175545002
114,1,167326,-0.0822790066576334,0.0981623271866837,0.402489323930754
115,1,168836,-0.0567116588513574,0.0977477207326785,0.56216072360742
116,1,171200,-0.0860727144084283,0.0978335671567608,0.379573161090323
117,1,171431,-0.0583648799751886,0.0985032472882773,0.553883579001493
118,1,173339,-0.0573433881842015,0.0977381689498786,0.557777436577549
119,1,173845,-0.0680651948482084,0.0976375663415355,0.486185935605923
120,1,175121,-0.0502606899018798,0.0974743296522189,0.60643562396469
121,1,175281,-0.071835226599931,0.0975189903220532,0.461837815929198
122,1,175315,-0.0598979371321517,0.0975110900182447,0.539433965845841
123,1,175523,-0.0783251925549671,0.0980273750303381,0.424819877263467
124,1,175541,-0.0660497801524365,0.0976522906567554,0.499244131195527
125,1,175653,-0.0591393359565653,0.0979742021019309,0.546482982919122
126,1,175805,-0.0484601366228373,0.103536912445087,0.640039857964959
127,1,175818,-0.0433291781375301,0.101163370988211,0.66868741133643
128,1,175856,-0.081531098997277,0.0995484850407396,0.413333888801745
129,1,175876,-0.089533995847836,0.0980001848236395,0.361545134983844
130,1,175989,-0.0932275231750437,0.0982707264682931,0.343432135755012
131,1,176001,-0.0996048464158338,0.0987664512328587,0.313910697955065
132,1,176451,-0.0240015462109919,0.100089404421689,0.810623662399952
133,1,177692,-0.081082243892787,0.0974676979602074,0.406034351528428
134,1,178191,-0.0867845850850478,0.0975507668332379,0.374267727536187
135,1,178224,-0.081082243892787,0.0974676979602074,0.406034351528428
136,1,178960,-0.0704235956182937,0.0982709558108371,0.474078285647781
137,1,179139,-0.0715156323512947,0.194874615585937,0.713851737400347
138,1,179139,-0.109179020094597,0.392514634945545,0.781057964442814
139,1,180955,-0.0614827606298392,0.11289001537576,0.586355117068148
140,1,183802,-0.0581046767717674,0.0975264551844748,0.551701500558304
141,1,183954,-0.0373016197995994,0.0982658000434955,0.704471209273507
142,1,184450,-0.0210518060404332,0.0974188580378979,0.829037890448586
143,1,184641,-0.0239950035554659,0.100252317604437,0.810976110326148
144,1,184718,-0.0279246241678769,0.0979675720231173,0.775781066525872
145,1,185296,-0.017354860583405,0.0975588185543188,0.858910417238349
146,1,185438,-0.0498704859834916,0.0975316853885169,0.609442480632399
147,1,185469,-0.0543554497477774,0.0976657683184203,0.5781905973481
148,1,185503,-0.0407549705791798,0.0974317495273928,0.675987623397812
149,1,185705,-0.0582264645354184,0.0984963551966886,0.554795911971329
150,1,185749,-0.0230939525917455,0.0985374316927987,0.814835710669377
151,1,185806,-0.0479082551942831,0.098643731192528,0.627502795380233
152,1,185879,-0.045287244306436,0.0991241978723052,0.648042800870145
153,1,185916,-0.0447835090430499,0.0990797370359568,0.65155045611391
154,1,185941,-0.0331493199124771,0.0995244966427369,0.739273901211666
155,1,185954,-0.0370673946148718,0.0998113385689384,0.710581347367258
156,1,186055,-0.0597895480971358,0.0977866473300151,0.541309452876063
157,1,186896,-0.00736358456551098,0.099441670134849,0.941013111784924
158,1,187697,0.159468326191643,0.202626066876953,0.43180526742982
159,1,189392,0.108416246751137,0.203785354104716,0.595052372049475
160,1,189416,0.22783806712601,0.196831011048798,0.24783795546055
161,1,190132,-0.0535087660717663,0.0979211141423807,0.585103455462777
162,1,190148,-0.0566242406010238,0.0979457097728664,0.563552634568618
163,1,190165,-0.0401403126647111,0.0987219457475153,0.6845484251373
164,1,190169,-0.0641953209490844,0.098562718644182,0.515267307106607
165,1,190933,-0.0819775360508637,0.0977248037672809,0.402114952316983
166,1,192149,-0.00353863646210933,0.0986217438798455,0.971397610620659
167,1,192302,-0.11661301135305,0.130070208139761,0.370575964899802
168,1,192303,-0.0868029361296641,0.117481342902466,0.460479531085816
169,1,192305,-0.105342257332525,0.122049536852768,0.388662647318846
170,1,192315,-0.0871596539381958,0.138522756395472,0.529619738643223
171,1,192795,-0.11817670567985,0.0974341593483349,0.225983746538088
172,1,194020,0.0193988755853496,0.102835989852912,0.850484186496349
173,1,194187,0.0389540362231678,0.097695864929279,0.690335020042282
174,1,194867,0.112442876436081,0.0974811439089092,0.249492454418998
175,1,197325,0.0627044796697824,0.0999921682254805,0.531003054652031
176,1,197392,0.0168160728136325,0.101329902466215,0.868288388935596
177,1,198857,-0.160289258239652,0.468224422786438,0.732303095929002
178,1,206666,-0.107953850089281,0.109688745001003,0.325699380943886
179,1,206675,-0.200633701769313,0.142601658925784,0.160321409123306
180,1,223051,-0.0029755236392468,0.113179834274979,0.979040704981086
181,1,223059,-0.0425686652591311,0.117503315750055,0.717362360440571
182,2,7366,0.113756683198431,0.14152023115653,0.42204233862973
183,2,8180,-0.0877228773126486,0.194966163267728,0.653030610330145
184,2,8187,-0.121307441267938,0.202700952389157,0.549920034229127
185,2,8250,-0.277479079782029,0.199256712466291,0.164626127456403
186,2,8253,-0.273484761418141,0.199272355863236,0.170805050198273
187,2,8285,-0.0504815419950496,0.108290946847629,0.641384310466477
188,2,8302,-0.0855205405787048,0.101296212873705,0.399094818630295
189,2,8306,-0.0855205405787048,0.101296212873705,0.399094818630295
190,2,8314,-0.0658675855895899,0.0992564076617951,0.507372846665262
191,2,8317,-0.0839200487576091,0.101485118638683,0.408841157915774
192,2,8328,-0.113182175697889,0.100949315110431,0.262974129895508
193,2,8331,-0.11333085976005,0.100758382690599,0.261447139648802
194,2,8498,-0.0798843367712585,0.0990816606013253,0.420642996888922
195,2,8651,-0.078313700779997,0.0991781504751309,0.430275966855588
196,2,9418,0.437415072751637,0.251382829567242,0.0827242747562622
197,2,9812,-0.0498690113622637,0.0998202355276596,0.617676312005962
198,2,9932,-0.0303633130233305,0.0994488278696783,0.760305482541787
199,2,10135,-0.0324753310005605,0.0990659763122462,0.743245747156041
200,2,11616,-0.0412875384997944,0.098951490323094,0.676748984211841
201,2,12133,-0.0199414916079068,0.0993636932923968,0.841055047592112
202,2,12194,-0.0248994728134311,0.0997448093298933,0.803017330768568
203,2,12359,-0.0264186837822495,0.0994520179787269,0.790669613368199
204,2,13061,-0.0494134813225147,0.0994198576533641,0.619485599624584
205,2,14298,-0.0380196128025987,0.0997478623569915,0.703315927022235
