SNP,Chr,Pos,Effect,SE,ERV25_ORM2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.081536725861284,0.092234892249631,0.3772915676453
2,1,1035,0.0151476204352732,0.0933436080256928,0.871179733648638
3,1,1074,0.279707624239251,0.157045958432592,0.0757631207052249
4,1,1470,-0.0961492108902231,0.157098600426517,0.540911259347093
5,1,1475,-0.105863209661731,0.115879976854789,0.361572094781742
6,1,1491,-0.119989558529068,0.101283966783214,0.236939157878451
7,1,21249,0.580369803585745,0.581802394534509,0.319186895564686
8,1,27243,-0.0155165662746835,0.0794773642917152,0.845323242816771
9,1,27272,-0.126902119957742,0.0779961114502903,0.104622690513345
10,1,27498,-1.61958046896787,0.709693478333696,0.0230788852513902
11,1,27561,0.215699630582376,0.53997096703482,0.68979201013139
12,1,27816,-0.039688837220185,0.0798575392206545,0.61950161328669
13,1,27822,-0.0291771820844846,0.079768827247385,0.714754505879732
14,1,27823,-0.0335137527773992,0.0814077796218168,0.680825652326037
15,1,27825,-0.0304574944261908,0.0797674714943564,0.702818319434024
16,1,27843,0.009834329732187,0.0764339061780003,0.89769640584599
17,1,27848,0.009834329732187,0.0764339061780003,0.89769640584599
18,1,28495,0.0113354463681031,0.076434554951755,0.88218860899806
19,1,28975,0.022040718238695,0.0759169356640345,0.771736744343619
20,1,29283,-0.115787094892568,0.170042336405806,0.4963615777727
21,1,29752,-0.415399535447838,0.176014300657827,0.0188168232483963
22,1,29787,-0.425979317662311,0.479482251469993,0.374922416580978
23,1,30057,0.23560631747484,0.155133040372289,0.129723755382127
24,1,30479,-0.498677728760331,0.455267721135685,0.274109874612051
25,1,30706,-0.000389265596830446,0.0784126493941113,0.996041865081486
26,1,31435,0.0218645421533415,0.0757158922534741,0.772926245180931
27,1,35128,-0.28454365127083,0.103266894028778,0.00616569020840904
28,1,35129,-0.19166821246668,0.104140328130434,0.0665369776688138
29,1,36146,-0.0178082811345798,0.0753284027265247,0.813252751312118
30,1,37255,-0.0674800371415873,0.152014989913764,0.657384090460846
31,1,37409,0.0109228659339155,0.0757394567927902,0.885411949655797
32,1,37478,0.0125078009655244,0.0758038753949777,0.869036752606791
33,1,39144,0.0107837780200211,0.0754586900281811,0.886443042636818
34,1,41499,-0.0317858386588911,0.0752325415393579,0.672916460748161
35,1,45359,-0.192481474110953,0.126273224790628,0.128322834542069
36,1,45634,0.023756722454797,0.116359968956508,0.8383416167662
37,1,51248,0.0250846898032948,0.0755600720481982,0.74009881965047
38,1,51462,0.035228220928915,0.0756511103648026,0.641741094266866
39,1,52124,-0.0195358819186775,0.0755647131855055,0.796147179166941
40,1,52667,-0.050263173071051,0.0754033100812424,0.505468808975103
41,1,55470,0.0884031638254152,0.0773611253926299,0.253923625838755
42,1,59265,0.111741907419819,0.0751778019490709,0.138074286230587
43,1,60165,0.144571897554037,0.0749618047804984,0.05458119182033
44,1,62308,0.0180939144569165,0.0752666668413188,0.810161706576015
45,1,62869,-0.0356157568436533,0.0752394974906558,0.63624527532854
46,1,65431,-0.0320554167991134,0.0785865760139023,0.683594819342581
47,1,65451,-0.0329950735807186,0.0774706368914627,0.67043718074474
48,1,65719,0.000350189349059282,0.0808082692577331,0.996544759731456
49,1,66841,-0.00900180388972424,0.0752973202902303,0.90490754031231
50,1,66948,0.0030473782419197,0.0757607889107461,0.967937533238815
51,1,68621,0.0282797906140134,0.07554073012763,0.708357704058627
52,1,69417,-0.0226078207911728,0.0753460947166646,0.764313353373111
53,1,69820,-0.254936698602304,0.29455679399352,0.387356341892934
54,1,69821,0.154186001443779,0.182770743205405,0.399462410624227
55,1,70906,0.179114132895626,0.120674155048569,0.138627238434117
56,1,74327,0.0785025085664037,0.0756547114843052,0.300146988342668
57,1,74572,0.0957491945635768,0.0753962421157955,0.204940165245266
58,1,75211,0.10906031773829,0.075206844942932,0.147907898813495
59,1,76030,0.0956288716752814,0.0752586063628123,0.20468276306668
60,1,80108,0.0205217371214551,0.075404778986067,0.785662468970987
61,1,81262,0.0355787440821424,0.0753603914535591,0.6371366753851
62,1,81999,0.0301832550073521,0.0755512006420316,0.689761062836021
63,1,82431,0.0227299549681026,0.075916359932106,0.764805071240879
64,1,83284,0.043466595369232,0.0753379838256596,0.564337879868125
65,1,83613,0.0431967358846778,0.0753301139714049,0.566717017326985
66,1,84112,0.0577740158601732,0.075310745780557,0.443510027772826
67,1,84701,-0.0396165162577816,0.0806843791776909,0.623727294696666
68,1,84858,0.00274582298285209,0.0755860829446721,0.971042077471451
69,1,85751,0.0206575271218606,0.0758889389895635,0.785621735136904
70,1,87445,0.00733501426971189,0.0760563421263776,0.92322438512177
71,1,87467,0.0127488335417122,0.0764524966051985,0.867658330949248
72,1,89070,0.0124520864888159,0.0759741059573859,0.8699043872471
73,1,89616,0.0172249586212682,0.0755627171907283,0.819812594300556
74,1,89679,0.0124429227644816,0.0755749463221186,0.869318837006566
75,1,89880,0.0237770102983218,0.0755864043173933,0.753276060728397
76,1,91472,0.0369500549779805,0.076132740828223,0.627738210393719
77,1,93789,-0.00100517179438503,0.0753734780703472,0.989367354945583
78,1,94351,-0.00614020143197352,0.0755711600908216,0.935288713511032
79,1,99148,-0.00725718788218788,0.0753725073301996,0.923349431500342
80,1,101281,0.785612465985188,0.823278379426133,0.340610667943187
81,1,106011,-0.0150434824621388,0.078549243632476,0.848231003916202
82,1,106800,0.0139001511227953,0.0754715410727107,0.853980055692122
83,1,107970,-0.00120392584190069,0.0752515338852665,0.987244476457481
84,1,109000,-0.090677867702638,0.0752295250338771,0.228875796150569
85,1,112549,-0.0314217864669853,0.0752802698701011,0.676641523731055
86,1,112742,-0.0312965535861529,0.0755738535290486,0.679038613542229
87,1,113050,-0.0870677022697208,0.075322620324914,0.248491396906656
88,1,113135,-0.0637970533741967,0.0751962011054496,0.396785755559329
89,1,114076,-0.0585988905242343,0.0752081845526226,0.436409985163395
90,1,114628,-0.0668725116033782,0.0753792706464288,0.375603653540811
91,1,116283,-0.0526942539899694,0.075831126319098,0.487581677263839
92,1,126880,-3.02018543878673,1.41467813861008,0.0334579964085373
93,1,127853,-0.0125666312298761,0.0757387347056451,0.868314267895656
94,1,128302,-0.00463067672519235,0.0754503500880983,0.951096229681442
95,1,128704,0.00426639383359295,0.0755255169145377,0.954983871292705
96,1,128911,0.00547173310187599,0.0755336557663812,0.942291988876007
97,1,130267,-0.0557137152166558,0.0754401556151543,0.460692041009208
98,1,130271,-0.0525391746112177,0.0755362757909062,0.48716900329357
99,1,130613,-0.0560503698846677,0.0762360375576082,0.462692816854311
100,1,132012,0.00189650504536909,0.0761323762766203,0.980140328366396
101,1,133231,-0.0553465510628693,0.0755347887797118,0.464209821618351
102,1,137074,-0.0230716447538159,0.0754747122328724,0.760023094249084
103,1,137304,-0.0253292077330141,0.0754989030580607,0.737453976065782
104,1,139686,-0.0306168404168318,0.075592609086332,0.685705013847534
105,1,149562,-0.00774160520772371,0.0757815437946829,0.918690166792063
106,1,150447,-0.0139109311497483,0.0766196875453248,0.856033674909631
107,1,151446,-0.0348047903277742,0.153921934645235,0.821239148492512
108,1,154084,-0.0236686275241254,0.076849666331712,0.758274571571147
109,1,156633,0.00880037444433836,0.0779123222970546,0.910132594696354
110,1,157269,0.0058015540617124,0.0754644094602684,0.938764140675508
111,1,160054,-0.00429874634985494,0.0761816767662907,0.955033125012853
112,1,166222,-0.0034533968955367,0.0756183351471632,0.963600073982941
113,1,166416,-0.00318188423032462,0.07546485117245,0.966391965616548
114,1,167326,-0.00626482247865651,0.0758931419825565,0.934257785427026
115,1,168836,0.00217862254262036,0.075534128200641,0.977006193256935
116,1,171200,-0.0635134288507974,0.0755717649433674,0.401231399075306
117,1,171431,-0.0845347370157066,0.0759865145477604,0.266681741258828
118,1,173339,-0.0436948349481166,0.07549183527143,0.563091814976447
119,1,173845,-0.0259914445978664,0.0754523603972201,0.730694294461921
120,1,175121,0.0352940558611854,0.0752919843277306,0.639528785237267
121,1,175281,0.0261411324704053,0.0753665895014819,0.728908387615149
122,1,175315,0.0274186263191551,0.0753415702743738,0.71613242907989
123,1,175523,0.0307740910843598,0.0757649609910916,0.684857634979132
124,1,175541,0.0268553315701553,0.075459843597604,0.722136248802487
125,1,175653,0.0302883379822936,0.0756950379224471,0.689298104757909
126,1,175805,0.00257839203452312,0.079994368292461,0.97430511851872
127,1,175818,0.0286002205934494,0.0781418785342996,0.7145815211205
128,1,175856,0.0270448726854985,0.0769486561864781,0.725448112568663
129,1,175876,0.027404040443733,0.0757686263185583,0.717807137104249
130,1,175989,0.0138863795175493,0.0759952903682876,0.855117249449844
131,1,176001,0.0190926506194602,0.0763881311574548,0.802777103476306
132,1,176451,0.0235700412109158,0.0773030127541953,0.760618531096403
133,1,177692,0.000518518767576526,0.0753556974698963,0.994513726712395
134,1,178191,-0.000256806067884863,0.0754305231560499,0.997285500238229
135,1,178224,0.000518518767576526,0.0753556974698963,0.994513726712395
136,1,178960,-0.00564469345765312,0.0759569626648247,0.940802340494031
137,1,179139,0.0515278474490888,0.150520672219247,0.732305765713644
138,1,179139,-0.509026439977975,0.301990187653988,0.0927618027333253
139,1,180955,-0.014597069817972,0.0872269761876721,0.867193778163994
140,1,183802,-0.136716334434699,0.0750130792162414,0.0692149020294908
141,1,183954,-0.142506461842698,0.075534004975246,0.0600274883054944
142,1,184450,-0.130249376387408,0.0749291851907979,0.0830299843188326
143,1,184641,-0.112975926875106,0.0772051981819553,0.144269613845794
144,1,184718,-0.137247732000998,0.075323351502417,0.0692837028095881
145,1,185296,-0.13868157676994,0.0749933241965108,0.0652572195191909
146,1,185438,-0.115912084369468,0.0751063040592341,0.123652270788535
147,1,185469,-0.117695639178352,0.0752075817549681,0.118492075062686
148,1,185503,-0.119727845781946,0.0750026013559752,0.111313082616751
149,1,185705,-0.127791096353936,0.0758095962575251,0.0927401608577355
150,1,185749,-0.118814994722185,0.0758509432817445,0.118144561408061
151,1,185806,-0.104265934916916,0.0760134314612684,0.171034946965566
152,1,185879,-0.118202800280944,0.0763251733481277,0.12235617670767
153,1,185916,-0.1125505466753,0.0763144356942398,0.141150515671903
154,1,185941,-0.117162780882204,0.0766293349597621,0.127171241561641
155,1,185954,-0.110362232638125,0.0768831171557975,0.152043030721418
156,1,186055,-0.112486736552037,0.0753307360311885,0.136268073674753
157,1,186896,-0.143886706848718,0.0764244428530063,0.0605589239487178
158,1,187697,0.139712851943376,0.156464635092424,0.372499950252437
159,1,189392,0.433778929302033,0.155760697560968,0.00564306149505941
160,1,189416,0.516795255175547,0.149812064866524,0.000629314213843151
161,1,190132,0.154250267226914,0.0752174106736746,0.0410315836973397
162,1,190148,0.158276317335465,0.0752166752928131,0.0360614684056681
163,1,190165,0.155847498142274,0.0758161352626075,0.0405564142817179
164,1,190169,0.163906747390489,0.075672238243894,0.030979438916016
165,1,190933,0.117363545316508,0.0752970588899206,0.119969682454152
166,1,192149,0.0388047601808653,0.076145439146221,0.610640553763244
167,1,192302,0.0517987086228082,0.100539940007439,0.606732048375615
168,1,192303,0.0474999084953538,0.0907749923745144,0.601114085614119
169,1,192305,-0.00442462471079264,0.0943675513637896,0.962629690957028
170,1,192315,0.107245593333896,0.106899678153278,0.316434257795716
171,1,192795,-0.0352133910629579,0.0753893960094095,0.64072595532468
172,1,194020,-0.0923371931408056,0.0792801180111219,0.244928780941501
173,1,194187,-0.0879085201380443,0.0753299991404306,0.244006601539443
174,1,194867,-0.0341936773939449,0.0754121354247979,0.650522008744305
175,1,197325,-0.0753001669420053,0.0771707964666922,0.329851664539243
176,1,197392,-0.0546616427218246,0.0782139907254437,0.485091621070224
177,1,198857,-0.359048810826587,0.361201277570666,0.320883891006588
178,1,206666,-0.0447115268524265,0.0848039908880884,0.598362455649234
179,1,206675,0.018532681242565,0.110446428322558,0.866838347074297
180,1,223051,-0.193190368217242,0.0868109024551581,0.0266845819833893
181,1,223059,-0.189662214373123,0.0902108466477687,0.0362232168534881
182,2,7366,0.0915412872082388,0.109298619946519,0.402859276219395
183,2,8180,-0.0134909538494039,0.150629118244582,0.928684447584064
184,2,8187,-0.223410807371295,0.156189256072414,0.153491027815557
185,2,8250,-0.162515072677911,0.154081142858936,0.29226701393105
186,2,8253,-0.171294836884751,0.154054198623805,0.26693233365041
187,2,8285,-0.0106343087623112,0.0836654160661126,0.898929513290779
188,2,8302,-0.0843624396552732,0.0781891362248538,0.281345156852936
189,2,8306,-0.0843624396552732,0.0781891362248538,0.281345156852936
190,2,8314,-0.0916418042890731,0.0765560860132905,0.232088596091001
191,2,8317,-0.0842969867751846,0.0783324101141203,0.28259760177531
192,2,8328,-0.0777371652298197,0.0780001153359932,0.319627368912068
