SNP,Chr,Pos,Effect,SE,MID2_RSN1_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.0375556613046097,0.0678390339958307,0.580203377862165
2,1,1035,0.000759130649143236,0.0686109399749128,0.991178412245822
3,1,1074,0.0904625610443794,0.115847665338265,0.435399282181338
4,1,1470,0.0137975456081207,0.11552780050738,0.905002219558689
5,1,1475,0.0703751892071844,0.0851911478307497,0.409313450498921
6,1,1491,0.0266217216244744,0.0745790128468903,0.721335069350082
7,1,21249,0.309520319481808,0.427915309133494,0.469961428505585
8,1,27243,-0.0256124559289637,0.0584038251249015,0.661262619278598
9,1,27272,-0.061730517099879,0.0574485231165661,0.283316361814119
10,1,27498,-0.463122508541185,0.524886425299564,0.378199351885827
11,1,27561,0.278616337989746,0.396696143980033,0.482928803283339
12,1,27816,-0.0127696410588255,0.0587126090524611,0.827949029946167
13,1,27822,-0.0161555997126077,0.0586356116893517,0.783073834594754
14,1,27823,-0.0186271302308582,0.0598416013261776,0.755776127648647
15,1,27825,-0.0168153135701201,0.0586350862502707,0.77444976478538
16,1,27843,0.0022653160661537,0.0561807975257416,0.96785929569566
17,1,27848,0.0022653160661537,0.0561807975257416,0.96785929569566
18,1,28495,0.0130164655824223,0.0561775648651965,0.816903573961405
19,1,28975,0.00708637806518023,0.0558050185813642,0.899024887119137
20,1,29283,0.185726708823776,0.124673423409502,0.137194544762932
21,1,29752,-0.233171876035384,0.129796777818387,0.0732797355166521
22,1,29787,-0.482536242151436,0.35188153876185,0.171151569270136
23,1,30057,0.0412289250020166,0.114375053603381,0.718710308175198
24,1,30479,-0.345048380437126,0.334690581386414,0.303271323840378
25,1,30706,-0.00771298058286934,0.0576325436354375,0.893613031842243
26,1,31435,0.00710874008048271,0.0556571497410981,0.898440320142828
27,1,35128,-0.105887194323286,0.0765067099052624,0.167225224415238
28,1,35129,-0.112717478010883,0.0766761143508892,0.142439790014845
29,1,36146,-0.00902172499989384,0.0553693553700235,0.870661155464745
30,1,37255,-0.0808315974453446,0.111680732279411,0.469683920849259
31,1,37409,0.0186041721161123,0.0556620161104033,0.738401013765159
32,1,37478,0.0107654755371452,0.0557157336019768,0.846896656280024
33,1,39144,0.00746650750844177,0.0554629976396613,0.892987928387156
34,1,41499,0.047834044251209,0.0552519491912557,0.387218562745031
35,1,45359,-0.106441389981677,0.0929444164438538,0.252895715937934
36,1,45634,0.020409166632029,0.0855237765837138,0.811525282270961
37,1,51248,0.086038890507825,0.0553569113745805,0.121019087499233
38,1,51462,0.0771887023177043,0.0554693896576421,0.164933481821206
39,1,52124,0.0577945395904475,0.0554607616623361,0.298087835898254
40,1,52667,0.0233199813312989,0.0554430913682776,0.674295003459883
41,1,55470,0.0488469102995512,0.0569068412429581,0.391272724005281
42,1,59265,0.0352912527355259,0.0553971702071539,0.524499496822382
43,1,60165,0.0199436507040499,0.0553769475117441,0.718955165462385
44,1,62308,0.0124948702035144,0.0553222093576938,0.821443887130115
45,1,62869,-0.00445718828143085,0.0553187489850176,0.935827333059359
46,1,65431,0.0623243667057675,0.0576801450861844,0.280649759464893
47,1,65451,0.0715357983719264,0.0568288391908676,0.208936600576656
48,1,65719,0.0258070927595212,0.0593789226019499,0.664105966258532
49,1,66841,0.0271940930964615,0.0553263996675854,0.623363404164113
50,1,66948,0.00269140875233398,0.0556848057028861,0.961478259878883
51,1,68621,0.0222053630543926,0.0555215603606934,0.689441676690253
52,1,69417,0.0270478593317869,0.055368407965479,0.625494039558748
53,1,69820,-0.548201815083571,0.214758448838938,0.0111111313144851
54,1,69821,0.0138168163190642,0.134471480101999,0.918220490380039
55,1,70906,-0.106244036978539,0.0887930585457111,0.232290704805052
56,1,74327,-0.0720547160302498,0.0555594300310792,0.195514554364901
57,1,74572,-0.057508596956478,0.0554589623914592,0.300465377572392
58,1,75211,-0.0351974048219302,0.0554104556858699,0.525701468613531
59,1,76030,-0.0313324037587764,0.0554170283843803,0.572165609845497
60,1,80108,-0.0351568417371755,0.0553974123160972,0.52608105558223
61,1,81262,-0.108317900734112,0.055107303004504,0.0501305299471381
62,1,81999,-0.0909622312723155,0.055331961858971,0.101079596546397
63,1,82431,-0.048291345627033,0.0557470714075083,0.386937093931907
64,1,83284,-0.0333872618097195,0.055371691961087,0.546918320503771
65,1,83613,-0.0340714877600015,0.0553644032080792,0.538684343748882
66,1,84112,-0.0260998274620263,0.055382780168819,0.637744402355952
67,1,84701,-0.0500428568545517,0.0592641703097242,0.399016013109938
68,1,84858,-0.0357390407217206,0.0555239815804353,0.52020833943083
69,1,85751,-0.0635258222598899,0.0556823475467378,0.254701139594913
70,1,87445,-0.0947140034356949,0.0556750741232457,0.0897874960383054
71,1,87467,-0.0903797786940098,0.0559892178624208,0.107369853174839
72,1,89070,-0.0849758567667775,0.0556603236852173,0.12773449462965
73,1,89616,-0.09323119380621,0.0553212623799284,0.0928204788902153
74,1,89679,-0.0716014865141432,0.0554195219192777,0.197205687300911
75,1,89880,-0.0935867209659466,0.0553407559346729,0.0917004458898631
76,1,91472,-0.0703175980815882,0.0558516607628558,0.20885994273313
77,1,93789,-0.0132955158438788,0.0553956796159375,0.810461833302043
78,1,94351,-0.0331752368527406,0.055517930395524,0.550517380532545
79,1,99148,-0.00184527829286121,0.0554001122857578,0.973447636145216
80,1,101281,-0.082259713050572,0.605881177017263,0.892081507221103
