SNP,Chr,Pos,Effect,SE,ERV25_ERG5_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.304321534884485,0.181121796323225,0.0938023368977006
2,1,1035,0.251943179169362,0.18334424498923,0.170265803057066
3,1,1074,0.380116000188368,0.310007001717905,0.22095843479666
4,1,1470,0.289591375811991,0.309163736413783,0.349557101432508
5,1,1475,0.246787558157164,0.228101060279183,0.280025711145783
6,1,1491,0.11184050969817,0.199771995975214,0.575943115945772
7,1,21249,-0.705032966867496,1.14677804031661,0.539086447747943
8,1,27243,0.0227690258226905,0.156523255529295,0.884424905059903
9,1,27272,0.0941686397507018,0.154095762645907,0.541523593306347
10,1,27498,-1.10942275692557,1.40667488863564,0.430825743034299
11,1,27561,0.621335013979503,1.06312301040783,0.559295491336373
12,1,27816,0.025483686802001,0.157317363929756,0.871407174232506
13,1,27822,0.0217188559888002,0.157119006641886,0.890135977250832
14,1,27823,0.0114674664187356,0.160358498163067,0.943031221285008
15,1,27825,0.03291430652764,0.157113492573958,0.83418360375285
16,1,27843,0.0292924179289421,0.150521289362964,0.845812981591068
17,1,27848,0.0292924179289421,0.150521289362964,0.845812981591068
18,1,28495,0.0182870574468741,0.150528654121598,0.903375578029754
19,1,28975,0.0382605447709131,0.149511714294449,0.798174542493629
20,1,29283,-0.409674070215697,0.334384160790265,0.221331823874878
21,1,29752,0.282286950233287,0.349036161056687,0.419197183276747
22,1,29787,1.64383715720035,0.941270420370574,0.0816108389972383
23,1,30057,0.0267289024021657,0.306505925624616,0.930557873238463
24,1,30479,1.34356919670518,0.89525664422814,0.134310428021246
25,1,30706,-0.00606074602107223,0.154422359033674,0.968714969072711
26,1,31435,0.0123591707263945,0.149127966821965,0.933996891596204
27,1,35128,0.235336680002998,0.205163030932561,0.252128908716485
28,1,35129,0.0209326257438418,0.206068390699045,0.919146963919368
29,1,36146,-0.15197789897157,0.14813976448173,0.305637024296895
30,1,37255,-0.0808884566106034,0.299424749827328,0.787205649703784
31,1,37409,-0.0350176195595787,0.149150962933306,0.814515843165723
32,1,37478,-0.0403626766006733,0.149275376022684,0.7870176943241
33,1,39144,-0.0966875039662774,0.148520452543373,0.515467026628487
34,1,41499,-0.166627511582684,0.147931765848426,0.260769485748936
35,1,45359,-0.19752419532715,0.249272864708979,0.428658796532171
36,1,45634,0.207968947015801,0.228900651405927,0.364204665835189
37,1,51248,-0.358040822521126,0.147603082953327,0.0157795755058724
38,1,51462,-0.330451487342455,0.147988485471409,0.0261783798090907
39,1,52124,-0.324073463065522,0.147825256359675,0.0290121391768954
40,1,52667,-0.237999562617301,0.148048709764949,0.108822084122367
41,1,55470,-0.257631167174459,0.152016202929012,0.091002635518934
42,1,59265,-0.0677306313600212,0.148470932894759,0.648535453598077
43,1,60165,-0.0701858910389842,0.148355439087334,0.636439370866742
44,1,62308,-0.201055947762884,0.147852500834225,0.174748007084961
45,1,62869,-0.218939625619405,0.147761850979081,0.139310617353784
46,1,65431,-0.185945864242472,0.154484991549852,0.22953141464845
47,1,65451,-0.173830045622905,0.152326005464969,0.254572269150429
48,1,65719,-0.112058732969779,0.159028727076503,0.481496067160126
49,1,66841,-0.165109288518985,0.148029870270851,0.265447129264861
50,1,66948,-0.190436274785637,0.148855878066249,0.201619996988336
51,1,68621,-0.337020787316812,0.14771119550656,0.0231066320906532
52,1,69417,-0.232659380497475,0.147884912265836,0.11655763016901
53,1,69820,-0.284556134567277,0.580505818778,0.624306433707054
54,1,69821,-0.397634798019629,0.359681820100893,0.269688004552888
55,1,70906,-0.0433246943713712,0.238380072133293,0.855886151286776
56,1,74327,-0.133411292772571,0.149049323307134,0.371353431367106
57,1,74572,-0.113439973915571,0.148698572370502,0.44604122478518
58,1,75211,-0.0678608443402434,0.148505898264674,0.647982854263369
59,1,76030,-0.0870695394735271,0.148477510737229,0.557971007365348
60,1,80108,-0.117285757873417,0.148383438418386,0.429811158730768
61,1,81262,-0.182133645970521,0.148141709757633,0.219719898681331
62,1,81999,-0.218708464706183,0.148365141120891,0.141339698634846
63,1,82431,-0.23007627037178,0.149023293102721,0.123509820794641
64,1,83284,-0.128482192385068,0.148279902926344,0.386813251186241
65,1,83613,-0.0745197031258658,0.148368145077374,0.615796289363477
66,1,84112,-0.0880870119304881,0.148363447246273,0.55307665610081
67,1,84701,-0.0577404200929604,0.158921082153624,0.71657763456031
68,1,84858,0.0122973794143952,0.14885500453939,0.934205976640291
69,1,85751,-0.0274425383150004,0.149461145537108,0.854424956223649
70,1,87445,-0.0249481482223566,0.149778361970372,0.867806044971024
71,1,87467,-0.0700915227695182,0.150522152161758,0.641749014693785
72,1,89070,-0.0804744361956887,0.14956469619952,0.590876289389922
73,1,89616,-0.0431379082294767,0.148803389910417,0.772063951062048
74,1,89679,-0.0436414452600871,0.14882182183514,0.769506230297586
75,1,89880,-0.0432500287226488,0.148859862673246,0.771572307719626
76,1,91472,-0.0256525318564041,0.149976532112009,0.86428745181675
77,1,93789,-0.00861787899955252,0.148436798569428,0.953735626278802
78,1,94351,-0.0607914920874836,0.148792992400994,0.683107230004889
79,1,99148,-0.0638924086025469,0.148398548312508,0.667061229419497
80,1,101281,1.7634816940721,1.6207052454149,0.277295392251505
81,1,106011,-0.0729369723341471,0.154651014388888,0.637487286157917
82,1,106800,-0.0710054999964337,0.148589679279,0.6330435380458
83,1,107970,-0.0621774139372726,0.148160416568394,0.674987101315133
84,1,109000,-0.00494003522225603,0.148458312641292,0.973473640825886
85,1,112549,-0.179170749833026,0.147983540921498,0.226802071527941
86,1,112742,-0.166689745013872,0.148603625084308,0.262749424855354
87,1,113050,-0.149705261652521,0.148404038151295,0.313776816919404
88,1,113135,-0.181998764888162,0.147922417943185,0.21937921087649
89,1,114076,-0.0681546364909562,0.148194862786734,0.645872003365267
90,1,114628,-0.0538185732142377,0.148586664001294,0.717416885774485
91,1,116283,0.00799132978009831,0.14944024436944,0.957383631196244
92,1,126880,-3.96735906213322,2.7959753983758,0.156794912846485
93,1,127853,0.126588015028162,0.149010362851421,0.396165048714253
94,1,128302,0.0959539788956492,0.148501858033014,0.518604219445559
95,1,128704,0.0581256443540873,0.148705383408254,0.696123308057327
96,1,128911,0.111447777444521,0.148635707356153,0.453871652568798
97,1,130267,0.198110528901291,0.148309146668617,0.182477050561534
98,1,130271,0.196098410711201,0.148493625629226,0.187495404273525
99,1,130613,0.26389441807371,0.149593121939715,0.0785832027357802
100,1,132012,0.002521570510434,0.149932084916183,0.986591243824225
101,1,133231,-0.077327933773869,0.148811324728678,0.603641985358335
102,1,137074,-0.0820774970226618,0.148592305541665,0.58104644792674
103,1,137304,-0.147522677593928,0.148500744405382,0.321188835639242
104,1,139686,-0.060287640589232,0.148869026685618,0.685744115953627
105,1,149562,-0.0848532872504603,0.149174954196585,0.569841873906905
106,1,150447,-0.0601131299894939,0.150864826035251,0.690534324001404
107,1,151446,0.00615408634159387,0.303149389038938,0.983815120793441
108,1,154084,-0.0765528607255792,0.151310098491758,0.613219067020654
109,1,156633,-0.0531606387993914,0.153414049471188,0.729160362796408
110,1,157269,-0.12068701840798,0.148478907740597,0.416867598291299
111,1,160054,-0.0715754373046562,0.149981405787115,0.633494572221555
112,1,166222,-0.0626987071040503,0.148882726381395,0.673917799245961
113,1,166416,-0.0574047632178958,0.148586380699764,0.699478133040589
114,1,167326,-0.0484947154408724,0.149440028745,0.745744510767385
115,1,168836,-0.0492480386488772,0.148730926919976,0.740749025929309
116,1,171200,-0.104783487135458,0.148872365160172,0.481991575775545
117,1,171431,-0.172165909571716,0.149626530150447,0.250660203702461
118,1,173339,-0.146586170210272,0.148536326315311,0.324381894235853
119,1,173845,-0.148683084042971,0.148406949227275,0.317097151790848
120,1,175121,-0.180447953368185,0.148011846042512,0.223603054299296
121,1,175281,-0.169569934471314,0.148174583614891,0.253236124807045
122,1,175315,-0.180422215082648,0.148091442541994,0.223917436600517
123,1,175523,-0.172514464126065,0.148960579767917,0.247597359271442
124,1,175541,-0.175489520678546,0.148340441993475,0.237597863344303
125,1,175653,-0.202824511977177,0.148713234586576,0.17347963977345
126,1,175805,-0.104942291016403,0.157438846923895,0.505489231274919
127,1,175818,-0.181792689140407,0.153614212729499,0.237432492691331
128,1,175856,-0.197771719274479,0.151200103571232,0.191719980943124
129,1,175876,-0.174840995565086,0.148952895223568,0.241266241269419
130,1,175989,-0.155720256166966,0.149439458947345,0.298111335864401
131,1,176001,-0.168817274545638,0.150180445912932,0.261736025923639
132,1,176451,-0.138524499762822,0.152078844856321,0.362983908809199
133,1,177692,-0.192022193858376,0.148050114522579,0.195475496691965
134,1,178191,-0.198862363591683,0.148172259227227,0.180425320521929
135,1,178224,-0.192022193858376,0.148050114522579,0.195475496691965
136,1,178960,-0.195943755599321,0.149223739672083,0.190006553603479
137,1,179139,-0.112021723198461,0.296418547676928,0.705719105514286
138,1,179139,-0.751501807755119,0.595774615079664,0.208002706016528
139,1,180955,0.0463979990013401,0.171770330995358,0.787228482145466
140,1,183802,-0.203984373740775,0.148023523765318,0.169059561996016
141,1,183954,-0.149671298984227,0.149289308727444,0.316760552469032
142,1,184450,-0.136770362833688,0.148013818582824,0.356097838221023
143,1,184641,-0.125155014858578,0.152359690763514,0.411947615082551
144,1,184718,-0.169456489265581,0.148761547866596,0.255427663525678
145,1,185296,-0.126254334582653,0.148250244171403,0.394996926526858
146,1,185438,-0.108236280548756,0.148297618371561,0.465960712805034
147,1,185469,-0.116335246786229,0.148494616667967,0.433899520962782
148,1,185503,-0.111902485848578,0.148119555061374,0.450460272568115
149,1,185705,-0.127594537031956,0.149742113085291,0.394738968021863
150,1,185749,-0.135856697307969,0.149721522198279,0.364816480041861
151,1,185806,-0.165130734696911,0.149838638922323,0.271187669262174
152,1,185879,-0.147486566595183,0.150617043691969,0.328144046430347
153,1,185916,-0.0768680773391461,0.150697345519453,0.61031244984616
154,1,185941,-0.0945298007445748,0.151325955484268,0.532586804972907
155,1,185954,-0.111609644810143,0.151735517987859,0.462490689411111
156,1,186055,-0.11502693152452,0.148695118690378,0.439699470586095
157,1,186896,-0.107202109924273,0.151153320921641,0.478651391360513
158,1,187697,-0.422789579520721,0.307661058186706,0.170249688834992
159,1,189392,-0.394376311464402,0.309389017703244,0.203255997897094
160,1,189416,-0.522384042331733,0.298674156641114,0.081158443565881
161,1,190132,0.000422684032357845,0.149009878994177,0.997738312052522
162,1,190148,0.0279636919942268,0.149047390219695,0.851285389080469
163,1,190165,-0.011809168753936,0.150198878687915,0.937376605797733
164,1,190169,0.0307474531937377,0.150003964513014,0.837707764895159
165,1,190933,0.000457305538728914,0.148796376263664,0.997549549641044
166,1,192149,0.151623516770273,0.149795664057459,0.312134619713057
167,1,192302,0.00690572768445818,0.198073366259687,0.972207499066677
168,1,192303,0.00726579897700041,0.178837488681282,0.967615477219433
169,1,192305,0.00380695530436714,0.185844095466527,0.983668313300714
170,1,192315,-0.250153961544717,0.210402954235108,0.235267171657951
171,1,192795,0.209943395152247,0.148093725904161,0.157178350811728
172,1,194020,0.0373217251558704,0.156418139313283,0.811552447896936
173,1,194187,0.0844164054556116,0.148569808905849,0.570264803484253
174,1,194867,-0.0979973524500694,0.148465248635071,0.50963981008958
175,1,197325,-0.0590244759361271,0.152149423390381,0.698296071184879
176,1,197392,-0.0546933693804767,0.154110493926111,0.722878608471455
177,1,198857,-0.921083022757164,0.710641041986393,0.195777532975132
178,1,206666,-0.0670998271221932,0.167037108739136,0.688143417515301
179,1,206675,0.0412026293480459,0.217506334455757,0.849863229104251
180,1,223051,-0.40447719812737,0.170805616037109,0.0184201031577739
181,1,223059,-0.501584360773757,0.176761771278443,0.00480760191990335
182,2,7366,-0.283274412456125,0.214933859027219,0.188371379224083
183,2,8180,0.203361929526483,0.296448711730376,0.493167419127238
184,2,8187,0.496011871318906,0.30735116891991,0.107458292131085
185,2,8250,0.23962082061753,0.303651200718025,0.430564662307423
186,2,8253,0.241162692919856,0.303647742751832,0.427601761488523
187,2,8285,0.153846576204036,0.164567455612201,0.350502500431102
188,2,8302,0.19721771195118,0.153878603531753,0.200808462116681
189,2,8306,0.19721771195118,0.153878603531753,0.200808462116681
190,2,8314,0.219921260315412,0.150617995305734,0.145144822675822
191,2,8317,0.184433362631812,0.154205381439719,0.232489881308831
192,2,8328,0.151731548500767,0.15361408776888,0.323954088091853
193,2,8331,0.153802697430208,0.15331865163726,0.31647219907523
194,2,8498,0.0969770009693995,0.150762563389532,0.520483902748903
195,2,8651,0.103456280924225,0.150891698077173,0.49339478198836
196,2,9418,0.0243196204787512,0.384010245366581,0.949539050640181
197,2,9812,0.0808448212823927,0.151828338381469,0.594731931247667
198,2,9932,0.0512561797766766,0.15126606088079,0.734925822029477
199,2,10135,0.0523179636660627,0.150685543739512,0.728648259454554
200,2,11616,0.0804948900552473,0.150490331202942,0.593066739418319
201,2,12133,0.0808079783584552,0.151088607896594,0.593098381196334
202,2,12194,0.0899974544660687,0.151658665881449,0.553279390186466
203,2,12359,0.0778130961822192,0.151233961223952,0.607209543242466
204,2,13061,0.0713592444102316,0.151231840441702,0.637323024470603
205,2,14298,0.0676084060824929,0.151714096313434,0.656137459914368
206,2,15222,0.0745103012912691,0.153185286132538,0.62698089761936
207,2,17986,0.0841128339211878,0.150484725800718,0.576552991054837
208,2,19770,0.083031094137457,0.15152777434564,0.58406598873082
209,2,19836,0.047073108827421,0.151154965509672,0.75566302759746
210,2,19851,0.0534250228525393,0.151591682349621,0.724728271513685
211,2,21595,0.0124804350965744,0.150990675158421,0.934171132181214
212,2,22385,-0.00299562223998495,0.151134925273125,0.984197486060554
213,2,23441,0.00898036925704404,0.152602166106268,0.953106282340726
214,2,24209,0.0263912993330782,0.151339846906695,0.86166338872555
215,2,24341,0.0457166805856135,0.151684831624156,0.763292625429015
216,2,26815,0.0910588992687511,0.151445022395813,0.548048051141749
217,2,28209,0.107821151436815,0.151464862322278,0.477024208789564
218,2,28695,0.00711944986936297,0.158351116622425,0.964164696547989
219,2,35849,-0.844195394897805,1.6227989501259,0.603243672054855
220,2,35850,-1.3880204899651,1.98409911179435,0.484655264796569
221,2,41245,-0.0566069118434369,0.150962073969426,0.707904695998707
222,2,43214,-0.119335090532283,0.153308623378454,0.436855990946651
223,2,47104,0.00694827224717498,0.149162149111023,0.962872714356415
224,2,50915,0.00440663405552488,0.150627988277049,0.976677683894333
225,2,55834,-0.050236637114314,0.149908301144164,0.737736803346005
226,2,56422,0.0136422297300905,0.150198438723998,0.927680746360046
227,2,57715,-0.0246078394686519,0.149699339221277,0.869524712450791
228,2,59046,0.0155723795557841,0.150460099938544,0.917626193508889
229,2,59191,-0.00640293747030574,0.149600499529897,0.96588497049579
230,2,59383,0.035464358043197,0.149632065464088,0.812786192986693
231,2,59477,0.0032110002604222,0.151895464552597,0.983146287340599
232,2,59755,0.183432749944808,0.341144771298737,0.591124596479553
233,2,60471,-0.0350565765133393,0.149833900584985,0.815144218307307
234,2,60478,-0.0224075284056628,0.150011769125399,0.88134556145397
235,2,60786,-0.0245653027218568,0.14976413512203,0.869804074303455
236,2,61035,-0.0105655199234982,0.149757985071562,0.943795356359589
237,2,61071,-0.0221043725458824,0.149075031902899,0.882208966273085
238,2,61675,-0.0723880994916829,0.149459210965193,0.62844958049797
239,2,62776,-0.0682169580260127,0.156008319433205,0.662186650863703
240,2,62939,-0.0875834316813399,0.14917761409729,0.557506210598737
241,2,63527,-0.0525094237063279,0.149784597459381,0.726122886899697
242,2,63857,-0.0681877774615839,0.149801560915343,0.649254283420571
243,2,65527,-0.129033981078752,0.149193512168316,0.387693862228589
244,2,67007,-0.166274288526017,0.164196515630684,0.311918961018179
245,2,67023,-0.137867086172855,0.339962273315293,0.685328927677549
246,2,67024,-0.126467406037399,0.341218060917136,0.711131606835114
247,2,67976,-0.0737745002835252,0.15145177695604,0.626478856698149
248,2,69628,0.00433933834042066,0.154012358376197,0.9775382902927
