SNP,Chr,Pos,Effect,SE,HUG1_ADE17_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.111540660905215,0.0859762436354227,0.195360476083584
2,1,1035,0.0863443299663771,0.0870024882273203,0.321665070424058
3,1,1074,-0.103150937912455,0.147130656788131,0.483712533191206
4,1,1470,-0.278375243478907,0.145952728256292,0.0572934974941102
5,1,1475,-0.179730000085923,0.107858831806001,0.0965317939790342
6,1,1491,-0.29944082956279,0.0933687782903451,0.00146348517907986
7,1,21249,-0.611206992015624,0.54280536829803,0.26092410152039
8,1,27243,-0.135934131867463,0.0738290722556063,0.0664311033819719
9,1,27272,-0.135552707105663,0.072711614586225,0.063116303907706
10,1,27498,0.472175177524749,0.6667740795154,0.47932026255151
11,1,27561,0.466768816071479,0.503473235148799,0.354509302891388
12,1,27816,0.0978169638136639,0.0743776377980824,0.189316695036856
13,1,27822,0.101145028208528,0.0742700159470087,0.174111954287243
14,1,27823,0.0873910670458864,0.0758562099405205,0.250075167766375
15,1,27825,0.0895880161552463,0.0743120431443187,0.228792648748083
16,1,27843,0.0729267161867066,0.0712341734419865,0.306649575402117
17,1,27848,0.0729267161867066,0.0712341734419865,0.306649575402117
18,1,28495,0.100674747719424,0.0711394834648117,0.157899049741239
19,1,28975,0.124066847878141,0.0705557889903024,0.0795422611729201
20,1,29283,-0.0813017472788973,0.15875109960953,0.608877876530554
21,1,29752,-0.33305992310136,0.164618935028277,0.0438039566130365
22,1,29787,-0.22434143155712,0.447856768682238,0.616738021533305
23,1,30057,0.287105943388566,0.144456832388109,0.0476409033512109
24,1,30479,-0.0393988868332977,0.425632038304385,0.926301180484718
25,1,30706,0.131870727418886,0.0728476548839706,0.0711109353538672
26,1,31435,0.0911869169616476,0.0705095341212712,0.196768017834253
27,1,35128,0.0202679148029219,0.097407254401226,0.835291202664795
28,1,35129,0.0421509665261057,0.0976369142631023,0.666214753061983
29,1,36146,0.0946402254706318,0.0701312706668681,0.178050055623885
30,1,37255,0.107796747574376,0.141803950931353,0.44765348438401
31,1,37409,0.104042157878182,0.0704748777193743,0.140754484759475
32,1,37478,0.101158303778185,0.0705477169326297,0.152486262711935
33,1,39144,0.0713804457449629,0.0703274651496361,0.310814075316864
34,1,41499,0.0830335079067491,0.0700954710531586,0.236981533924189
35,1,45359,-0.105809567986648,0.118107832556745,0.370931321659047
36,1,45634,-0.112188044441015,0.108444568674044,0.301601455852296
37,1,51248,0.0707979120643113,0.0704328756877565,0.315497380131139
38,1,51462,0.0599058310567075,0.0705572415792719,0.396435144875437
39,1,52124,0.0727373698373309,0.0704272771303684,0.302404042360398
40,1,52667,0.0454888584739062,0.0703789314439274,0.518477886465846
41,1,55470,0.0223849622157762,0.0723271895122957,0.757127006004629
42,1,59265,0.0177686349248117,0.070378684607495,0.800823333300342
43,1,60165,-0.028900632974801,0.0703150275972217,0.681309871603997
44,1,62308,-0.00409811312725217,0.0702541625444142,0.953516648566916
45,1,62869,-0.0438735963058478,0.0702068532505656,0.532427953155223
46,1,65431,0.0568245484426476,0.0733022419606016,0.438735229987791
47,1,65451,0.0557864009703364,0.0722633862278987,0.440638581235057
48,1,65719,-0.0275366741588995,0.0754066632541081,0.715199021608225
49,1,66841,0.0174997903579219,0.0702726111231483,0.803484583720019
50,1,66948,0.00872657705292967,0.0707085673002911,0.90184783154588
51,1,68621,0.0373790818536515,0.0704904679359835,0.596257142666829
52,1,69417,0.00797116037726342,0.0703305712006055,0.90982663624054
53,1,69820,0.245056215319544,0.274901426271944,0.373304101474369
54,1,69821,0.147257132296814,0.170577591440835,0.388566763905445
55,1,70906,-0.0303003681284739,0.112968393086342,0.788686747129735
56,1,74327,-0.0175707698344216,0.0707123461978056,0.803905720511433
57,1,74572,-0.0174632501099613,0.0705241300773441,0.804571687860663
58,1,75211,0.0227374584680175,0.0703912821863958,0.746874935828061
59,1,76030,0.0177128926731183,0.0703953718222559,0.801481117424837
60,1,80108,-0.093176221729927,0.070210108194375,0.185331510562653
61,1,81262,-0.187860267087594,0.0696443303807424,0.00732315755823985
62,1,81999,-0.189317721806832,0.0698067597244129,0.00701462527751707
63,1,82431,-0.169859716603551,0.0702850608829763,0.016167321406285
64,1,83284,-0.0964650325466949,0.0701608472968323,0.170030589285422
65,1,83613,-0.0645676729242226,0.0702567072958301,0.358710019565492
66,1,84112,-0.068430091796806,0.0702541124413836,0.330705246050724
67,1,84701,-0.0269043796785703,0.0753173721668097,0.721145461138468
68,1,84858,-0.00869842997230208,0.0705454848601067,0.90193778713605
69,1,85751,-0.065395554948591,0.0707514060175991,0.355961311737423
70,1,87445,-0.0642405191713599,0.0709043223992107,0.365544866020617
71,1,87467,-0.104029608735995,0.0711431944609819,0.144560583013605
72,1,89070,-0.0408342813765915,0.0708784100711286,0.564902992800257
73,1,89616,-0.0271317264779241,0.0705154698727477,0.700644900653014
74,1,89679,-0.0226757158076389,0.0705288605680245,0.748014416252692
75,1,89880,-0.0368705796769459,0.0705297632742454,0.601464875199302
76,1,91472,-0.00449990127859798,0.0710803854426255,0.949557702121521
77,1,93789,-0.018014393251333,0.0703419247298328,0.798024703153071
78,1,94351,-0.0322667286757691,0.0705126927814668,0.647520135372366
79,1,99148,-0.00704801571743927,0.0703474588692363,0.920251446050506
80,1,101281,-0.584864266806677,0.768752068167655,0.447286215101983
81,1,106011,0.0118319706423513,0.0733135873556336,0.871879743231569
82,1,106800,0.021787280607577,0.0704338056495209,0.757253106877952
83,1,107970,0.0381642405548791,0.0702052726993745,0.587053480048583
84,1,109000,0.00719254948238637,0.070357388143971,0.918633135142616
85,1,112549,0.0766912699616649,0.070160143955806,0.275100188237444
86,1,112742,0.102259348274247,0.0703423397485456,0.146907356961725
87,1,113050,0.0951137826853597,0.0702517361273468,0.17663462787395
88,1,113135,0.0768287051921702,0.0701353943701478,0.274073302363655
89,1,114076,0.0758168894926733,0.0701385135054538,0.280453079988204
90,1,114628,0.110840216735119,0.0701847286153295,0.115171137013057
91,1,116283,0.0957656426003891,0.0706403165792319,0.176067777179794
92,1,126880,-1.27737579721956,1.32711992387983,0.336448714723705
93,1,127853,0.0515856010299937,0.0706387642027977,0.465707530391789
94,1,128302,0.0469499690904733,0.0703762131375987,0.505125977901793
95,1,128704,0.002122901100858,0.0704905720202152,0.975991480268183
96,1,128911,-0.000105973058006859,0.0704984639987553,0.998801472134341
97,1,130267,-0.00320812834681794,0.0704648399383007,0.963712143602186
98,1,130271,-0.00327174389265988,0.07054846467924,0.963036921973343
99,1,130613,0.0313164628881698,0.0711884426203796,0.660271961974157
100,1,132012,0.0382140120584888,0.0710276919081086,0.590905265812687
101,1,133231,-0.0127362289440525,0.0705493330593053,0.856840570589602
102,1,137074,-0.0285553987025899,0.0704358538072439,0.68542176499717
103,1,137304,-0.0357178315171683,0.0704510927426372,0.612480059332632
104,1,139686,-0.029922222169052,0.0705513817715004,0.67173694907071
105,1,149562,-0.0754770884695361,0.070616172575971,0.285874039584046
106,1,150447,-0.100117340886581,0.0713161044087884,0.161241696670229
107,1,151446,-0.397602939051948,0.142103476115786,0.00542442000274918
108,1,154084,-0.0659707938721852,0.0716498655128712,0.357815734235891
