SNP,Chr,Pos,Effect,SE,FMP45_HNM1_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0553677142294137,0.0723568134645952,0.444661433691165
2,1,1035,0.0498932362304388,0.0731608542661927,0.49570747573063
3,1,1074,0.00975797242888188,0.123717022342495,0.937178075093514
4,1,1470,-0.240458876111818,0.122606415182521,0.050638430309396
5,1,1475,-0.0511127089253858,0.0909475226723586,0.574471177409714
6,1,1491,-0.0590383889087849,0.0795293613310256,0.458370745765468
7,1,21249,-1.16733357565495,0.452687221239215,0.0103223376861774
8,1,27243,-0.04397489771356,0.0622908746777055,0.480678335839146
9,1,27272,-0.135049198821884,0.060976506164754,0.0274136396828069
10,1,27498,-0.22625344524503,0.560550497621756,0.686731246599238
11,1,27561,0.435486974977166,0.422942408641695,0.303874511969151
12,1,27816,0.0170695335093768,0.062644945570915,0.785411807864295
13,1,27822,0.0184594952041766,0.0625641914085401,0.768129985721068
14,1,27823,0.032638515354567,0.0638371198112003,0.609476043039753
15,1,27825,0.0219479178272781,0.0625610000861384,0.725929451352859
16,1,27843,0.0656932812177811,0.0598439306656337,0.273064759766733
17,1,27848,0.0656932812177811,0.0598439306656337,0.273064759766733
18,1,28495,0.083046980529655,0.0597837791231852,0.165671238113307
19,1,28975,0.0629941647637554,0.0594517798472126,0.290058286725739
20,1,29283,0.0938542721243634,0.133352601997076,0.482017996315093
21,1,29752,-0.0764288894089824,0.139067484262378,0.582954100534147
22,1,29787,-0.221493725733546,0.376277597245474,0.55647625496935
23,1,30057,0.233933095917728,0.121425861212299,0.0548381773402909
24,1,30479,-0.54421153910895,0.356482837746885,0.127752599503108
25,1,30706,0.033948681551373,0.0614698967723548,0.581105062327514
26,1,31435,0.0392813244320154,0.0593516689772937,0.508505399598814
27,1,35128,-0.154435481067797,0.0814413749091552,0.0587396042714814
28,1,35129,-0.0912255133176454,0.0819209812424857,0.266217365531813
29,1,36146,0.0339241420822912,0.0590546531287613,0.566026961881194
30,1,37255,0.0689933048491538,0.119197045397407,0.563081628585289
31,1,37409,0.0544525676747797,0.0593309548778407,0.35936241482394
32,1,37478,0.0378605486324096,0.0594186030087106,0.524418400359141
33,1,39144,-0.0203810776677985,0.0591715226170872,0.730720029136125
34,1,41499,0.0106418115817528,0.0590145909400603,0.857000833485549
35,1,45359,-0.147483246904341,0.0990467372496009,0.137373151855374
36,1,45634,-0.0405478586622015,0.0912371395349279,0.65700932193974
37,1,51248,0.0157379670493498,0.0592625944748789,0.790730615481719
38,1,51462,0.00720765946864489,0.0593476427612852,0.903405209860798
39,1,52124,0.000815380754963888,0.0592684981567387,0.989031296828794
40,1,52667,-0.0196931534874641,0.0591642443247498,0.739440833460853
41,1,55470,-0.0253735998147224,0.0607688826509238,0.676535383635967
42,1,59265,-0.0153125965863664,0.0591380608495038,0.795840452033078
43,1,60165,-0.0134306496589865,0.0590946602085744,0.82034265371148
44,1,62308,0.0241997272967087,0.0590199347153244,0.682035357918729
45,1,62869,0.00577799947387386,0.0590257720089794,0.922075647347243
46,1,65431,0.0343836486838051,0.0616202045480326,0.577202805512059
47,1,65451,0.0570143685207056,0.0606974559866588,0.348208464995099
48,1,65719,0.0445714938793119,0.0633308366501329,0.48202866903054
49,1,66841,0.0243069135247506,0.0590402190381481,0.680808501574542
50,1,66948,0.0312430645351027,0.0593935412333934,0.59919440352633
51,1,68621,0.0522010489906592,0.0591906820400091,0.378423817861806
52,1,69417,0.0124227796570459,0.0590952847589342,0.833620304571655
53,1,69820,0.0388060707477798,0.231246898054989,0.866827054961322
54,1,69821,0.183652703231665,0.143152124399221,0.200361841353226
55,1,70906,-0.159573686086602,0.0945549345619643,0.0923656941011615
56,1,74327,-0.0655831714790645,0.0593212943632976,0.269670501462362
57,1,74572,-0.0681613076595566,0.059154558812107,0.249994845131117
58,1,75211,-0.0590592742355236,0.0590740906595488,0.318116712903393
59,1,76030,-0.070441640150035,0.0590387370626741,0.233614781241047
60,1,80108,-0.115759751077233,0.0588218771507231,0.0498537328339731
61,1,81262,-0.116005118620999,0.0587980257221685,0.0492819651865119
62,1,81999,-0.123066524649917,0.0589026185289669,0.0373943496260068
63,1,82431,-0.0899264843841128,0.0593535758492827,0.130642474942225
64,1,83284,-0.143809968922332,0.058615290811085,0.0146319004698898
65,1,83613,-0.126006179463893,0.0587247018516293,0.0325776632426894
66,1,84112,-0.130969981861976,0.0587004866723284,0.026298316099191
67,1,84701,-0.0770721564471022,0.0631666336980326,0.223226181079135
68,1,84858,-0.0751246488124186,0.0591447695785193,0.204856222315748
69,1,85751,-0.106483077545585,0.0592529986576385,0.0731756981696227
70,1,87445,-0.0922334290070715,0.0594469074056665,0.121671709698177
71,1,87467,-0.10240753604033,0.0597132760955791,0.0872250748307202
72,1,89070,-0.0826679761926774,0.0594235704300974,0.165051646089793
73,1,89616,-0.0713552607434731,0.0591438879240203,0.228444670330433
74,1,89679,-0.0736721630895846,0.0591433616387979,0.213717607246696
75,1,89880,-0.0645024577949949,0.0591887415858581,0.27655528602965
76,1,91472,-0.0694315414539434,0.0596138756947655,0.244931959962546
77,1,93789,-0.0729194162394394,0.0589853929615825,0.217195623727958
78,1,94351,-0.0499591848579216,0.0592088351670646,0.399364210826734
79,1,99148,-0.0718078667791542,0.0589892558828732,0.224301659874395
80,1,101281,0.463051559677123,0.646032288925666,0.473994760998618
81,1,106011,-0.0927252412268705,0.0614087743993316,0.131946334027189
82,1,106800,-0.0700025410830986,0.0590752980418301,0.236825881450141
83,1,107970,-0.0653155359458871,0.0589148320587248,0.268338829894506
84,1,109000,-0.102961680896997,0.0588667878053035,0.0811493590513538
85,1,112549,-0.0461650521407577,0.0590032521510867,0.4344950234889
86,1,112742,-0.0336112534938922,0.0592574703128905,0.570934049774475
87,1,113050,-0.0270166463017319,0.0591672635228257,0.648228792019817
88,1,113135,-0.0501889356598626,0.0589735187714789,0.395322996531057
89,1,114076,-0.0240433723545468,0.0590201157423339,0.683978857157991
90,1,114628,-0.0368031781945818,0.0591509077970669,0.534217775656464
91,1,116283,-0.0317186079125779,0.0594885550067807,0.594238686233581
92,1,126880,-2.36833323563188,1.10948704928315,0.0334804162265563
93,1,127853,-0.0148538481891048,0.0593964379346487,0.802671126334121
94,1,128302,-0.0106145214655047,0.0591708312821435,0.857736182300004
95,1,128704,-0.0299264517785195,0.0592110108778488,0.613579030310816
96,1,128911,-0.0473235339720043,0.0591854146938987,0.424491298368584
97,1,130267,-0.103230640692704,0.0589554313249137,0.0808154302717149
98,1,130271,-0.103743885003918,0.0590234618843591,0.0796700699932431
99,1,130613,-0.0624125550068419,0.0597428794587779,0.296882931584355
100,1,132012,-0.0652082530339951,0.0596071991537639,0.274715786712524
101,1,133231,-0.0779201695524997,0.0591392276846089,0.188501574648898
102,1,137074,-0.0532582503249816,0.0591322490213903,0.368381376983091
103,1,137304,-0.0677195069133406,0.0591109428327209,0.252722681978131
104,1,139686,-0.11026231423112,0.0590074347832602,0.0625041432391805
105,1,149562,-0.0771682185938814,0.0592917471740824,0.19393606305599
106,1,150447,-0.0823500004608476,0.059933033041238,0.170303066012481
107,1,151446,-0.152356083090653,0.120451968871928,0.206752313630251
108,1,154084,-0.0629920706935723,0.060185434816292,0.295984932066197
109,1,156633,-0.0723819461221013,0.0609835946494216,0.236061855017818
110,1,157269,-0.0657382060464843,0.0590812197994085,0.266605108897338
111,1,160054,-0.0627810099989515,0.0596535235673928,0.293323319898733
112,1,166222,-0.0608592505800153,0.0592166049126261,0.304776031934245
113,1,166416,-0.0545336399970041,0.0591135185826654,0.356885411538944
114,1,167326,-0.060795614643841,0.0594330322268824,0.307043165596459
