SNP,Chr,Pos,Effect,SE,ERG11_ERV25_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.109178752446388,0.110714194866668,0.324744023345112
2,1,1035,-0.00452490953537438,0.112079202022717,0.967819035296481
3,1,1074,0.140469323494396,0.1892587830306,0.458455074799556
4,1,1470,-0.298282040097023,0.188055371757357,0.113603029502831
5,1,1475,-0.0145000825263333,0.139296362339268,0.917152917415788
6,1,1491,-0.0742925366155904,0.121786400227775,0.542238889965032
7,1,21249,-0.769571827464069,0.698338933358016,0.271211010633663
8,1,27243,0.0145138484289125,0.0954284616903862,0.879201734745716
9,1,27272,-0.0109754949696439,0.0939966071749946,0.907112841137714
10,1,27498,-0.422523024267066,0.858078850546836,0.622738588685455
11,1,27561,-0.263600630004297,0.648324046158677,0.684557172169879
12,1,27816,-0.0986045587099028,0.0957727546491938,0.30391778348132
13,1,27822,-0.0816493126154629,0.0956959126766828,0.394117929202498
14,1,27823,-0.0636636609201932,0.0977089606692205,0.515106310247018
15,1,27825,-0.0844683280355092,0.0956889811189484,0.377978418887568
16,1,27843,-0.0221885501162126,0.0917667873039679,0.809081104510839
17,1,27848,-0.0221885501162126,0.0917667873039679,0.809081104510839
18,1,28495,-0.0149144672774218,0.0917724390505304,0.870992710655688
19,1,28975,-0.0574587865966521,0.0911110915119124,0.528680501588614
20,1,29283,-0.0437633893243889,0.204286243084425,0.830494648047016
21,1,29752,-0.640117177957327,0.210254104577567,0.00250571564073011
22,1,29787,0.132601325211973,0.576302103695124,0.818155145739994
23,1,30057,0.359563761711509,0.185889288804707,0.0538763957155523
24,1,30479,-0.498981358578612,0.546912009695835,0.362201209014226
25,1,30706,-0.0368790496553544,0.0941275999063569,0.695443542998819
26,1,31435,-0.00120239301223052,0.0909208479806836,0.98945606404496
27,1,35128,-0.0347252779219822,0.12530258216737,0.781841437969441
28,1,35129,-0.017084908288258,0.125633834264384,0.891906935227568
29,1,36146,-0.0229611071589807,0.0904437879666307,0.799742577706859
30,1,37255,-0.128511964811948,0.182443267825327,0.481651803316066
31,1,37409,0.0012702777549064,0.0909410805230916,0.988863290060506
32,1,37478,-0.00067098864564763,0.0910192752666507,0.99412226040794
33,1,39144,-0.122214981264165,0.0903701309391747,0.177118692871138
34,1,41499,-0.125395613691109,0.0901057844351751,0.164905038228768
35,1,45359,-0.14648531990599,0.151911250598322,0.335564559420898
36,1,45634,0.0511750962816726,0.139692132109025,0.714329353907771
37,1,51248,-0.0238088858026348,0.0907283563075411,0.793151151509801
38,1,51462,-0.0087576738648394,0.0908590503547681,0.923267542117774
39,1,52124,-0.0647685793003103,0.0906716974479586,0.475501590587651
40,1,52667,-0.0838649226610025,0.0904817519771117,0.354626718010204
41,1,55470,-0.106582805331631,0.0928840973223009,0.251959670742259
42,1,59265,-0.103339731396071,0.0903788758221546,0.253644964992811
43,1,60165,-0.0541945576440478,0.0904316714774354,0.549365698016405
44,1,62308,-0.00751272519896259,0.0903772725118445,0.933798257956286
45,1,62869,-0.0400994473058592,0.0903415987397943,0.657412354205206
46,1,65431,0.080817786214596,0.0942810490347277,0.391915518159534
47,1,65451,0.105200883053127,0.0928722689612199,0.258088866459802
48,1,65719,-0.00710460029499044,0.09702368576223,0.941668210653579
49,1,66841,0.052626635491324,0.0903659941650914,0.560687835631833
50,1,66948,0.0485432745365779,0.0909275477347024,0.593769134083021
51,1,68621,0.106706038087919,0.0905398702169477,0.239370026699585
52,1,69417,-0.00576281122968961,0.0904771428710216,0.949250285089285
53,1,69820,-0.154394864837264,0.353946466965894,0.662951281599365
54,1,69821,0.322007996455937,0.218999640464424,0.142355423179171
55,1,70906,-0.144316290237608,0.145138684394989,0.320741510267828
56,1,74327,-0.0641279197182112,0.0909110520749469,0.481031586781516
57,1,74572,-0.0139975381085301,0.0907298387481944,0.877479403101387
58,1,75211,-0.040384671422215,0.0905419890872097,0.65584721320688
59,1,76030,-0.0722828902297218,0.0904857490631662,0.424925104928993
60,1,80108,-0.154815085519991,0.0901703743232007,0.086871422429001
61,1,81262,-0.196694314499068,0.0899043728966442,0.0293381664159143
62,1,81999,-0.198516368212068,0.0901155878351651,0.0282468737975389
63,1,82431,-0.181041386581798,0.0906517176345519,0.0465806075848119
64,1,83284,-0.202535187442906,0.0898547089466537,0.024807077499946
65,1,83613,-0.16164094363252,0.0900791474390214,0.0735996985524744
66,1,84112,-0.15203806098788,0.0901365125882187,0.0925342617408689
67,1,84701,-0.152509551739258,0.0965681868495192,0.115164277727728
68,1,84858,-0.105112505925394,0.090581840883058,0.246664161302391
69,1,85751,-0.107358044616512,0.0909481429790212,0.2386234737994
70,1,87445,-0.170084960568599,0.0908702932431654,0.0620702816471321
71,1,87467,-0.165394174393239,0.0913751092083363,0.0711371818611746
72,1,89070,-0.124363534344388,0.0909831725628552,0.172531219618907
73,1,89616,-0.133965535500856,0.090452296774332,0.139481844242288
74,1,89679,-0.107022080369187,0.0905654293504674,0.238116219932888
75,1,89880,-0.127564528576359,0.0905130869005731,0.159612330093748
76,1,91472,-0.0966486542539359,0.0912963193065646,0.290494011656634
77,1,93789,-0.128292015266178,0.0902410577061394,0.156008135200637
78,1,94351,-0.135695823843587,0.0904493117678218,0.134445666813367
79,1,99148,-0.100466487405079,0.090340913108764,0.266859764265325
80,1,101281,-0.181731073601743,0.989716129776518,0.854417475004349
81,1,106011,-0.085570958058031,0.0942069353224649,0.364323748534345
82,1,106800,-0.00687881106686351,0.0906203613350188,0.939535287531635
83,1,107970,-0.0873595620825038,0.0902329038690938,0.333629122427674
84,1,109000,-0.0934871047360133,0.0903749805007563,0.301640665881177
85,1,112549,0.044607213131662,0.0903782155798124,0.621922784765277
86,1,112742,0.0362752820739645,0.0907410917059394,0.689570016154571
87,1,113050,0.0901865816220737,0.0904817060161304,0.319574302078097
88,1,113135,0.0503639530854023,0.0903383951885022,0.577536953139939
89,1,114076,0.047776076824376,0.0903423772054311,0.597253296932744
90,1,114628,0.10075776183991,0.0904479533298833,0.266043071689039
91,1,116283,0.115352260038338,0.0909036476082959,0.205294670213824
92,1,126880,-2.52693942253109,1.70419924519073,0.139027120422454
93,1,127853,0.139409371245085,0.0906378955939387,0.12492211259486
94,1,128302,0.171895971326484,0.0901286073080018,0.0573022553277748
95,1,128704,0.136209085533842,0.0903917078159508,0.132736823566341
96,1,128911,0.138283464690265,0.0903928544625099,0.126960534217519
97,1,130267,-0.0361237957746616,0.0906286189452186,0.690435224870028
98,1,130271,-0.0283601972133844,0.0907440462914647,0.754822640147729
99,1,130613,-0.0206667953676044,0.0915981109424389,0.821623905762512
100,1,132012,0.0154556509413971,0.0914065738619231,0.865825165286859
101,1,133231,-0.0693019276036942,0.0906866469248304,0.445263877803653
102,1,137074,-0.0313139559554675,0.0906172224093935,0.729877020501848
103,1,137304,-0.0416257332356711,0.0906369769035014,0.646331768825267
104,1,139686,-0.0682965930051442,0.0907103921145669,0.452006923462784
105,1,149562,-0.0768928919136891,0.0908982187278367,0.398168759558811
106,1,150447,-0.103739838052591,0.0918337513335607,0.259391490592191
107,1,151446,-0.324259203727541,0.18401595434835,0.0789135604752778
108,1,154084,-0.0896534692730027,0.0921603723034978,0.331319588570237
109,1,156633,-0.0839800340662043,0.0934421756776627,0.369404851258353
110,1,157269,-0.0639422156914577,0.0905450058405302,0.480534172995336
111,1,160054,-0.101196644579203,0.0913110832247076,0.268503016269417
112,1,166222,-0.118126797277756,0.090575315644459,0.193020892052974
113,1,166416,-0.10632107923837,0.0904320595181643,0.240506636570847
114,1,167326,-0.0833329730206895,0.0910158244178933,0.360508190398597
115,1,168836,-0.0160537561229286,0.0906879755685872,0.859592725924186
116,1,171200,0.0102448656448814,0.0908261816389248,0.910256095299782
117,1,171431,-0.00983189140659155,0.0913933635655686,0.914391772450108
118,1,173339,0.0127047018324936,0.090681593652405,0.888659051007985
119,1,173845,-0.0222687463074702,0.0906011905610249,0.805988670634956
120,1,175121,0.0285804149947501,0.0904164950047994,0.752115433418383
121,1,175281,-0.00425987124600197,0.0905058694012033,0.96248616752209
122,1,175315,0.0119699724498825,0.0904754196916032,0.894821735132374
123,1,175523,0.00724422423516979,0.0909894875365195,0.936587738810164
124,1,175541,0.00386844525139407,0.0906187211341097,0.965973384873633
125,1,175653,-0.000748276089944544,0.0909056942772269,0.993437061267873
126,1,175805,-0.00939103552301782,0.09604603075554,0.922165337595532
127,1,175818,-0.0118145341358067,0.0938386466749815,0.899880662023751
128,1,175856,-0.0224402806017421,0.0923987264343357,0.808252175552798
129,1,175876,-0.00951825302114803,0.0909888941482013,0.916745520927211
130,1,175989,-0.00758676585639362,0.0912490212683994,0.933784539644748
131,1,176001,-0.00984467568791661,0.0917238921442966,0.914588588473082
