SNP,Chr,Pos,Effect,SE,TPO1_TCB2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.123240641188448,0.083419493935581,0.14047070444069
2,1,1035,0.119612134581997,0.0843525063298787,0.157071939347094
3,1,1074,0.0610025477398874,0.142918335878822,0.669759714787469
4,1,1470,-0.0485074379849779,0.142417010019849,0.733606258330562
5,1,1475,-0.0378205338927065,0.105116809371126,0.719215371751733
6,1,1491,-0.0274129858656391,0.0919556192133906,0.76579379748221
7,1,21249,-0.362263795886266,0.527627681768777,0.492791999196127
8,1,27243,-0.0736982074292578,0.0719204711702354,0.306197918872038
9,1,27272,-0.0703034321958453,0.0708469256906667,0.32171695668718
10,1,27498,-0.010182630682237,0.647860486897077,0.987468788615441
11,1,27561,-0.00817640312911383,0.489439452771037,0.986680879368114
12,1,27816,-0.0324105593737327,0.0723727507201565,0.654551887371458
13,1,27822,-0.0397428286266838,0.0722703472733,0.582722775920366
14,1,27823,-0.0410333479158315,0.0737582213125073,0.578342977729313
15,1,27825,-0.0482198247874241,0.0722557315812942,0.504984942226802
16,1,27843,-0.0512545613543738,0.06921333242658,0.459470626609151
17,1,27848,-0.0512545613543738,0.06921333242658,0.459470626609151
18,1,28495,-0.0517974380177413,0.0692133099796333,0.454732947543456
19,1,28975,-0.0547450085535347,0.0687434517225004,0.426354062325601
20,1,29283,-0.126094153775214,0.154049731593595,0.413607468131745
21,1,29752,-0.209827257463495,0.160371622663657,0.191595212525667
22,1,29787,-0.130720280236788,0.434943213562633,0.763937926312841
23,1,30057,-0.0805546861068169,0.140977047226093,0.568090223652128
24,1,30479,-0.594964147166195,0.412055342926184,0.149655765852505
25,1,30706,-0.0745406566706758,0.0709477735383809,0.294142112669488
26,1,31435,-0.0639956097172613,0.0685382934856534,0.3510863214503
27,1,35128,0.0987536409977987,0.0944367373602323,0.296409487121006
28,1,35129,-0.0229506027850279,0.0948172379068558,0.808881240243559
29,1,36146,-0.031008293627043,0.0682490780432411,0.64986329174982
30,1,37255,0.0489207424848468,0.137771899738315,0.722737933384978
31,1,37409,0.0171503621560154,0.0686320811665584,0.802818997737068
32,1,37478,0.012797467166141,0.0686937784892335,0.852318617724408
33,1,39144,-0.0672893151126958,0.0682898229869036,0.325127506992999
34,1,41499,-0.0315860782265014,0.0681732660620526,0.643420110873996
35,1,45359,-0.0488574737702168,0.114777058170707,0.670605676468743
36,1,45634,0.059512505974034,0.105405634583125,0.572701325809674
37,1,51248,-0.0321777317281429,0.0684628386990784,0.63864317971874
38,1,51462,-0.0302678855835432,0.0685581969377815,0.659127264025489
39,1,52124,-0.00451885910978061,0.0684838345751956,0.947427664380981
40,1,52667,-0.0287017860020267,0.0683574340397078,0.674829982244779
41,1,55470,0.0252107551506119,0.0702224386747193,0.719800143631187
42,1,59265,0.0326171254932258,0.0683179545732415,0.633350543484426
43,1,60165,0.0249139043263555,0.0682754901889672,0.715402625788063
44,1,62308,0.089847621688092,0.068045431848484,0.187554845449353
45,1,62869,0.108034645519442,0.0679618782868534,0.112812062779934
46,1,65431,0.0620959551043048,0.0711562950568911,0.38343624606781
47,1,65451,0.0598610737297173,0.0701506689155335,0.394059686026723
48,1,65719,0.0810113162581791,0.0731025075554991,0.26853514759146
49,1,66841,0.0606669975778393,0.0681603998107985,0.374038657499099
50,1,66948,0.0668380708686697,0.0685633909479097,0.330309096394877
51,1,68621,0.0119215674195708,0.0684666882716227,0.861869274282942
52,1,69417,0.0039002658682292,0.068288050427594,0.954485974339389
53,1,69820,-0.107632939621006,0.267153039549069,0.687273997013127
54,1,69821,0.145843010198202,0.165614401133174,0.379123803523669
55,1,70906,-0.0353754985339068,0.10968112442589,0.747241841183294
56,1,74327,-0.037581473503883,0.0686346690992004,0.584341351688256
57,1,74572,-0.0611225731999115,0.0684036885716984,0.372167911614037
58,1,75211,-0.0559075207110469,0.0682913722093893,0.413531848259213
59,1,76030,0.0137185616357751,0.0683522707145504,0.841045761113275
60,1,80108,-0.0705793057532377,0.0682366837490532,0.301689595610393
61,1,81262,-0.0389236940818855,0.0682827520259355,0.569015224475725
62,1,81999,-0.0604990326305056,0.0684052588853077,0.377071095020883
63,1,82431,-0.0908498712689465,0.0686350544623261,0.186470651646134
64,1,83284,-0.0613725608998804,0.0682263390740894,0.368976443938759
65,1,83613,-0.0675622369698495,0.0682022314559841,0.322551541977322
66,1,84112,-0.0557858559528345,0.0682399262500707,0.414196543715471
67,1,84701,-0.0589117079110878,0.0730750091604992,0.42068106895119
68,1,84858,-0.0497747613704615,0.0684460168042763,0.467578131794176
69,1,85751,-0.0363938195782291,0.0687515271591166,0.596893400290632
70,1,87445,-0.0182689910559347,0.0689173439205827,0.791098295411483
71,1,87467,-0.0544357110159049,0.0692244187543755,0.432180814558096
72,1,89070,-0.0471670845910966,0.0688056081092147,0.493470685311738
73,1,89616,-0.0643683823692813,0.0683952537106779,0.347285140535201
74,1,89679,-0.0552642001418122,0.0684264857923803,0.419839775774507
75,1,89880,-0.0447839650531579,0.0684655511515777,0.513467186338097
76,1,91472,-0.0421183299541183,0.068979126642624,0.541860460020622
77,1,93789,0.0141895821204992,0.0683003162013836,0.835541790630067
78,1,94351,-0.0167906923777546,0.0684784256853714,0.806446518464663
79,1,99148,-0.0141921094339963,0.0683003147145838,0.835512915630641
