SNP,Chr,Pos,Effect,SE,SRO9_SGN1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.0736916544987988,0.110417608003817,0.504958824280814
2,1,1035,-0.0475903328228411,0.111667244641187,0.67023653049875
3,1,1074,0.0532545500356214,0.188737042110511,0.777984128179878
4,1,1470,-0.144106338712033,0.187922119203949,0.443688748294153
5,1,1475,0.0234615748785898,0.138816259288909,0.865884226117267
6,1,1491,0.020189223584212,0.121428897080424,0.868044582259116
7,1,21249,1.7177484932593,0.691124562753385,0.0134014667905315
8,1,27243,0.120866135596604,0.0948872386319892,0.203576941604507
9,1,27272,0.0690828986837092,0.0936046077258317,0.460987274437748
10,1,27498,1.23014477890853,0.852927148632984,0.150114994284891
11,1,27561,0.673850602005198,0.645261024921694,0.297057985240758
12,1,27816,0.0851477027477235,0.0954807615988003,0.373119059641387
13,1,27822,0.0736295466420282,0.0953862963472977,0.440684734207903
14,1,27823,0.046444923999755,0.0974018111561355,0.63377224598557
15,1,27825,0.0741858471285726,0.0953850752755102,0.437236701857379
16,1,27843,0.0764760900292344,0.0913697494078076,0.403161243353659
17,1,27848,0.0764760900292344,0.0913697494078076,0.403161243353659
18,1,28495,0.106744610052938,0.0912852203918286,0.243050576472972
19,1,28975,0.111898709626576,0.0906550537507947,0.217899159826251
20,1,29283,0.106106570965659,0.203522149438319,0.602448873993527
21,1,29752,-0.48710480751385,0.21067859091543,0.0213484504062245
22,1,29787,0.181560335005126,0.574291994401252,0.752078255696422
23,1,30057,0.322740712369956,0.18543850333703,0.082656862916421
24,1,30479,-0.209997396429705,0.54556845986946,0.700532317350868
25,1,30706,0.0991040354479149,0.0936775383879872,0.290811946327561
26,1,31435,0.0870508546676135,0.0904912390708133,0.336717620926266
27,1,35128,0.138908992142093,0.124668392307388,0.265939519221945
28,1,35129,0.104119213784815,0.12508454556994,0.405751217546885
29,1,36146,0.10483171054219,0.0899697037756888,0.244729247467909
30,1,37255,0.409180850650817,0.180638640970578,0.024106555026602
31,1,37409,0.148479106032106,0.0902847319818691,0.100949753017894
32,1,37478,0.145908410316547,0.090374800431454,0.107316565952252
33,1,39144,0.152877232415739,0.089926554550886,0.0900073965631004
34,1,41499,0.215311432500092,0.0893112432813457,0.016427990899792
35,1,45359,0.00938322538004366,0.151589907148193,0.950678496674872
36,1,45634,0.252241574864896,0.138591874648079,0.0696009680609096
37,1,51248,0.119679329903264,0.0902021041516931,0.185435489562058
38,1,51462,0.112049003629037,0.0903527516549516,0.215751637642675
39,1,52124,0.130147727196325,0.090161027295618,0.149765629998482
40,1,52667,0.165707408037067,0.0898499817272338,0.0659819147418188
41,1,55470,0.0770423876947258,0.0926480634756371,0.406219708757047
42,1,59265,0.0219193103898909,0.0902287305222519,0.808200335153314
43,1,60165,0.0885537813431377,0.0900448149507707,0.326063893611917
44,1,62308,0.0518928857072509,0.0900265603930014,0.564700359393708
45,1,62869,0.082164437281096,0.0899513636505442,0.361638925759275
46,1,65431,0.0973843095095133,0.093913268471958,0.300464264780725
47,1,65451,0.098788064619315,0.0925733572057188,0.286641146443914
48,1,65719,0.120447805415443,0.0964796888919681,0.21270225472361
49,1,66841,0.0238894614490277,0.0900910772903268,0.791033193124118
50,1,66948,0.035605415754052,0.0906331939271323,0.694666048789091
51,1,68621,0.0113588070117016,0.0904054017702488,0.900086039472719
52,1,69417,-0.0197002872544561,0.0901619870817216,0.827166746901637
53,1,69820,-0.512417187942869,0.351774790368689,0.146098427490088
54,1,69821,0.169677340124644,0.218731271035256,0.438425297094804
55,1,70906,-0.200543525997946,0.144450672385292,0.165915588187476
56,1,74327,-0.0121240387151871,0.0906615247911616,0.893693395168974
