SNP,Chr,Pos,Effect,SE,HNM1_ERG11_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0382267236713266,0.200504824379312,0.848907540689469
2,1,1035,0.0603169680674879,0.202683343143282,0.766189539615762
3,1,1074,-0.0264973412099998,0.342560642172077,0.938388299373501
4,1,1470,0.0773196756721894,0.341305115356897,0.820911631412835
5,1,1475,0.076776511048652,0.251904428545006,0.760710064750515
6,1,1491,0.111423129040922,0.220301158457951,0.61332930108943
7,1,21249,-0.856928900118636,1.2643756781805,0.498375053459457
8,1,27243,-0.0339382270845299,0.172589696315983,0.844221570397094
9,1,27272,0.0104226027192229,0.170006196153795,0.951149257865217
10,1,27498,-1.47471498531513,1.55048300904338,0.342187813492073
11,1,27561,1.25439490499129,1.17094227461759,0.284780085860638
12,1,27816,0.149556281727588,0.173293341812881,0.388710329963686
13,1,27822,0.144632688695438,0.173084481335798,0.403934480713079
14,1,27823,0.147880946733498,0.176649011115576,0.403077106049886
15,1,27825,0.166678125000418,0.173028309249971,0.336056542695402
16,1,27843,0.126517852355287,0.165848022536079,0.446059855365044
17,1,27848,0.126517852355287,0.165848022536079,0.446059855365044
18,1,28495,0.118324822994527,0.165867843523483,0.476089369226356
19,1,28975,0.121159346212716,0.164751672178371,0.462580670078552
20,1,29283,-0.484811011861694,0.368597389607598,0.18926747563464
21,1,29752,0.0994286800991659,0.385192829341553,0.796459298812557
22,1,29787,2.12023459115554,1.03626117911709,0.0414927224815908
23,1,30057,0.190318063902092,0.337827633043013,0.573548467413081
24,1,30479,1.20402648145004,0.988244054576294,0.223904897359181
25,1,30706,0.041579298650521,0.170263363658322,0.80721332104643
26,1,31435,0.0984841176105937,0.164357424309176,0.549419223906193
27,1,35128,0.517988730940163,0.224965921663641,0.0218869958593789
28,1,35129,0.189222932767725,0.227006080625278,0.405093271556234
29,1,36146,0.0112063843366833,0.163591975667816,0.945424780262318
30,1,37255,0.15949196666355,0.330092594755847,0.6292721457594
31,1,37409,0.102060217552045,0.164387861268665,0.535098919827303
32,1,37478,0.114222774034295,0.164506681939934,0.487928745807306
33,1,39144,0.0784324133395361,0.163814598992134,0.632386102998295
34,1,41499,0.0364942048065554,0.163401703612956,0.823399760193986
35,1,45359,-0.36367238807843,0.274429037731385,0.18596309158159
36,1,45634,-0.30461960747548,0.252176858770386,0.227871223823154
37,1,51248,-0.167268914811339,0.1638671456298,0.308067531277303
38,1,51462,-0.144350727908045,0.164151642561295,0.379796608963694
39,1,52124,-0.0984346462443459,0.164025159840536,0.548811849934064
40,1,52667,-0.233232212436672,0.163374868444774,0.154294132740513
41,1,55470,-0.139981551284243,0.168139744768079,0.405672163529154
42,1,59265,0.0275943435838551,0.163756561578954,0.866279904436768
43,1,60165,0.0682860991338201,0.163599030247889,0.676640208099106
44,1,62308,0.0323440619001349,0.163450364122185,0.843250443238248
45,1,62869,0.00179684955894763,0.163438871585208,0.991234431728632
46,1,65431,0.0744519434732954,0.170649642070677,0.662896397398317
47,1,65451,0.089141525382911,0.168208422642841,0.596481935518963
48,1,65719,0.17432425744435,0.175234511645755,0.320512284812817
49,1,66841,0.110616791160313,0.163409899363383,0.498894771083806
50,1,66948,0.0767516939202938,0.164468718548907,0.641027886329563
51,1,68621,-0.185206495763554,0.163777368146118,0.258888875144513
52,1,69417,-0.0917551718920091,0.163566507617394,0.575176938871662
53,1,69820,-0.460639630575604,0.639856398643294,0.472056203292267
54,1,69821,-0.482818902677874,0.39646547762124,0.224110262909919
55,1,70906,-0.0662731630073772,0.262843911931565,0.801080477141232
56,1,74327,-0.0362162597836415,0.164527782914732,0.825903029800293
57,1,74572,-0.0205388191147884,0.164097377711686,0.900466243607998
58,1,75211,0.00427802002191385,0.163801719064594,0.979178724255018
59,1,76030,0.0362064016455328,0.163790541260148,0.825178918425836
60,1,80108,-0.0185384059216542,0.163760175133046,0.909932696842241
61,1,81262,-0.0987309030453872,0.163616872501165,0.546611932231473
62,1,81999,-0.154055781829935,0.163896038937143,0.347880629690548
63,1,82431,-0.178390795279814,0.164604215606094,0.279212691513414
64,1,83284,-0.0825890881269266,0.163619001478071,0.61403910012253
65,1,83613,-0.0514326985167591,0.163637106658484,0.753471654819848
66,1,84112,-0.0919442109183246,0.163604866077365,0.574479853940248
67,1,84701,-0.0801973878648231,0.175218773173563,0.647450578324831
68,1,84858,0.0269081338010905,0.164133740568734,0.869871970030504
69,1,85751,-0.0837543278786078,0.164754350307091,0.611519260878494
70,1,87445,-0.0618294832701435,0.165130265528107,0.708310338726673
71,1,87467,-0.116882913900015,0.165911097639705,0.481591417568613
72,1,89070,-0.0529016687227148,0.164964546754161,0.74863881275723
73,1,89616,-0.0211686097305409,0.164097150984875,0.897430743707545
74,1,89679,-0.0367602392856654,0.164110136619068,0.8228889332189
75,1,89880,-0.0222291663486883,0.164159120523542,0.892363070901915
76,1,91472,0.00472925331089136,0.165381741573378,0.977202976349862
77,1,93789,-0.0306305933685145,0.163669919611692,0.851651655511298
78,1,94351,-0.0753843216051898,0.164059754833424,0.646162965037645
79,1,99148,-0.0440185829728677,0.163661270365622,0.788116428592195
80,1,101281,1.86925819077283,1.78733555341677,0.296352792304058
81,1,106011,-0.0212987284948805,0.170579456711745,0.900704635700836
82,1,106800,-0.0827594227664959,0.163839620272254,0.61378653578419
83,1,107970,-0.0422048346968362,0.163397807806776,0.796329783800961
84,1,109000,-0.0772059137750788,0.163649653590962,0.637378440694772
85,1,112549,-0.236610129628075,0.163030249979914,0.147577047224527
86,1,112742,-0.20979859780915,0.163772747420205,0.201022367696889
87,1,113050,-0.139265819223146,0.163709110977304,0.395517842179511
88,1,113135,-0.167906077327784,0.163214949672666,0.304305286490556
89,1,114076,-0.0427274071852926,0.163443609041126,0.793921193234522
90,1,114628,-0.0230277021033463,0.163868369620471,0.888324872781843
91,1,116283,-0.0502060726562144,0.164762729619874,0.760760957466858
92,1,126880,-5.52944768523841,3.07778788376212,0.0732594408383243
93,1,127853,0.0223233428457754,0.16447329608801,0.892115063608007
94,1,128302,0.0496846417020815,0.163824462282543,0.761855337081029
95,1,128704,0.0278667522069718,0.164002193826074,0.865172789167671
96,1,128911,0.110987143873128,0.163920646450795,0.498799616486962
97,1,130267,0.0355633886659528,0.163938373841865,0.828387089969524
98,1,130271,0.0341467863276699,0.164133825324997,0.835315879947732
99,1,130613,0.133808569641857,0.165524659381631,0.419410249916357
100,1,132012,-0.207985272942154,0.164955107918078,0.208192049491274
101,1,133231,-0.276183173592914,0.163493485794784,0.0920524064332977
102,1,137074,-0.286146301567585,0.163210468470386,0.0804296523929268
103,1,137304,-0.331511476966238,0.163024421388026,0.0427487795916807
104,1,139686,-0.232388443607648,0.163725450875272,0.156671016276155
105,1,149562,-0.298366543755927,0.163798556510587,0.0693701726932401
106,1,150447,-0.258461204096,0.165822347993903,0.119972150867112
107,1,151446,-0.232783856265073,0.33404516459578,0.486346916437548
108,1,154084,-0.25789836998448,0.166340647826708,0.121936064389264
109,1,156633,-0.260581514606575,0.168624892716429,0.123161871088427
110,1,157269,-0.358630028911208,0.162761378768747,0.0282112083678133
111,1,160054,-0.273450175546995,0.164792334522845,0.0979309387035702
112,1,166222,-0.272137777833446,0.16357014559972,0.0970523506866469
113,1,166416,-0.267412670821757,0.16325758689694,0.102316873960743
114,1,167326,-0.289022739204662,0.164088571159771,0.0790393597832141
115,1,168836,-0.28847783281632,0.163306842331652,0.0781800030306608
116,1,171200,-0.378015191733561,0.163035931851191,0.0209873624760296
117,1,171431,-0.462525841104903,0.163454824864454,0.0049258170660888
118,1,173339,-0.380264014904854,0.162759213015455,0.0200315366862801
119,1,173845,-0.389480590879754,0.162560404225274,0.0170990781396075
120,1,175121,-0.40274804121073,0.162141050506162,0.0134571804721607
121,1,175281,-0.384166662203544,0.162408848670137,0.0185491519344294
122,1,175315,-0.398277234038137,0.162260563269902,0.0145880309343049
123,1,175523,-0.380151533627058,0.163317985227367,0.0204939637032117
124,1,175541,-0.392323495376425,0.162559293914831,0.0163123504966001
125,1,175653,-0.422476956053376,0.162868627182971,0.00988250078543721
126,1,175805,-0.298834530032319,0.172983102253156,0.0849461024834617
127,1,175818,-0.410133204334485,0.168312278406262,0.0153138891778041
128,1,175856,-0.411931634020519,0.16568345865103,0.0133712759618443
129,1,175876,-0.393567515171992,0.163227934594244,0.0164123093342838
130,1,175989,-0.386382837699478,0.163749788527327,0.0188387952685516
131,1,176001,-0.379592093544633,0.164661208724799,0.0217296178821969
132,1,176451,-0.354966866993977,0.166823783897209,0.0340465765829992
133,1,177692,-0.395693417079009,0.162278470340656,0.0152465479362497
134,1,178191,-0.405336844538483,0.162374941744466,0.0130050127747728
135,1,178224,-0.395693417079009,0.162278470340656,0.0152465479362497
136,1,178960,-0.386455462876483,0.163658852200922,0.0187512933120577
