SNP,Chr,Pos,Effect,SE,MID2_PIN2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.279077307488356,0.196326381794336,0.156055252983385
2,1,1035,0.207237664296905,0.198735561237401,0.297763352298466
3,1,1074,0.125409623884684,0.336299755694219,0.709439061794693
4,1,1470,-0.0878725313050825,0.335122053991606,0.793312082825081
5,1,1475,0.267068273656431,0.246970865472003,0.280268250008627
6,1,1491,0.0872486535667627,0.216344069300998,0.686981592473154
7,1,21249,-0.207779327760882,1.24225924958527,0.867261854179272
8,1,27243,-0.0120857335981335,0.169475317213724,0.943189314008852
9,1,27272,0.00985671769576779,0.166930560544276,0.952948233185984
10,1,27498,-0.697499910690123,1.52392958931938,0.647450830257348
11,1,27561,0.811704751626187,1.15081473723415,0.481069730395241
12,1,27816,0.15279344753026,0.170143347868468,0.369782850726087
13,1,27822,0.157137662214204,0.169915384292754,0.355701967362531
14,1,27823,0.15011919993318,0.173441280991288,0.38733400739801
15,1,27825,0.170345897482934,0.16987932285952,0.316670046518769
16,1,27843,0.137049865701241,0.162818411859013,0.400506484536337
17,1,27848,0.137049865701241,0.162818411859013,0.400506484536337
18,1,28495,0.11563800930133,0.162868114431984,0.478166618098173
19,1,28975,0.0999136417189441,0.161807547305825,0.537313357982889
20,1,29283,-0.732293159582087,0.360715011276634,0.0430942335851081
21,1,29752,-0.0105437958886831,0.378259316223484,0.97777798439934
22,1,29787,3.81333733703287,1.00320370824213,0.000169610099801246
23,1,30057,0.00581931071322472,0.331864699480909,0.986019565909628
24,1,30479,1.45196066938968,0.96932739780904,0.135051502874449
25,1,30706,-0.0203410575485833,0.167193627392551,0.903236189037959
26,1,31435,0.00365877952932306,0.161465856630663,0.981934467905571
27,1,35128,0.329435357240441,0.221856700883134,0.138462333026996
28,1,35129,0.0185115586792524,0.223116242504493,0.933923831933889
29,1,36146,-0.0937741392767734,0.160555828807194,0.559553392004732
30,1,37255,-0.180347501625119,0.32408569998114,0.578234740653489
31,1,37409,-0.0445515183112763,0.161484500890679,0.782796087964456
32,1,37478,-0.0473322778756905,0.161621110137179,0.769801617665514
33,1,39144,-0.0468886978371519,0.160883780221917,0.770882543182653
34,1,41499,-0.0729451054829408,0.160409847835014,0.649574335620898
35,1,45359,-0.438387125998776,0.269124012123425,0.104217570059674
36,1,45634,-0.0825084382208012,0.248086932276789,0.739649709417462
37,1,51248,-0.0949937085070045,0.161060464960491,0.555701039080622
38,1,51462,-0.0770857552895579,0.161306141077962,0.633027978787994
39,1,52124,-0.0745963453310206,0.161090883597303,0.643599587554915
40,1,52667,-0.140192160186172,0.160708426979656,0.383616654836412
41,1,55470,-0.160056481559647,0.165040098761874,0.332808409086172
42,1,59265,0.0215607594240875,0.160796300171918,0.89340986893901
43,1,60165,0.00268993643363474,0.160678819622236,0.98665263523695
44,1,62308,-0.0173345181326829,0.16049951986741,0.914054236000242
45,1,62869,-0.0168302418705194,0.160479513072546,0.916534793234904
46,1,65431,0.034959369322041,0.167597142934835,0.834887314668999
47,1,65451,0.0401492658938795,0.165217117395707,0.808139478029875
48,1,65719,0.0846922188546714,0.172246271787782,0.623242261253911
49,1,66841,0.0739876528419563,0.160509346696518,0.645114458567306
50,1,66948,0.0450638666314579,0.16152520124874,0.780416106198282
51,1,68621,-0.17404075482322,0.160838854106907,0.279954925086219
52,1,69417,-0.157201454912126,0.1604608895178,0.327911561057822
53,1,69820,-0.737397044574525,0.627515194606659,0.240744217567752
54,1,69821,-0.389563720913735,0.3895582478951,0.317988702279105
55,1,70906,-0.0513642791316196,0.258097381446489,0.84236853030634
56,1,74327,-0.0333078406384507,0.161552557280093,0.836774319967085
57,1,74572,-0.0360555427222062,0.161120725532739,0.823058203421383
58,1,75211,-0.0249376364959302,0.16083294726336,0.876868126225163
59,1,76030,0.0471507718803628,0.160818844162214,0.769547807668593
60,1,80108,-0.0606727999647454,0.160767965572547,0.706107920335591
61,1,81262,-0.049874603394738,0.160717683757691,0.756497486506602
62,1,81999,-0.112996338112868,0.161019875983837,0.483295010619047
63,1,82431,-0.169264193461012,0.161644052029966,0.295750777743195
64,1,83284,-0.0636313926731785,0.160681137971078,0.692336646479562
65,1,83613,-0.016905575033993,0.160696597122362,0.916275415535785
66,1,84112,-0.0303769487883525,0.160708693530805,0.850186785643681
67,1,84701,0.0121097335926642,0.172098605595146,0.943942923128305
68,1,84858,0.0728693514781585,0.161123745807488,0.651361594366563
69,1,85751,-0.011960153026143,0.161831618978254,0.941127900519111
70,1,87445,-0.0158466571332117,0.162172781121195,0.922214337236708
71,1,87467,-0.0877913617472756,0.162956989095629,0.590406207938686
72,1,89070,0.00929888225702202,0.162002895751587,0.954259452519514
73,1,89616,0.0383934080175957,0.161119195418427,0.811792924952779
74,1,89679,0.039009955682312,0.161139182116798,0.808852108462506
75,1,89880,0.0537396828569872,0.161168011619959,0.739000979549105
76,1,91472,0.0634209004731427,0.162354806797474,0.696305278483693
77,1,93789,-0.00102692858842945,0.160716816908193,0.994905419297871
78,1,94351,-0.0241400226985294,0.161134681976856,0.880997943232838
79,1,99148,0.0234633228629731,0.160711974217108,0.884007794092551
80,1,101281,1.29405492622652,1.75636650532431,0.461745798976016
81,1,106011,0.139416002500562,0.1673326369407,0.405314011797215
82,1,106800,0.0469368606649236,0.160914223481485,0.770695985354277
83,1,107970,0.130972978523769,0.1603053281294,0.414466917395517
84,1,109000,0.0714733995735966,0.1606945830641,0.656752850937286
85,1,112549,-0.0763273431655719,0.160506243138934,0.634695353937288
86,1,112742,-0.0420327213131786,0.161167653074176,0.794397876062834
87,1,113050,0.0155704329017274,0.160909889171321,0.922967995125159
88,1,113135,0.00506427008853139,0.16050194533874,0.974846594881573
89,1,114076,0.0828706814054484,0.160441554144026,0.605817262776251
90,1,114628,0.142302370985411,0.160729860221916,0.37656993623206
91,1,116283,0.0948668513942847,0.161724365885547,0.557850058754693
92,1,126880,-5.17173450201462,3.02338552129888,0.0880377668256941
93,1,127853,0.133631707777878,0.161345217369234,0.408097205864931
94,1,128302,0.155545527499342,0.160668402928858,0.333649645891685
95,1,128704,0.133171585002167,0.16088564220745,0.408376630291812
96,1,128911,0.191538204985659,0.160736560407809,0.234207632843072
97,1,130267,0.179054149005361,0.160700845629579,0.265948062430115
98,1,130271,0.165205466957126,0.160934212892411,0.305339848749436
99,1,130613,0.228631648187582,0.162224645692159,0.159611409120008
100,1,132012,-0.10008197180335,0.162247685944543,0.537733387058538
