SNP,Chr,Pos,Effect,SE,ALO1_ADE17_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0898307956807521,0.197264499091393,0.649114069959629
2,1,1035,-0.0410593744363884,0.199469153174735,0.837032032929763
3,1,1074,0.290419082145596,0.336754486022377,0.389049645690385
4,1,1470,0.0983646417579767,0.335854275906602,0.769786777762484
5,1,1475,0.232624088447704,0.247616728256315,0.348140981430029
6,1,1491,0.117605623791729,0.216781586325316,0.587811310621455
7,1,21249,-0.133951932588959,1.24503244635076,0.914382758693852
8,1,27243,-0.209740434852936,0.169483679155372,0.216714444166739
9,1,27272,-0.0979708291773775,0.167218870617987,0.558327993561906
10,1,27498,-0.23227135022833,1.52769920420134,0.879242264280639
11,1,27561,1.4987138556959,1.15140961173787,0.193890347396443
12,1,27816,-0.0720450502720515,0.170670810920605,0.673188045571736
13,1,27822,-0.0642048090619774,0.170462661663591,0.706659815234163
14,1,27823,-0.00254916042378631,0.174008727620782,0.988319994534422
15,1,27825,-0.0420250975387035,0.170482238557566,0.8054329235439
16,1,27843,0.0577876024324003,0.163312811513384,0.723665466660115
17,1,27848,0.0577876024324003,0.163312811513384,0.723665466660115
18,1,28495,-0.0115129266661214,0.163343267425412,0.943849128042877
19,1,28975,0.00303504830732025,0.16225247246356,0.985086438333685
20,1,29283,0.0808190479574555,0.363590672499298,0.82422422488632
21,1,29752,0.215164550059106,0.378922330240187,0.570509443638335
22,1,29787,1.97090711643629,1.02041234096583,0.0542238147524544
23,1,30057,-0.296224716808273,0.332224061130673,0.373192548140174
24,1,30479,0.00242832099873391,0.974551241169974,0.998013294684746
25,1,30706,-0.0390896583627558,0.167553571474025,0.815666415180613
26,1,31435,-0.0704652954741147,0.16177920128563,0.66341885894115
27,1,35128,0.312850898353977,0.222417708465138,0.160428234951547
28,1,35129,-0.00250619743256908,0.223611269413522,0.991063962892289
29,1,36146,-0.110147033162856,0.160881462759688,0.494015877642641
30,1,37255,-0.0177748503664752,0.324942696694914,0.956407226108685
31,1,37409,-0.0338923741214215,0.161848631141642,0.834250660833471
32,1,37478,-0.0417068931043375,0.161982614159321,0.79696013811595
33,1,39144,0.0840619605118332,0.161196506114124,0.602354239585231
34,1,41499,0.029486100574172,0.160803632949214,0.854615241611266
35,1,45359,-0.42709343918938,0.269774323390191,0.114282570479118
36,1,45634,-0.390900661842233,0.247802045635353,0.11558276559073
37,1,51248,-0.104508584234546,0.161399956216795,0.517720802728126
38,1,51462,-0.10628083633275,0.161615801615916,0.511214682470714
39,1,52124,-0.0601271314600411,0.161464067018912,0.70982814380158
40,1,52667,-0.0884477446673577,0.161168221860063,0.583495503583465
41,1,55470,-0.0623151808918221,0.165591678879766,0.706906344924035
42,1,59265,0.202333914273948,0.160795395284612,0.209103520581385
43,1,60165,0.146488200287833,0.160844980167828,0.363053057307723
44,1,62308,0.0714523312751535,0.160811774867101,0.657081519904588
45,1,62869,0.0553768365463478,0.1608095255381,0.730778432085783
46,1,65431,0.0204017769882122,0.167974223676106,0.903397559006613
47,1,65451,0.0429831839277964,0.165580144470217,0.795330288671676
48,1,65719,0.10359451354074,0.172597836598054,0.548753078076136
49,1,66841,0.121616099443356,0.160782089107867,0.44991194560254
50,1,66948,0.0943495904869667,0.161821973791786,0.560234880612992
51,1,68621,-0.0717443166525126,0.161416121639093,0.656976559174644
52,1,69417,-0.0347495256985529,0.161023217776227,0.829264826861979
53,1,69820,-0.192893367277508,0.630046672713923,0.759665392372601
54,1,69821,-0.267239384156626,0.390712628944783,0.494436934565025
55,1,70906,0.136374906421818,0.258580199956952,0.598247932344412
56,1,74327,-0.0486118095629007,0.161898518157296,0.764154831950042
57,1,74572,0.00117944281479816,0.161488098688871,0.994176756057376
58,1,75211,-0.00661430156342949,0.161193348009617,0.967292514337269
59,1,76030,-0.0277477431277323,0.161186966756004,0.863421147521927
60,1,80108,0.120792869977482,0.161027325760872,0.453670695284493
61,1,81262,0.053601503198755,0.1610694309055,0.739494068196986
62,1,81999,0.110319697026052,0.161381327310094,0.494678506338539
63,1,82431,0.0383727535011592,0.162239698031776,0.813167233684268
64,1,83284,0.0946621242275086,0.160993046371724,0.556915711075887
65,1,83613,0.164278339774883,0.160816594562681,0.307704834749215
66,1,84112,0.107927208513866,0.160969400971846,0.502988502365429
67,1,84701,0.0813309396671567,0.172425668899522,0.637441656313311
68,1,84858,0.162141147192488,0.161295759901134,0.315469271864164
69,1,85751,0.173831390232867,0.161926268951821,0.283770325932836
