SNP,Chr,Pos,Effect,SE,ERG11_ERG5_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.113357578257714,0.0779758027361658,0.146903186912215
2,1,1035,0.0647669517831541,0.0789892878993258,0.412800173642667
3,1,1074,-0.0170526297104932,0.133610309602522,0.898514783487191
4,1,1470,-0.216288620753252,0.132633583964298,0.103840662590418
5,1,1475,-0.179666301231256,0.0977992618652394,0.0670367177114258
6,1,1491,-0.139718067222144,0.0856350533958016,0.103665601691253
7,1,21249,-0.220391998552028,0.49333806594577,0.655339449292341
8,1,27243,-0.0455412219465886,0.0672768738280083,0.498898541525917
9,1,27272,-0.0747377387993505,0.066190099957403,0.259606473330578
10,1,27498,0.370509595582324,0.605203188630749,0.540794980114631
11,1,27561,0.200985134363975,0.457330710515433,0.660586747093757
12,1,27816,0.0159629045967372,0.0676572229592732,0.8136176712434
13,1,27822,0.0193795795411244,0.0675686883004888,0.77442376419265
14,1,27823,-0.0017486133182712,0.0689684295944354,0.979787069899853
15,1,27825,0.0139154078474543,0.0675725019497326,0.836961963678914
16,1,27843,0.0414938240153307,0.0647029366080406,0.521745636961866
17,1,27848,0.0414938240153307,0.0647029366080406,0.521745636961866
18,1,28495,0.0937478233119081,0.0645490987028608,0.147292821671264
19,1,28975,0.063339739564688,0.0642204789119271,0.324668469223803
20,1,29283,-0.0824218484027037,0.14405270074864,0.567574691702924
21,1,29752,-0.364422001762611,0.148997506124068,0.014939746081136
22,1,29787,-0.56782781834469,0.405447762848968,0.162243319403289
23,1,30057,0.284214358465698,0.130954605664874,0.0306482952153902
24,1,30479,-0.266608369095003,0.386003277874456,0.490214659491829
25,1,30706,0.0388137763224809,0.0663829486218813,0.559126344751609
26,1,31435,0.0594851889221623,0.0640603277744915,0.353740894606347
27,1,35128,-0.118934184961534,0.0881751681671826,0.17825303259347
28,1,35129,-0.0468630706542257,0.0885933815871794,0.597160043673777
29,1,36146,-0.0158192824371929,0.0638022385547958,0.804323109312696
30,1,37255,0.0387169155115838,0.128775306473014,0.763854726019288
31,1,37409,0.0546307449249182,0.0640868645759305,0.394543252431136
32,1,37478,0.0300499923689344,0.0641880186299258,0.639962110430483
33,1,39144,-0.0312636231514169,0.0638932804844007,0.624926119046163
34,1,41499,-0.0396843335824142,0.0637026518050386,0.533711720455244
35,1,45359,-0.0260434984530713,0.10729519673017,0.808357448113968
36,1,45634,0.0118364897054108,0.0985600598967024,0.904476863336188
37,1,51248,0.0150701671052657,0.0640039301761187,0.813990663092534
38,1,51462,0.00830971617623888,0.0640942267063126,0.896918423524553
39,1,52124,-0.0205235953398655,0.063999634349637,0.748640380082777
40,1,52667,-0.0547984367522382,0.0638397822971676,0.391268198971445
41,1,55470,-0.0713884911023717,0.0655354772634898,0.276760014268499
42,1,59265,-0.057355138868254,0.0638011437526349,0.36928289368529
43,1,60165,-0.0738603111621766,0.0637046854410768,0.247069793158147
44,1,62308,-0.113496295233629,0.0634688460065164,0.0745979651604182
45,1,62869,-0.13558451903021,0.0633378854181601,0.0329865758196839
46,1,65431,-0.0878745488270718,0.066413597732514,0.186644916881971
47,1,65451,-0.0920735695244211,0.0654508537308371,0.160378670579626
48,1,65719,-0.140418593690594,0.0680348933036561,0.0397556531066493
49,1,66841,-0.104274125932506,0.0635357697783668,0.101649076152864
50,1,66948,-0.124968911930853,0.0638234628097254,0.0510126245258807
51,1,68621,-0.0264327464521409,0.0639798172492226,0.679753459957443
52,1,69417,-0.0677338257932649,0.0637239702290107,0.288542387174946
53,1,69820,-0.413238279578494,0.248782201304052,0.0975923924628613
54,1,69821,0.0745169089635551,0.154911021786605,0.630792917643445
55,1,70906,0.0438984441586219,0.102502173541356,0.66871689270129
56,1,74327,-0.193800394649264,0.0633424051461421,0.00238610038422521
57,1,74572,-0.178233688436757,0.0632990141799719,0.00513974677095587
58,1,75211,-0.181120670304985,0.0631577692058132,0.00438238522299162
59,1,76030,-0.105776928272018,0.06364070053635,0.0973813066191681
60,1,80108,-0.14029670060416,0.0634361512563956,0.0276329856304108
61,1,81262,-0.140827179743967,0.0634085057678706,0.0269884072425742
62,1,81999,-0.127089906685508,0.0636474780819491,0.0466167352207788
63,1,82431,-0.0927864827164505,0.0641189994526443,0.148756878691524
64,1,83284,-0.121350132855673,0.0635133770112905,0.0568629119435117
65,1,83613,-0.0876548265145973,0.0636631861379914,0.169430366570789
66,1,84112,-0.0931781642458236,0.063648016296476,0.144094737151137
67,1,84701,-0.103042917582201,0.0681422082901155,0.131384156219716
68,1,84858,-0.0600207109709398,0.0639413641122923,0.348535028424658
69,1,85751,-0.0959862920789961,0.0640809325748949,0.13505506189897
70,1,87445,-0.10110278984493,0.0641950091748818,0.116167852815454
71,1,87467,-0.107934767538046,0.064502074638878,0.0951436108454822
72,1,89070,-0.0929524564836012,0.0641616416039058,0.148302597458506
73,1,89616,-0.104349745930403,0.0637644943801306,0.1026289681102
