SNP,Chr,Pos,Effect,SE,HNM1_MAM33_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.0049995201665459,0.113708207882602,0.964954788032345
2,1,1035,-0.0610818008276359,0.114906499112318,0.595352449145711
3,1,1074,0.175374417102101,0.194037216994502,0.366708049228968
4,1,1470,-0.290972073128496,0.192941490334891,0.132427336121411
5,1,1475,-0.147067372261578,0.142654654477253,0.303278122772921
6,1,1491,-0.153918781734789,0.124705269189394,0.217926910879194
7,1,21249,0.119083353875486,0.717442971575227,0.868265333622609
8,1,27243,0.0658611409161272,0.097815068071347,0.501182370209324
9,1,27272,0.0725359693219213,0.0963306245587622,0.451957968464169
10,1,27498,2.06422404194713,0.873494428874761,0.0186603433042579
11,1,27561,-0.531098527538153,0.664497750200887,0.424684050955854
12,1,27816,0.019288655609946,0.0983697870240527,0.844657930841948
13,1,27822,0.017185133498874,0.0982458552250347,0.861243030618905
14,1,27823,-0.00715634885487854,0.100273130203658,0.943144848119865
15,1,27825,0.0146025759000848,0.0982470387779942,0.881929516772903
16,1,27843,0.0375500721906161,0.0941056903313728,0.690119590823225
17,1,27848,0.0375500721906161,0.0941056903313728,0.690119590823225
18,1,28495,0.0466340065895564,0.0940957040325271,0.620483723935378
19,1,28975,0.0103200028953422,0.0934976266038382,0.912172987956615
20,1,29283,0.211793830668496,0.209233048354661,0.312117152185461
21,1,29752,-0.282319418241204,0.217939112339107,0.196027036920653
22,1,29787,0.274443919728216,0.590938720185513,0.642632968025179
23,1,30057,0.237205548375168,0.1912457762458,0.215681632552149
24,1,30479,-0.302433579026352,0.561361663774777,0.590398969325576
25,1,30706,0.0446109241734675,0.0965322376129986,0.644269217099264
26,1,31435,-0.000314465209258596,0.0932515146382881,0.997311262698427
27,1,35128,0.152526631506677,0.128271902721851,0.235204131558119
28,1,35129,0.121384263256364,0.128695616945988,0.346229412514264
29,1,36146,0.0408649198915415,0.0927451717363931,0.659761395079485
30,1,37255,0.166738555595962,0.187041019082069,0.373292618804501
31,1,37409,0.114770378607079,0.0930720216989948,0.218345886408213
32,1,37478,0.0981033190275279,0.0932063079002633,0.293272051257896
33,1,39144,0.0557714654034019,0.0928790363757947,0.548575560555262
34,1,41499,0.0674283761867728,0.0925991820914317,0.466989434073599
35,1,45359,-0.137663917770368,0.155838223491384,0.377633768894222
36,1,45634,0.0863765958077276,0.143226436965837,0.546844612597411
37,1,51248,0.112635177818034,0.0928698498656368,0.226006497910571
38,1,51462,0.103548680398893,0.0930262208839604,0.266417374524703
39,1,52124,0.120948154145885,0.0928402296502902,0.193507336337175
40,1,52667,0.124092843582863,0.092678948597757,0.181447243758696
41,1,55470,0.00306346356369989,0.0954424358686664,0.974412437623019
42,1,59265,-0.00456369953817182,0.0928668063363998,0.960833591174914
43,1,60165,0.0370500146823445,0.0927759923345555,0.689877447232384
44,1,62308,-0.00413498538195298,0.0926946296458759,0.964444444514483
45,1,62869,0.0173343659849495,0.0926786565540832,0.851738836697517
46,1,65431,0.00290196936249337,0.0967982947044225,0.976100304439648
47,1,65451,0.0287424081584601,0.0954136333469634,0.763408814268821
48,1,65719,0.00293656729970121,0.0995114026470397,0.976474633893669
49,1,66841,0.0165794321873061,0.0927227305657677,0.858192175154985
50,1,66948,0.00195014117212738,0.093295947924193,0.983335048912711
51,1,68621,-0.0873610308206287,0.0929270081168687,0.347807179785277
52,1,69417,-0.084293152119831,0.0926884297160862,0.363746464589611
53,1,69820,-0.741280449774224,0.36096746515646,0.0407513259598395
54,1,69821,0.23339302881225,0.224957483189411,0.300213793386189
55,1,70906,-0.386429382362131,0.14764173668001,0.00924288296208974
56,1,74327,-0.025012183528449,0.0932976405737585,0.788786474133521
57,1,74572,-0.0105984686119448,0.0930570149224727,0.909387992605864
58,1,75211,-0.0374238930155071,0.0928677280047921,0.687206445454311
59,1,76030,0.035952127080849,0.0928693751031163,0.698896395919348
60,1,80108,0.0949080111389183,0.0927296373137114,0.306776310341766
61,1,81262,0.0158432432066561,0.0928281858039945,0.864578859892401
62,1,81999,-0.0387223419420249,0.0930358994505191,0.677510296268369
63,1,82431,0.0228775422200217,0.093491310927037,0.806829097982746
64,1,83284,-0.0256998582705222,0.0928087808233266,0.78200981097344
65,1,83613,-0.0378479170825641,0.0927867677621637,0.68359283775801
