SNP,Chr,Pos,Effect,SE,SSH1_ERG11_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.034408866020667,0.187698832795358,0.854652541687039
2,1,1035,0.0587541580673264,0.189735505864631,0.756999588052706
3,1,1074,0.0078342908960316,0.320682924815313,0.980523405385283
4,1,1470,-0.00656308963607799,0.319528178765832,0.983624256144775
5,1,1475,0.175503217025604,0.235660660627944,0.456931354741181
6,1,1491,0.11439579261506,0.206214842938591,0.579423256242834
7,1,21249,-1.00693682544279,1.18317364707104,0.39531996177246
8,1,27243,-0.138496467259051,0.161406591782809,0.391441801939602
9,1,27272,0.0402426905137974,0.15913392876646,0.800503760020699
10,1,27498,-0.324638090580837,1.45320591483853,0.823357768173995
11,1,27561,1.31152619107464,1.09571044400477,0.232123726046672
12,1,27816,0.000443080962002962,0.162395734001135,0.997824593504206
13,1,27822,-0.00334273045605893,0.162189239230514,0.983568357516128
14,1,27823,-0.0131896756118566,0.165528599130168,0.936535204454588
15,1,27825,0.01143035724538,0.162188195791579,0.943854799195966
16,1,27843,-0.0166294974558658,0.155380315396008,0.914830357434838
17,1,27848,-0.0166294974558658,0.155380315396008,0.914830357434838
18,1,28495,-0.0045660875164813,0.15538516216912,0.976573657037199
19,1,28975,-0.0358885510633713,0.154334869839365,0.816255797625848
20,1,29283,-0.531248032924015,0.344741055263183,0.124211246832951
21,1,29752,0.0861755727403573,0.360594506194791,0.811258275722671
22,1,29787,1.78982860031233,0.971146747906869,0.0661664823986465
23,1,30057,-0.133301251029398,0.316312351892469,0.673702834494842
24,1,30479,0.888429938477686,0.925858855801233,0.337926516117172
25,1,30706,-0.0963978670850703,0.159319106055614,0.54552685040176
26,1,31435,-0.0559839753260276,0.153908910862126,0.71626435521612
27,1,35128,0.452623470911307,0.210800260010937,0.0324605879953564
28,1,35129,0.1752732953902,0.212511038943702,0.410057641980325
29,1,36146,-0.111848138586042,0.153028235574662,0.465325875751447
30,1,37255,-0.0797276482919713,0.30908183072387,0.796595837065873
31,1,37409,-0.038024335456722,0.153958711101254,0.805069219964048
32,1,37478,-0.0389289345777328,0.154090443151902,0.800695844460058
33,1,39144,-0.0881851816860341,0.153329333121543,0.565565883127149
34,1,41499,-0.0983611357763377,0.152886046636346,0.520406685794971
35,1,45359,-0.214042084555746,0.257286743786124,0.406016305977816
36,1,45634,-0.0942170341232957,0.23650397260676,0.690595359807566
37,1,51248,-0.217310272960088,0.153190770939151,0.156909644598522
38,1,51462,-0.197362479929951,0.153476041738394,0.199303464516723
39,1,52124,-0.14130775183969,0.153442576909381,0.357723114132573
40,1,52667,-0.210435602189429,0.152971092333856,0.169800399840499
41,1,55470,-0.236073481643336,0.157052886190769,0.133695369761465
42,1,59265,-0.058893172412132,0.153271156116529,0.701030657141392
43,1,60165,-0.0953593334195202,0.153103254944247,0.533789674336423
44,1,62308,-0.241289233104953,0.152479011844017,0.114444147277844
45,1,62869,-0.231430112337013,0.152503018377724,0.13002430281211
46,1,65431,-0.190007507425391,0.15947256476664,0.234267789756014
47,1,65451,-0.182970607203014,0.157225863290332,0.245313876265607
48,1,65719,-0.193466104122303,0.163948601483548,0.238778425251901
49,1,66841,-0.185891311559704,0.152751684746038,0.224435850375718
