SNP,Chr,Pos,Effect,SE,RET2_EMP47_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.153103089105853,0.112519085666736,0.174481218852659
2,1,1035,0.251702887698008,0.113258382200793,0.0268910067082373
3,1,1074,0.163032981362933,0.192537570673065,0.397702970100738
4,1,1470,-0.306202620628433,0.19134615008716,0.1104365923618
5,1,1475,-0.266669293970105,0.141032644559041,0.0594652089459895
6,1,1491,-0.201474286184152,0.123526100895587,0.103776650460342
7,1,21249,-0.446292141434745,0.711428940906562,0.530856387425857
8,1,27243,-0.0143892827047247,0.0971046663440852,0.882282777733765
9,1,27272,-0.0763126177665808,0.0955630710000352,0.425083897590769
10,1,27498,0.234409298552364,0.873360293825625,0.788548752266297
11,1,27561,0.619763421348553,0.65904022532818,0.347653932343599
12,1,27816,0.0738055417056088,0.0975219717604877,0.449668896243853
13,1,27822,0.068027297516668,0.0974097414398978,0.485410402929961
14,1,27823,0.0493637174113178,0.0994501259577561,0.619944745352526
15,1,27825,0.0707415058146015,0.0974042644727618,0.468156364424604
16,1,27843,0.0832751493954639,0.0932810099106671,0.372607692341622
17,1,27848,0.0832751493954639,0.0932810099106671,0.372607692341622
18,1,28495,0.132466269986697,0.09312123986842,0.155760128887529
19,1,28975,0.13276665987988,0.0924939772989243,0.152056124956831
20,1,29283,-0.15656313428362,0.207720627279475,0.451519969727664
21,1,29752,-0.336158774340321,0.215997775814734,0.12053125312232
22,1,29787,-0.431423450729625,0.586018168620871,0.462101164938684
23,1,30057,0.335573613132329,0.189313242929865,0.0771600620185274
24,1,30479,-0.156721765044542,0.557110942793613,0.778636245963156
25,1,30706,0.11364260169186,0.0956104849656128,0.235396193133626
26,1,31435,0.127860125318835,0.0922671176180152,0.16669489426802
27,1,35128,-0.124833996983702,0.127343968848294,0.327614435167406
28,1,35129,-0.0336230866793048,0.127831207634135,0.79268305409537
29,1,36146,0.0532410660321305,0.0919970522314166,0.563143279878429
30,1,37255,0.279349311413799,0.185182080826832,0.132318114655883
31,1,37409,0.184982025224399,0.0920130848268059,0.0451503197021113
32,1,37478,0.166682190707766,0.0921920141892931,0.0714591170419134
33,1,39144,0.0822681344260107,0.0920912078210037,0.372287372951742
34,1,41499,0.133769495245048,0.0916634216222336,0.14535663944604
35,1,45359,-0.351000224237267,0.153651215476183,0.0229412912778998
36,1,45634,-0.0836797396967341,0.142102832779164,0.556326785652394
37,1,51248,0.167507130314284,0.09189940425338,0.0691911913823311
38,1,51462,0.155112710895888,0.092086718916682,0.092984430283471
39,1,52124,0.161450052426011,0.0919301094998699,0.0799169576285831
40,1,52667,0.109087732264982,0.091999849572635,0.236523256563953
41,1,55470,0.130727120915601,0.0944355854255894,0.167141282797802
42,1,59265,0.130083174076032,0.0918758700545454,0.157698827625693
43,1,60165,0.133600827272382,0.0917917361989814,0.146425773512085
44,1,62308,0.111645067711139,0.0917733221713473,0.224595588241099
45,1,62869,0.136449910189308,0.0916667059820738,0.137500325120357
46,1,65431,0.157516080990305,0.0956700995451676,0.100560994303243
47,1,65451,0.184332536105234,0.0941652927305943,0.0510713403367914
